순번_정류장ID,1-2800269,2-2804581,3-2804582,4-2800267,5-2804034,6-2804035,7-2804037,8-2804039,9-2804041,10-2804589,11-2804043,12-2804591,13-2804045,14-2804048,15-2804593,16-2804049,17-2804595,18-2804052,19-2804053,20-2804597,21-2804603,22-2804054,23-2804600,24-2804057,25-2800292,26-2804599,27-2804063,28-2804061
1-2800269,0,0.351315,0.64827,0.8276459999999999,0.706855,1.330458,1.5893620000000002,1.945177,2.2729779999999997,2.67198,2.968195,4.0304660000000005,5.18527,5.677914,6.138308,8.249474000000001,9.167100999999999,10.042555,11.763278999999999,11.919363,12.92382,13.355301999999998,14.641858,15.412739000000002,15.714954,16.234763,16.895445000000002,17.317145
2-2804581,,0,0.297955,0.66304,1.0591700000000002,1.6827729999999999,1.9416759999999997,2.296491,2.625293,3.023294,3.32051,4.38178,5.537585,6.030229,6.490622,8.601789,9.519414999999999,10.394869,12.115594,12.271678,13.275135,13.707617,14.994173000000002,15.765053,16.067269,16.586078,17.24776,17.66946
3-2804582,,,0,0.365085,1.122119,1.7457220000000002,2.004626,2.36044,2.688242,3.0872439999999997,3.3834589999999998,4.445729,5.600534,6.093178,6.553571,8.664738,9.582364,10.457818,12.178543,12.334627000000001,13.339084,13.770566,15.057122,15.828002,16.130218,16.650026999999998,17.310709,17.732409
4-2800267,,,,0,0.757034,1.3806370000000001,1.639541,1.9953560000000001,2.323157,2.722159,3.018374,4.080645,5.235449,5.728093,6.188487,8.299653,9.21728,10.092734,11.813458,11.969542,12.973999000000001,13.405481,14.692037,15.462918,15.765132999999999,16.284942,16.945624,17.367324
5-2804034,,,,,0,0.623603,0.8825069999999999,1.238322,1.566123,1.965125,2.26134,3.323611,4.478415,4.9710589999999995,5.431453,7.542619,8.460246000000001,9.3357,11.056424,11.212508,12.216965,12.648447,13.935003,14.705884,15.008099,15.527907999999998,16.188589999999998,16.61029
6-2804035,,,,,,0,0.258904,0.614719,0.94252,1.3415219999999999,1.637737,2.700008,3.8548120000000003,4.347456,4.80785,6.919016,7.836641999999999,8.712097,10.432821,10.588905,11.593361999999999,12.024844,13.3114,14.082281,14.384495999999999,14.904304999999999,15.564987,15.986687
7-2804037,,,,,,,0,0.355815,0.683617,1.082618,1.3788340000000001,2.441104,3.595909,4.088553,4.548946,6.660112,7.577739,8.453192999999999,10.173917999999999,10.330002,11.334458999999999,11.765941,13.052497,13.823376999999999,14.125592000000001,14.645401000000001,15.306084,15.727784
8-2804039,,,,,,,,0,0.327802,0.731804,1.028019,2.090289,3.245094,3.737738,4.198132,6.309298,7.226924,8.102378,9.823103,9.979187,10.983644,11.415125999999999,12.701682,13.472562,13.774778,14.294587,14.955269,15.376969
9-2804041,,,,,,,,,0,0.404002,0.700217,1.762488,2.9172919999999998,3.409936,3.8703300000000005,5.981496,6.899122,7.774577000000001,9.495301,9.651385000000001,10.655842,11.087324,12.37388,13.144760999999999,13.446976000000001,13.966785,14.627467000000001,15.049167
10-2804589,,,,,,,,,,0,0.296216,1.358486,2.513291,3.005935,3.466328,5.577495,6.495121,7.370575,9.0913,9.247384,10.251841,10.683323,11.969878999999999,12.740758999999999,13.042975,13.562783999999999,14.223466,14.645166
