순번_정류장ID,1-2805836,2-2803035,3-2803034,4-2803029,5-2803026,6-2803019,7-2802965,8-2802959,9-2802641,10-2803003,11-2803008,12-2806040,13-2802980,14-2802954,15-2802913,16-2802915,17-2802930,18-2802925,19-2802905,20-2806494,21-2802921,22-2802901,23-2802885,24-2802851,25-2802823,26-2802783,27-2802757,28-2802733,29-2802706,30-2802628
1-2805836,0,0.16803099999999999,0.357528,0.6383810000000001,0.894811,1.413062,1.859017,2.198833,1.875689,1.50864,1.114286,0.9998969999999999,1.146328,1.322859,1.62945,1.7804419999999999,1.9623080000000002,2.1647529999999997,2.403649,2.550584,2.6460369999999998,2.7625669999999998,2.776404,3.06154,3.1670540000000003,3.5960620000000003,3.9932279999999998,4.006498000000001,4.423444,4.565076
2-2803035,,0,0.189497,0.47035,0.72678,1.245031,1.690986,2.030802,1.7076580000000001,1.340609,0.946255,0.831866,0.978297,1.154827,1.461419,1.612411,1.7942770000000001,1.996722,2.235618,2.3825529999999997,2.478006,2.594536,2.607373,2.893509,2.9990229999999998,3.428031,3.826197,3.8374669999999997,4.255413,4.397044999999999
3-2803034,,,0,0.280854,0.537283,1.0555350000000001,1.5014889999999999,1.841305,1.518161,1.1511120000000001,0.756758,0.642369,0.7888,0.9653309999999999,1.271922,1.422914,1.6047799999999999,1.807225,2.046121,2.1930560000000003,2.288509,2.40504,2.4178759999999997,2.703057,2.809526,3.2385349999999997,3.6357,3.6479699999999995,4.064916,4.207548
4-2803029,,,,0,0.256429,0.7746810000000001,1.220636,1.7099099999999998,1.630307,1.312897,0.918542,0.804154,0.950585,1.1271149999999999,1.433706,1.584699,1.7665650000000002,1.96901,2.207905,2.3548400000000003,2.450293,2.566824,2.580661,2.865797,2.971311,3.400319,3.7984839999999997,3.810754,4.226701,4.369333
5-2803026,,,,,0,0.518252,0.9642059999999999,1.453481,1.3738780000000002,1.277674,1.174972,1.060583,1.207014,1.383545,1.690136,1.8411279999999999,2.0229939999999997,2.2254389999999997,2.4643349999999997,2.61127,2.7067229999999998,2.823254,2.83609,3.122271,3.2277400000000003,3.6567489999999996,4.054914,4.067183999999999,4.48413,4.625762
6-2803019,,,,,,0,0.44595500000000005,0.9352290000000001,0.855626,0.759422,1.153777,1.455835,1.602266,1.7787959999999998,2.085387,2.23638,2.418246,2.620691,2.859586,3.0065209999999998,3.1019740000000002,3.218505,3.2313419999999997,3.517478,3.622992,4.052,4.450165,4.462435,4.879382,5.021014
7-2802965,,,,,,,0,0.489275,0.81142,0.847377,1.241731,1.5437889999999999,1.56778,1.662842,1.9694330000000002,2.120425,2.302292,2.504737,2.743632,2.908525,3.08302,3.1045409999999998,3.116388,3.380523,3.486037,3.915046,4.3122110000000005,4.324481,4.742426999999999,4.833032
8-2802959,,,,,,,,0,0.32314499999999996,0.6901930000000001,1.0845479999999998,1.2259360000000001,1.079505,1.174567,1.481158,1.63215,1.8140169999999998,2.016461,2.255357,2.42025,2.594745,2.615266,2.627113,2.913248,3.0187619999999997,3.447771,3.845936,3.8582059999999996,4.275151999999999,4.416784
9-2802641,,,,,,,,,0,0.36704899999999996,0.7614029999999999,1.005539,0.859108,0.9541700000000001,1.260761,1.411753,1.59362,1.7960650000000002,2.03496,2.199853,2.374348,2.394869,2.406716,2.691897,2.798365,3.227374,3.625539,3.637809,4.054755,4.1963870000000005
10-2803003,,,,,,,,,,0,0.394355,0.6964130000000001,0.842844,1.019374,1.325965,1.476958,1.658824,1.8612689999999998,2.100164,2.247099,2.342552,2.459083,2.47192,2.758101,2.863569,3.292578,3.689743,3.703013,4.11996,4.261591
11-2803008,,,,,,,,,,,0,0.302058,0.448489,0.62502,0.9316110000000001,1.082603,1.264469,1.466914,1.7058099999999998,1.852745,1.9481979999999999,2.0647279999999997,2.078565,2.363746,2.469215,2.8982229999999998,3.295389,3.3086589999999996,3.7246050000000004,3.8672370000000003
12-2806040,,,,,,,,,,,,0,0.146431,0.32296199999999997,0.629553,0.7805449999999999,0.962411,1.164856,1.403752,1.5686440000000001,1.7431400000000001,1.7636610000000001,1.775508,2.0606880000000003,2.167157,2.596166,2.9943310000000003,3.006601,3.423547,3.564179
13-2802980,,,,,,,,,,,,,0,0.176531,0.48312200000000005,0.6341140000000001,0.8159810000000001,1.018425,1.257321,1.422213,1.596709,1.6182299999999998,1.629077,1.915212,2.020726,2.449735,2.8479,2.86017,3.276116,3.4177480000000005
14-2802954,,,,,,,,,,,,,,0,0.306591,0.458584,0.766958,1.043895,1.2827899999999999,1.447683,1.6221780000000001,1.6436990000000002,1.655546,1.739682,1.8451959999999998,2.274204,2.671369,2.683639,3.100586,3.242218
15-2802913,,,,,,,,,,,,,,,0,0.15199300000000002,0.460367,0.737304,0.9761989999999999,1.141092,1.315587,1.337108,1.348955,1.43309,1.538604,1.967613,2.3657779999999997,2.378048,2.794994,2.936626
16-2802915,,,,,,,,,,,,,,,,0,0.308375,0.5853109999999999,0.824207,0.989099,1.1635950000000002,1.185116,1.1959629999999999,1.481143,1.6113709999999999,2.04038,2.438545,2.450815,2.8677610000000002,3.009393
17-2802930,,,,,,,,,,,,,,,,,0,0.276937,0.515832,0.680725,0.8552200000000001,0.875741,0.8875879999999999,1.172769,1.355238,1.784246,2.2540810000000002,2.500681,2.9176279999999997,3.059259
18-2802925,,,,,,,,,,,,,,,,,,0,0.238896,0.40378800000000004,0.578284,0.598805,0.6106520000000001,0.895832,1.078301,1.50731,1.976144,2.223745,2.640691,2.782323
19-2802905,,,,,,,,,,,,,,,,,,,0,0.164893,0.339388,0.35990900000000003,0.371756,0.656937,0.839405,1.268414,1.7372490000000003,1.984849,2.401795,2.543427
20-2806494,,,,,,,,,,,,,,,,,,,,0,0.174496,0.349026,0.442821,0.728002,0.9104700000000001,1.339479,1.808314,2.055914,2.47286,2.613492
21-2802921,,,,,,,,,,,,,,,,,,,,,0,0.174531,0.35036799999999996,0.635549,0.818017,1.247026,1.715861,1.962461,2.379407,2.521039
22-2802901,,,,,,,,,,,,,,,,,,,,,,0,0.176837,0.46201800000000004,0.644487,1.073495,1.5433299999999999,1.78993,2.205877,2.348509
23-2802885,,,,,,,,,,,,,,,,,,,,,,,0,0.286181,0.46865,0.897658,1.366493,1.6140940000000001,2.03104,2.172672
24-2802851,,,,,,,,,,,,,,,,,,,,,,,,0,0.182469,0.611478,1.0803120000000002,1.326913,1.743859,1.885491
25-2802823,,,,,,,,,,,,,,,,,,,,,,,,,0,0.43100900000000003,0.9008430000000001,1.1474440000000001,1.56439,1.7060220000000001
26-2802783,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.46883500000000006,0.715435,1.132382,1.274014
27-2802757,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.24660100000000001,0.663547,0.805179
28-2802733,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.416947,0.558578
29-2802706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.14163199999999998
30-2802628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
