순번_정류장ID,1-2807485,2-2807487,3-2802551,4-2802375,5-2802965,6-2802959,7-2802964,8-2802975,9-2802981,10-2802624,11-2802636,12-2807507,13-2807526,14-2807531,15-2807534,16-2807543,17-2807510,18-2807277,19-2807554,20-2807558,21-2807561,22-2807500,23-2807499,24-2807509,25-2800107,26-2803386,27-2803399,28-2803395,29-2803392
1-2807485,0,0.501822,1.459558,2.494409,5.1306449999999995,5.61892,5.70469,5.659371,5.361431,5.099616,4.7957790000000005,7.539706,9.806451,13.647067000000002,17.082884,19.233738,18.940397,20.326369,22.303245,31.207309999999996,34.770709000000004,36.336991999999995,38.884305,40.868124,42.697076,47.204260999999995,48.047314,48.376701000000004,47.388327000000004
2-2807487,,0,0.957736,1.991587,4.628823000000001,5.116098,5.203869,5.60393,5.304989,5.042175,4.739338,7.482264,9.74901,13.590625,17.025443,19.177297,19.441219,20.827191,22.804067,31.709132,35.272531,36.837814,39.385127000000004,41.369946,43.196898,47.705083,48.548136,48.320259,47.331885
3-2802551,,,0,1.065587,3.701822,4.191097,4.277868,4.888807,5.1897470000000006,5.450562000000001,5.221337,7.965264,10.232009,14.072625,17.507442,19.659295999999998,20.308954999999997,21.694926000000002,23.672803,32.576868,36.139267,37.70655,40.253863,42.237682,44.066634,48.572819,49.410364,48.804259,47.813885
4-2802375,,,,0,2.6362360000000002,3.125511,3.212281,3.8242199999999995,4.122161,4.383975,4.485812,7.451115,9.71786,13.558476,16.993292999999998,19.145147,21.343806,22.729778,24.707654,33.611719,37.174118,38.741401,41.288714,43.271533000000005,45.099484999999994,49.654831,48.812778,48.204671999999995,47.216297999999995
5-2802965,,,,,0,0.489275,0.8750459999999999,1.6249850000000001,1.923925,2.18574,2.489577,6.392442,8.659187,12.500803,15.93462,18.087474,21.076959,22.790105,24.766981,33.671046000000004,37.234445,38.800728,41.348040999999995,43.33186,45.159812,47.432595,46.590543,45.984437,44.993063
6-2802959,,,,,,0,0.386771,1.13671,1.43565,1.6974639999999999,2.001302,5.904167,8.170912,12.012528,15.446345,17.598198999999997,20.589684,22.301829,24.278706,33.182771,36.74617,38.312453000000005,40.859766,42.843585,44.671537,46.96632,46.124266999999996,45.516161,44.525788
7-2802964,,,,,,,0,0.749939,1.0488790000000001,1.310694,1.614531,5.517396,7.784142,11.624757,15.060573999999999,17.212429,20.201914000000002,21.915059,23.891935,32.796,36.359398999999996,37.925682,40.472995000000004,42.456814,44.284766999999995,46.581549,45.738496999999995,45.130390999999996,44.141017
8-2802975,,,,,,,,0,0.298941,0.560755,0.8645930000000001,4.767457,7.034203,10.874818,14.309636,16.461489999999998,19.451975,21.16512,23.141997,32.046062,35.60946,37.175743,39.723057,41.706876,43.535828,46.025488,45.182435999999996,44.57533,43.585956
9-2802981,,,,,,,,,0,0.261815,0.565652,4.468516999999999,6.735262,10.576878,14.010695000000002,16.163549,19.154034,20.86618,22.843056,31.747121000000003,35.310520000000004,36.876803,39.424116,41.407934999999995,43.235887,46.17367,45.329617999999996,44.725512,43.736138000000004
10-2802624,,,,,,,,,,0,0.303838,4.206702,6.473448,10.315063,13.749881,15.901735,18.892220000000002,20.604364999999998,22.581242,31.485307000000002,35.048705,36.614988000000004,39.162302000000004,41.146121,42.974073,45.946243,45.10419,44.497085,43.508711
