순번_정류장ID,1-2800962,2-2800970,3-2800980,4-2800988,5-2800971,6-2800841,7-2800964,8-2800878,9-2800839,10-2800981,11-2801001,12-2801016,13-2801028,14-2801026,15-2801042,16-2801072,17-2801103,18-2801110,19-2801283,20-2801315,21-2801356,22-2801388,23-2801439,24-2801500,25-2801524,26-2801541,27-2801577,28-2801607,29-2801626
11-2801001,,,,,,,,,,,0,0.20763,0.399188,0.707655,1.122778,1.479877,1.783677,1.918824,2.616567,3.045543,3.487868,3.7767510000000004,4.255117,4.878643,5.0739160000000005,5.253673,5.519933,5.840357,6.025727
12-2801016,,,,,,,,,,,,0,0.191558,0.500025,0.915148,1.272247,1.576047,1.7111939999999999,2.408937,2.837913,3.280239,3.569121,4.047487,4.671012999999999,4.866286,5.046043,5.312303,5.632727,5.818097
13-2801028,,,,,,,,,,,,,0,0.30846599999999996,0.72359,1.0806879999999999,1.3844889999999999,1.519636,2.217379,2.646355,3.08868,3.377563,3.855929,4.479455000000001,4.674728,4.8544849999999995,5.120744999999999,5.441169,5.626539
14-2801026,,,,,,,,,,,,,,0,0.415124,0.7722220000000001,1.076023,1.211169,1.908913,2.337889,2.780214,3.069096,3.5474629999999996,4.170989,4.366262,4.546019,4.812278,5.132703,5.318073
15-2801042,,,,,,,,,,,,,,,0,0.357099,0.660899,0.796046,1.49379,1.922765,2.365091,2.653973,3.132339,3.755865,3.951138,4.130895,4.397155000000001,4.717579,4.90295
16-2801072,,,,,,,,,,,,,,,,0,0.30380100000000004,0.43894799999999995,1.136691,1.565667,2.0079919999999998,2.296875,2.775241,3.398767,3.59404,3.773797,4.040057,4.360481,4.545851
17-2801103,,,,,,,,,,,,,,,,,0,0.135147,0.8328909999999999,1.261866,1.704192,1.9930740000000002,2.4714400000000003,3.094966,3.290239,3.469996,3.7362559999999996,4.05668,4.242051
18-2801110,,,,,,,,,,,,,,,,,,0,0.6977439999999999,1.1267200000000002,1.569045,1.857927,2.3362939999999996,2.95982,3.155093,3.33485,3.6011089999999997,3.921534,4.106904
19-2801283,,,,,,,,,,,,,,,,,,,0,0.429976,0.872301,1.161184,1.63955,2.263076,2.458349,2.638106,2.904366,3.22479,3.41016
20-2801315,,,,,,,,,,,,,,,,,,,,0,0.442326,0.731208,1.209574,1.8331,2.0283729999999998,2.2081310000000003,2.47439,2.7948150000000003,2.9801849999999996
21-2801356,,,,,,,,,,,,,,,,,,,,,0,0.288883,0.767249,1.390775,1.586048,1.7658049999999998,2.0320650000000002,2.352489,2.537859
22-2801388,,,,,,,,,,,,,,,,,,,,,,0,0.481367,1.104892,1.300166,1.4799229999999999,1.746182,2.066607,2.251977
23-2801439,,,,,,,,,,,,,,,,,,,,,,,0,0.623526,0.8187989999999999,0.9985569999999999,1.264816,1.585241,1.7706110000000002
24-2801500,,,,,,,,,,,,,,,,,,,,,,,,0,0.195274,0.374031,0.6402899999999999,0.960715,1.146085
25-2801524,,,,,,,,,,,,,,,,,,,,,,,,,0,0.178757,0.445017,0.765441,0.9508110000000001
26-2801541,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.26626,0.586684,0.772054
27-2801577,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.321425,0.506795
28-2801607,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.18537
29-2801626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
