순번_정류장ID,1-2800962,2-2800970,3-2800980,4-2800988,5-2800971,6-2800841,7-2800964,8-2800878,9-2800839,10-2800981,11-2801001,12-2801016,13-2801028,14-2801026,15-2801042,16-2801072,17-2801103,18-2801110,19-2801283,20-2801315,21-2801356,22-2801388,23-2801439,24-2801500,25-2801524,26-2801541,27-2801577,28-2801607,29-2801626
1-2800962,0,0.1872,0.41466400000000003,0.7474770000000001,0.9062879999999999,1.050365,1.24712,1.621975,1.8525639999999999,2.179468,2.509013,2.716643,2.908201,2.73674,2.995791,2.8201110000000003,2.9372830000000003,3.00243,3.7001739999999996,4.064444,4.307475,4.596357,5.0747230000000005,5.698249,5.893522,5.9992790000000005,5.944539,5.944964,6.1303339999999995
2-2800970,,0,0.227464,0.560277,0.9976809999999999,1.237565,1.43432,1.809175,2.039764,2.365668,2.6952130000000003,2.902843,3.094401,2.923939,2.990009,2.632911,2.750084,2.81523,3.512974,3.877244,4.120275,4.4091569999999995,4.887524,5.511049,5.706323,5.81208,5.757339,5.757764,5.943134
3-2800980,,,0,0.332814,0.7702180000000001,1.175295,1.37205,1.746904,1.978494,2.304398,2.634943,2.840573,3.032131,2.8606689999999997,2.762546,2.405448,2.52262,2.587766,3.28551,3.649781,3.892811,4.181694,4.66006,5.283586,5.478859,5.5846160000000005,5.529876,5.5303,5.715669999999999
4-2800988,,,,0,0.458404,0.890482,1.087236,1.462091,1.692681,2.019584,2.3471290000000002,2.5547590000000002,2.746317,2.575856,2.461732,2.104634,2.221807,2.286953,2.984697,3.348967,3.5919980000000002,3.8808800000000003,4.359247,4.982772,5.178046,5.283803,5.229062,5.229487000000001,5.414857
5-2800971,,,,,0,0.43207799999999996,0.628833,1.003687,1.234277,1.56018,1.888725,2.096355,2.287914,2.117452,2.377503,2.279399,2.395571,2.460718,3.153461,3.522732,3.765762,4.054645,4.5340110000000005,5.156537,5.3518099999999995,5.457567,5.402826999999999,5.403251,5.589621
6-2800841,,,,,,0,0.19675499999999999,0.5726100000000001,0.803199,1.130103,1.458648,1.6652779999999998,1.857836,1.687375,1.9474259999999999,2.3035240000000003,2.546325,2.6814720000000003,3.3792150000000003,3.8081910000000003,4.198840000000001,4.487722,4.965089,5.588614,5.783888,5.890645,5.835904,5.836329,6.020699
7-2800964,,,,,,,0,0.375855,0.606445,0.933348,1.262893,1.470523,1.6620810000000001,1.49062,1.7506709999999999,2.10777,2.34957,2.484717,3.18246,3.611436,4.0317620000000005,4.319644,4.79801,5.422536,5.616809,5.723566,5.667826,5.98925,6.17462
8-2800878,,,,,,,,0,0.23059000000000002,0.5564939999999999,0.8860389999999999,1.093669,1.2852270000000001,1.113765,1.373817,1.7309150000000002,2.034716,2.1698619999999997,2.8676060000000003,3.296582,3.7389069999999998,4.027789,4.506156,5.129682,5.324955,5.5047120000000005,5.564513,5.884938,6.069308
9-2800839,,,,,,,,,0,0.32590399999999997,0.654449,0.862079,1.0536370000000002,0.883175,1.143227,1.500325,1.804126,1.939273,2.637016,3.0659919999999996,3.508317,3.7972,4.275566,4.899092,5.094365,5.274122,5.540382,5.860806,6.046176
10-2800981,,,,,,,,,,0,0.329545,0.537175,0.728733,0.917801,1.1778520000000001,1.534951,1.8387509999999998,1.973898,2.671641,3.1006169999999997,3.542942,3.831825,4.3101910000000005,4.933717,5.12899,5.308747,5.575007,5.895430999999999,6.080801
