순번_정류장ID,36-2801729,37-2801714,38-2801712,39-2801701,40-2805300,41-2801168,42-2801686,43-2801182,44-2801679,45-2805798,46-2805799,47-2805800,48-2805801,49-2807214,50-2805803,51-2805806,52-2804915,53-2804429,54-2804431,55-2801643,56-2801646,57-2801640,58-2801579,59-2801190,60-2801227,61-2801503,62-2801479,63-2801466,64-2801453,65-2801442,66-2801416,67-2801198
46-2805799,,,,,,,,,,,0,0.145727,0.307687,0.618264,0.946908,1.347384,1.054163,0.766703,1.023675,1.046899,0.952536,0.8654799999999999,1.436612,1.6526830000000001,1.830495,2.2159419999999996,2.428617,2.399466,2.5163860000000002,2.625033,2.880795,3.089466
47-2805800,,,,,,,,,,,,0,0.161961,0.472537,0.801181,1.201658,0.908436,0.620976,0.877948,1.045875,1.098263,1.011206,1.582339,1.7984099999999998,1.976221,2.361669,2.574343,2.545193,2.662113,2.7707599999999997,3.026522,3.2351919999999996
48-2805801,,,,,,,,,,,,,0,0.310577,0.64022,1.040697,0.747476,0.460016,0.716988,0.884914,0.9792770000000001,1.173167,1.7442990000000003,1.9603700000000002,2.138182,2.523629,2.736304,2.707153,2.824073,2.93272,3.188482,3.397153
49-2807214,,,,,,,,,,,,,,0,0.328644,0.729121,0.4359,0.14844000000000002,0.405411,0.573338,0.667701,0.921375,1.492508,1.708579,1.8863900000000002,2.2718380000000002,2.484512,2.455361,2.5722810000000003,2.6809279999999998,2.93669,3.145361
50-2805803,,,,,,,,,,,,,,,0,0.630367,0.545412,0.257952,0.5149229999999999,0.68285,0.777213,1.030887,1.60202,1.818091,1.995902,2.38135,2.594024,2.564873,2.681793,2.7904400000000003,3.046202,3.254873
51-2805806,,,,,,,,,,,,,,,,0,0.293221,0.658429,0.9154,1.0833270000000002,1.17769,1.4313639999999999,2.002497,2.2185669999999997,2.396379,2.7818259999999997,2.9945009999999996,2.96535,3.0822700000000003,3.190917,3.446679,3.65535
52-2804915,,,,,,,,,,,,,,,,,0,0.365207,0.622179,0.7901060000000001,0.884468,1.1381430000000001,1.709275,1.925346,2.103158,2.4886049999999997,2.70128,2.672129,2.7890490000000003,2.897696,3.153458,3.362129
53-2804429,,,,,,,,,,,,,,,,,,0,0.256972,0.42489899999999997,0.519261,0.772935,1.344068,1.560139,1.73795,2.123398,2.336072,2.306922,2.4238419999999996,2.532489,2.788251,2.996921
54-2804431,,,,,,,,,,,,,,,,,,,0,0.167927,0.262289,0.515964,1.0870959999999998,1.303167,1.480979,1.866426,2.0791009999999996,2.04995,2.16687,2.275517,2.531279,2.73995
55-2801643,,,,,,,,,,,,,,,,,,,,0,0.094363,0.348037,0.91917,1.135241,1.313052,1.6985,1.9111740000000002,1.882023,1.9989430000000001,2.10759,2.363352,2.572023
56-2801646,,,,,,,,,,,,,,,,,,,,,0,0.25367399999999996,0.824807,1.040878,1.218689,1.6041370000000001,1.816811,1.7876610000000002,1.904581,2.013228,2.26899,2.4776599999999998
57-2801640,,,,,,,,,,,,,,,,,,,,,,0,0.571133,0.787204,0.965015,1.350463,1.563137,1.533987,1.6509060000000002,1.759554,2.015316,2.223986
58-2801579,,,,,,,,,,,,,,,,,,,,,,,0,0.216071,0.393882,0.77933,0.9920040000000001,0.9628540000000001,1.079774,1.188421,1.444183,1.652853
59-2801190,,,,,,,,,,,,,,,,,,,,,,,,0,0.177811,0.5632590000000001,0.824042,0.917808,1.034727,1.143375,1.3991360000000002,1.607807
60-2801227,,,,,,,,,,,,,,,,,,,,,,,,,0,0.385448,0.646231,0.859972,0.976891,1.085539,1.3413,1.549971
61-2801503,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.260783,0.474524,0.591444,0.700091,0.9558530000000001,1.164524
62-2801479,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.213741,0.33066100000000004,0.439308,0.69507,0.903741
63-2801466,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.11692000000000001,0.22556700000000002,0.481329,0.69
64-2801453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10864800000000001,0.36440900000000004,0.57308
65-2801442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.255762,0.464433
66-2801416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.208671
67-2801198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
