순번_정류장ID,1-2807327,2-2802586,3-2802584,4-2802577,5-2802572,6-2807041,7-2802565,8-2802545,9-2802367,10-2802541,11-2802547,12-2802552,13-2802557,14-2802554,15-2802559,16-2802568,17-2802551,18-2806676,19-2802533,20-2802505,21-2802369,22-2802532,23-2802524,24-2802515,25-2802510,26-2802518,27-2802493,28-2802463,29-2802460,30-2802450,31-2802441,32-2802941,33-2802901,34-2802851,35-2802823,36-2802783,37-2802757,38-2802733,39-2802628
1-2807327,0,0.16403299999999998,0.379575,0.6941510000000001,1.0402799999999999,1.236999,1.316578,1.937548,1.97848,1.6207049999999998,1.437638,1.261125,1.395138,1.712071,2.135554,2.811758,3.445783,4.214415,4.757415,4.771506,4.656415,4.479285,4.683253,4.905319,4.9573339999999995,4.841295,4.9634089999999995,4.509551,4.259932,3.854693,3.5458910000000006,5.392764,5.71742,6.178438,6.360907,6.790914999999999,7.25875,7.50535,8.063928
2-2802586,,0,0.215542,0.531118,0.8772469999999999,1.073966,1.4587809999999999,1.78625,1.815447,1.456672,1.274605,1.098092,1.232106,1.549038,1.972522,2.648725,3.28275,4.051382,4.594382,4.608474,4.494382,4.317252,4.52122,4.742286,4.794301,4.678262999999999,4.800377,4.347519,4.096899,3.69266,3.383858,5.229731,5.5553870000000005,6.016405000000001,6.198874,6.6278820000000005,7.096717,7.3443179999999995,7.902896000000001
3-2802584,,,0,0.315576,0.661705,0.858425,1.281004,1.570708,1.599906,1.24213,1.0590629999999999,0.882551,1.016564,1.333496,1.75698,2.433183,3.0672080000000004,3.8358410000000003,4.37884,4.391932,4.2778410000000004,4.100709999999999,4.304678,4.526744,4.578759,4.462721,4.584835,4.131977,3.882357,3.476118,3.168316,5.014189,5.339846,5.799862999999999,5.9823319999999995,6.4123410000000005,6.880175,7.128775999999999,7.685353999999999
4-2802577,,,,0,0.346129,0.542848,0.964427,1.255132,1.284329,1.488026,1.305958,1.129446,1.263459,1.5803909999999999,2.003875,2.680079,3.314104,4.082736,4.625736,4.6398269999999995,4.524736,4.347605000000001,4.551574,4.77464,4.825655,4.7096160000000005,4.83073,4.378872,4.128253,3.723013,3.414211,5.260085,5.5857410000000005,6.046759,6.229227,6.6582360000000005,7.128071,7.374671,7.933249000000001
5-2802572,,,,,0,0.19672,0.6232989999999999,0.9090030000000001,0.9382010000000001,1.2154260000000001,1.0323579999999999,0.8558459999999999,0.989859,1.306791,1.730275,2.406478,3.040504,3.809136,4.352136,4.366226999999999,4.252136,4.075005,4.2779739999999995,4.500039,4.552055,4.436016,4.4871300000000005,4.0342720000000005,3.7846519999999995,3.3794129999999996,3.070611,4.916485,5.242141,5.703158999999999,5.8856269999999995,6.314636,6.7834710000000005,7.030071,7.5896490000000005
6-2807041,,,,,,0,0.42758,0.9504520000000001,0.979649,1.256874,1.073807,0.897294,1.031307,1.3482399999999999,1.771723,2.447927,3.0819520000000002,3.8505839999999996,4.393584,4.407675,4.292584,4.115454,4.319422,4.542488,4.593503,4.477464,4.5285779999999995,4.07572,3.8261010000000004,3.420862,3.11206,4.957933000000001,5.282589,5.744607,5.9270760000000005,6.356084,6.824919,7.071519,7.629098
7-2802565,,,,,,,0,0.62197,1.0559020000000001,1.503547,1.501386,1.324873,1.4588860000000001,1.7758189999999998,2.199302,2.875506,3.509531,4.278163,4.821162999999999,4.8342540000000005,4.720162999999999,4.543033,4.748001,4.969067,5.014918,4.819957,4.604831,4.151973,3.902354,3.497115,3.188313,5.034186,5.3598419999999996,5.82086,6.003329,6.432337,6.901172,7.146772,7.705350999999999
8-2802545,,,,,,,,0,0.433933,0.8815780000000001,1.0636450000000002,1.241158,1.692591,2.008523,2.432007,3.1082099999999997,3.742235,4.510868,5.0538680000000005,4.941959,4.952868,4.775737,4.7470300000000005,4.525964,4.391948999999999,4.196988,3.9818620000000005,3.529004,3.279384,2.8751450000000003,2.565343,4.412216,4.736873,5.19789,5.3803589999999994,5.809368,6.278201999999999,6.5248029999999995,7.084381
9-2802367,,,,,,,,,0,0.44764499999999996,0.629713,0.808225,1.258658,1.575591,1.9980740000000001,2.675278,3.308303,4.077935,4.620935,4.509026,4.519935,4.342805,4.313097,4.091032,3.958016,3.7630550000000005,3.547929,3.095071,2.845452,2.440213,2.131411,3.9772839999999996,4.30294,4.763958000000001,4.946427,5.3754349999999995,5.845269999999999,6.09087,6.649449000000001
10-2802541,,,,,,,,,,0,0.183067,0.36058,0.811013,1.127945,1.5514290000000002,2.227632,2.8616580000000003,3.63029,4.17329,4.186381,4.07229,3.8951589999999996,4.100128,3.948807,3.8157919999999996,3.62083,3.405705,2.952847,2.703227,2.297988,1.9891860000000001,3.8350589999999998,4.160715,4.621733,4.804202,5.23321,5.7030449999999995,5.948646,6.507224
