순번_정류장ID,1-2805045,2-2803525,3-2803769,4-2803770,5-2803772,6-2805878,7-2805007,8-2805058,9-2805044,10-2802589,11-2802362,12-2802598,13-2802587,14-2802565,15-2802511,16-2802435,17-2802398,18-2802185,19-2801848,20-2802178,21-2802808,22-2803777,23-2802854,24-2802865,25-2802876,26-2802890,27-2802893,28-2802896
1-2805045,0,0.92724,1.255873,2.180877,2.957036,3.5133660000000004,3.813099,3.812411,3.5522169999999997,3.4356139999999997,3.584023,3.8055,5.062235,5.988163,7.248982000000001,7.979527,9.0857,10.989827,11.036,11.371508,10.74734,10.165057000000001,10.301631,10.593499000000001,11.005724,11.280022,11.587094,11.241467
2-2803525,,0,0.614633,1.5396379999999998,2.3157959999999997,2.872127,3.1718599999999997,3.1711709999999997,2.910977,2.795375,2.9437830000000003,3.243761,4.980496,5.908424,7.169242,7.899787,9.00496,10.720587,10.765761,10.731269000000001,10.1071,9.523817,9.660392,9.953259,10.365484,10.639783,10.944854,10.599228
3-2803769,,,0,1.050251,2.0071630000000003,2.563494,2.863227,2.8625380000000002,2.602344,2.968487,3.116895,3.4168730000000003,5.1546080000000005,6.080536,7.342353999999999,8.071899,9.178072,10.411955,10.458128,10.422636,9.798467,9.216185000000001,9.352758999999999,9.644627,10.056851,10.33115,10.636222,10.290595
4-2803770,,,,0,0.9579120000000001,1.514243,1.8139759999999998,1.8132869999999999,1.553093,1.958263,2.298899,2.598877,4.337612,5.26254,6.524358,7.254903,8.323576,9.362703999999999,9.407877000000001,9.373385,8.749216,8.166934,8.303508,8.595376,9.0076,9.281899000000001,9.587971000000001,9.241344
5-2803772,,,,,0,0.556331,1.255866,1.666555,1.897252,2.302421,2.6430580000000004,2.943036,4.681771,5.607699,6.868517,7.600061999999999,8.445665,9.484792,9.530965,9.495472999999999,8.871303999999999,8.289022000000001,8.425596,8.717464,9.129688,9.333943,9.008059,8.663432
6-2805878,,,,,,0,0.699535,1.1102239999999999,1.7858509999999999,2.44902,2.793657,3.093634,4.83137,5.310797,6.513616000000001,7.124161,7.889334,8.928461,8.974634,8.939142,8.314974000000001,7.732691,7.8692649999999995,8.161133,8.573358,8.775611999999999,8.450728,8.105101
7-2805007,,,,,,,0,0.41968900000000003,1.091316,1.755485,2.099122,2.399099,4.137834,5.0637620000000005,6.324580999999999,7.055126,7.9976009999999995,9.035728,9.081901,9.047409,8.422241,7.8409580000000005,7.977532000000001,8.2694,8.681625,8.884879,8.558995,8.215368
8-2805058,,,,,,,,0,0.6756270000000001,1.339796,1.6834330000000002,1.983411,3.723146,4.649074,5.909892,6.6404369999999995,7.68611,8.723237,8.77041,8.733919,8.10975,7.528467,7.664041,7.956909,8.368134,8.642433,8.526684,8.181057000000001
9-2805044,,,,,,,,,0,0.6711699999999999,1.019806,1.319784,3.058519,3.985447,5.245265,5.9768099999999995,7.016483,8.054611,8.100783999999999,8.065292,7.441122999999999,6.858841,6.9954149999999995,7.287283,7.6995070000000005,7.973806,8.280878,7.935250999999999
10-2802589,,,,,,,,,,0,0.348637,0.648614,2.38635,3.313277,4.573096,5.303641000000001,6.410814,7.976213,8.021386,7.986894,7.362725,6.780442999999999,6.9170169999999995,7.208885,7.621109,7.895408,8.201478999999999,7.855853
11-2802362,,,,,,,,,,,0,0.512478,2.250213,3.176141,4.436959,5.167504,6.273676999999999,8.177804,8.223978,8.334531,7.710362,7.128079,7.264653999999999,7.556521000000001,7.968746,8.244045,8.550116000000001,8.203489
12-2802598,,,,,,,,,,,,0,1.738735,2.664663,3.925482,4.656027,5.7622,7.666327000000001,7.7125,8.088008,8.010339,7.428057000000001,7.564630999999999,7.856499,8.268723,8.543022,8.849094000000001,8.504467
13-2802587,,,,,,,,,,,,,0,0.9259280000000001,2.186747,2.917291,4.023465,5.927592,5.973765,6.349273,6.7994259999999995,6.6452919999999995,6.781866,7.072734,7.484959,7.759257000000001,8.085142,8.430769
14-2802565,,,,,,,,,,,,,,0,1.261819,1.992364,3.098537,5.002664,5.048837000000001,5.423344999999999,5.874498,5.917894,6.053468,6.346336,6.758560000000001,7.032858999999999,7.357744,7.703371000000001
15-2802511,,,,,,,,,,,,,,,0,0.730545,1.836718,3.7408449999999998,3.7870190000000004,4.162527,4.61268,5.194962,5.44865,5.740517,6.152742,6.5350410000000005,6.859925,7.205552000000001
16-2802435,,,,,,,,,,,,,,,,0,1.1061729999999999,3.0103009999999997,3.056474,3.4309819999999998,3.882135,4.464417,4.718105,5.0099730000000005,5.422197,5.804496,6.12938,6.475007
17-2802398,,,,,,,,,,,,,,,,,0,1.909128,1.9553009999999997,2.329809,2.7809619999999997,3.3632440000000003,3.616932,3.9088,4.3210239999999995,4.703323,5.028207,5.3738339999999996
18-2802185,,,,,,,,,,,,,,,,,,0,0.25217399999999995,0.9726819999999999,1.723834,2.306117,2.559805,2.851672,3.263897,3.842196,4.16708,4.512707
19-2801848,,,,,,,,,,,,,,,,,,,0,0.720508,1.471661,2.053943,2.307631,2.5994990000000002,3.011723,3.5900220000000003,3.914907,4.260533000000001
20-2802178,,,,,,,,,,,,,,,,,,,,0,0.760153,1.342436,1.596123,1.887991,2.300216,2.878514,3.203399,3.549026
21-2802808,,,,,,,,,,,,,,,,,,,,,0,0.582283,0.8359700000000001,1.127838,1.540063,2.118361,2.443246,2.788873
22-2803777,,,,,,,,,,,,,,,,,,,,,,0,0.253688,0.545555,0.95778,1.5360790000000002,1.8609630000000001,2.2065900000000003
23-2802854,,,,,,,,,,,,,,,,,,,,,,,0,0.29186799999999996,0.705092,1.283391,1.608276,1.953903
24-2802865,,,,,,,,,,,,,,,,,,,,,,,,0,0.413225,0.991524,1.316408,1.662035
25-2802876,,,,,,,,,,,,,,,,,,,,,,,,,0,0.578299,0.903183,1.24881
26-2802890,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.324885,0.670511
27-2802893,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.345627
28-2802896,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
