순번_정류장ID,1-2800270,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2800265,8-2803682,9-2807369,10-2804135,11-2803684,12-2803685,13-2803686,14-2803687,15-2804667,16-2803688,17-2803689,18-2803690,19-2803691,20-2803740,21-2803692,22-2803694,23-2803696,24-2803698,25-2804776,26-2803701,27-2804737,28-2806144,29-2806401,30-2804747,31-2804305,32-2804302,33-2804301
1-2800270,0,0.789926,1.059143,1.370099,1.506329,1.754101,2.04288,2.685899,3.012839,3.146703,3.581944,3.987714,4.7247580000000005,5.19413,5.837279,6.187937000000001,6.727971000000001,6.958996000000001,8.018856,8.820686,9.049515,9.338444,9.751158,10.125110000000001,10.432962,10.630475,10.916633000000001,12.229769000000001,12.985308999999999,13.530712,13.804352,14.400920000000001,15.17976
2-2800268,,0,0.270217,0.581174,0.717404,0.965176,1.253955,1.8969740000000002,2.2239139999999997,2.3577779999999997,2.7930189999999997,3.198788,3.935833,4.4052050000000005,5.048354,5.399012,5.939045,6.17007,7.229931,8.031761,8.260589,8.549517999999999,8.962233,9.336185,9.644036,9.84155,10.127708,11.440844,12.196384,12.741787,13.015426,13.611995,14.390834
3-2800264,,,0,0.31295700000000004,0.449187,0.696959,0.9857379999999999,1.628757,1.955697,2.0895610000000002,2.524802,2.930572,3.667616,4.136988,4.780137,5.130795,5.670829,5.901854,6.961714,7.7635440000000004,7.9923720000000005,8.281302,8.694016,9.067967999999999,9.37582,9.573333,9.859491,11.172627,11.928167,12.47357,12.74721,13.343778,14.123617999999999
4-2807245,,,,0,0.13623,0.384002,0.6767810000000001,1.3198,1.64674,1.780604,2.2158450000000003,2.6216150000000003,3.358659,3.8280309999999997,4.47118,4.821838,5.361872,5.592897,6.652757000000001,7.454586999999999,7.683416,7.972345,8.385059,8.759011,9.066863,9.264377,9.550533999999999,10.863669999999999,11.619211,12.164613000000001,12.438253,13.034821,13.814661
5-2800262,,,,,0,0.247772,0.540551,1.18357,1.51051,1.6443740000000002,2.079615,2.485385,3.222429,3.6918010000000003,4.33495,4.685608,5.225642,5.4566669999999995,6.516527,7.318357000000001,7.547186,7.8361149999999995,8.248828999999999,8.622781,8.930633,9.128147,9.414305,10.72744,11.482981,12.028383999999999,12.302023,12.898591,13.678431
6-2807367,,,,,,0,0.292779,0.9357989999999999,1.262738,1.3966020000000001,1.831843,2.237613,2.974657,3.44403,4.087178,4.437836,4.977869999999999,5.208895,6.2687550000000005,7.070585,7.299414,7.588342999999999,8.001058,8.375009,8.682861,8.880375,9.166533,10.479667999999998,11.235209,11.780612,12.054250999999999,12.650819,13.430659
7-2800265,,,,,,,0,0.643019,0.969959,1.103823,1.539064,1.944834,2.6818779999999998,3.15125,3.794399,4.1450569999999995,4.685091000000001,4.916116000000001,5.975976,6.777806,7.006635,7.295564,7.708278,8.082230000000001,8.390082000000001,8.587596000000001,8.873754,10.186889,10.94243,11.487833,11.761472,12.358039999999999,13.13788
8-2803682,,,,,,,,0,0.32694,0.460804,0.8960450000000001,1.301815,2.038859,2.5082310000000003,3.15138,3.5020379999999998,4.042072,4.273096,5.332957,6.134787,6.363615,6.652544,7.065258999999999,7.439211,7.747063000000001,7.944576,8.230734,9.54387,10.29941,10.844813,11.118452,11.715021,12.494861
9-2807369,,,,,,,,,0,0.133864,0.569105,0.974875,1.711919,2.181291,2.82444,3.1750979999999998,3.715132,3.946157,5.006017,5.807847,6.036676,6.325605,6.738319000000001,7.112271000000001,7.420122999999999,7.617636999999999,7.903794,9.21693,9.972471,10.517873,10.791513,11.388081,12.167921
10-2804135,,,,,,,,,,0,0.435241,0.8410110000000001,1.578055,2.047427,2.6905759999999996,3.041234,3.581268,3.812293,4.872153,5.673983,5.902812,6.191741,6.604455000000001,6.978407000000001,7.286258999999999,7.483772999999999,7.7699300000000004,9.083066,9.838607000000001,10.384008999999999,10.657649000000001,11.254217,12.034057
11-2803684,,,,,,,,,,,0,0.40576999999999996,1.1438139999999999,1.6131870000000001,2.256335,2.606993,3.147027,3.378052,4.437913,5.239743,5.468571,5.7575,6.170215,6.544166000000001,6.852017999999999,7.049532000000001,7.33569,8.648825,9.404366,9.949769,10.223408000000001,10.819975999999999,11.599816
12-2803685,,,,,,,,,,,,0,0.7380439999999999,1.207417,1.850566,2.201223,2.741257,2.972282,4.032143,4.833973,5.062801,5.35173,5.764444999999999,6.138396,6.446248000000001,6.643762,6.92992,8.243055,8.998596000000001,9.543999000000001,9.817638,10.414206,11.194046
13-2803686,,,,,,,,,,,,,0,0.46937299999999993,1.1125209999999999,1.467179,2.007213,2.238238,3.2980989999999997,4.099929,4.328757,4.617686,5.030401,5.404351999999999,5.712204,5.909718,6.195876,7.509011,8.264552,8.809955,9.083594,9.680162,10.460002000000001
14-2803687,,,,,,,,,,,,,,0,0.643149,0.997807,1.5378399999999999,1.7688650000000001,2.8287259999999996,3.630556,3.8593839999999995,4.148313,4.561028,4.93498,5.242832,5.440345,5.726503,7.039639,7.795178999999999,8.340582000000001,8.614221,9.21079,9.99063
15-2804667,,,,,,,,,,,,,,,0,0.354658,0.894692,1.125717,2.185577,2.987407,3.216236,3.5051650000000003,3.917879,4.291831,4.599683,4.797197,5.083354,6.39649,7.152031,7.697433,7.971073,8.567641,9.347481
16-2803688,,,,,,,,,,,,,,,,0,0.540034,0.771059,1.830919,2.632749,2.8615779999999997,3.150507,3.563221,3.9371730000000005,4.245025,4.442539,4.728696,6.041832,6.797372999999999,7.342775,7.616414999999999,8.212983,8.992823
