순번_정류장ID,1-2801292,2-2801259,3-2805069,4-2801243,5-2801242,6-2801247,7-2801249,8-2801254,9-2801177,10-2801276,11-2801282,12-2801290,13-2801297,14-2801318,15-2801356,16-2801439,17-2801500,18-2805733,19-2801513,20-2801515,21-2801569,22-2801607,23-2801636
1-2801292,0,0.813851,1.0567959999999998,1.248134,1.4234120000000001,1.7379349999999998,1.469121,1.3093190000000001,1.075192,0.879202,1.1609260000000001,1.55772,1.845216,2.2110849999999997,2.081027,2.526631,3.150157,3.01157,2.676658,2.5748349999999998,2.876334,3.087871,3.5486690000000003
2-2801259,,0,0.243945,0.435283,0.610561,0.925084,1.2090290000000001,1.36417,1.1300430000000001,0.934053,1.215777,1.612571,1.9000669999999997,2.265936,2.6962330000000003,3.316482,3.940008,3.7994209999999997,3.4645089999999996,3.362686,3.664185,3.875722,4.33652
3-2805069,,,0,0.195338,0.370616,0.685139,0.9690840000000001,1.1278860000000002,1.362012,1.1779979999999999,1.459722,1.856516,2.144012,2.50988,2.940178,3.559427,4.1829529999999995,4.042366,3.7074529999999997,3.605631,3.9071300000000004,4.118666999999999,4.579464
4-2801243,,,,0,0.175279,0.48980200000000007,0.773746,0.9325479999999999,1.166675,1.368335,1.6510599999999998,2.047854,2.257674,2.623543,3.05384,3.7507639999999998,4.37429,4.233703,3.8987910000000006,3.796968,4.098466999999999,4.310004,4.770802
5-2801242,,,,,0,0.314523,0.598467,0.75727,0.9913959999999999,1.307381,1.589106,1.9659,2.082395,2.448264,2.878562,3.645811,4.269336,4.281749,4.07407,3.9722470000000003,4.273746,4.485283,4.9460809999999995
6-2801247,,,,,,0,0.28394400000000003,0.444747,0.678873,0.994858,1.276583,1.653377,1.7698720000000001,2.135741,2.566039,3.3332879999999996,3.956813,3.9692260000000004,3.7923139999999997,3.690491,3.99199,4.2035279999999995,4.664397
7-2801249,,,,,,,0,0.160803,0.394929,0.710914,0.9926389999999999,1.369433,1.4859280000000001,1.8517970000000001,2.282095,3.049343,3.6728690000000004,3.685282,3.5083699999999998,3.406547,3.708046,3.9195839999999995,4.379453
8-2801254,,,,,,,,0,0.234127,0.5511119999999999,0.832837,1.22963,1.497898,1.863766,2.294064,3.061313,3.6848379999999996,3.697251,3.3685680000000002,3.2667450000000002,3.5682440000000004,3.779781,4.240579
9-2801177,,,,,,,,,0,0.316985,0.5987100000000001,0.9955040000000001,1.282999,1.648868,2.079166,2.8464150000000004,3.4699400000000002,3.469353,3.134441,3.032618,3.334117,3.5456550000000004,4.0064519999999995
10-2801276,,,,,,,,,,0,0.282725,0.679519,0.9670139999999999,1.332883,1.763181,2.5304290000000003,3.153955,3.153368,2.8184560000000003,2.7166330000000003,3.018132,3.229669,3.690467
11-2801282,,,,,,,,,,,0,0.396794,0.68429,1.050158,1.480456,2.247705,2.8712310000000003,2.870644,2.535731,2.433909,2.735408,2.946945,3.407742
12-2801290,,,,,,,,,,,,0,0.28749600000000003,0.6533640000000001,1.0836620000000001,1.850911,2.474437,2.4868490000000003,2.6369689999999997,2.5351470000000003,2.836646,3.0411509999999997,3.18102
13-2801297,,,,,,,,,,,,,0,0.365869,0.796166,1.563415,2.186941,2.326377,2.523558,2.8226419999999997,2.941882,2.880678,3.021548
14-2801318,,,,,,,,,,,,,,0,0.43029799999999996,1.197546,1.821072,2.283754,2.618667,2.93275,2.843991,2.782787,2.7576560000000003
15-2801356,,,,,,,,,,,,,,,0,0.767249,1.390775,1.853457,2.188369,2.502453,2.413693,2.352489,2.3273580000000003
16-2801439,,,,,,,,,,,,,,,,0,0.623526,1.086208,1.4211209999999999,1.7352040000000002,1.6464450000000002,1.585241,1.56111
17-2801500,,,,,,,,,,,,,,,,,0,0.461683,0.7965949999999999,1.110678,1.021919,0.960715,0.935584
18-2805733,,,,,,,,,,,,,,,,,,0,0.334912,0.648996,0.753236,0.692032,0.831901
19-2801513,,,,,,,,,,,,,,,,,,,0,0.31408400000000003,0.615583,0.8271200000000001,1.030083
20-2801515,,,,,,,,,,,,,,,,,,,,0,0.30149899999999996,0.515037,0.975834
21-2801569,,,,,,,,,,,,,,,,,,,,,0,0.213538,0.674335
22-2801607,,,,,,,,,,,,,,,,,,,,,,0,0.46079799999999993
23-2801636,,,,,,,,,,,,,,,,,,,,,,,0
