순번_정류장ID,24-2801636,25-2801601,26-2801501,27-2801450,28-2801438,29-2805321,30-2801461,31-2801462,32-2801469,33-2801446,34-2801417,35-2801384,36-2801345,37-2801322,38-2801148,39-2801137,40-2801143,41-2801152,42-2805018,43-2805405
24-2801636,0,0.295254,0.9292600000000001,1.418612,1.850164,2.4485919999999997,2.60275,2.7790150000000002,3.253453,3.431307,3.7429089999999996,4.0748120000000005,4.3940019999999995,4.418971,4.709574,5.004475,5.445757,5.805297,5.252848999999999,5.4456
25-2801601,,0,0.635007,1.124358,1.5559100000000001,2.154339,2.308496,2.484761,2.9591990000000004,3.137053,3.4486550000000005,3.780559,4.099748,4.1247169999999995,4.415321,4.710221,5.151503,5.511044,4.958596,5.151347
26-2801501,,,0,0.48935200000000006,0.9209040000000001,1.519333,1.6734900000000001,1.849755,2.324193,2.502047,2.8136490000000003,3.145553,3.4647419999999998,3.4897110000000002,3.7803150000000003,4.075215,4.516497,4.876037999999999,4.323589,4.516341000000001
27-2801450,,,,0,0.43355200000000005,1.031981,1.1861389999999998,1.3624040000000002,1.836841,2.014695,2.3262970000000003,2.658201,2.977391,3.002359,3.292963,3.5878639999999997,4.029145,4.388686,3.836238,4.028989
28-2801438,,,,,0,0.600429,0.754586,0.930851,1.405289,1.583143,1.8947450000000001,2.226649,2.5458380000000003,2.570807,2.861411,3.156311,3.597593,3.9571339999999995,3.4046849999999997,3.597437
29-2805321,,,,,,0,0.154158,0.331423,0.8058609999999999,0.983715,1.295317,1.62722,1.9464099999999998,1.9713779999999999,2.261982,2.556883,2.998164,3.357705,2.805257,2.998008
30-2801461,,,,,,,0,0.177265,0.6517029999999999,0.829557,1.141159,1.473063,1.792252,1.817221,2.107825,2.402725,2.844007,3.203548,2.6511,2.843851
31-2801462,,,,,,,,0,0.474438,0.652292,0.963894,1.295798,1.6149870000000002,1.8319130000000001,2.1225169999999998,2.417418,2.858699,3.21824,2.6657919999999997,2.858543
32-2801469,,,,,,,,,0,0.17785399999999998,0.48945600000000006,0.8213600000000001,1.140549,1.404518,1.695122,1.9900220000000002,2.431304,2.791845,2.238397,2.4321479999999998
33-2801446,,,,,,,,,,0,0.311602,0.643506,0.9626950000000001,1.226664,1.517268,1.8131680000000001,2.25345,2.612991,2.061543,2.254294
34-2801417,,,,,,,,,,,0,0.331904,0.651093,0.916062,1.206666,1.501566,1.942848,2.302389,1.749941,1.9426919999999999
35-2801384,,,,,,,,,,,,0,0.31919000000000003,0.584159,0.874763,1.169663,1.610945,1.970486,1.418037,1.6107879999999999
36-2801345,,,,,,,,,,,,,0,0.264969,0.555573,0.8504729999999999,1.291755,1.6512959999999999,1.098847,1.291599
37-2801322,,,,,,,,,,,,,,0,0.290604,0.585505,1.026786,1.386327,1.0157479999999999,1.208499
38-2801148,,,,,,,,,,,,,,,0,0.294901,0.736182,1.095723,1.306352,1.499103
39-2801137,,,,,,,,,,,,,,,,0,0.44128199999999995,0.800823,1.466748,1.7721259999999999
40-2801143,,,,,,,,,,,,,,,,,0,0.361541,1.027467,1.3328440000000001
41-2801152,,,,,,,,,,,,,,,,,,0,0.666926,0.972303
42-2805018,,,,,,,,,,,,,,,,,,,0,0.30837800000000004
43-2805405,,,,,,,,,,,,,,,,,,,,0
