순번_정류장ID,38-2802393,39-2802395,40-2802397,41-2802399,42-2802406,43-2802409,44-2802413,45-2802417,46-2802391,47-2802427,48-2802445,49-2802444,50-2802457,51-2802483,52-2806240,53-2804421,54-2805039,55-2805309,56-2805206,57-2805004,58-2806095,59-2804866,60-2805586,61-2805058,62-2805396,63-2804872,64-2805550,65-2803821,66-2803767,67-2804877,68-2803768,69-2803522
48-2802445,,,,,,,,,,,0,0.14213,0.531796,1.0375299999999998,3.3638449999999995,4.467245,4.605001000000001,4.921236,5.191513,5.026372,4.998480000000001,5.3834599999999995,5.61448,5.55189,5.324937,5.111187,5.486191000000001,5.926121,6.18398,6.817136,7.3371759999999995,7.535480000000001
49-2802444,,,,,,,,,,,,0,0.389666,0.895401,3.221715,4.325115,4.462871,4.779106,5.049383,4.884243,4.85635,5.2413300000000005,5.47235,5.4097599999999995,5.182807,4.969057,5.344061,5.783991,6.04185,6.674005999999999,7.196046000000001,7.39335
50-2802457,,,,,,,,,,,,,0,0.512734,2.839049,3.942449,4.080205,4.396439,4.666716,4.501576,4.4736839999999995,4.858664,5.089683999999999,5.027094,4.800141,4.586391000000001,4.9613949999999996,5.401324,5.659184,6.29134,6.813378999999999,7.0106839999999995
51-2802483,,,,,,,,,,,,,,0,2.376315,3.479714,3.617471,3.9337050000000002,4.203982,4.038842,4.01095,4.39593,4.62795,4.56436,4.337407,4.123657,4.498661,4.9385900000000005,5.19645,5.828606,6.350645,6.54795
52-2806240,,,,,,,,,,,,,,,0,1.1044,1.242156,1.558391,1.938602,2.105743,2.358635,2.353615,2.403635,2.189045,1.9620919999999997,1.7483419999999998,2.1233459999999997,2.5632759999999997,2.821135,3.4532910000000006,3.974331,4.172635
53-2804421,,,,,,,,,,,,,,,,0,0.137757,0.453991,0.835203,1.002343,1.255236,1.250216,1.299236,1.084646,0.857693,0.643943,1.0189469999999998,1.458876,1.716736,2.3488919999999998,2.8699310000000002,3.068236
54-2805039,,,,,,,,,,,,,,,,,0,0.316235,0.697446,0.8645870000000001,1.1174790000000001,1.112459,1.1614790000000002,0.946889,0.719936,0.700228,1.075232,1.5151620000000001,1.773021,2.406177,2.9272169999999997,3.124521
55-2805309,,,,,,,,,,,,,,,,,,0,0.380212,0.5473520000000001,0.800245,0.795225,1.0017559999999999,0.787166,0.560213,0.9954629999999999,1.370467,1.810397,2.0682560000000003,2.700412,3.2214509999999996,3.4197559999999996
56-2805206,,,,,,,,,,,,,,,,,,,0,0.16714,0.420033,0.415013,0.653033,0.8676229999999999,0.941425,1.376674,1.7516779999999998,2.191608,2.449468,3.082623,3.6036629999999996,3.800968
57-2805004,,,,,,,,,,,,,,,,,,,,0,0.254893,0.361088,0.599108,0.813697,1.04065,1.542815,1.917819,2.357748,2.6156080000000004,3.248764,3.769803,3.967108
58-2806095,,,,,,,,,,,,,,,,,,,,,0,0.38498000000000004,0.623,0.83759,1.064543,1.571707,1.946711,2.386641,2.4505,3.083656,3.604696,3.802
59-2804866,,,,,,,,,,,,,,,,,,,,,,0,0.23801999999999998,0.45261,0.679563,1.186727,1.561731,2.001661,2.25952,2.892676,3.412715,3.61102
60-2805586,,,,,,,,,,,,,,,,,,,,,,,0,0.21459,0.441543,0.948707,1.323711,1.763641,2.0215,2.654656,3.175696,3.373
61-2805058,,,,,,,,,,,,,,,,,,,,,,,,0,0.22695300000000002,0.734117,1.109122,1.549051,1.8069110000000002,2.440066,2.961106,3.158411
62-2805396,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5071640000000001,0.8821680000000001,1.322098,1.579958,2.213113,2.734153,2.931458
63-2804872,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.375004,0.814934,1.072794,1.7059490000000002,2.226989,2.4242939999999997
64-2805550,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.43993000000000004,0.6977899999999999,1.3299450000000002,1.8509849999999999,2.04929
65-2803821,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.25786,0.891016,1.4120549999999998,1.6093600000000001
66-2803767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.632156,1.1531959999999999,1.5205
67-2804877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.52204,1.026345
68-2803768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.505305
69-2803522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
