순번_정류장ID,28-2807362,29-2807234,30-2807226,31-2806248,32-2807344,33-2806484,34-2807326,35-2805694,36-2805636,37-2806053,38-2806032,39-2806025,40-2805697,41-2807639,42-2803156,43-2807330,44-2805699,45-2805701,46-2807440,47-2806806,48-2805704,49-2807625,50-2806162,51-2805635,52-2805633,53-2807037,54-2805631,55-2805677,56-2806627,57-2807428,58-2806628
28-2807362,0,1.913414,1.959295,1.921375,13.618116,13.944415,15.131082999999999,17.036413,17.032864,16.937472,17.23161,17.593291,17.785963,18.357826,19.176520999999997,19.230301,17.707849,17.49791,17.300063,17.088061,16.646326000000002,16.393298,15.96565,15.651280999999999,15.010228,14.6753,14.343048000000001,13.849938,13.298731,13.304293,13.342970000000001
29-2807234,,0,0.330944,0.368863,13.597876999999999,13.924176000000001,15.110845000000001,17.016175,17.013626000000002,16.918233999999998,17.212372,17.574053,17.766724,18.338588,19.157283,19.211063,17.688610999999998,17.478672,17.280825,17.068823000000002,16.627088,16.37406,15.946411999999999,15.632043,14.99099,14.656061,14.32381,13.8297,13.278493,13.284054999999999,13.322732
30-2807226,,,0,0.03792,13.643757999999998,13.970057,15.156726,17.062056,17.058507000000002,16.964115,17.257253,17.618934,17.811605,18.383469,19.203164,19.256944,17.733492000000002,17.523553,17.326706,17.113703,16.671969,16.419941,15.991292999999999,15.676924,15.035870999999998,14.701942,14.368691,13.875581,13.324373000000001,13.329935999999998,13.368613
31-2806248,,,,0,13.605839000000001,13.932138,15.118807,17.024136,17.021588,16.926195,17.220333,17.582014,17.774686,18.346549,19.165244,19.219025,17.696572,17.486634,17.288785999999998,17.076784,16.635049,16.382022,15.954373,15.639004000000002,14.997951,14.664023,14.330772,13.837662,13.286454,13.292016,13.330693
32-2807344,,,,,0,0.326299,1.512968,3.4302980000000005,3.841673,4.220357,4.341927,4.371176,4.563847,5.717711,6.5364059999999995,6.590186,5.088734,4.878794999999999,4.874474,4.968946,4.527211,4.482239,4.913887,5.228256,4.748692,4.682816000000001,5.015067,5.508177,6.193194,6.1987559999999995,6.237433
33-2806484,,,,,,0,1.1866700000000001,3.103999,3.515374,3.8940580000000002,4.0156279999999995,4.044877,4.237549,5.391412,6.210107,6.263888,4.762435,4.552496,4.548175,4.642647,4.200912000000001,4.15594,4.587589,4.901957,5.075991,5.010115,5.342366,5.835476,6.519493,6.525055,6.563732000000001
34-2807326,,,,,,,0,1.91733,2.328705,2.707389,2.8289590000000002,2.8582080000000003,3.050879,4.204743,5.023438,5.077218,3.5757660000000002,3.3658269999999995,3.361506,3.455978,3.014243,2.969271,3.4009199999999997,3.7152879999999997,4.3563410000000005,4.6862699999999995,5.018521,5.5116309999999995,6.5286480000000005,6.53421,6.534599
35-2805694,,,,,,,,0,0.411375,0.7900590000000001,1.0841969999999999,1.292052,1.484723,2.638587,3.457282,3.5110620000000003,2.00961,1.799671,1.75065,1.538648,1.096913,1.051941,1.48359,1.7979580000000002,2.4390110000000003,2.76894,3.101191,3.594301,4.611318,4.61688,4.617269
36-2805636,,,,,,,,,0,0.378684,0.672822,1.0345030000000002,1.227175,2.381039,3.199734,3.253514,1.747061,1.537123,1.339275,1.127273,0.685538,0.640566,1.072215,1.386583,2.027636,2.357565,2.689816,3.1829259999999997,4.200943,4.206505,4.205894
37-2806053,,,,,,,,,,0,0.294139,0.65582,0.848491,2.002355,2.82105,2.8748299999999998,1.373378,1.163439,1.159118,1.03188,0.590146,0.5451739999999999,0.976822,1.291191,1.9322439999999999,2.2621729999999998,2.594424,3.0875340000000002,4.10555,4.111113,4.110501999999999
