순번_정류장ID,28-2807362,29-2807234,30-2807226,31-2806248,32-2807344,33-2806484,34-2807326,35-2805694,36-2805636,37-2806053,38-2806032,39-2806025,40-2805697,41-2807639,42-2803156,43-2807330,44-2805699,45-2805701,46-2807440,47-2806806,48-2805704,49-2807625,50-2806162,51-2805635,52-2805633,53-2807037,54-2805631,55-2805677,56-2806627,57-2807428,58-2806628
38-2806032,,,,,,,,,,,0,0.361681,0.554353,1.708216,2.526912,2.580692,1.0792389999999998,0.869301,0.86498,1.0769819999999999,0.8842840000000001,0.8393120000000001,1.270961,1.585329,2.226382,2.556311,2.888562,3.381672,4.3996889999999995,4.405251,4.4046400000000006
39-2806025,,,,,,,,,,,,0,0.192672,1.346535,2.1652299999999998,2.21901,1.0965120000000002,0.8975489999999999,0.893228,1.1052309999999999,1.245965,1.200993,1.632642,1.94701,2.588063,2.917992,3.250243,3.743353,4.76037,4.765932,4.766321
40-2805697,,,,,,,,,,,,,0,1.153864,1.972559,2.026339,0.903841,1.0902209999999999,1.0859,1.2979020000000001,1.4386370000000002,1.393664,1.8253130000000002,2.139681,2.780734,3.110663,3.442914,3.9360239999999997,4.954041,4.9596029999999995,4.958993
41-2807639,,,,,,,,,,,,,,0,0.818695,1.223525,0.649978,0.859916,1.057763,1.269766,1.7125,1.965528,2.397177,2.711545,3.3525980000000004,3.682527,4.014778,4.5078879999999995,5.524905,5.530467,5.530856
42-2803156,,,,,,,,,,,,,,,0,0.40883,1.468673,1.678611,1.876459,2.088461,2.531195,2.784223,3.215872,3.53024,4.171293,4.501222,4.833473000000001,5.326583,6.3436,6.349162000000001,6.349551
43-2807330,,,,,,,,,,,,,,,,0,1.522453,1.732392,1.930239,2.142241,2.584975,2.838003,3.2696520000000002,3.5840199999999998,4.225073,4.555002,4.887253,5.380363,6.39738,6.4029419999999995,6.403332
44-2805699,,,,,,,,,,,,,,,,,0,0.209939,0.40778600000000004,0.619789,1.0625229999999999,1.315551,1.7472,2.061568,2.7026209999999997,3.03255,3.3648010000000004,3.857911,4.875928,4.88149,4.880879
45-2805701,,,,,,,,,,,,,,,,,,0,0.197848,0.40985,0.852584,1.105612,1.537261,1.8516290000000002,2.492682,2.822611,3.154862,3.647972,4.664989,4.670551000000001,4.67094
46-2807440,,,,,,,,,,,,,,,,,,,0,0.21200300000000002,0.654737,0.9077649999999999,1.339413,1.6537819999999999,2.294835,2.624764,2.957015,3.450125,4.468141,4.473704,4.473093
47-2806806,,,,,,,,,,,,,,,,,,,,0,0.44273500000000005,0.695762,1.1274110000000002,1.4417799999999998,2.082832,2.412761,2.745012,3.238123,4.255139,4.260701999999999,4.261091
48-2805704,,,,,,,,,,,,,,,,,,,,,0,0.25402800000000003,0.6856770000000001,1.000045,1.641098,1.971027,2.3032779999999997,2.7963880000000003,3.8144050000000003,3.8199669999999997,3.819356
49-2807625,,,,,,,,,,,,,,,,,,,,,,0,0.432649,0.747017,1.3880700000000001,1.717999,2.05025,2.54336,3.5603769999999995,3.5659389999999997,3.566329
50-2806162,,,,,,,,,,,,,,,,,,,,,,,0,0.314369,0.9554219999999999,1.29035,1.622602,2.115712,3.133728,3.139291,3.13868
51-2805635,,,,,,,,,,,,,,,,,,,,,,,,0,0.641053,0.975982,1.308233,1.8013430000000001,2.8183599999999998,2.823922,2.8243110000000002
52-2805633,,,,,,,,,,,,,,,,,,,,,,,,,0,0.334929,0.66718,1.16029,2.177307,2.1828689999999997,2.1832580000000004
53-2807037,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.332251,0.825361,1.8423779999999998,1.8479400000000001,1.84933
54-2805631,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.49311000000000005,1.511127,1.516689,1.518078
55-2805677,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.018017,1.023579,1.024969
56-2806627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.005562,0.074952
57-2807428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.06938899999999999
58-2806628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
