순번_정류장ID,1-2805981,2-2807034,3-2805982,4-2806072,5-2803328,6-2803305,7-2802994,8-2803011,9-2803018,10-2803022,11-2803030,12-2802644,13-2802965,14-2802959,15-2802641,16-2803003,17-2803008,18-2803013,19-2803004,20-2802997,21-2802990,22-2802636,23-2802955,24-2802936,25-2802918,26-2802864,27-2802824,28-2802618,29-2802176,30-2806506,31-2806502,32-2806620,33-2802135,34-2802124,35-2802114,36-2802097,37-2802068,38-2802032,39-2802007,40-2802006,41-2802016,42-2802028,43-2806611,44-2802031,45-2802010,46-2801983,47-2801956,48-2801945,49-2803645,50-2801666,51-2801633,52-2801192,53-2801636,54-2801604,55-2801564,56-2801520,57-2801485,58-2801450,59-2801438,60-2805321,61-2801461,62-2801462,63-2804438,64-2803790,65-2803644,66-2800676,67-2800667,68-2800657,69-2800646,70-2800629,71-2800613,72-2800615,73-2806215,74-2807461,75-2806729,76-2806175,77-2806603,78-2806657,79-2805025,80-2805873,81-2805844,82-2804905,83-2805409,84-2805414,85-2805537,86-2805993,87-2805411,88-2806158,89-2806602,90-2807420,91-2807181,92-2806169,93-2807223,94-2806865
1-2805981,0,0.7212810000000001,0.9640690000000001,0.716039,1.437792,1.883356,2.350768,2.814954,3.028263,3.182722,3.5574209999999997,3.778454,4.820375,5.30965,5.2290470000000004,5.132843,5.527197,5.928099,6.158043,6.306033,6.53498,6.775952,7.433158000000001,7.679132000000001,8.039012,8.856475999999999,9.101676,9.406181,9.611541,9.967292,10.365501,10.691757,11.170232,11.221257000000001,11.56683,12.125461,12.501653,12.727075,12.906516,12.533902000000001,12.294719,11.919049000000001,11.560869,11.60369,11.777652999999999,11.743038,11.854325,11.995985000000001,13.837905,13.913139000000001,13.940271,13.689862,13.628385,13.884920999999999,14.146071,14.417272,14.205653,14.355996,14.273292999999999,13.673864000000002,13.519707,13.357442,12.989575,12.845539,10.939271000000002,10.432791,10.771727,10.947727,11.32055,11.946933999999999,12.39202,12.187546000000001,12.412394,12.127044999999999,12.486313,12.660774,12.807250999999999,13.562755,13.257644,13.127901999999999,12.932011,12.680394,12.919903,12.959004,13.235921,13.130692999999999,13.643127,13.859491,14.230037,14.80572,15.599985,15.931973000000001,16.259875,16.825607
2-2807034,,0,0.24278899999999998,0.908759,1.630511,2.076076,2.543487,3.007673,3.220982,3.3754419999999996,3.7511400000000004,3.972173,5.013095,5.50237,5.422766,5.326562,5.719917,6.121818,6.351763,6.498753,6.728699000000001,6.969671000000001,7.625877,7.872852000000001,8.232731,9.050196000000001,9.295396,9.599901,9.80526,10.159011999999999,10.55822,10.885477,11.363951,11.413977000000001,11.75955,12.316181,12.694372,12.921795,13.101236,12.727621000000001,12.489438,12.108769,11.755589,11.794409,11.970373,11.935758,12.046044,12.188705,14.032625,14.104859,14.131991000000001,13.884580999999999,13.823104,14.07864,14.340791000000001,14.608992,14.396372,14.549716,14.466012,13.867583999999999,13.713427,13.550161,13.180294,13.037258999999999,11.131991000000001,10.625511,10.963447,11.138447,11.514269,12.140654,12.583739999999999,12.378266,12.604113,12.319765,12.679032000000001,12.855493,12.99697,13.754475,13.453363000000001,13.320621,13.125731,12.873114,13.112623000000001,13.151724,13.42764,13.322412,13.834845999999999,14.052210999999998,14.422756,14.99744,15.792704999999998,16.123692000000002,16.452595000000002,17.017326999999998
3-2805982,,,0,0.66597,1.387723,1.8332869999999999,2.3006990000000003,2.764885,2.977194,3.131654,3.5073519999999996,3.728385,4.769305999999999,5.2585809999999995,5.178978,5.082774,5.477129,5.87803,6.107974,6.255965,6.484911,6.7258830000000005,7.382089,7.629063,7.988942999999999,8.806408,9.051607,9.356112,9.560472,9.916223,10.314432,10.641688,11.120163,11.171188,11.517761,12.074392,12.450584,12.679006,12.857447,12.486833,12.24565,11.86698,11.5128,11.551621,11.726585,11.69197,11.802256,11.946917,13.788835999999998,13.862070999999998,13.891202,13.641793,13.580316,13.838852,14.100001999999998,14.368204,14.155584,14.306926999999998,14.224224,13.624796,13.470638000000001,13.308373000000001,12.937505999999999,12.79547,10.891202,10.382722,10.720658,10.894658,11.270481,11.895864999999999,12.338951,12.135477,12.361325,12.075977,12.436244,12.610705000000001,12.754182,13.511686,13.207575,13.078833,12.881942,12.630325,12.869833999999999,12.908936,13.184852,13.079624,13.593058,13.809423,14.179967999999999,14.756651999999999,15.549916,15.881904,16.209806,16.775538
4-2806072,,,,0,0.723753,1.169317,1.636729,2.100915,2.3142240000000003,2.468684,2.844382,3.0654150000000002,4.106336,4.595611,4.516008,4.419804,4.814159,5.21506,5.445005,5.592994999999999,5.821941000000001,6.062913,6.719119,6.966094,7.325972999999999,8.143438,8.387637,8.693142,8.898502,9.253254,9.651461999999999,9.978717999999999,10.456192999999999,10.505218,10.853791000000001,11.410422,11.785614,12.014037,12.193478,11.820863000000001,11.58468,11.205010000000001,10.851830999999999,10.889650999999999,11.065615,11.027000000000001,11.140286,11.281947,13.123866,13.197101000000002,13.226232999999999,12.977822999999999,12.918346000000001,13.173882,13.437033,13.706234,13.490614,13.642957999999998,13.559254000000001,12.959826,12.805667999999999,12.644403,12.274536,12.1335,10.227232,9.719752,10.058689,10.232688000000001,10.608511,11.234895,11.676981,11.472508,11.698355000000001,11.414007000000002,11.772274000000001,11.948735000000001,12.093212,12.846716,12.543605,12.413863000000001,12.218973,11.966355,12.206864999999999,12.245966000000001,12.521882000000002,12.415654,12.929088,13.145453,13.516998000000001,14.092682,14.885945999999999,15.218933999999999,15.546837,16.111568
5-2803328,,,,,0,0.445565,0.912977,1.377163,1.5904719999999999,1.7449310000000002,2.12063,2.341663,3.3825839999999996,3.8718589999999997,3.7922559999999996,3.696052,4.090406,4.491308,4.721252,4.869243,5.098189,5.339161,5.995367,6.242341000000001,6.602221000000001,7.418686,7.664885000000001,7.96939,8.17375,8.529501,8.927710000000001,9.254966,9.733441000000001,9.783466,10.131039,10.68667,11.061862,11.290284,11.471725,11.099111,10.856928,10.477258,10.123078,10.161899,10.339862,10.303248,10.414534,10.558194,12.403114,12.476348,12.504480000000001,12.251071000000001,12.193594000000001,12.451130000000001,12.70828,12.982482000000001,12.766862,12.919205,12.836502000000001,12.237072999999999,12.082916,11.920651,11.550784,11.408748,9.50248,8.996,9.332936,9.508936,9.883759,10.509143,10.952228999999999,10.747755,10.972603,10.689255000000001,11.048522,11.223983,11.36946,12.123963999999999,11.821852999999999,11.689111,11.49422,11.242602999999999,11.482111999999999,11.521214,11.797130000000001,11.691902,12.204336,12.4207,12.792246,13.366929999999998,14.162194,14.494182,14.822084,15.387816
6-2803305,,,,,,0,0.470412,0.9345979999999999,1.147907,1.302367,1.6780650000000001,1.899098,2.940019,3.429294,3.3496910000000004,3.253487,3.647842,4.048743,4.278688,4.426678,4.6556239999999995,4.896596,5.552802,5.799777,6.159656,6.977121,7.22232,7.526825,7.732185,8.086936999999999,8.485145,8.812401,9.289876,9.341901,9.688474000000001,10.245105,10.622297,10.848719000000001,11.03116,10.656546,10.419363,10.037692999999999,9.684514,9.722334,9.898297999999999,9.861683,9.971969,10.11863,11.960549,12.033783999999999,12.060916,11.813506,11.748028999999999,12.008564999999999,12.268716,12.537917,12.325297,12.476641,12.393937,11.794509,11.640350999999999,11.478086,11.108219,10.966183000000001,9.060915,8.554435,8.892371,9.066371,9.443194,10.066578,10.509664,10.307191,10.531038,10.247689999999999,10.606957000000001,10.782418,10.926895,11.680399000000001,11.380288,11.247546,11.051656,10.799038000000001,11.040547,11.079649,11.354565,11.250337,11.761771000000001,11.977136,12.350681,12.924365,13.718629,14.050617,14.378520000000002,14.945251
7-2802994,,,,,,,0,0.463186,0.676495,0.8309549999999999,1.206653,1.427686,2.468608,2.957882,2.878279,2.782075,3.17643,3.5773309999999996,3.8072760000000003,3.9552660000000004,4.1842120000000005,4.425184,5.08139,5.328365,5.688244,6.5057089999999995,6.7499080000000005,7.055414,7.259773,7.615525,8.013733,8.340989,8.915464,8.96749,9.312063,9.870694,10.247885,10.473308,10.653749000000001,10.284134,10.042950999999999,9.663281,9.309102000000001,9.349922,9.522886,9.487271,9.599557,9.742218,11.584137,11.659372,11.684503999999999,11.439094,11.376617,11.633153,11.893303999999999,12.164505,11.949885,12.102229,12.019525,11.420097,11.265939,11.103674,10.866499000000001,10.942772,9.037504,8.530023,8.86796,9.04296,9.419782000000001,10.045166,10.488252000000001,10.282779,10.508626,10.224278,10.582545,10.757006,10.903483,11.657987,11.356876,11.330828,11.133938,10.882321000000001,11.121830000000001,11.161931,11.436847,11.33162,11.845053,12.061418,12.431963,13.008647,13.801912,14.1339,14.461801999999999,15.027534
8-2803011,,,,,,,,0,0.21330900000000003,0.367769,0.743467,0.9645,2.0054220000000003,2.494696,2.415093,2.318889,2.713244,3.114145,3.34409,3.49208,3.721026,3.9619980000000004,4.618204,4.865179,5.225058,6.042523,6.2877220000000005,6.5922279999999995,6.796587,7.152339,7.550547,7.877803999999999,8.508656,8.569303999999999,8.915877,9.473508,9.849699000000001,10.077122,10.421563,10.048948,9.809764999999999,9.431096,9.075916000000001,9.113736,9.2897,9.491085,9.678371,9.824032,11.697018,11.768252,11.795384,11.548975,11.489498,11.746033,12.005184,12.276385000000001,12.060766000000001,12.213109,12.130405999999999,11.530977,11.37682,11.214555,10.977378999999999,11.053652,9.145384,8.638904,8.977839999999999,9.15184,9.530663,10.154047,10.597133,10.392659,10.619506,10.335158,10.692426,10.866886000000001,11.012363,11.767868,11.466757000000001,11.464053,11.498124,11.247507,11.486016000000001,11.526117,11.801033,11.695806,12.209239,12.424603999999999,12.797149000000001,13.372832999999998,14.166098000000002,14.499085999999998,14.825988,15.391720000000001
9-2803018,,,,,,,,,0,0.15446,0.530158,0.7511909999999999,1.792112,2.281387,2.201784,2.10558,2.499935,2.900836,3.1307810000000003,3.278771,3.507717,3.748689,4.404895,4.65187,5.011749,5.828214,6.0734129999999995,6.378919000000001,6.584278,6.939030000000001,7.337238,7.664494,8.295347,8.511678999999999,8.858252,9.415883000000001,9.72439,9.951813000000001,10.328063,9.990324000000001,9.75314,9.372471,9.018291,9.056111999999999,9.234075,9.43346,9.622746000000001,9.766407000000001,11.697327,11.771561,12.010693,11.762284,11.700807000000001,11.958342,12.219493,12.488694,12.274075,12.425417999999999,12.343715,11.744286,11.590129,11.427864,11.190688,11.264961,9.359693,8.855213000000001,9.191149000000001,9.368149,9.742972,10.368356,10.811442,10.607968,10.831814999999999,10.548467,10.906735000000001,11.081196,11.226672,11.982177,11.679066,11.677361999999999,11.712433,11.460816000000001,11.699325,11.739426,12.015342,11.909115,12.422549,12.638913,13.010458,13.586142,14.380407,14.712395,15.040297,15.606029000000001
10-2803022,,,,,,,,,,0,0.375698,0.5967319999999999,1.637653,2.126928,2.047325,1.9511209999999999,2.345475,2.7463759999999997,2.976321,3.124311,3.3532580000000003,3.5942300000000005,4.250436,4.4974099999999995,4.85729,5.673754,5.919954,6.2244589999999995,6.429818,6.7845699999999995,7.182778999999999,7.510035,8.140887,8.450535,8.797108,9.354739,9.569930000000001,9.797353,10.173603,10.09918,9.857996,9.478327,9.125147,9.163967999999999,9.338931,9.540316,9.728602,9.872263,11.804183,11.877417,12.166153,11.913742999999998,11.852266,12.111802,12.373953,12.640153999999999,12.427534,12.579877999999999,12.497174000000001,11.897746000000001,11.743588,11.581323,11.344147999999999,11.41942,9.514152000000001,9.007672,9.344609,9.520608,9.895431,10.521815,10.964901,10.760428,10.985275,10.700927,11.059194,11.235655,11.382132,12.136636,11.830525,11.832821000000001,11.866893,11.615275,11.853785,11.893886,12.168802000000001,12.064574,12.576008,12.792373,13.164918,13.740601999999999,14.533867,14.866854,15.194757000000001,15.760489000000002
