순번_정류장ID,1-2805981,2-2807034,3-2805982,4-2806072,5-2803328,6-2803305,7-2802994,8-2803011,9-2803018,10-2803022,11-2803030,12-2802644,13-2802965,14-2802959,15-2802641,16-2803003,17-2803008,18-2803013,19-2803004,20-2802997,21-2802990,22-2802636,23-2802955,24-2802936,25-2802918,26-2802864,27-2802824,28-2802618,29-2802176,30-2806506,31-2806502,32-2806620,33-2802135,34-2802124,35-2802114,36-2802097,37-2802068,38-2802032,39-2802007,40-2802006,41-2802016,42-2802028,43-2806611,44-2802031,45-2802010,46-2801983,47-2801956,48-2801945,49-2803645,50-2801666,51-2801633,52-2801192,53-2801636,54-2801604,55-2801564,56-2801520,57-2801485,58-2801450,59-2801438,60-2805321,61-2801461,62-2801462,63-2804438,64-2803790,65-2803644,66-2800676,67-2800667,68-2800657,69-2800646,70-2800629,71-2800613,72-2800615,73-2806215,74-2807461,75-2806729,76-2806175,77-2806603,78-2806657,79-2805025,80-2805873,81-2805844,82-2804905,83-2805409,84-2805414,85-2805537,86-2805993,87-2805411,88-2806158,89-2806602,90-2807420,91-2807181,92-2806169,93-2807223,94-2806865
11-2803030,,,,,,,,,,,0,0.22103299999999998,1.2629549999999998,1.752229,1.672626,1.576422,1.970777,2.3716779999999997,2.601623,2.749613,2.978559,3.219531,3.8757370000000004,4.122712,4.482591,5.299056,5.544255000000001,5.849761,6.054119999999999,6.409872,6.80808,7.135336,7.766189,8.075837,8.422410000000001,8.980041,9.195232,9.422655,9.798905,9.722481,9.484297999999999,9.104629,8.749449,8.788269,8.964233,9.165617999999998,9.353904,9.497565,11.429484,11.502719,11.92215,11.702441,11.641964,11.8995,12.158650999999999,12.429852,12.741767999999999,12.955575999999999,12.873872,12.274444,12.120286,11.958021,11.720846,11.797119,9.891850999999999,9.384371,9.722307,9.899307,10.275129,10.898513000000001,11.341599,11.137126,11.362973,11.078625,11.436892,11.612353,11.75783,12.512335,12.210223,12.208519,12.241591,11.990973,12.231483,12.268583999999999,12.5465,12.440272,12.953706,13.169070999999999,13.541616000000001,14.1163,14.911565,15.243552,15.570454999999999,16.136187
12-2802644,,,,,,,,,,,,0,1.041922,1.531196,1.4515930000000001,1.355389,1.749744,2.150645,2.38059,2.52858,2.757526,2.998498,3.654704,3.901679,4.261558,5.078023,5.323222,5.628728,5.833087,6.188839,6.587047,6.914304,7.5451559999999995,7.854804,8.201377,8.759008,8.974199,9.201622,9.577872,9.502448,9.264265,8.884596,8.529416000000001,8.568236,8.7442,8.944585,9.132871000000002,9.277532,11.209451,11.282686,11.702117,11.483408,11.421930999999999,11.679467,11.940617999999999,12.209819,12.520735,12.779542999999999,13.010839,12.462411,12.308254,12.145988000000001,11.908813,11.985086,10.078818,9.571338,9.910274000000001,10.084274,10.459096,11.08548,11.528567,11.324093,11.550939999999999,11.265592,11.623859,11.80032,11.945797,12.699302000000001,12.399189999999999,12.394486,12.462624,12.213007000000001,12.452516000000001,12.491617,12.767533,12.661306,13.173739000000001,13.388104,13.762649,14.338332999999999,15.132598000000002,15.464585999999999,15.790488,16.358220000000003
13-2802965,,,,,,,,,,,,,0,0.489275,0.81142,0.847377,1.241731,1.6426330000000002,1.872577,2.020567,2.249514,2.489577,3.145783,3.392758,3.7526370000000004,4.569102,4.815301,5.119807,5.325166,5.679918,6.078126,6.405382,7.0362350000000005,7.289882,7.636455000000001,8.194086,8.465278,8.692701,9.06895,8.769527,8.530344,8.149674000000001,7.796494999999999,7.836314999999999,8.011279,8.211664,8.39995,8.544611,10.475530000000001,10.549764999999999,10.969195,10.733487,10.67201,10.930546000000001,11.190697,11.461898,11.775814,12.029622,12.019917999999999,11.42049,11.266332,11.104067,10.866892,10.943164,9.034896,8.530416,8.869353,9.043352,9.419175,10.044559,10.485645,10.285172,10.511019000000001,10.222671,10.584938000000001,10.757399000000001,10.902876,11.658380000000001,11.355269,11.352565,11.490637,11.240019,11.478529,11.51863,11.794546,11.688317999999999,12.201752,12.418117,12.788662,13.364346,14.158610000000001,14.490598,14.817501000000002,15.385232
14-2802959,,,,,,,,,,,,,,0,0.32314499999999996,0.6901930000000001,1.0845479999999998,1.485449,1.7153939999999999,1.863384,1.945212,2.001302,2.657508,2.904482,3.2643619999999998,4.081827,4.327026,4.631531,4.8368910000000005,5.191643,5.589851,5.917107,6.54796,6.8226070000000005,7.16918,7.726811,7.977003,8.204425,8.580675,8.302252000000001,8.063069,7.6833990000000005,7.329219999999999,7.369039999999999,7.545004,7.744389,7.933675,8.078336,10.009255,10.08249,10.50192,10.282212,10.222735,10.480271,10.741422,11.007622999999999,11.324539,11.576346000000001,11.811643,11.367215,11.213057000000001,11.050792,10.813617,10.955652,9.313080000000001,8.8066,9.143536,9.319536,9.695359,10.321743,10.763829,10.559355,10.786203,10.499854,10.857122,11.032583,11.179059,11.934564,11.631453,11.630749,11.76682,11.514203,11.753712,11.792813,12.067730000000001,11.962502,12.474936,12.6933,13.063845,13.638529,14.433794,14.766782000000001,15.093684,15.660416
15-2802641,,,,,,,,,,,,,,,0,0.36704899999999996,0.7614029999999999,1.162304,1.392249,1.540239,1.7248150000000002,1.780905,2.4371110000000002,2.684086,3.043965,3.8604300000000005,4.106629,4.411134,4.615494,4.971246,5.369454,5.6967099999999995,6.327563,6.60221,6.948783000000001,7.506414,7.756606,7.9840279999999995,8.360278,8.082855,7.842672,7.464002000000001,7.108822999999999,7.148642999999999,7.323607000000001,7.523992,7.7122779999999995,7.856939,9.788858,9.862093,10.281523,10.060815,10.001338,10.259874,10.519025,10.786226,11.102142,11.35595,11.590246,11.146818,10.99266,10.830395,10.59322,10.736256,9.283224,8.839744,9.176680000000001,9.35168,9.727503,10.352886999999999,10.795973,10.5915,11.106347,10.821999,11.180266,11.354727,11.500204,12.255708,11.952597,11.950892999999999,12.086965,11.837347,12.076857,12.114958,12.391874000000001,12.285646,12.79908,13.015445,13.386989999999999,13.962674,14.755938,15.086926,15.416829000000002,15.98056
16-2803003,,,,,,,,,,,,,,,,0,0.394355,0.7952560000000001,1.025201,1.173191,1.4021370000000002,1.643109,2.299315,2.54629,2.906169,3.7236339999999997,3.967833,4.273339,4.4786980000000005,4.83345,5.231658,5.558914,6.189767,6.499415,6.845986999999999,7.403619,7.618810000000001,7.846233,8.222483,8.147059,7.907876,7.529205999999999,7.174027000000001,7.212847,7.3888110000000005,7.589196,7.777482000000001,7.922142999999999,9.854061999999999,9.927297,10.346728,10.129019,10.067542,10.324078,10.585229,10.85343,11.167346,11.421154,11.65445,11.212022,11.057864,10.896599,10.658424,10.800460000000001,9.347428,8.905948,9.243885,9.416885,9.794707,10.420091000000001,10.863177,10.656704,11.319605000000001,11.073047,11.431314,11.603775,11.752252,12.504757000000001,12.202646000000001,12.200942,12.338013,12.086396,12.325905,12.365006,12.640922,12.535695,13.048128,13.264493,13.636038000000001,14.211722,15.005987,15.337975,15.665876999999998,16.230609
17-2803008,,,,,,,,,,,,,,,,,0,0.400901,0.630846,0.778836,1.007783,1.2487549999999998,1.9049610000000001,2.151935,2.5118150000000004,3.328279,3.5734790000000003,3.8789839999999995,4.083343,4.439095,4.8373040000000005,5.16456,5.795412000000001,6.10506,6.451633,7.009264,7.224455,7.451878,7.8281279999999995,7.751705,7.513521000000001,7.133852,6.778672,6.818492999999999,6.994456,7.194841,7.383127,7.5287880000000005,9.458708,9.531941999999999,9.952373,9.730665,9.671188,9.929723,10.187874,10.459075,10.772991000000001,11.026799,11.261096,10.818667,10.66351,10.501244999999999,10.264069000000001,10.407105,8.954074,8.510594000000001,8.84953,9.023530000000001,9.398353,10.023736999999999,10.468823,10.263349,10.92525,10.881848,11.239116000000001,11.708577,11.972053,12.727558,12.422447,12.422742999999999,12.618633,12.48175,12.721260000000001,12.758361,13.035277,12.930049,13.442483,13.659848,14.030393,14.605077,15.400341000000001,15.732329,16.060232,16.625963
18-2803013,,,,,,,,,,,,,,,,,,0,0.22994499999999998,0.37793499999999997,0.606881,0.8518530000000001,1.508059,1.755034,2.114913,2.932378,3.177577,3.4820830000000003,3.687442,4.042194,4.440402,4.767659,5.398511,5.708158999999999,6.054732,6.612363,6.827553999999999,7.054977,7.431227000000001,7.352803,7.11362,6.733950999999999,6.379771,6.418591,6.594555000000001,6.802703999999999,7.046226,7.190886999999999,9.444163,9.517397,9.936828,9.717119,9.654641999999999,9.912177999999999,10.175329,10.44353,10.754446000000002,11.013254,11.24555,10.802122,10.647965,10.486699,10.249524000000001,10.39056,8.938528999999999,8.494049,8.833985,9.008985000000001,9.384807,10.010192,10.453278,10.247803999999999,10.908705,10.866303,11.22357,11.693031,11.957508,12.711013000000001,12.408901,12.408197,12.603088,12.853705,13.121160999999999,13.159262,13.436178,13.33195,13.843384,14.058748999999999,14.431294,15.005978,15.801243,16.13223,16.460133,17.027865
19-2803004,,,,,,,,,,,,,,,,,,,0,0.14799,0.37693699999999997,0.621909,1.278115,1.525089,1.884969,2.701433,2.9466330000000003,3.252138,3.457497,3.812249,4.210458,4.537714,5.168566,5.478214,5.824787000000001,6.382418,6.597608999999999,6.825032000000001,7.201282000000001,7.122859,6.883675,6.5040059999999995,6.149826,6.1886470000000005,6.36461,6.572760000000001,6.816281,6.960942,9.360862,9.434096,9.853527,9.632819,9.572341999999999,9.829877999999999,10.092027999999999,10.361229,10.672145,10.927953,11.16125,11.033066999999999,10.877908999999999,10.716644,10.479469,10.620505,9.168472999999999,8.724993,9.061929,9.237929,9.613752,10.240136,10.682222,10.476749,11.13965,11.094248,11.453515,11.923976,12.187453,12.942957,12.639846,12.636142,12.833032000000001,13.08565,13.351104999999999,13.389207,13.667123000000002,13.561895000000002,14.073329000000001,14.289694,14.660239,15.236923,16.032187,16.363175,16.692078,17.257808999999998
20-2802997,,,,,,,,,,,,,,,,,,,,0,0.22894699999999998,0.473918,1.130125,1.377099,1.736979,2.554443,2.798643,3.104148,3.308507,3.6642589999999995,4.062467,4.389724,5.020576,5.330223999999999,5.6767970000000005,6.234428,6.449619,6.677042,7.053292,6.974867999999999,6.735685,6.356016,6.001836,6.040657,6.21662,6.424769,6.668291,6.812952,9.212872,9.286106,9.705537,9.485828999999999,9.425352,9.681887,9.945038,10.214239,10.526155000000001,10.782963,11.01326,10.912831,10.759674,10.596409,10.359233,10.501269,9.309238,8.865758,9.204694,9.379694,9.755517,10.379901,10.824987,10.619513000000001,11.280414,11.237012,11.594279,12.064739999999999,12.329217,13.084722,12.77861,12.777907,12.975797,13.226414000000002,13.498095999999999,13.539197,13.813113000000001,13.707885000000001,14.221319,14.436684,14.808229,15.383913,16.178178,16.511165,16.838068,17.4038
21-2802990,,,,,,,,,,,,,,,,,,,,,0,0.24497199999999997,0.901178,1.148153,1.508032,2.325497,2.570696,2.8752020000000003,3.080561,3.435313,3.8335209999999997,4.1607769999999995,4.7916300000000005,5.101277,5.44785,6.005481,6.220673000000001,6.448096,6.824345,6.745922,6.506739,6.1270690000000005,5.77289,5.81171,5.987674,6.195823000000001,6.439344999999999,6.584006,8.983925,9.057160000000001,9.47659,9.257882,9.196405,9.453941,9.714091999999999,9.983293,10.297209,10.552017,10.786313,10.684885000000001,10.530727,10.368462,10.131287,10.273323,9.081291,8.638811,8.976747999999999,9.149747,9.52657,10.151954,10.59504,10.391567,11.052468,11.008066,11.367333,11.836794,12.098271,12.852775,12.551664,12.548960000000001,12.74485,12.997468,13.268923999999998,13.308025,13.582941,13.478713,13.991147,14.208511999999999,14.580057,15.154741,15.948004999999998,16.280993,16.609896,17.174626999999997
22-2802636,,,,,,,,,,,,,,,,,,,,,,0,0.6562060000000001,0.9031809999999999,1.26306,2.080525,2.325725,2.63023,2.834589,3.190341,3.588549,3.915806,4.546658,4.856306,5.202879,5.76051,5.975701,6.203124,6.5793740000000005,6.50095,6.261767,5.882098,5.527918,5.566738,5.7427019999999995,5.950851,6.194373000000001,6.339034,8.738954,8.812188,9.231619,9.01191,8.951433,9.208969,9.46912,9.738321000000001,10.051237,10.308045,10.540341,10.438913000000001,10.285756,10.122489999999999,9.886315,10.027351,9.137382,8.693902,9.031838,9.206838000000001,9.581661,10.208045,10.651131,10.446657,11.109558,11.064156,11.422423,11.891884,12.155361,12.911866,12.605754,12.60405,12.801941000000001,13.053558,13.326014,13.365115,13.641031,13.534804000000001,14.047236999999999,14.264601999999998,14.636147,15.211831,16.005095999999998,16.338084,16.664986,17.230718
23-2802955,,,,,,,,,,,,,,,,,,,,,,,0,0.250975,0.610854,1.427319,1.672518,1.9780240000000002,2.182383,2.538135,2.936343,3.263599,3.894452,4.2041,4.550673000000001,5.108304,5.323494999999999,5.550918,5.927168,5.848744,5.609561,5.2298919999999995,4.875712,4.914532,5.090496,5.298645,5.542167,5.686828,8.398747,8.610982,9.030413000000001,8.879703999999998,8.818227,9.075763,9.336914,9.605115,9.919031,10.175839,10.408135000000001,10.305707,10.153549,9.990283999999999,9.754109,9.896144999999999,9.446588,9.002108,9.342044,9.517044,9.890867,10.516250999999999,10.960336999999999,10.756863000000001,11.416764,11.373362,11.731630000000001,12.201091,12.465567,13.218072,12.916961,12.915257,13.111147,13.360764000000001,13.634220000000001,13.673321,13.950237,13.84401,14.356444,14.572807999999998,14.944353,15.521037,16.314301999999998,16.64629,16.974192000000002,17.540924
24-2802936,,,,,,,,,,,,,,,,,,,,,,,,0,0.35988000000000003,1.177344,1.422544,1.727049,1.9314080000000002,2.2871599999999996,2.6853689999999997,3.012625,3.643477,3.953125,4.299698,4.857329,5.07252,5.299943,5.676193,5.59777,5.358586,4.978917,4.6247370000000005,4.663558,4.8395209999999995,5.047671,5.291192,5.435853,8.148773,8.359007,8.778438000000001,8.62973,8.567253,8.825789,9.084939,9.35414,9.667056,9.922864,10.156161,10.054732000000001,9.900575,9.73831,9.501134,9.64517,9.309139,9.251082,9.589018,9.764018,10.138841000000001,10.764225,11.075689,11.002838,11.565315,11.621336999999999,11.977604,12.448065,12.711542,13.467046,13.163935,13.162231,13.358120999999999,13.609739000000001,13.881194,13.920295999999999,14.196212,14.091984,14.601417999999999,14.819783,15.192328,15.767012,16.561276,16.893264000000002,17.222167000000002,17.787898000000002
25-2802918,,,,,,,,,,,,,,,,,,,,,,,,,0,0.817465,1.0626639999999998,1.36717,1.5715290000000002,1.927281,2.325489,2.652746,3.2835980000000005,3.5932459999999997,3.9398190000000004,4.49745,4.7126410000000005,4.940064,5.316314,5.23789,4.998707,4.619038,4.264858,4.303678,4.479642,4.687791000000001,4.931312999999999,5.0759739999999995,7.788892999999999,7.999128,8.418559,8.26885,8.207373,8.464909,8.725060000000001,8.994261,9.309177,9.563985,9.796281,9.695853,9.541696,9.379430000000001,9.142255,9.284291,8.94926,9.022780000000001,9.359716,9.534716,9.911538,10.535922,10.71381,10.775535000000001,11.206436,11.393034,11.750301,12.220761999999999,12.503579,13.675744,13.372632000000001,13.370928,13.566819,13.817435999999999,14.170892000000002,14.279175,14.556091,14.450864000000001,14.964298000000001,15.180662,15.552207000000001,16.127891,16.921156,17.252144,17.580046,18.145778
26-2802864,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2452,0.594705,0.8390639999999999,1.209816,1.608025,1.935281,2.584133,2.8887810000000003,3.235354,3.792985,4.169176,4.396599,4.772849,4.533426,4.294242,3.9145730000000003,3.560393,3.599214,3.775177,3.9833269999999996,4.194848,4.339509,7.051429,7.219663000000001,7.639094,7.575386,7.513909,7.771444,8.031595,8.301796000000001,8.614711999999999,8.870519999999999,9.102817,9.043501,9.070231,8.907966,8.67079,8.813825999999999,8.737795,8.811314999999999,9.148251,9.323250999999999,9.700074,10.325458,10.503345,10.56407,10.994971000000001,11.181569,11.540837,12.008298,12.292114999999999,13.465279,13.162168,13.160464000000001,13.356354000000001,13.606971,13.961426999999999,14.174528,14.452444,14.347217,14.857651,15.075014999999999,15.44556,16.022244,16.816509,17.149497,17.476399,18.042131
