순번_정류장ID,1-2801795,2-2803544,3-2801957,4-2801978,5-2801972,6-2802003,7-2802105,8-2801857,9-2801824,10-2801826,11-2802256,12-2801819,13-2804958,14-2803801,15-2805191,16-2805283,17-2804954,18-2802597,19-2802596,20-2802602,21-2803624,22-2804420,23-2807598,24-2803359,25-2803214,26-2805065,27-2807550,28-2807232,29-2807362
11-2802256,,,,,,,,,,,0,0.497324,1.006659,1.652318,2.2787290000000002,2.830756,4.355992,7.554727000000001,8.321701,8.644701,8.704655,8.579819,24.520177,31.790485999999998,31.969428000000004,32.25999,35.729189,37.712574,37.713027000000004
12-2801819,,,,,,,,,,,,0,0.512336,1.157994,1.784405,2.336433,4.194914,7.393649000000001,8.160623,8.483623,8.543576,8.418741,24.359098,31.629407,31.808349,32.098911,35.568111,37.551495,37.551949
13-2804958,,,,,,,,,,,,,0,0.651659,1.27807,1.830097,4.423333,7.622068,8.389042,8.712042,8.771996000000001,8.647160000000001,24.587518,31.857827,32.036769,32.327329999999996,35.79653,37.779915,37.780368
14-2803801,,,,,,,,,,,,,,0,0.6264109999999999,1.1784379999999999,4.429908,7.629643,8.396616999999999,8.719617,8.779571,8.654735,24.595092,31.865401000000002,32.044343,32.334905,35.804105,37.787489,37.787943
15-2805191,,,,,,,,,,,,,,,0,0.552028,3.8172639999999998,7.015999000000001,7.782972999999999,8.104973,8.164926,8.041091,23.981448,31.251757,31.430699,31.721261,35.190461,37.173845,37.174299
16-2805283,,,,,,,,,,,,,,,,0,3.265237,6.463972,7.230944999999999,7.553945,7.613899000000001,7.489064,23.429420999999998,30.69973,30.878671999999998,31.169234000000003,34.638434000000004,36.621818,36.622271000000005
17-2804954,,,,,,,,,,,,,,,,,0,3.199735,3.966709,4.289708999999999,4.349663,4.224826999999999,20.166185000000002,27.436494,27.615436,27.905997999999997,31.375196999999996,33.358582,33.359035
18-2802597,,,,,,,,,,,,,,,,,,0,0.7669739999999999,1.089974,1.149928,1.0250920000000001,17.93595,25.206259,25.3852,25.675762,29.144962,31.128346999999998,31.1288
19-2802596,,,,,,,,,,,,,,,,,,,0,0.32299999999999995,0.810954,0.686118,17.596976,24.867285,25.046227,25.336789000000003,28.805988,30.789372999999998,30.789826
20-2802602,,,,,,,,,,,,,,,,,,,,0,0.5680470000000001,0.833118,17.743976,25.014285,25.193227,25.483789,28.952988,30.936373,30.936826
21-2803624,,,,,,,,,,,,,,,,,,,,,0,0.277072,17.187929999999998,24.458239000000003,24.637179999999997,24.927742000000002,28.396942,30.380327,30.380779999999998
22-2804420,,,,,,,,,,,,,,,,,,,,,,0,16.910857999999998,24.181167000000002,24.360109,24.650671,28.119870000000002,30.103254999999997,30.103708
23-2807598,,,,,,,,,,,,,,,,,,,,,,,0,7.272310000000001,7.451252,7.741814,11.211013000000001,13.194398000000001,13.194851000000002
24-2803359,,,,,,,,,,,,,,,,,,,,,,,,0,0.17894200000000002,0.469504,5.038704,15.190088000000001,15.190542
25-2803214,,,,,,,,,,,,,,,,,,,,,,,,,0,0.290562,4.859762,15.011145999999998,15.0116
26-2805065,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.5692,14.720583999999999,14.721038
27-2807550,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10.151385000000001,10.151838
28-2807232,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.376801
29-2807362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
