순번_정류장ID,1-2801795,2-2803544,3-2801957,4-2801978,5-2801972,6-2802003,7-2802105,8-2801857,9-2801824,10-2801826,11-2802256,12-2801819,13-2804958,14-2803801,15-2805191,16-2805283,17-2804954,18-2802597,19-2802596,20-2802602,21-2803624,22-2804420,23-2807598,24-2803359,25-2803214,26-2805065,27-2807550,28-2807232,29-2807362
1-2801795,0,0.605653,2.263633,3.093106,3.790138,4.663086,5.715584,8.487855,10.524474,10.744813,10.827838999999999,10.665761,11.175096,11.820755,12.447166000000001,12.999193,11.798847,11.359164,11.042638,11.188638000000001,10.632592,10.35652,26.193614,33.462922999999996,33.642865,33.934427,37.402626,37.197734999999994,37.199188
2-2803544,,0,1.659979,2.4894529999999997,3.186485,4.059433,5.111930999999999,7.884202,9.920821,10.141160000000001,10.450186,10.288108,10.798442999999999,11.443102,12.038513,12.59154,11.555194,11.251511,10.934985000000001,11.081985000000001,10.525939,10.248867,26.087961,33.35727,33.536212,33.826774,37.295973,37.804388,37.805841
3-2801957,,,0,0.8294729999999999,1.526506,2.399454,3.4519519999999995,6.224222,8.260842,8.481181,8.868207,8.707127999999999,9.216464,9.862122,10.379533,10.929561,10.283797,11.171521,11.352994,11.499995,10.943947999999999,10.667877,26.50597,33.775279,33.954221000000004,34.244783,37.714983000000004,39.465367,39.465821000000005
4-2801978,,,,0,0.698033,1.5709799999999998,2.623479,5.3957489999999995,7.432367999999999,7.652707,8.039733,7.878655,8.387991,9.033649,9.55006,10.102087,9.454324,11.227058999999999,11.854532,12.002533,11.446486,11.168415,27.006508,34.276817,34.456759000000005,34.747321,38.215521,40.199905,40.199359
5-2801972,,,,,0,0.872948,1.925446,4.697717,6.734336,6.954675,7.341701,7.180623,7.689958,8.335617,8.852028,9.405055,9.926292,11.697026,12.3265,12.4735,11.917454,11.639382000000001,27.478476,34.748785,34.927727000000004,35.218289,38.687488,40.670873,40.671326
6-2802003,,,,,,0,1.053498,3.825769,5.862388,6.082726999999999,6.469753,6.308675,6.818011,7.463669,7.98108,8.532107,10.027344,11.800079,12.427552,12.574552,12.018506,11.741434,27.579528000000003,34.850837,35.029779,35.320341,38.788540999999995,40.772925,40.772378
7-2802105,,,,,,,0,2.772271,4.80889,5.029229,5.4162550000000005,5.255177,5.764513,6.410171,6.926582000000001,7.478609,8.974846000000001,10.747581,11.374054,11.521054,10.966008,10.687936,26.52603,33.796339,33.975281,34.265843,37.735043,39.718427,39.71888
8-2801857,,,,,,,,0,2.03662,2.256959,2.714583,2.9869060000000003,3.4962419999999996,3.7736669999999997,4.154311,4.706339,6.725575,9.87231,10.639284,10.962284,11.023238000000001,10.897402,26.856759000000004,34.129069,34.30701,34.597572,38.065771999999996,40.049155999999996,40.05061
9-2801824,,,,,,,,,0,0.22033899999999998,0.8769629999999999,1.323042,1.489623,1.7722810000000002,2.2036919999999998,2.755719,5.231955999999999,8.430691,9.198663999999999,9.520664,9.581617999999999,9.456782,25.39714,32.667449,32.845391,33.135953,36.606152,38.588537,38.58899
10-2801826,,,,,,,,,,0,0.702624,1.102703,1.269284,1.551942,2.131353,2.68338,5.058617,8.256352,9.023325,9.346325,9.407278999999999,9.280443,25.222801,32.493109999999994,32.672052,32.962614,36.431814,38.414198,38.414651
