순번_정류장ID,1-2804802,2-2800361,3-2800359,4-2800357,5-2804804,6-2804927,7-2804806,8-2805728,9-2804808,10-2806859,11-2800313,12-2806263,13-2806261,14-2806259,15-2806257,16-2806255,17-2806253,18-2806697,19-2806698,20-2800474,21-2800329,22-2800365,23-2800454,24-2800461,25-2800463,26-2805581,27-2800353,28-2803672,29-2800309,30-2800480,31-2800491,32-2800494,33-2800496,34-2800499,35-2804977,36-2800507,37-2800503,38-2805796,39-2800509,40-2800511,41-2800514,42-2800516,43-2800518,44-2800522,45-2800531,46-2800546,47-2800539,48-2800537,49-2800533,50-2800529,51-2800527,52-2800997,53-2800991,54-2800982,55-2800836,56-2800835,57-2800965,58-2800843,59-2800956,60-2800966,61-2800995,62-2801013,63-2801023,64-2801040,65-2801058,66-2801268,67-2801281,68-2801289,69-2801311,70-2801342,71-2801346,72-2801335,73-2801377,74-2801423,75-2801448,76-2801486,77-2801519,78-2801571,79-2801610
1-2804802,0,0.767798,1.125092,1.516278,2.708488,3.1476990000000002,4.378981,4.768573,5.271664,5.780833,6.139482,6.295063,6.426955,6.812645,6.470947,5.883243,5.667752,4.804759,4.445736,3.5734550000000005,3.8931910000000003,4.141591,4.3393180000000005,4.300553,4.108245,3.735417,4.076407,4.205253,4.621296,4.823412,5.025239,5.384951999999999,5.8058190000000005,6.094455,7.524833999999999,7.761442999999999,7.957400999999999,7.828409,7.253963000000001,7.487975,7.7889550000000005,7.93297,8.105882000000001,8.289783,8.650505,9.120724000000001,9.029948,9.520455,9.995496000000001,10.416058,10.73438,12.294837,12.69652,12.982562,13.30979,13.62855,13.958312,14.134557999999998,14.729885000000001,14.914454999999998,15.35615,15.61849,15.726644,15.928838,15.712454999999999,16.557956,17.054958,17.281888000000002,17.569536,17.976454999999998,18.430285,18.4721,18.827533,19.330682,19.605636999999998,19.909571,20.083455999999998,20.161606,20.504403
2-2800361,,0,0.357294,0.7484810000000001,1.941691,2.380902,3.6121839999999996,4.001776,4.504867,5.014036,5.372685,5.528266,5.660158,6.045848,5.70415,5.116446,4.900955000000001,4.037962,3.6789389999999997,2.806658,3.126393,3.374794,3.572521,3.533756,3.341448,2.96862,3.3096099999999997,3.439456,3.8544989999999997,4.057615,4.258442,4.618154,5.039021,5.3276580000000004,6.758037,6.993646000000001,7.189603999999999,7.061611,6.486166000000001,6.720178,7.021158,7.165172,7.338083999999999,7.522986,7.883708,8.353927,8.263150999999999,8.752657000000001,9.227699000000001,9.649261,9.966582,11.528039999999999,11.928722,12.214765,12.542993,12.859753,13.191514000000002,13.368761,13.964087,14.147657999999998,14.588353,14.851693,14.958847,15.161041,14.945657999999998,15.789157999999999,16.287160999999998,16.51509,16.802739000000003,17.208658,17.662488,17.705302,18.061736,18.563885,18.83684,19.141773999999998,19.314659,19.392809,19.736606
3-2800359,,,0,0.391187,1.5843969999999998,2.0236080000000003,3.25489,3.644482,4.147572,4.656741,5.015391,5.170972,5.302864,5.688554,5.346856,4.759151,4.543661,3.680668,3.321644,2.449364,2.769099,3.0174990000000004,3.215226,3.176461,2.984153,2.611325,2.952315,3.0811610000000003,3.497205,3.7003209999999997,3.9011480000000005,4.26086,4.6817269999999995,4.970364,6.400743,6.6363520000000005,6.8323089999999995,6.704317,6.128871,6.363883,6.663864,6.807878,6.98079,7.165692,7.526414,7.996633,7.906855999999999,8.395363,8.870405,9.291967,9.609288000000001,11.170745,11.571428,11.85847,12.185699000000001,12.502459,12.833219999999999,13.011467,13.606793,13.790364000000002,14.231059,14.493398999999998,14.601551999999998,14.804746,14.589364000000002,15.433864000000002,15.931867,16.157795999999998,16.445444000000002,16.852364,17.304194,17.350008,17.703441,18.206591,18.480545000000003,18.78448,18.959365,19.037515,19.380312
4-2800357,,,,0,1.19221,1.631421,2.8627029999999998,3.252295,3.755386,4.2645550000000005,4.623204,4.778785,4.910677,5.296367,4.954669,4.366965,4.151473999999999,3.288481,2.9294580000000003,2.0571770000000003,2.376912,2.6253130000000002,2.82304,2.784275,2.591967,2.2191389999999998,2.560129,2.689975,3.105018,3.3081339999999995,3.508961,3.8686730000000003,4.289541000000001,4.578176999999999,6.009556,6.244165,6.441123,6.313130999999999,5.736685,5.970697,6.2716769999999995,6.416691999999999,6.589604,6.774505,7.134227,7.605446000000001,7.51467,8.004176,8.478218,8.89978,9.217102,10.778559,11.179242,11.465284,11.793512,12.110272,12.442034,12.61928,13.214607,13.398176999999999,13.839872,14.104212,14.210366,14.41356,14.196176999999999,15.039677,15.53868,15.767610000000001,16.054257999999997,16.459177,16.914007,16.957822,17.311255,17.813404000000002,18.089358999999998,18.394292999999998,18.567178,18.646328,18.989125
5-2804804,,,,,0,0.43921099999999996,1.676493,2.0660849999999997,2.5691759999999997,3.078345,3.4369940000000003,3.592575,3.7244669999999998,4.110157,4.026525,3.438821,3.22333,2.360337,2.001314,1.129033,1.448768,1.697169,1.894896,1.8561310000000002,1.663823,1.2909950000000001,1.631985,1.760831,2.1758740000000003,2.37899,2.5808169999999997,2.940529,3.361396,3.650033,5.081412,5.316021,5.511979,5.383986,4.808541,5.042553,5.343533,5.487548,5.6604589999999995,5.8453610000000005,6.207083,6.677302,6.585526,7.075032000000001,7.550074,7.971636,8.288958000000001,9.850415,10.251097,10.537139999999999,10.866368,11.184128,11.51389,11.690136,12.286462,12.471033,12.912728,13.175068,13.281222,13.485416,13.268032999999999,14.111532999999998,14.609535999999999,14.837466000000001,15.125114000000002,15.530033,15.984863,16.027678,16.383111,16.88626,17.160215,17.464149,17.638034,17.715184,18.061981
6-2804927,,,,,,0,1.237282,1.626874,2.1299650000000003,2.639134,2.997783,3.153364,3.285256,3.670946,4.335265,3.8780309999999996,3.6625410000000005,2.799548,2.4405240000000004,1.568244,1.887979,2.13638,2.3341060000000002,2.295341,2.1030330000000004,1.730205,2.071195,2.200041,2.6150849999999997,2.8182009999999997,3.020028,3.37974,3.800607,4.089244,5.5206230000000005,5.756232,5.95219,5.824197,5.248752,5.4827639999999995,5.782744,5.927758,6.10067,6.285572,6.646294,7.116513,7.025736,7.515242999999999,7.990285000000001,8.411847,8.728168,10.289625,10.690308,10.97735,11.304578999999999,11.623339,11.9531,12.130347,12.726673,12.908244,13.349939000000001,13.613279,13.722432000000001,13.924626000000002,13.707244000000001,14.551744,15.048747,15.276676,15.564325,15.969244,16.424073999999997,16.468888,16.822321,17.326470999999998,17.599425,17.90336,18.077245,18.156395,18.500192000000002
7-2804806,,,,,,,0,0.38959299999999997,0.892683,1.401852,1.760502,1.916082,2.047974,2.433665,3.097983,3.685687,3.901178,4.03083,3.6718059999999997,2.7995259999999997,3.119261,3.367661,3.5653879999999996,3.5266230000000003,3.334315,2.961487,3.3024769999999997,3.4313230000000003,3.846367,4.049483,4.25131,4.611022,5.031889,5.320526,6.751905000000001,6.986514,7.1824710000000005,7.054479,6.480033000000001,6.714045,7.015026,7.159039999999999,7.331952,7.5168539999999995,7.8775759999999995,8.347795,8.256018,8.745525,9.220566999999999,9.643129,9.95945,11.521907,11.92259,12.208632000000001,12.536861,12.853621,13.184382000000001,13.362629,13.956954999999999,14.141526,14.582220999999999,14.845560999999998,14.953714000000002,15.155907999999998,14.939526,15.782026,16.279029,16.507958,16.795606,17.199526000000002,17.654356,17.70017,18.055603,18.558753,18.831707,19.135642,19.310527,19.388676999999998,19.730473999999997
8-2805728,,,,,,,,0,0.503091,1.01226,1.370909,1.52649,1.658382,2.0440720000000003,2.7083909999999998,3.2960949999999998,3.511586,4.380578,4.061399,3.189118,3.5088529999999998,3.757254,3.9549809999999996,3.9162160000000004,3.723907,3.3510800000000005,3.6920699999999997,3.8219160000000003,4.236959,4.440075,4.640902,5.000614,5.421481,5.7101180000000005,7.140497,7.376106,7.572064,7.444071000000001,6.868626,7.102638000000001,7.403617999999999,7.547632000000001,7.720544,7.905446,8.266167999999999,8.736386999999999,8.645611,9.135117,9.610159,10.031721000000001,10.349041999999999,11.9105,12.311182,12.597224,12.925453,13.243213,13.573974,13.751221,14.345547,14.530118,14.971813000000001,15.234153,15.342307,15.5445,15.328118,16.172618,16.670621,16.89855,17.186199,17.590118,18.045948000000003,18.087761999999998,18.443196,18.946345,19.2203,19.524234,19.698119000000002,19.777269,20.120066
9-2804808,,,,,,,,,0,0.509169,0.867819,1.023399,1.155292,1.540982,2.2053,2.7930040000000003,3.008495,3.8774879999999996,4.236511,3.6922089999999996,4.011944000000001,4.260344,4.458071,4.419306,4.226998,3.85417,4.19516,4.324006,4.73905,4.942165,5.143993,5.503705,5.924572,6.213209,7.643588,7.879196,8.075154,7.948162,7.3727160000000005,7.605728,7.907709,8.051722999999999,8.224635000000001,8.409537,8.770259,9.240478,9.149701,9.639208,10.114249000000001,10.535812,10.853133,12.414589999999999,12.814273,13.101315,13.429544,13.746303,14.078064999999999,14.255312,14.848638000000001,15.033209,15.475904000000002,15.738244,15.846397,16.048591000000002,15.831209,16.674709,17.174711,17.400641,17.688289,18.094209,18.549039,18.591853,18.947286,19.450436,19.72539,20.029325,20.203210000000002,20.28136,20.624157
10-2806859,,,,,,,,,,0,0.35865,0.51423,0.646123,1.0318129999999999,1.696131,2.283835,2.499326,3.368319,3.727343,4.201378,4.521113,4.769513,4.96724,4.928475,4.736167,4.363339,4.704329,4.833175,5.249219,5.451333999999999,5.653162,6.012874,6.433741,6.722378,8.153757,8.388365,8.585322999999999,8.457331,7.880885,8.114897000000001,8.416878,8.560891999999999,8.732804,8.917705,9.279428,9.749647,9.65887,10.147377,10.623418,11.04498,11.361302,12.923759,13.324442000000001,13.609484,13.938711999999999,14.255472,14.586234,14.763481,15.358807,15.542378,15.984072,16.247412,16.354566000000002,16.55676,16.340378,17.183878,17.682879999999997,17.91181,18.198458,18.602378,19.058208,19.098022,19.456455,19.960604999999997,20.232559,20.537492999999998,20.710378,20.790529,21.133325
11-2800313,,,,,,,,,,,0,0.290581,0.42247299999999993,0.808163,1.472481,2.060186,2.275676,3.144669,3.503693,4.5499730000000005,4.869708,5.118109,5.315836,5.287125,5.094817,4.721989,5.062979,5.192825,5.607868,5.8109839999999995,6.011811,6.371523000000001,6.792389999999999,7.081027000000001,8.511406,8.747015,8.942973,8.81598,8.239535,8.473547,8.775527,8.918542,9.092452999999999,9.277355,9.638077000000001,10.107296,10.01752,10.506026,10.981067999999999,11.40263,11.720952,13.281409,13.682091,13.968134,14.297362,14.613122,14.943883999999999,15.123129999999998,15.717456,15.902026999999999,16.342722,16.606061999999998,16.713216,16.91541,16.699026999999997,17.543526999999997,18.041529999999998,18.269460000000002,18.557108,18.961026999999998,19.416857,19.457672,19.814104999999998,20.318254,20.590208999999998,20.894143,21.069028,21.149178,21.490975
12-2806263,,,,,,,,,,,,0,0.131892,0.519582,1.183901,1.7716049999999999,1.987096,2.856089,3.215112,4.261393,4.581128,4.829528,5.027255,5.442705,5.250397,4.877569,5.218559,5.3484050000000005,5.762449,5.966565,6.1673919999999995,6.5271040000000005,6.947971000000001,7.236608,8.667987,8.903596,9.099553,8.971561,8.396115,8.630127,8.931108,9.075122,9.248034,9.432936,9.793658,10.263877,10.1731,10.662607000000001,11.137649,11.559211,11.876532000000001,13.437989000000002,13.838672,14.124714,14.452943,14.769703,15.101464000000002,15.278711,15.874037,16.057608,16.499303,16.761643,16.868796,17.07199,16.855608,17.700108,18.198110999999997,18.424039999999998,18.711688,19.117607999999997,19.573438,19.615251999999998,19.969685000000002,20.472835,20.746789,21.051724,21.225609,21.303759,21.648556
13-2806261,,,,,,,,,,,,,0,0.38769000000000003,1.052008,1.6397130000000002,1.855203,2.724196,3.0832200000000003,4.1295,4.449235,4.697636,4.895363,5.457403,5.382289,5.009462,5.350452,5.479298,5.894341000000001,6.097457,6.299283999999999,6.658996000000001,7.0798630000000005,7.3685,8.798879,9.034488,9.230446,9.102453,8.527008,8.76102,9.062000000000001,9.206014,9.378926,9.564828,9.92455,10.395769,10.304993,10.794499,11.268541,11.691103,12.008424,13.568882,13.970564000000001,14.255606,14.583835,14.901595,15.231356,15.408603,16.003929,16.1885,16.630195,16.892535000000002,17.000689,17.203882,16.9875,17.832,18.330003,18.555932000000002,18.843581,19.2485,19.703329999999998,19.746144,20.101578,20.604727,20.878682,21.182616,21.357501,21.435651,21.779448000000002
