순번_정류장ID,1-2804802,2-2800361,3-2800359,4-2800357,5-2804804,6-2804927,7-2804806,8-2805728,9-2804808,10-2806859,11-2800313,12-2806263,13-2806261,14-2806259,15-2806257,16-2806255,17-2806253,18-2806697,19-2806698,20-2800474,21-2800329,22-2800365,23-2800454,24-2800461,25-2800463,26-2805581,27-2800353,28-2803672,29-2800309,30-2800480,31-2800491,32-2800494,33-2800496,34-2800499,35-2804977,36-2800507,37-2800503,38-2805796,39-2800509,40-2800511,41-2800514,42-2800516,43-2800518,44-2800522,45-2800531,46-2800546,47-2800539,48-2800537,49-2800533,50-2800529,51-2800527,52-2800997,53-2800991,54-2800982,55-2800836,56-2800835,57-2800965,58-2800843,59-2800956,60-2800966,61-2800995,62-2801013,63-2801023,64-2801040,65-2801058,66-2801268,67-2801281,68-2801289,69-2801311,70-2801342,71-2801346,72-2801335,73-2801377,74-2801423,75-2801448,76-2801486,77-2801519,78-2801571,79-2801610
14-2806259,,,,,,,,,,,,,,0,0.664319,1.2520229999999999,1.467514,2.336506,2.6955299999999998,3.7418099999999996,4.061545,4.309946,4.5076730000000005,5.069713,5.262021,5.3951519999999995,5.736142,5.865988,6.280031,6.483147,6.684974,7.0446860000000004,7.465553,7.7541899999999995,9.185569000000001,9.421178,9.617136,9.488142999999999,8.913698,9.14771,9.44869,9.592704,9.764616,9.950517999999999,10.31124,10.780459,10.689683,11.179189,11.655231,12.075792999999999,12.394114,13.955572,14.355254,14.641295999999999,14.970525,15.287285,15.618046,15.796292999999999,16.389619,16.57519,17.015885,17.278225,17.388379,17.589572,17.37119,18.21769,18.714693,18.942622,19.230271,19.63619,20.09102,20.130834,20.488267999999998,20.990417,21.266372,21.570306,21.744191,21.819341,22.165138
15-2806257,,,,,,,,,,,,,,,0,0.587704,0.803195,1.672188,2.031212,3.077492,3.3972269999999996,3.6456269999999997,3.843354,4.405394,4.597702,5.053453,5.394443,5.404289,5.819333,6.022449,6.276276,6.635988,7.0568550000000005,7.345492,8.776871,9.011479,9.207436999999999,9.080445,8.503999,8.739011,9.039992,9.184006,9.356917999999999,9.54182,9.902542,10.371761,10.280984,10.770491,11.246533,11.667095,11.984416,13.545873,13.946556,14.233598,14.561827,14.877587,15.208348,15.385595,15.981921,16.166492,16.608187,16.869526999999998,16.97768,17.179873999999998,16.962492,17.807992000000002,18.305995000000003,18.532923999999998,18.820572,19.226492,19.681322,19.722136,20.079569,20.582719,20.854673000000002,21.160608,21.333493,21.412643,21.75544
16-2806255,,,,,,,,,,,,,,,,0,0.215491,1.084484,1.4435069999999999,2.489788,2.809523,3.057923,3.25565,3.8176900000000002,4.009998,4.465749,4.806739,4.816585,5.231629,5.434744,5.688571,6.048284,6.469151,6.757788000000001,8.189167,8.423775,8.619733,8.491741000000001,7.916295,8.151307000000001,8.451286999999999,8.595302,8.768214,8.954115,9.314836999999999,9.784056,9.69328,10.182787,10.657828,11.07939,11.396711999999999,12.958169,13.358851999999999,13.645894,13.974122,14.289882,14.621644,14.79889,15.395217,15.577788,16.019482,16.282822,16.389976,16.59217,16.375788,17.221288,17.71829,17.945220000000003,18.232868,18.637788,19.092617999999998,19.135432,19.491865,19.995014,20.267969,20.572903,20.746788000000002,20.823939000000003,21.169735
17-2806253,,,,,,,,,,,,,,,,,0,0.868993,1.228017,2.2742970000000002,2.594032,2.842432,3.040159,3.6021989999999997,3.794507,4.2502580000000005,4.591248,4.601094,5.016138,5.219254,5.473081,5.832793,6.25366,6.5422970000000005,7.972676,8.209285000000001,8.404242,8.27725,7.701803999999999,7.9348160000000005,8.235797,8.379811,8.552723,8.738625,9.098347,9.568566,9.477789,9.968296,10.443338,10.8649,11.181221,12.742678,13.143360999999999,13.429403,13.758632,14.076392000000002,14.405153,14.5824,15.179726,15.362297,15.803992000000001,16.068332,16.174485,16.376679,16.160297,17.004797,17.5018,17.730729,18.017377,18.422297,18.879127,18.918941,19.276374,19.778523999999997,20.054478,20.357413,20.531298,20.609448,20.954245
18-2806697,,,,,,,,,,,,,,,,,,0,0.35902399999999995,1.4113040000000001,1.731039,1.97944,2.177167,2.739207,2.931515,3.3872660000000003,3.7282550000000003,3.7381019999999996,4.153144999999999,4.356261,4.610087999999999,4.9698,5.390667,5.679304,7.109683,7.345292,7.54125,7.413257000000001,6.837812,7.071824,7.3728039999999995,7.516817999999999,7.68973,7.874632000000001,8.235354,8.705573,8.614796,9.104303,9.579345,10.000907000000002,10.318228,11.879686,12.280368,12.566410000000001,12.894639,13.212399,13.54216,13.720407000000002,14.314732999999999,14.500304000000002,14.939998999999998,15.203339000000001,15.311492999999999,15.513685999999998,15.297304,16.141804,16.639807,16.866736,17.153385,17.560304000000002,18.015134,18.056948000000002,18.412382,18.916531,19.190486,19.49442,19.667305,19.746454999999997,20.089252
19-2806698,,,,,,,,,,,,,,,,,,,0,1.052281,1.372016,1.620416,1.818143,2.380183,2.572491,3.0282419999999997,3.369232,3.379078,3.794122,3.997237,4.2510639999999995,4.610777,5.031644,5.320281,6.750660000000001,6.987267999999999,7.1832259999999994,7.055234,6.478788,6.7128,7.014781,7.158795,7.330707,7.516608,7.877331,8.346549000000001,8.255773,8.74628,9.220321,9.642883,9.960205,11.521662,11.922345,12.207386999999999,12.536615,12.853375,13.185137,13.361384,13.956710000000001,14.141281,14.580975,14.845315,14.952469,15.153663,14.938281,15.783781,16.281782999999997,16.507713,16.795361,17.200281,17.655110999999998,17.698925,18.054357999999997,18.558507000000002,18.829462,19.135396,19.308281,19.386432,19.731228
20-2800474,,,,,,,,,,,,,,,,,,,,0,0.321735,0.570136,0.767863,1.329903,1.522211,2.068962,2.3439520000000003,2.328798,2.743841,2.946957,3.200784,3.560496,3.9813629999999995,4.27,5.701379,5.9369879999999995,6.132946,6.0049529999999995,5.429508,5.66352,5.9645,6.1085139999999996,6.281426000000001,6.466328,6.82705,7.297269,7.206492999999999,7.6959990000000005,8.171041,8.592603,8.909925,10.471382,10.872064,11.157107,11.486335,11.803094999999999,12.134857,12.312103,12.906429,13.09,13.532695,13.795035,13.903189000000001,14.105382999999998,13.889000000000001,14.7315,15.230503,15.458433,15.747081,16.152,16.60683,16.648645000000002,17.005078,17.508226999999998,17.781182,18.084116,18.259001,18.338151,18.681948000000002
21-2800329,,,,,,,,,,,,,,,,,,,,,0,0.248401,0.44712799999999997,1.009168,1.201476,1.748227,2.023217,2.008063,2.423106,2.6262220000000003,2.880049,3.239761,3.660629,3.949265,5.380644,5.6162529999999995,5.8122110000000005,5.684218,5.108773,5.342785,5.643765,5.787780000000001,5.960692,6.145593,6.506315,6.976534,6.885758,7.375264,7.850306,8.271868,8.589189999999999,10.150647,10.551328999999999,10.837372,11.1656,11.48236,11.813122,11.990368,12.586694,12.769264999999999,13.211960000000001,13.4733,13.581454,13.784648,13.567264999999999,14.410765,14.909768,15.138698000000002,15.425346,15.830264999999999,16.286095,16.32691,16.683343,17.186492,17.461447,17.764381,17.939266,18.015416000000002,18.361213
22-2800365,,,,,,,,,,,,,,,,,,,,,,0,0.198727,0.760767,0.953075,1.499826,1.774816,1.7596619999999998,2.174706,2.377821,2.6316490000000003,2.991361,3.412228,3.7008650000000003,5.131244000000001,5.366852,5.56381,5.434818,4.860372,5.094384,5.395365,5.538379,5.711291,5.896193,6.257915000000001,6.7271339999999995,6.637357000000001,7.126864,7.600905,8.022467,8.339789,9.902246,10.301929,10.587971000000001,10.916199,11.233959,11.563721000000001,11.741968,12.337294,12.520864999999999,12.961559,13.224898999999999,13.333053,13.535247,13.319865,14.161365,14.662367000000001,14.889297000000001,15.176945000000002,15.582865,16.035695,16.078509,16.435942,16.936092000000002,17.213046,17.51398,17.690865,17.768016,18.111812
23-2800454,,,,,,,,,,,,,,,,,,,,,,,0,0.562041,0.7543489999999999,1.301099,1.5760889999999999,1.560935,1.9759790000000002,2.1790950000000002,2.432922,2.792634,3.213501,3.5021379999999995,4.933517,5.169126,5.365083,5.237091,4.661645,4.895657,5.196638,5.3406519999999995,5.513564,5.698466000000001,6.059188,6.529407,6.43863,6.9281369999999995,7.403179,7.824741,8.142062,9.703519,10.104202,10.390244000000001,10.718473,11.035233,11.365994,11.544241,12.138567,12.322138,12.764833,13.027173,13.134326000000001,13.336520000000002,13.120138,13.965638,14.462641,14.69157,14.979218,15.384138,15.837968,15.880782,16.237215,16.739365,17.013319,17.317254000000002,17.491139,17.570289000000002,17.913086
24-2800461,,,,,,,,,,,,,,,,,,,,,,,,0,0.19230799999999998,0.739059,1.014049,0.9988950000000001,1.4139389999999998,1.617054,1.8708810000000002,2.230594,2.651461,2.940098,4.371477,4.607085,4.802043,4.675051,4.099605,4.333616999999999,4.634598,4.778612,4.951524,5.136425,5.496148000000001,5.966366000000001,5.87659,6.3650970000000004,6.8401380000000005,7.2627,7.579022,9.141478999999999,9.542162,9.828204,10.156432,10.472192,10.804953999999999,10.982201,11.576527,11.759098,12.203792,12.465132,12.571286,12.77448,12.559097999999999,13.403598,13.9016,14.129529999999999,14.417178,14.822098,15.275928,15.317742,15.674175,16.177324,16.452279,16.755213,16.929098,17.008249,17.352045
25-2800463,,,,,,,,,,,,,,,,,,,,,,,,,0,0.546751,0.8217409999999999,0.8065869999999999,1.221631,1.4247459999999998,1.6785729999999999,2.0382860000000003,2.4591529999999997,2.74779,4.1781690000000005,4.413777,4.610735,4.481743,3.9072970000000002,4.141309,4.441289,4.586304,4.759216,4.943117,5.303839,5.774058,5.683282,6.172789,6.64783,7.069392,7.387714,8.949171,9.349853999999999,9.634896000000001,9.964124,10.279884,10.610646000000001,10.787892,11.385219000000001,11.56979,12.010484,12.271824,12.379978,12.582172,12.365789999999999,13.210289999999999,13.708292000000002,13.936222,14.223870000000002,14.628789999999999,15.081620000000001,15.125434,15.481867000000001,15.985016,16.258971,16.561905,16.735789999999998,16.813941,17.159737
26-2805581,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.34099,0.469836,0.8848799999999999,1.087996,1.289823,1.6495349999999998,2.070402,2.359039,3.789418,4.025026,4.220984,4.092992,3.517546,3.751558,4.052539,4.196553,4.369465,4.554367,4.915089,5.385308,5.294531,5.784038,6.25908,6.680642,6.997963,8.55942,8.960103,9.246145,9.574374,9.892134,10.222895,10.399142,10.995467999999999,11.180039,11.620733999999999,11.884074,11.990227,12.193421,11.977039,12.821539,13.318541,13.546470999999999,13.834119,14.240039000000001,14.694869,14.735682999999998,15.093116,15.596266,15.86822,16.174155,16.34704,16.42519,16.768987
27-2800353,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.12984600000000002,0.54489,0.7480060000000001,1.001833,1.361545,1.7824119999999999,2.0710490000000004,3.502428,3.7380370000000003,3.933995,3.806002,3.230557,3.4645690000000005,3.7655489999999996,3.909563,4.082475,4.267377,4.628099,5.098318,5.007541000000001,5.497048,5.972090000000001,6.3936519999999994,6.710972999999999,8.27243,8.673113,8.959155,9.287384,9.605144000000001,9.935905,10.113152000000001,10.708478,10.892049,11.333744,11.596084,11.704237,11.905431,11.689049,12.533549,13.030552,13.259481,13.54713,13.951049,14.406879,14.448692999999999,14.804126,15.307276000000002,15.58123,15.886165,16.06005,16.1382,16.481997
28-2803672,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.41504399999999997,0.61816,0.8719870000000001,1.2316989999999999,1.652566,1.9412029999999998,3.372582,3.608191,3.8041480000000005,3.6761559999999998,3.10071,3.3337220000000003,3.635703,3.7797169999999998,3.951629,4.136531,4.497253,4.968472,4.877695,5.367202,5.8412440000000005,6.262805999999999,6.581127,8.142584,8.542266999999999,8.829309,9.156538000000001,9.473298,9.806059,9.981306,10.577632000000001,10.760203,11.202898,11.466238,11.574391,11.776585,11.560203,12.404703,12.901705999999999,13.130635,13.416282999999998,13.823203,14.277033,14.318847,14.673279999999998,15.178429999999999,15.450384,15.755319,15.929204,16.009354000000002,16.352151
29-2800309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.207116,0.46094300000000005,0.8206559999999999,1.241523,1.530159,2.960538,3.1961470000000003,3.3921050000000004,3.264113,2.6886669999999997,2.922679,3.223659,3.3676739999999996,3.5405860000000002,3.725487,4.086208999999999,4.5564279999999995,4.4656519999999995,4.955159,5.4302,5.851762,6.169084,7.7305410000000006,8.131224000000001,8.417266,8.745494,9.063253999999999,9.393016000000001,9.571261999999999,10.166589,10.351158999999999,10.791853999999999,11.055194,11.163348,11.364542,11.148159,11.991660000000001,12.490662,12.716592,13.005239999999999,13.409158999999999,13.863989000000002,13.908804,14.262236999999999,14.765386,15.040341,15.343275,15.51816,15.597311,15.940107000000001
30-2800480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.254827,0.61454,1.035407,1.324044,2.755423,2.991031,3.186989,3.058997,2.483551,2.717563,3.018543,3.162558,3.3354699999999995,3.520371,3.881093,4.351312,4.260536,4.750043,5.225084,5.646646,5.963968,7.525425,7.926108,8.21215,8.540378,8.858138,9.1889,9.366146,9.961473,10.146044,10.586738,10.849078,10.957232000000001,11.159426,10.943044,11.786544000000001,12.285546,12.513475999999999,12.801124,13.206044,13.659873999999999,13.702688,14.058121,14.56127,14.835225,15.139159,15.314044,15.392195000000001,15.734991
31-2800491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.359713,0.78058,1.069217,2.499596,2.7362040000000003,2.932162,2.80417,2.2277240000000003,2.462736,2.7637169999999998,2.906731,3.0806430000000002,3.265544,3.626267,4.0964849999999995,4.004709,4.495216,4.970257,5.391819,5.708141,7.270598,7.671281,7.957323,8.284550999999999,8.603311,8.934073,9.111319,9.706646000000001,9.890217,10.331911,10.594251,10.701405000000001,10.903599,10.688217,11.530717,12.028719,12.258649,12.546297000000001,12.951217,13.406047000000001,13.448860999999999,13.801294,14.305442999999999,14.579398000000001,14.883332000000001,15.059217000000002,15.136368,15.480164000000002
32-2800494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.420867,0.709504,2.139883,2.375492,2.57145,2.443457,1.868012,2.102024,2.403004,2.5470189999999997,2.7199299999999997,2.904832,3.2655540000000003,3.7357730000000005,3.644997,4.134503,4.609545,5.0311069999999996,5.348429,6.909886,7.310567999999999,7.596611,7.9248389999999995,8.241599,8.573361,8.750607,9.344933000000001,9.529504,9.970199000000001,10.233539,10.341693,10.542887,10.327504,11.170003999999999,11.669007,11.895937,12.184585,12.590504,13.044334,13.086149,13.441582,13.946731,14.219686,14.522620000000002,14.696504999999998,14.776654999999998,15.118452
33-2800496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.288637,1.720016,1.955625,2.151583,2.02359,1.448145,1.682157,1.983137,2.127151,2.300063,2.4849650000000003,2.845687,3.3159059999999996,3.22513,3.714636,4.189678,4.6112400000000004,4.928561,6.490019,6.890700999999999,7.176742999999999,7.504972,7.822732000000001,8.153493,8.330739999999999,8.925066000000001,9.109637,9.551332,9.813672,9.921826,10.124019,9.907637,10.751137,11.249139999999999,11.477069,11.764717999999998,12.168637,12.624467,12.666281,13.021714999999999,13.523864000000001,13.799819,14.104753,14.278638,14.355788,14.698585000000001
