순번_정류장ID,1-2800270,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2800265,8-2803682,9-2807369,10-2804135,11-2803684,12-2803685,13-2803686,14-2803687,15-2804667,16-2803688,17-2803689,18-2803690,19-2803691,20-2804136,21-2804665,22-2804138,23-2804663,24-2804142,25-2804145,26-2804661,27-2806288,28-2807463
11-2803684,,,,,,,,,,,0,0.40576999999999996,1.1438139999999999,1.6131870000000001,2.256335,2.606993,3.147027,3.378052,4.437913,4.380326999999999,4.791229,5.326157,5.72269,6.288606,5.838124,5.298376,5.304622,5.459307
12-2803685,,,,,,,,,,,,0,0.7380439999999999,1.207417,1.850566,2.201223,2.741257,2.972282,4.032143,3.974557,4.38546,4.920387,5.31692,5.882837,5.4333540000000005,4.891607,4.898852,5.053537
13-2803686,,,,,,,,,,,,,0,0.46937299999999993,1.1125209999999999,1.467179,2.007213,2.238238,3.2980989999999997,3.240513,3.651415,4.186343,4.582876000000001,5.390826000000001,5.841308000000001,5.590947,5.597193,5.751878
14-2803687,,,,,,,,,,,,,,0,0.643149,0.997807,1.5378399999999999,1.7688650000000001,2.8287259999999996,2.77114,3.182043,3.71697,4.113503,4.921453,5.371936,5.912683,6.039435,6.194121
15-2804667,,,,,,,,,,,,,,,0,0.354658,0.894692,1.125717,2.185577,2.127992,2.538894,3.0738220000000003,3.470355,4.2783050000000005,4.7287870000000005,5.269534999999999,5.395287000000001,5.549972
16-2803688,,,,,,,,,,,,,,,,0,0.540034,0.771059,1.830919,1.773334,2.184236,2.719164,3.115697,3.9236470000000003,4.374129,4.914877,5.0933720000000005,5.248057
17-2803689,,,,,,,,,,,,,,,,,0,0.231025,1.290886,1.2333,1.644202,2.17913,2.575663,3.3836129999999995,3.8340949999999996,4.374843,4.669598000000001,5.025283
18-2803690,,,,,,,,,,,,,,,,,,0,1.0598610000000002,1.002275,1.4131770000000001,1.948105,2.344638,3.152588,3.603071,4.1438180000000004,4.438573,4.794258
19-2803691,,,,,,,,,,,,,,,,,,,0,0.220996,0.631899,1.166826,1.563359,2.371309,2.821792,3.362539,3.6572940000000003,4.012980000000001
20-2804136,,,,,,,,,,,,,,,,,,,,0,0.41090200000000004,0.94583,1.342363,2.150313,2.600795,3.141543,3.4362980000000003,3.791983
21-2804665,,,,,,,,,,,,,,,,,,,,,0,0.534928,0.9314610000000001,1.739411,2.189893,2.730641,3.0253959999999998,3.3810809999999996
22-2804138,,,,,,,,,,,,,,,,,,,,,,0,0.39653299999999997,1.204483,1.654966,2.195713,2.490468,2.845154
23-2804663,,,,,,,,,,,,,,,,,,,,,,,0,0.807951,1.258433,1.7991810000000001,2.0939360000000002,2.449621
24-2804142,,,,,,,,,,,,,,,,,,,,,,,,0,0.450482,0.9912299999999999,1.285985,1.64167
25-2804145,,,,,,,,,,,,,,,,,,,,,,,,,0,0.540748,0.8355030000000001,1.191188
26-2804661,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.29475500000000004,0.64944
27-2806288,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.937686
28-2807463,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
