순번_정류장ID,1-2800270,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2800265,8-2803682,9-2807369,10-2804135,11-2803684,12-2803685,13-2803686,14-2803687,15-2804667,16-2803688,17-2803689,18-2803690,19-2803691,20-2804136,21-2804665,22-2804138,23-2804663,24-2804142,25-2804145,26-2804661,27-2806288,28-2807463
1-2800270,0,0.789926,1.059143,1.370099,1.506329,1.754101,2.04288,2.685899,3.012839,3.146703,3.581944,3.987714,4.7247580000000005,5.19413,5.837279,6.187937000000001,6.727971000000001,6.958996000000001,8.018856,7.961271000000001,8.372173,8.9071,9.303633,9.87055,9.420067999999999,8.87932,8.886566,9.041250999999999
2-2800268,,0,0.270217,0.581174,0.717404,0.965176,1.253955,1.8969740000000002,2.2239139999999997,2.3577779999999997,2.7930189999999997,3.198788,3.935833,4.4052050000000005,5.048354,5.399012,5.939045,6.17007,7.229931,7.172345,7.583247999999999,8.118175,8.514708,9.080625,8.631142,8.090395,8.096639999999999,8.251325999999999
3-2800264,,,0,0.31295700000000004,0.449187,0.696959,0.9857379999999999,1.628757,1.955697,2.0895610000000002,2.524802,2.930572,3.667616,4.136988,4.780137,5.130795,5.670829,5.901854,6.961714,6.904128999999999,7.315030999999999,7.849958,8.246491,8.814408,8.362925,7.822178,7.828424000000001,7.983109
4-2807245,,,,0,0.13623,0.384002,0.6767810000000001,1.3198,1.64674,1.780604,2.2158450000000003,2.6216150000000003,3.358659,3.8280309999999997,4.47118,4.821838,5.361872,5.592897,6.652757000000001,6.595172,7.006074000000001,7.541002000000001,7.9375350000000005,8.504451,8.052969000000001,7.512221,7.520467,7.675152000000001
5-2800262,,,,,0,0.247772,0.540551,1.18357,1.51051,1.6443740000000002,2.079615,2.485385,3.222429,3.6918010000000003,4.33495,4.685608,5.225642,5.4566669999999995,6.516527,6.4589419999999995,6.8698440000000005,7.404772,7.801305,8.367221,7.917739,7.377991000000001,7.384237,7.537922
6-2807367,,,,,,0,0.292779,0.9357989999999999,1.262738,1.3966020000000001,1.831843,2.237613,2.974657,3.44403,4.087178,4.437836,4.977869999999999,5.208895,6.2687550000000005,6.21117,6.622072,7.157,7.553533,8.119449000000001,7.670967,7.130219,7.135464999999999,7.29115
7-2800265,,,,,,,0,0.643019,0.969959,1.103823,1.539064,1.944834,2.6818779999999998,3.15125,3.794399,4.1450569999999995,4.685091000000001,4.916116000000001,5.975976,5.918391000000001,6.329293,6.864221000000001,7.2607539999999995,7.82667,7.376188000000001,6.83644,6.8426860000000005,6.997371
8-2803682,,,,,,,,0,0.32694,0.460804,0.8960450000000001,1.301815,2.038859,2.5082310000000003,3.15138,3.5020379999999998,4.042072,4.273096,5.332957,5.275372,5.686274,6.221201000000001,6.617734,7.184651,6.733167999999999,6.193421,6.200666,6.354352
9-2807369,,,,,,,,,0,0.133864,0.569105,0.974875,1.711919,2.181291,2.82444,3.1750979999999998,3.715132,3.946157,5.006017,4.948432,5.359334,5.894262,6.290795,6.857711,6.407229,5.866480999999999,5.872726999999999,6.027412
10-2804135,,,,,,,,,,0,0.435241,0.8410110000000001,1.578055,2.047427,2.6905759999999996,3.041234,3.581268,3.812293,4.872153,4.814568,5.22547,5.760398,6.156931,6.7248470000000005,6.272365,5.731617,5.739863,5.893548
