순번_정류장ID,81-2803661,82-2801697,83-2801724,84-2801915,85-2801926,86-2801922,87-2801940,88-2801950,89-2801961,90-2801987,91-2802006,92-2802016,93-2802028,94-2806611,95-2802047,96-2802054,97-2802064,98-2802092,99-2802106,100-2802113,101-2802122,102-2802720,103-2802724,104-2802732,105-2802755,106-2802776,107-2802800,108-2802815,109-2802852,110-2802888,111-2802912,112-2802949,113-2802967,114-2802963,115-2802956,116-2802984,117-2803020,118-2802390,119-2802452,120-2802470,121-2802465,122-2802473,123-2802495,124-2802517,125-2802506,126-2802489,127-2802499,128-2802369,129-2802529,130-2802539,131-2802558,132-2802569,133-2802560,134-2802555,135-2802556,136-2802566,137-2802366,138-2802349,139-2802577,140-2802581,141-2804851,142-2802597,143-2802594,144-2802591,145-2802590,146-2802593,147-2802600,148-2802601,149-2802604,150-2802348,151-2804908,152-2803767,153-2804877,154-2803768,155-2803522
91-2802006,,,,,,,,,,,0,0.24018299999999998,0.618853,0.973033,1.145842,1.541762,1.883489,2.3749759999999998,2.885177,3.043088,3.2550369999999997,3.498504,3.8190980000000003,4.195269000000001,4.668068,5.077538,5.4893,5.836405,6.243604,6.575978,6.833292999999999,7.1194429999999995,7.447375999999999,7.944771,8.272432,8.731481,8.926907,9.935958,9.869472,9.495543,9.209994,9.243134,9.504814999999999,9.694972,9.850334,9.871176,10.26561,10.437981,10.530486,10.718613000000001,11.061641,10.390499,9.715112,9.646802000000001,9.954383,9.802481,10.110188,9.904473,9.688246000000001,9.734544999999999,9.993293,11.597008,11.830929,12.024025,11.909982000000001,12.013402000000001,12.166356,12.329636,12.595481,12.838814,13.528923,13.290481,13.922637,14.444676999999999,14.641981
92-2802016,,,,,,,,,,,,0,0.37967,0.733849,0.906659,1.3025790000000002,1.644305,2.135793,2.645993,2.803904,3.015854,3.259321,3.579915,3.956085,4.429885,4.838355,5.2501169999999995,5.597222,6.005421,6.3367949999999995,6.59311,6.880260000000001,7.208193,7.7055880000000005,8.033249,8.491298,8.687723,9.695775,9.630289,9.25636,8.970811,9.003950999999999,9.265632,9.455788,9.611151,9.631993,10.026425999999999,10.199798,10.291303,10.47943,10.822458000000001,10.151316,9.474929,9.406618,9.715199,9.563298,9.872005,9.665289,9.449062,9.495362,9.75411,11.358824,11.591746,11.785842,11.670798,11.774219,11.927173,12.090453,12.357298,12.60063,13.28974,13.051298,13.684454,14.205494,14.403798000000002
93-2802028,,,,,,,,,,,,,0,0.35418,0.52699,0.92291,1.264636,1.7561229999999999,2.266324,2.424235,2.636185,2.879651,3.2002450000000002,3.5764160000000005,4.049215,4.457685,4.870447,5.216552,5.624751,5.956125,6.21344,6.49959,6.829523,7.325918,7.652578999999999,8.111628999999999,8.309054,9.317105999999999,9.25062,8.87669,8.591141,8.624281,8.885962,9.076119,9.231482000000002,9.252322999999999,9.646757000000001,9.820129,9.911633,10.09976,10.442788,9.771646,9.095259,9.026949,9.33553,9.183629,9.492335,9.28562,9.069393,9.115692,9.374441000000001,10.978155000000001,11.213076,11.405172,11.291129,11.39455,11.547504,11.711783,11.976628999999999,12.219961,12.91007,12.671629,13.304785,13.825823999999999,14.023129
94-2806611,,,,,,,,,,,,,,0,0.17281,0.5687300000000001,0.9104559999999999,1.401944,1.9121439999999998,2.070055,2.282005,2.525472,2.845066,3.223236,3.696036,4.104506,4.515267,4.862372,5.271572,5.601946,5.860261,6.1464099999999995,6.474343,6.971738,7.299399,7.757449,7.953874000000001,8.962926,8.89644,8.52251,8.236962,8.270100999999999,8.531783,8.721939,8.877302,8.898144,9.292577,9.464949,9.557454,9.74558,10.088608,9.417466000000001,8.74108,8.673769,8.98135,8.830449,9.138156,8.93144,8.715213,8.761512,9.020261,10.623975,10.856897,11.050993,10.937949,11.04037,11.194324,11.357603999999998,11.622449000000001,11.865781,12.55589,12.317449,12.949605,13.470645000000001,13.668949
95-2802047,,,,,,,,,,,,,,,0,0.39892,0.740646,1.232134,1.742334,1.9002459999999999,2.1121950000000003,2.3556619999999997,2.676256,3.053426,3.5252260000000004,3.9346959999999997,4.376458,4.724563,5.101762,5.432136,5.689451,5.975601,6.304533999999999,6.802929,7.129589999999999,7.588639,7.784064,8.793116,8.83263,8.459700999999999,8.173152,8.207292,8.467972999999999,8.659130000000001,8.814492,8.835334,9.229766999999999,9.402139,9.493644,9.681771000000001,10.025799000000001,9.354657000000001,8.67727,8.608959,8.91854,8.766639,9.073346,8.86863,8.651403,8.698703,8.957450999999999,10.561164999999999,10.794087,10.989183,10.873139,10.976560000000001,11.129514,11.293794,11.558639,11.803972,12.494081,12.254639,12.887795,13.408835,13.606139
96-2802054,,,,,,,,,,,,,,,,0,0.34172600000000003,0.8372139999999999,1.347414,1.505325,1.717275,1.9607419999999998,2.281336,2.658506,3.131306,3.5397760000000003,3.982538,4.3286430000000005,4.707841999999999,5.037216,5.294531,5.581681,5.909614,6.4070089999999995,6.73567,7.192719,7.389144,8.398196,8.437710000000001,8.063781,7.778232000000001,7.812372,8.073053,8.26321,8.418572,8.440414,8.833847,9.006219,9.098724,9.286850999999999,9.630879,8.959736999999999,8.28335,8.214039,8.52362,8.371719,8.678426,8.47371,8.256483,8.302783,8.562531,10.164245,10.398166999999999,10.593263,10.478219000000001,10.58264,10.734594,10.898874000000001,11.164719,11.408052,12.098161,11.859719,12.490875,13.013914999999999,13.210219
97-2802064,,,,,,,,,,,,,,,,,0,0.495488,1.005688,1.163599,1.375549,1.619016,1.93861,2.3157799999999997,2.78858,3.19705,3.639812,3.986917,4.364116,4.69549,4.952805000000001,5.238955000000001,5.566888,6.0642830000000005,6.3919440000000005,6.8499929999999996,7.0474179999999995,8.05547,8.095984,7.722055,7.436506,7.469646000000001,7.731327,7.921483,8.076846000000002,8.097688,8.492121000000001,8.665493,8.756998,8.945125,9.288153,8.618011,7.941624000000001,7.8733130000000005,8.180894,8.028993,8.3377,8.130984,7.914757000000001,7.961057,8.219805000000001,9.823519000000001,10.057441,10.250537,10.136493,10.239914,10.392868,10.557148,10.821992999999999,11.066326,11.755435,11.516993,12.150149,12.670189,12.869492999999999
98-2802092,,,,,,,,,,,,,,,,,,0,0.510201,0.668112,0.8800620000000001,1.123528,1.443122,1.821293,2.294092,2.702562,3.176324,3.524429,3.870628,4.199002,4.4593169999999995,4.744467,5.0734,5.569795,5.8984559999999995,6.354506,6.551931,7.559982000000001,7.951515,7.648567,7.363017999999999,7.396158,7.656839,7.846996000000001,8.002359,8.0232,8.418633999999999,8.437006,8.632501,8.871637,9.214665,8.544523,7.868136,7.7998259999999995,8.108407000000001,8.244495,8.553202,8.346486,8.130258999999999,8.176559,8.435307,10.039021,10.272943,10.289462,10.063006,10.166426,10.319381,10.48366,10.749506,10.993838,11.683947,11.443506,12.076661,12.597700999999999,12.795005999999999
99-2802106,,,,,,,,,,,,,,,,,,,0,0.157911,0.369861,0.613328,0.9379219999999999,1.315092,1.7878919999999998,2.1963619999999997,2.6711240000000003,3.0182290000000003,3.363428,3.693802,3.952117,4.238267,4.5662,5.063594999999999,5.391255999999999,5.849305,6.045730000000001,7.054782,7.445314,7.142367,6.856818,6.889957000000001,7.151639,7.341794999999999,7.497158,7.518,7.912433,7.930805,8.1253,8.365437,8.708464999999999,8.037322999999999,7.360936,7.292625,7.6012059999999995,8.102305,8.410012,8.496296000000001,8.280069000000001,8.326369,8.585117,10.187831,9.976357,9.783261,9.556805,9.660226,9.813180000000001,9.976460000000001,10.242305,10.485636999999999,11.175747,10.937305,11.570461,12.091501,12.288805
100-2802113,,,,,,,,,,,,,,,,,,,,0,0.21195,0.455417,0.78101,1.158181,1.630981,2.03945,2.514212,2.8613169999999997,3.2075169999999997,3.5378910000000006,3.7962050000000005,4.081355,4.409288,4.9076830000000005,5.234344,5.692394,5.888819,6.898871000000001,7.289403,6.985455,6.6999070000000005,6.733046000000001,6.994727,7.184883999999999,7.340247,7.361089,7.755522,7.773894,7.970389,8.208525,8.551553,7.881411,7.204025,7.135714,7.444294999999999,7.946394000000001,8.253101,8.339385,8.123158,8.169457000000001,8.428206,10.03192,9.819446000000001,9.62735,9.399894,9.503314999999999,9.657269,9.820549,10.086394,10.330726,11.019835,10.781394,11.41355,11.934589,12.132894
101-2802122,,,,,,,,,,,,,,,,,,,,,0,0.24346700000000002,0.5680609999999999,0.9452309999999999,1.418031,1.826501,2.300263,2.648368,2.994567,3.3239410000000005,3.5832559999999996,3.8694059999999997,4.196339,4.693734,5.021395,5.480444,5.676869,6.684921000000001,7.076453,6.772506,6.486957,6.520097,6.781778,6.971934,7.127297,7.148139,7.542572,7.562944,7.756439,7.995576,8.338604,7.668462,6.991075,6.922764,7.232345,7.733444,8.041151,8.126435,7.910208,7.956508,8.215256,9.81897,9.607496000000001,9.4134,9.186944,9.291364999999999,9.444319,9.607599,9.873444000000001,10.116776,10.807886,10.567444,11.1996,11.721639999999999,11.918944
102-2802720,,,,,,,,,,,,,,,,,,,,,,0,0.325594,0.702765,1.175565,1.584034,2.0577959999999997,2.4049009999999997,2.7521,3.0824740000000004,3.340789,3.626939,3.953872,4.452267,4.778928,5.237978,5.434403,6.443455,6.832986999999999,6.530039,6.24449,6.27763,6.539311,6.729467999999999,6.884831,6.905672999999999,7.3001059999999995,7.319478,7.512973,7.753108999999999,8.096136999999999,7.424995,6.749608,6.681298,6.988878999999999,7.490978,7.797685,7.8839690000000004,7.667742,7.714041,7.97279,9.577504,9.36503,9.170933999999999,8.945478,9.047899000000001,9.200853,9.365132000000001,9.630978,9.874310000000001,10.564419000000001,10.325978,10.959133999999999,11.479173,11.677478
103-2802724,,,,,,,,,,,,,,,,,,,,,,,0,0.377171,0.8499700000000001,1.25844,1.732202,2.079307,2.4265060000000003,2.7568799999999998,3.0151950000000003,3.3013449999999995,3.629278,4.126673,4.454333999999999,4.912383999999999,5.108809,6.117861,6.508393,6.221445,5.934896,5.968036,6.230716999999999,6.4208739999999995,6.5752369999999996,6.597078,6.990512,6.9938839999999995,7.188378999999999,7.443515,7.787542999999999,7.117400999999999,6.439014,6.371704,6.681285000000001,7.182384,7.4900899999999995,7.719608,7.503381,7.54968,7.808428999999999,9.288357000000001,9.056436,8.86134,8.636884,8.740305000000001,8.893259,9.055538,9.320383999999999,9.563716000000001,10.253825,10.017384,10.64954,11.169578999999999,11.368884
104-2802732,,,,,,,,,,,,,,,,,,,,,,,,0,0.4748,0.8832700000000001,1.358032,1.705136,2.051336,2.38171,2.640025,2.926175,3.254108,3.751502,4.079162999999999,4.5372129999999995,4.733638,5.7426900000000005,6.133222,5.846275,5.560726,5.593865,5.8555470000000005,6.045703,6.201066,6.221908,6.616341,6.6187130000000005,6.813208,7.069344999999999,7.412372,6.742230999999999,6.064844,5.996533,6.305114,6.807213000000001,7.113919999999999,7.409222,7.625449000000001,7.722149000000001,8.134025,8.915187,8.680264999999999,8.488169000000001,8.261713,8.364134,8.517088000000001,8.681367999999999,8.946213,9.190545,9.880655,9.642213,10.274369,10.795409,10.992713
105-2802755,,,,,,,,,,,,,,,,,,,,,,,,,0,0.41047,0.885232,1.232337,1.76571,2.096084,2.3543990000000004,2.640549,2.968482,3.465876,3.793537,4.251587000000001,4.448012,5.457064,5.7474050000000005,5.373475,5.087926,5.121066000000001,5.382747,5.572904,5.7282660000000005,5.7491080000000006,6.143542,6.316913,6.408418,6.596545,6.939572999999999,6.269431,5.593044,5.524734,5.833315,6.334413,6.642119999999999,6.937422,7.153649000000001,7.24935,7.661225999999999,8.442387,8.208466,8.015369,7.788914,7.892334,8.045289,8.208568,8.474413,8.717746,9.407855,9.169413,9.801569,10.322609,10.520914
106-2802776,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.47476199999999996,0.821867,1.482067,1.804441,2.062755,2.348905,2.676838,3.174233,3.501894,3.959944,4.156369000000001,5.165421,5.3369349999999995,4.963005,4.6774569999999995,4.710596,4.972277,5.162433999999999,5.3177970000000006,5.338639,5.733072,5.905444,5.997949,6.186075,6.529103,5.858961,5.182575,5.114264,5.422845,5.922944,6.231651,6.526953,6.743180000000001,6.8388800000000005,7.250756,8.031918,7.797996,7.6039,7.378444,7.481864999999999,7.634819,7.797099,8.063944000000001,8.308276,8.998385,8.758944,9.3921,9.913139,10.110444000000001
107-2802800,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.347105,1.007304,1.3376780000000001,1.595993,1.8821430000000001,2.210076,2.707471,3.035132,3.493182,3.689607,4.698658999999999,5.0891910000000005,4.87988,4.5943309999999995,4.627471,4.889151999999999,5.079308999999999,5.234672,5.255514,5.616053,5.574682,5.7701769999999994,6.06405,6.445978,5.775836,5.099449,5.030139,5.3387199999999995,5.839819,6.148526,6.443828,6.659055,6.755755000000001,7.167631,7.948792,7.713871000000001,7.521775,7.295319,7.398739999999999,7.551694,7.713974,7.980819,8.223151,8.91426,8.675819,9.306975,9.829014,10.026319
108-2802815,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.6602,0.990574,1.248889,1.535039,1.862972,2.3603669999999997,2.688028,3.1460779999999997,3.342503,4.351555,4.742087000000001,5.119016,4.941436,4.974576,5.236257,5.426414,5.581777,5.602619,5.2699489999999996,5.228578,5.4230730000000005,5.716946,6.431237,6.1219410000000005,5.4455540000000004,5.377244,5.686825,6.187924,6.494631,6.790933,7.007159,7.10186,7.514736,8.294897,8.061976,7.86788,7.641424000000001,7.744845,7.898799,8.061078,8.326924,8.571256,9.261365,9.021924,9.65508,10.176119,10.374424000000001
109-2802852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.33937399999999995,0.597689,0.8838389999999999,1.2117719999999998,1.7091669999999999,2.036828,2.494878,2.691303,3.7003550000000005,4.090887,4.467816,4.750365,5.06053,5.322211,5.311387,5.046730999999999,5.013183000000001,4.617749,4.576378,4.770873,5.065746,5.780037,6.251894999999999,5.575508,5.507198000000001,5.815779,6.316878,6.624584,6.919886,7.136113000000001,7.231814,7.643689999999999,8.424851,8.19093,7.997833999999999,7.7713779999999995,7.874799,8.027753,8.191032,8.456878,8.70021,9.390319,9.151878,9.784034,10.306073,10.503378
110-2802888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.258315,0.544465,0.872398,1.369793,1.697454,2.176504,2.351929,3.36098,3.7515120000000004,4.128442,4.410991,4.721156,4.982837,4.972013,4.707357,4.672809,4.278375,4.237004,4.431499,4.7263720000000005,5.440663,5.911521,5.2351339999999995,5.166824,5.475405,5.976504,6.28421,6.579511999999999,6.795739,6.891439999999999,7.303316000000001,8.085477000000001,7.850556,7.65746,7.431004,7.535424000000001,7.687378999999999,7.850658,8.116503999999999,8.359836,9.049945,8.811504,9.444659,9.964699000000001,10.163003999999999
111-2802912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.28615,0.614083,1.111478,1.439139,1.918189,2.093614,3.102666,3.4931980000000005,3.8701269999999997,4.1526760000000005,4.462841,4.724522,4.713698,4.4490419999999995,4.414494,4.02006,3.979689,4.173184,4.468057,5.181348000000001,5.754829,5.079443,5.011132,5.318713,5.819812000000001,6.127519,6.422821,6.639048,6.735747999999999,7.147624,7.928786,7.694864,7.500767999999999,7.274311999999999,7.377733,7.531687,7.694967,7.959811999999999,8.203144,8.894252999999999,8.655812,9.287968,9.808007,10.006312
112-2802949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.327933,0.8253280000000001,1.152989,1.632039,1.807464,2.816516,3.207048,3.5839769999999995,3.8665260000000004,4.176691,4.438372,4.427548000000001,4.162892,4.130344,3.734911,3.693539,3.8870339999999994,4.181907,4.896198,5.579021,4.981669,4.913359,5.22194,5.723039,6.030746,6.326048,6.542275,6.637975,7.049850999999999,7.831011999999999,7.597091000000001,7.403995,7.177539,7.28096,7.433914,7.597194,7.863039,8.106371000000001,8.79648,8.558038999999999,9.190195,9.711234,9.909539
113-2802967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.497395,0.8250559999999999,1.304106,1.5105309999999998,2.626583,3.017115,3.394044,3.676593,3.986758,4.248439,4.237615,3.9729589999999995,3.938411,3.544978,3.5036059999999996,3.6971010000000004,3.9909739999999996,4.7072650000000005,5.388088,5.021525,4.952215,5.2617959999999995,5.762894999999999,6.070602,6.3659040000000005,6.5821309999999995,6.676831,7.088707,7.870867999999999,7.636947,7.442850999999999,7.217395,7.320816000000001,7.47377,7.63705,7.902895,8.146227,8.835336,8.596895,9.231050999999999,9.75109,9.948395
114-2802963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.32766100000000004,0.806711,1.013136,2.129188,2.51972,2.896649,3.179198,3.4893629999999995,3.7510449999999995,3.740221,3.475564,3.442016,3.046583,3.005211,3.199706,3.494579,4.20887,4.890693,5.517919999999999,5.44961,5.758191,6.25929,6.566997,6.862299,7.078525,7.174225999999999,7.586102,7.8616850000000005,7.627763000000001,7.434667,7.208211,7.311632,7.464586,7.627866,7.893711,8.138043,8.827152,8.588711,9.221867,9.742907,9.940211
115-2802956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.47905,0.984475,2.100527,2.491059,2.867988,3.150537,3.4607019999999995,3.722383,3.71156,3.446903,3.413355,3.017922,2.97655,3.171045,3.465918,4.180209,4.861032,5.534419000000001,5.778271,6.0868519999999995,6.5879509999999994,6.895658,7.1909600000000005,7.407186,7.502886999999999,7.914763000000001,7.833024000000001,7.599102,7.405006,7.17955,7.281971,7.434925,7.599205,7.86505,8.107382000000001,8.799491,8.56005,9.193206,9.714245,9.91155
116-2802984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.505425,1.621477,2.012009,2.388939,2.671488,2.9816529999999997,3.243334,3.23251,2.967853,2.9343049999999997,2.539872,2.4985,2.692996,2.987869,3.7021599999999997,4.383983,5.056369999999999,5.39532,5.703901,6.205,6.512707,6.808008999999999,7.024236,7.190937,7.5318119999999995,7.354974,7.121052000000001,6.927956,6.7015,6.804921,6.957875,7.121155,7.3870000000000005,7.630333,8.320442,8.082,8.715156,9.236196000000001,9.4335
