순번_정류장ID,28-2804669,29-2804163,30-2804152,31-2804150,32-2807400,33-2804148,34-2803747,35-2803748,36-2804688,37-2807370,38-2803604,39-2800266,40-2807368,41-2804602,42-2803580,43-2800263,44-2800267,45-2804032
28-2804669,0,0.539912,1.497436,2.574178,3.0304889999999998,3.167074,3.6072290000000002,4.015255000000001,4.441381,4.573494999999999,4.888401999999999,5.557576,5.855251,6.082501000000001,6.2360050000000005,6.457004,6.7071,7.343546000000001
29-2804163,,0,0.9585239999999999,2.035266,2.491577,2.628161,3.068317,3.476343,3.9024690000000004,4.0345830000000005,4.34949,5.018664,5.316339,5.543589,5.697093,5.918092,6.168188,6.804634
30-2804152,,,0,1.076742,1.533053,1.6696380000000002,2.109794,2.517819,2.9439450000000003,3.076059,3.390967,4.0601400000000005,4.357815,4.585065,4.738569,4.959568,5.209664,5.8461099999999995
31-2804150,,,,0,0.45631099999999997,0.592896,1.033051,1.441077,1.867203,1.9993169999999998,2.3142240000000003,2.9833979999999998,3.281073,3.5083230000000003,3.6618269999999997,3.882826,4.132922,4.769368
32-2807400,,,,,0,0.13658499999999998,0.579741,0.9877670000000001,1.413893,1.546006,1.860914,2.530087,2.827762,3.055012,3.2085169999999996,3.4295150000000003,3.679611,4.316058
33-2804148,,,,,,0,0.44315600000000005,0.851182,1.2773079999999999,1.4094209999999998,1.724329,2.3935020000000002,2.691178,2.918427,3.071932,3.29293,3.5430260000000002,4.179473000000001
34-2803747,,,,,,,0,0.408026,0.834152,0.9662649999999999,1.281173,1.950346,2.248022,2.4752709999999998,2.628776,2.849774,3.09987,3.7363169999999997
35-2803748,,,,,,,,0,0.426126,0.55824,0.8731469999999999,1.5423209999999998,1.839996,2.067246,2.22075,2.441749,2.6918450000000003,3.3282910000000006
36-2804688,,,,,,,,,0,0.132114,0.447021,1.116195,1.4138700000000002,1.6411200000000001,1.7946240000000002,2.015623,2.265719,2.902165
37-2807370,,,,,,,,,,0,0.31490799999999997,0.986081,1.283757,1.5110059999999998,1.664511,1.885509,2.135605,2.772052
38-2803604,,,,,,,,,,,0,0.6711729999999999,0.968849,1.1960979999999999,1.349603,1.570601,1.820697,2.457144
39-2800266,,,,,,,,,,,,0,0.297676,0.524925,0.67843,0.8994280000000001,1.149524,1.785971
40-2807368,,,,,,,,,,,,,0,0.22725,0.380754,0.601753,0.851849,1.4882950000000001
41-2804602,,,,,,,,,,,,,,0,0.153505,0.37450300000000003,0.624599,1.261046
42-2803580,,,,,,,,,,,,,,,0,0.22099899999999997,0.47109399999999996,1.1075409999999999
43-2800263,,,,,,,,,,,,,,,,0,0.250096,0.8865430000000001
44-2800267,,,,,,,,,,,,,,,,,0,0.636447
45-2804032,,,,,,,,,,,,,,,,,,0
