순번_정류장ID,1-2805765,2-2805001,3-2805892,4-2805894,5-2805897,6-2802243,7-2802239,8-2802232,9-2801863,10-2801904,11-2804910,12-2801833,13-2802219,14-2802216,15-2802209,16-2802202,17-2802188,18-2802186,19-2804814,20-2802156,21-2802151,22-2802130,23-2802126,24-2802120,25-2802085,26-2802096,27-2802111,28-2801845,29-2801849,30-2802136,31-2802152,32-2802163,33-2802174,34-2802618,35-2802828,36-2802882,37-2802393,38-2802395,39-2802399,40-2802406,41-2802412,42-2802442,43-2802453,44-2802250,45-2802253,46-2802260,47-2802263,48-2803792,49-2801816,50-2801861,51-2802277,52-2802269,53-2802259,54-2801841,55-2802240
1-2805765,0,0.293659,0.8320850000000001,1.025066,0.787725,0.7119270000000001,0.837039,0.9715,1.1216540000000002,1.48324,1.8430000000000002,2.415211,2.753864,2.9056450000000003,3.119565,3.458129,3.4872360000000002,4.1081769999999995,4.597954,4.992832,5.3053360000000005,5.780433,5.706492,5.5950239999999996,5.97959,6.208588,6.720516,7.065778999999999,7.402235000000001,7.841112,8.409841,8.384910000000001,7.94902,7.687239999999999,7.4511210000000005,7.408668,6.9675,6.528009,6.044344000000001,5.706025,5.464821,4.9765,4.753987,4.456011,3.904397,3.4767120000000005,3.102516,2.7075,2.344448,2.0978310000000002,1.725925,1.333086,0.907761,0.774518,0.7905909999999999
2-2805001,,0,0.538427,0.8922760000000001,0.705384,0.629586,0.7546970000000001,0.889159,1.039312,1.400898,1.760659,2.33287,2.671522,2.8233029999999997,3.037223,3.3757870000000003,3.404894,4.025836,4.515612,4.91049,5.222995,5.698091000000001,5.62415,5.512683,5.897248,6.126246,6.638175,6.9834369999999995,7.3198929999999995,7.758769999999999,8.326499,8.302569,7.866678,7.6048979999999995,7.368778999999999,7.326327,6.885159,6.445667,5.961003,5.623683,5.38248,4.894158999999999,4.6706449999999995,4.3736690000000005,3.822056,3.39437,3.020175,2.625159,2.262106,2.015489,1.6435830000000002,1.250744,0.82542,0.692176,0.70825
3-2805892,,,0,0.35484899999999997,0.59319,0.849843,0.9749540000000001,1.1714149999999999,1.5777379999999999,1.939325,2.299085,2.871296,3.209949,3.36173,3.5443510000000003,3.596044,3.6251510000000002,4.246093,4.735869,5.130747,5.443251,5.918348,5.844407,5.73294,6.117505,6.346503,6.8584309999999995,7.2036940000000005,7.54015,7.979027,8.717756,8.692826,8.255935000000001,7.9951550000000005,7.758036,7.777247,7.423585000000001,6.984093,6.5004290000000005,6.16111,5.920906,5.431585,5.210071,4.912095,4.359482,3.9327970000000003,3.5586010000000003,3.163585,2.800533,2.553915,2.18201,1.7891709999999998,1.363846,1.2306030000000001,1.2466760000000001
4-2805894,,,,0,0.238341,0.494993,0.620105,0.816566,1.73672,2.098306,2.458066,3.030277,3.36893,3.403422,3.189502,3.2411950000000003,3.270302,3.8912430000000002,4.3810199999999995,4.775898000000001,5.088401999999999,5.563499,5.489558000000001,5.37809,5.762656,5.9916540000000005,6.503582,6.848845,7.185300999999999,7.624178,8.361907,8.336976,7.901086,7.6393059999999995,7.403187,7.421398,7.273566000000001,6.834075,6.658411,6.321091,6.078887,5.590566,5.369053,5.0700769999999995,4.519463,4.091778,3.717582,3.322566,2.959514,2.724897,2.352991,1.9601520000000001,1.534827,1.401584,1.172475
5-2805897,,,,,0,0.257652,0.382764,0.579225,1.499379,1.8609650000000002,2.220725,2.792936,3.131589,3.166081,2.9521610000000003,3.003854,3.0329610000000002,3.6539019999999995,4.143679,4.538557,4.851061,5.326158,5.252217,5.140749,5.525315,5.754313,6.266241,6.611503999999999,6.947960000000001,7.386837,8.125566000000001,8.100635,7.663745,7.402964999999999,7.165846000000001,7.1850570000000005,7.036225,6.596734,6.421069999999999,6.08375,5.842546,5.354225,5.130712,4.833736,4.282122,3.8544370000000003,3.4802410000000004,3.085225,2.722173,2.487556,2.11565,1.722811,1.2974860000000001,1.1642430000000001,0.935134
6-2802243,,,,,,0,0.125111,0.325573,1.245726,1.607313,1.9670729999999998,2.539284,2.8779369999999997,2.998428,2.784508,2.836201,2.865308,3.48625,3.976026,4.370904,4.683408999999999,5.158505,5.0845650000000004,4.973097,5.357663,5.586661,6.098589,6.443851,6.7803070000000005,7.219183999999999,7.9579130000000005,7.932983,7.497091999999999,7.234311999999999,6.999194,7.017405,6.868573,6.429081,6.1674169999999995,5.829098,5.587894,5.099573,4.877059,4.579083,4.02747,3.6007849999999997,3.226589,2.831573,2.468521,2.2339029999999998,1.861998,1.469159,1.043834,0.910591,0.6814819999999999
7-2802239,,,,,,,0,0.200462,1.120615,1.482201,1.8419619999999999,2.414173,2.752825,2.8733169999999997,2.6593970000000002,2.71109,2.740197,3.361139,3.850915,4.245793,4.5582970000000005,5.033394,4.959453,4.847986,5.232551,5.461549,5.973477,6.31874,6.655196000000001,7.094073,7.832802,7.807872,7.371981,7.109201,6.873082000000001,6.891294,6.743461999999999,6.30397,6.042306,5.704986,5.463783,4.974462,4.752948,4.454972,3.9033589999999996,3.4756730000000005,3.101477,2.7064619999999997,2.343409,2.1087919999999998,1.7368860000000002,1.344047,0.918723,0.785479,0.556371
8-2802232,,,,,,,,0,0.9201540000000001,1.2817399999999999,1.6415,2.213711,2.552364,2.704145,2.703936,2.755629,2.784736,3.405677,3.895454,4.290331,4.602836,5.077933,5.003992,4.892524,5.27709,5.506088,6.018016,6.363279,6.699735,7.138611999999999,7.877341,7.8514100000000004,7.416519999999999,7.153739999999999,6.918621000000001,6.936832000000001,6.765,6.326509,5.842844,5.503525,5.2633209999999995,4.775,4.551487,4.254511,3.701897,3.275212,2.901016,2.506,2.142948,1.9083310000000002,1.536425,1.143586,0.7182609999999999,0.585018,0.35590900000000003
9-2801863,,,,,,,,,0,0.361587,0.7213470000000001,1.293558,1.632211,1.7839909999999999,1.997911,2.442475,2.959582,3.5805239999999996,4.0703,4.465178,4.777683000000001,5.252779,5.178839,5.067371,5.451936,5.680935,6.192863,6.538125,6.517581,6.9564580000000005,7.288187,7.263257,6.8273660000000005,6.565586,6.329468,6.286015,5.844847,5.405355,4.921691,4.583372,4.342168,3.853847,3.631333,3.333357,2.7817439999999998,2.355058,1.980863,1.585847,1.2227940000000002,1.047516,0.924271,0.531432,0.693415,0.347136,0.576245
10-2801904,,,,,,,,,,0,0.359761,0.9319719999999999,1.270624,1.422405,1.636325,2.080889,2.5979959999999997,3.218938,3.708714,4.103592,4.416096,4.891193,4.817252,4.705785,5.09035,5.319348000000001,5.831276,6.176539,6.375995,6.814872,7.15908,7.13315,6.697259,6.436479,6.199361,6.1569080000000005,5.71574,5.276248000000001,4.792584,4.455265,4.214061,3.72574,3.503226,3.20425,2.652637,2.225952,1.8517560000000002,1.45674,1.093687,0.918409,0.795165,0.402326,0.634479,0.7087220000000001,0.937831
