순번_정류장ID,1-2805726,2-2805739,3-2800372,4-2800307,5-2800758,6-2800744,7-2800730,8-2800716,9-2805583,10-2800690,11-2803556,12-2800345,13-2800675,14-2800662,15-2800650,16-2800641,17-2800632,18-2800334,19-2800621,20-2800604,21-2801375,22-2801355,23-2801359,24-2801339,25-2803548,26-2803547,27-2801352,28-2807081,29-2801326,30-2801319,31-2801314,32-2801348,33-2801369,34-2801402,35-2801437,36-2801457,37-2801477,38-2801517,39-2801584,40-2801602,41-2806837,42-2801647,43-2801634,44-2801667,45-2801680,46-2801698,47-2801714,48-2801712,49-2801701,50-2805300,51-2801168,52-2801949,53-2801960,54-2801975,55-2801972,56-2801971,57-2801844,58-2801942,59-2801935,60-2801938,61-2801946,62-2801961,63-2801987,64-2802003,65-2802033,66-2802057,67-2802081,68-2802066,69-2802069,70-2802107,71-2802131,72-2802148
1-2805726,0,0.34725100000000003,0.657047,1.244787,1.6378780000000002,2.167,2.632663,2.9666189999999997,3.153677,3.3438449999999995,3.8215,4.043,4.599499,4.922041,5.166368,5.309561,5.578989,5.860837999999999,6.075069999999999,6.511863,6.657081,7.275216,7.583253,7.9458470000000005,8.222325,8.528689,8.423291,8.748772,9.22887,9.441958999999999,9.752744999999999,9.404761,9.179999,8.886968,8.996003,9.202,9.3005,8.950869,8.877286,9.033136,9.278802,9.352535000000001,9.638764,10.059675,9.969341,9.4519,9.3625,9.478525999999999,9.763815,9.887975,10.032339,8.78797,8.577735,8.693512,9.0275,9.518092999999999,9.83649,9.979999000000001,10.148136000000001,10.297994000000001,10.259052,10.181153,9.951566999999999,9.900447999999999,10.435442,10.571803,10.818000999999999,11.134447,11.285402000000001,11.564,11.812794,12.170219
2-2805739,,0,0.311797,0.8985360000000001,1.294627,1.82375,2.289412,2.623368,2.8104270000000002,2.9995939999999996,3.47825,3.69875,4.255249,4.57779,4.823118,4.96531,5.235739,5.517588,5.730819,6.167612,6.31283,6.931964999999999,7.238003,7.604596000000001,7.878074000000001,8.183438,8.078041,8.403521000000001,8.883619,9.098709,9.407494,9.06051,8.836749000000001,8.543718,8.652752,8.85875,8.95725,8.607617999999999,8.534035000000001,8.690886,8.934552,9.007284,9.294514,9.716425,9.625091000000001,9.10865,9.01725,9.134275,9.418564,9.542725,9.687089,8.442719,8.230485,8.349262,8.68225,9.171842999999999,9.492239999999999,9.634749000000001,9.801885,9.951742999999999,9.913801,9.837902,9.608317,9.555197,10.091192,10.227552000000001,10.47475,10.791196000000001,10.941151,11.21975,11.467543,11.824968
3-2800372,,,0,0.5877399999999999,0.9828309999999999,1.511954,1.977616,2.311572,2.498631,2.687798,3.166454,3.387953,3.9434519999999997,4.265994,4.511321,4.654514,4.923943,5.2057910000000005,5.419023,5.855816,6.001034,6.619169,6.926206,7.2918,7.566278,7.871642,7.766245,8.091725,8.571823,8.786913,9.096698,8.748714,8.524952,8.232922,8.340956,8.546953,8.646453,8.294822,8.222239,8.378089,8.621755,8.867582,9.092189999999999,9.429628999999998,9.484388000000001,8.966947,8.874547,8.992573,9.278861000000001,9.403022,9.545386,8.301017,8.091782,8.207559,8.540547,9.02914,9.350537,9.493046000000001,9.659183,9.810039999999999,9.772098,9.6952,9.466614,9.413495,9.951489,10.08885,10.333048,10.648492999999998,10.799448,11.078047,11.324841000000001,11.683264999999999
4-2800307,,,,0,0.39509099999999997,0.924214,1.3898760000000001,1.723832,1.910891,2.100058,2.5787139999999997,2.800214,3.3557120000000005,3.678254,3.924582,4.065774,4.336203,4.619052,4.831283,5.269076,5.4132940000000005,6.0324290000000005,6.339467,6.7050600000000005,6.979538000000001,7.283902,7.179505000000001,7.5049850000000005,7.984083,8.199173,8.508958,8.161974,7.938213,7.645182000000001,7.753216,7.959214,8.057714,7.707082000000001,7.634499000000001,7.79135,8.034015,8.406748,8.50445,8.842889,9.192555,8.676113,8.583714,8.700739,8.986028,9.111189,9.255552999999999,8.887756,8.675522,8.795299,9.129287,9.617878999999999,9.939277,10.082786,10.245922,10.39978,10.358838,10.281939,10.055353,9.999234,10.535229,10.672589,10.918787,11.235233000000001,11.385188000000001,11.667786999999999,11.91458,12.270005000000001
5-2800758,,,,,0,0.529123,0.994785,1.328741,1.5158,1.704967,2.183623,2.404123,2.9606220000000003,3.2831629999999996,3.529491,3.6716830000000003,3.9411120000000004,4.222961,4.436192,4.872985,5.018203,5.638338,5.944376,6.307969,6.584447,6.889811,6.783414,7.109894000000001,7.589992,7.803082000000001,8.113866999999999,7.766883,7.542122,7.249091,7.3581259999999995,7.5641229999999995,7.663622999999999,7.312991,7.240408,7.395258999999999,7.640925,8.012657,8.109359,8.447797999999999,8.797464,8.281023,8.189623,8.306648,8.591937,8.716097999999999,8.859461999999999,8.728092,8.518858,8.636635,8.966623,9.458216,9.779613000000001,9.923122,10.090258,10.239116000000001,10.201174,10.122275,9.894689999999999,9.842571000000001,10.378565,10.515925,10.759122999999999,11.075569,11.228524,11.505123,11.754916,12.113341
6-2800744,,,,,,0,0.465663,0.799619,0.986677,1.175845,1.6545,1.876,2.432499,2.755041,3.000368,3.142561,3.412989,3.694838,3.9080699999999995,4.344863,4.490081,5.1082160000000005,5.415253,5.779847,6.054325,6.360689,6.255291000000001,6.5807720000000005,7.0608699999999995,7.274959,7.584744000000001,7.237761,7.013999,6.720967999999999,6.830003,7.0360000000000005,7.1335,6.782869,6.711286,6.866136,7.111802000000001,7.483535000000001,7.580236,7.917675,8.268341,7.7509,7.6595,7.776526,8.061815,8.185975,8.330339,8.19997,7.9897350000000005,8.106512,8.4385,8.929093,9.24949,9.393999,9.560136,9.709994,9.672051,9.595153,9.365567,9.313448,9.848442,9.984803,10.233001,10.548446,10.698400999999999,10.977,11.225794,11.583219
7-2800730,,,,,,,0,0.333956,0.521015,0.710182,1.1888379999999998,1.4103379999999999,1.966837,2.2893790000000003,2.5347060000000003,2.676899,2.947327,3.229176,3.4424080000000004,3.879201,4.024418,4.6425529999999995,4.949591000000001,5.314184,5.5886629999999995,5.8950260000000005,5.789629,6.11511,6.595207,6.809297,7.119082000000001,6.772099000000001,6.548337,6.255306,6.3643410000000005,6.5703380000000005,6.668838,6.318206,6.245623,6.401473999999999,6.646139999999999,7.0168729999999995,7.1155740000000005,7.453013,7.803678999999999,7.286238000000001,7.194838000000001,7.311864,7.597152,7.721313,7.865677000000001,7.803308,7.592072999999999,7.71185,8.041838,8.531431,8.854828,8.998337,9.164474,9.313331,9.277389,9.19749,8.967905,8.914786,9.45078,9.588141,9.834339,10.153784,10.303739,10.580338000000001,10.827132,11.185556
8-2800716,,,,,,,,0,0.187059,0.377226,0.8558819999999999,1.088382,1.644881,1.967423,2.21275,2.354942,2.625371,2.90722,3.1204509999999996,3.5572440000000003,3.702462,4.321597,4.628635,4.993228,5.267707,5.5730699999999995,5.4676730000000004,5.793153,6.273251,6.487341000000001,6.797126,6.450142,6.226381,5.93335,6.0423849999999995,6.248382,6.426882,6.253487000000001,6.1799040000000005,6.336755,6.580419999999999,6.952153,7.049855,7.388294,7.73796,7.221518,7.129117999999999,7.246144,7.531433,7.656592999999999,7.799957000000001,7.739588,7.527353,7.647131,7.978119,8.467711,8.788108,8.933618,9.098754,9.247612,9.21067,9.133771000000001,8.904185,8.851066000000001,9.387061,9.524421,9.772619,10.087064999999999,10.23902,10.516619,10.763411999999999,11.121837
9-2805583,,,,,,,,,0,0.190167,0.668823,0.901323,1.457822,1.7803639999999998,2.025691,2.167884,2.438312,2.720161,2.933393,3.370186,3.515403,4.133538,4.440576,4.8051699999999995,5.079648000000001,5.386012,5.280614,5.606095,6.086192,6.300282,6.610067,6.263083999999999,6.039322,5.746291,5.855326,6.061323000000001,6.239823,6.439546,6.366963,6.522812999999999,6.7664789999999995,7.138211999999999,7.236913,7.574352,7.925018,7.407577000000001,7.316177000000001,7.433203,7.718491,7.842652,7.987016000000001,7.928647,7.716411999999999,7.834189,8.165177,8.65477,8.977167,9.118675999999999,9.287813,9.434671,9.396728,9.31983,9.091244,9.037125,9.576119,9.71348,9.957678,10.276123,10.426078,10.703677,10.952471000000001,11.310895
10-2800690,,,,,,,,,,0,0.478656,0.711156,1.267655,1.590196,1.8355240000000002,1.977716,2.248145,2.529994,2.743225,3.180018,3.325236,3.944371,4.250408999999999,4.615002,4.89048,5.195844,5.090447,5.415927,5.896025,6.110115,6.4199,6.072916,5.8491550000000005,5.556124,5.665158,5.871156,6.049656,6.310023999999999,6.2374410000000005,6.393292,6.636958,7.00869,7.107392,7.444831,7.807815,7.3900559999999995,7.298655999999999,7.415681,7.70097,7.825131,7.884817,8.117814,7.904578999999999,8.022357000000001,8.355345,8.842937,9.165335,9.309844,9.47298,9.626838000000001,9.585896,9.510997,9.281411,9.229292,9.764287,9.899647,10.147845,10.464291000000001,10.614246000000001,10.894845,11.141638,11.500063
