순번_정류장ID,1-2805021,2-2802489,3-2804973,4-2802499,5-2802369,6-2802529,7-2802536,8-2802533,9-2802496,10-2803039,11-2803037,12-2802619,13-2802902,14-2802621,15-2803274,16-2803264,17-2803251,18-2803242,19-2803231,20-2803229
1-2805021,0,0.249901,0.438229,0.644334,0.816706,0.9092110000000001,0.9963200000000001,1.3537059999999999,1.812136,2.565244,2.9369169999999998,4.482814,4.98822,4.741807,4.930203,5.366706,5.668747,5.898013,6.43615,6.668969000000001
2-2802489,,0,0.188329,0.394433,0.567805,0.762301,0.932419,1.104805,1.562235,2.316344,2.688016,4.2339139999999995,4.741291,4.835907,5.024303,5.459805,5.761846,5.9911129999999995,6.53025,6.763068
3-2804973,,,0,0.206105,0.379477,0.573972,0.744091,0.9164760000000001,1.373907,2.128015,2.4996869999999998,4.043585,4.550962,4.646578,4.834974,5.272476999999999,5.573518,5.802784,6.340921,6.573739999999999
4-2802499,,,,0,0.172372,0.366867,0.536986,0.709372,1.1668020000000001,1.920911,2.292583,3.838481,4.345858,4.440474,4.628869,5.0643720000000005,5.367413,5.596679,6.133817,6.367635
5-2802369,,,,,0,0.194496,0.364614,0.556,1.12543,1.8795389999999998,2.251211,3.7951089999999996,4.302486,4.399102,4.586498000000001,5.024,5.325041000000001,5.554308,6.092445,6.325263
6-2802529,,,,,,0,0.171119,0.619495,1.251926,2.006034,2.3777060000000003,3.923604,4.430981,4.5925970000000005,4.780993,5.217496,5.519537000000001,5.748803,6.28694,6.519759
7-2802536,,,,,,,0,0.475386,1.107816,1.861925,2.233597,3.779495,4.286872,4.615285,4.9521120000000005,5.388614,5.6906550000000005,5.918922,6.4580589999999995,6.690877
8-2802533,,,,,,,,0,0.63443,1.388539,1.760211,3.3041089999999995,3.811486,4.1398980000000005,4.480498000000001,4.917,5.219041000000001,5.448307,5.986445,6.219263
9-2802496,,,,,,,,,0,0.764109,1.135781,2.679679,3.187056,3.5154690000000004,3.856068,4.2925699999999996,4.5946110000000004,4.823878,5.362015,5.594833
10-2803039,,,,,,,,,,0,0.371673,1.91557,2.422947,2.75236,3.091959,3.528462,3.8305029999999998,4.059769,4.597906,4.830725
11-2803037,,,,,,,,,,,0,1.543898,2.051275,2.3796880000000002,2.720287,3.15679,3.458831,3.688097,4.226234,4.459053
12-2802619,,,,,,,,,,,,0,0.5073770000000001,0.8367899999999999,1.176389,1.612892,1.9149330000000002,2.144199,2.6823360000000003,2.915155
13-2802902,,,,,,,,,,,,,0,0.330413,0.694012,1.130515,1.432556,1.6618220000000001,2.199959,2.432778
14-2802621,,,,,,,,,,,,,,0,0.363599,0.8001020000000001,1.102143,1.331409,1.869547,2.1023650000000003
15-2803274,,,,,,,,,,,,,,,0,0.436503,0.738544,0.9678100000000001,1.505948,1.738766
16-2803264,,,,,,,,,,,,,,,,0,0.312041,0.541307,1.079445,1.312263
17-2803251,,,,,,,,,,,,,,,,,0,0.229266,0.767404,1.000222
18-2803242,,,,,,,,,,,,,,,,,,0,0.538138,0.7709560000000001
19-2803231,,,,,,,,,,,,,,,,,,,0,0.232819
20-2803229,,,,,,,,,,,,,,,,,,,,0
