순번_정류장ID,1-2806577,2-2804581,3-2804582,4-2800264,5-2807245,6-2800262,7-2807367,8-2804337
1-2806577,0,0.481004,0.7779590000000001,1.088622,1.399578,1.535808,1.78358,2.1226580000000004
2-2804581,,0,0.297955,0.76553,1.076486,1.212716,1.460488,1.799566
3-2804582,,,0,0.467574,0.7785310000000001,0.914761,1.162533,1.5016100000000001
4-2800264,,,,0,0.31295700000000004,0.449187,0.696959,1.036037
5-2807245,,,,,0,0.13623,0.384002,0.7270800000000001
6-2800262,,,,,,0,0.247772,0.59085
7-2807367,,,,,,,0,0.343078
8-2804337,,,,,,,,0
