순번_정류장ID,1-2805045,2-2805996,3-2803524,4-2803525,5-2803666,6-2804907,7-2803796,8-2802358,9-2804867,10-2802347,11-2803527,12-2806624,13-2805010,14-2805397,15-2805059,16-2805587,17-2804865,18-2805205,19-2805308,20-2805204,21-2802589,22-2802362,23-2802595,24-2802598,25-2805538,26-2802587,27-2802580,28-2802572,29-2802561,30-2802550,31-2802544,32-2802548,33-2802573,34-2802308,35-2802315,36-2802317,37-2802320,38-2802321,39-2802322,40-2802324,41-2805421,42-2806664,43-2806665,44-2805423,45-2805016,46-2804853,47-2805042,48-2804900,49-2804957,50-2803810,51-2801820,52-2801828,53-2801904,54-2804910,55-2801833,56-2802219,57-2802216,58-2802209,59-2805660,60-2806528,61-2806527,62-2806526,63-2806525,64-2807112,65-2806514,66-2804814,67-2802156,68-2802151,69-2802130,70-2802126,71-2802120,72-2802068,73-2802032,74-2802007,75-2802006,76-2802016,77-2802028,78-2802036,79-2802075,80-2802115,81-2801849,82-2802136,83-2802158,84-2802168,85-2802175,86-2801848,87-2802825,88-2802870,89-2802378,90-2802395,91-2802399,92-2802406,93-2802409,94-2802413,95-2802417,96-2802427,97-2802444,98-2802457,99-2802494,100-2802512,101-2802523,102-2802541,103-2802547,104-2802552,105-2802566,106-2802366,107-2802349,108-2802577,109-2802581,110-2804851,111-2802597,112-2802594,113-2802591,114-2802590,115-2805039,116-2805309,117-2805206,118-2804866,119-2805586,120-2805058,121-2805396,122-2805653,123-2806625,124-2803519,125-2802348,126-2802345,127-2802359,128-2803795,129-2804906,130-2805203,131-2803522,132-2803523,133-2805995,1-2804422,2-2807563,3-2807568,4-2807569,5-2804424
29-2802561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.191641,0.45675600000000005,0.666834,0.669691,1.109948,1.733429,2.2464720000000002,2.725188,3.078231,3.6342879999999997,4.086887,4.555189,4.8364139999999995,5.105076,5.324587,5.537227,5.6629309999999995,5.786543,5.599815,5.664897,5.44226,5.138693,5.045885,5.1800489999999995,5.540808999999999,6.11102,6.449673000000001,6.6014539999999995,6.816374000000001,8.049589,8.561612,8.720457000000001,9.005825999999999,9.329227000000001,9.122110000000001,8.835786,7.649856,7.48164,7.794144999999999,8.269242,8.195300999999999,8.083833,8.487041,8.714464,9.090714,9.01229,8.773107000000001,8.393438,8.191911,7.656702,7.321024,7.114575,6.674697999999999,6.008056,5.6919699999999995,5.364669,5.123309,4.952535,4.635139,4.076583,3.623818,3.1401529999999998,2.506834,2.4334860000000003,2.666625,2.596865,2.165117,2.189959,2.271993,1.7467270000000001,1.60699,1.282893,1.056019,1.209914,1.033401,1.025191,1.191484,0.8951819999999999,0.678955,0.7731279999999999,1.427003,3.0307180000000002,3.264639,3.457735,3.684192,3.869212,4.185447,4.455724,4.647672,4.879691,4.816102,4.589149,4.720118,4.801835,4.480195,4.413024,5.067901999999999,5.698903,5.5402260000000005,5.409736,5.82169,6.266191,6.513815,6.709675,30.764022999999998,30.753121000000004,30.747712,30.745340999999996,30.19813
30-2802550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.266115,0.47619300000000003,0.858332,1.298589,1.9220700000000002,2.4351130000000003,2.9138290000000002,3.266872,3.8229290000000002,4.2755279999999996,4.74383,5.025055,5.293717,5.513228,5.725868,5.851573,5.975184,5.788456,5.472256,5.250619,4.947051999999999,4.855244,4.988408,5.348168,5.921379,6.260032,6.410813,6.624733,7.859947999999999,8.370971,8.528816,8.816184,9.138585,8.931469,8.645145,7.4592149999999995,7.290999,7.603503999999999,8.078600999999999,8.004660000000001,7.893192,8.2964,8.523823,8.900072999999999,8.821649,8.582466,8.202796000000001,8.00127,7.466061,7.130383,6.923934,6.484056,5.8174150000000004,5.501328,5.175027,4.932668,4.762894,4.445498000000001,3.885942,3.433176,2.949512,2.316193,2.242845,2.475984,2.4062240000000004,1.974476,1.998318,2.0813509999999997,1.556086,1.416349,1.092252,0.8653780000000001,1.0474459999999999,1.222042,1.213832,1.380125,1.083823,0.867597,0.9617690000000001,1.616644,3.220359,3.4532800000000003,3.6473760000000004,3.8738330000000003,4.057853,4.3740879999999995,4.6443650000000005,4.836313,5.068332,5.004743,4.77779,4.908759,4.990476999999999,4.669836,4.600665,5.256544,5.887544,5.729867,5.595377,6.0093309999999995,6.453832,6.702456,6.899316000000001,30.573382000000002,30.562479999999997,30.56007,30.5567,30.008489
31-2802544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.21007800000000001,1.0235530000000002,1.46381,2.087291,2.506334,2.98505,3.338093,3.89415,4.346749,4.815051,5.0962760000000005,5.363938,5.584449,5.797089,5.922793,6.046405,5.859677,5.206141000000001,4.984504,4.680937,4.589129,4.722293,5.083053,5.6542639999999995,5.993917,6.144698,6.359618,7.752727,8.26475,8.422596,8.709964,9.032364999999999,8.825248,8.538925,7.352994,7.184778999999999,7.497283,7.97238,7.898439,7.7869720000000004,8.190178999999999,8.417602,8.793852000000001,8.715428999999999,8.476245,8.096575999999999,7.895049,7.359839999999999,7.024162,6.817713,6.377836,5.711194,5.3951080000000005,5.068807,4.826447,4.655673999999999,4.339277,3.779721,3.3269559999999996,2.843292,2.209972,2.136625,2.369764,2.300003,1.869256,1.893097,1.9751310000000002,1.4498659999999999,1.310129,0.986031,0.759158,0.941225,1.119737,1.4279469999999999,1.64524,1.3489389999999999,1.1327120000000002,1.226884,1.799865,3.4025790000000002,3.638501,3.830597,4.057053,4.271968,4.588203,4.85848,5.050428,5.282447,5.2178580000000006,4.991905,5.1228739999999995,5.2035919999999996,4.853056,4.786886,5.440764,6.072765,5.914088,5.781598000000001,6.1935519999999995,6.638053,6.887677,7.082536999999999,30.469161,30.457259000000004,30.45285,30.446479999999998,29.904268
32-2802548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.813476,1.253733,1.877214,2.297256,2.775973,3.129016,3.6850730000000005,4.137671,4.605974,4.887198000000001,5.15586,5.3753720000000005,5.588012,5.713716000000001,5.837328,5.6506,4.998064,4.776427,4.47286,4.380052,4.514215,4.873976,5.446187,5.78484,5.93662,6.15054,7.5977559999999995,8.108779,8.267624,8.553992,8.876392999999998,8.761277,8.474953,7.289022,7.120807000000001,7.433312,7.9084080000000005,7.834467999999999,7.723,8.126208,8.35363,8.72988,8.651457,8.412274,8.032604,7.831078,7.295869000000001,6.960191,6.753741000000001,6.313864,5.647223,5.331136,5.004835,4.762476,4.592702,4.274306,3.71575,3.262984,2.7793200000000002,2.420049,2.346702,2.579841,2.5110799999999998,2.079333,2.103175,2.1852080000000003,1.659943,1.520206,1.196108,0.9692350000000001,1.151302,1.3288149999999999,1.637025,1.855318,1.559016,1.342789,1.3310389999999999,1.589788,3.193502,3.427424,3.6205199999999995,3.846976,4.239497,4.555731,4.936943,5.259505,5.395976,5.181386,4.954433,5.085401999999999,5.14412,4.642979,4.574808,5.229687,5.8626879999999995,5.703011,5.571521,5.983474,6.427976,6.674599000000001,6.871460000000001,30.404190000000003,30.394288,30.388878000000002,30.385508,29.839296
33-2802573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.44425699999999996,1.0677379999999999,1.580781,2.059497,2.4125400000000004,2.968597,3.421196,3.8884980000000002,4.169723,4.439385,4.6588959999999995,4.871536,4.997240000000001,5.120851999999999,4.934124,5.415412,5.268951,4.966384,4.8725760000000005,5.00774,5.3665,5.939711,6.278364,6.4301449999999996,6.643064999999999,8.16428,8.674303,8.833149,9.119517,9.442917999999999,9.326801,9.040478,7.854547,7.686332000000001,7.998836,8.473933,8.399992,8.288524,8.691732,8.919155,9.295405,9.216981,8.977798,8.598129,8.396602,7.861393,7.525714999999999,7.319266000000001,6.879389,6.212747,5.896661,5.57036,5.327999999999999,5.1572260000000005,4.83983,4.281274,3.8285089999999995,3.344845,3.006525,2.933178,3.166316,3.265556,2.8338080000000003,2.85765,2.939684,2.4144189999999996,2.274682,1.950584,1.55329,1.370223,1.19371,1.1855,1.345793,1.049491,0.8332639999999999,0.666564,0.9253120000000001,2.529027,2.763948,2.956044,3.182501,3.574021,3.890256,4.272468,4.68548,4.7315,4.516911,4.290958,4.420927,4.478644,3.9805040000000003,3.9113330000000004,4.566211,5.197212,5.0385349999999995,4.909045,5.3179989999999995,5.7635,6.009124,6.207984,30.969714,30.959812,30.954403000000003,30.951033000000002,30.405821000000003
34-2802308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.624482,1.137524,1.61624,1.9692830000000001,2.525341,2.977939,3.445241,3.7284660000000005,3.997128,4.216639,4.42928,4.554983999999999,4.677594999999999,4.490867,4.972155,4.825695,4.522126999999999,4.42932,4.563483,4.923244,5.495455000000001,5.834107,5.985888,6.199808,7.751023,8.262046,8.420892,8.70726,9.029661,9.470943,9.255221,8.272197,8.126588,8.439093,8.91419,8.840249,8.728781,9.131989,9.359411999999999,9.735661,9.657238000000001,9.418055,9.038385,8.836859,8.30165,7.965972,7.759523,7.3196449999999995,6.653003999999999,6.336917,6.010616000000001,5.768257,5.598483,5.281087,4.721531,4.268765,3.785101,3.446782,3.3734339999999996,3.6065730000000005,3.7048120000000004,3.2730650000000003,3.296907,3.37894,2.853675,2.713938,2.38984,1.9915470000000002,1.809479,1.632967,1.624757,1.78705,1.490748,1.274521,1.1068209999999998,1.365569,2.9692830000000003,3.203205,3.3963010000000002,3.622757,4.0152779999999995,4.331513,4.711723999999999,5.126737,5.171757,4.957167,4.730214,4.861184,4.919901,4.41876,4.350589,5.0054680000000005,5.638469000000001,5.478791999999999,5.346302,5.7592550000000005,6.203757,6.45138,6.647241,31.408971,31.399069,31.392659000000002,31.389289,30.843078000000002
35-2802315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.513043,0.9917590000000001,1.344802,1.900859,2.3534580000000003,2.82176,3.102985,3.370647,3.591158,3.802798,3.929502,4.053114,3.866386,4.347674,4.2022129999999995,3.898646,3.8058379999999996,3.940002,4.299762,4.8719730000000006,5.210626,5.362407,5.576327,7.127542,7.638565,7.79741,8.083779,8.40618,8.847461000000001,8.631739999999999,7.648716,7.756593,8.069098,8.544195,8.470253999999999,8.358786,8.761994,8.989417,9.365667,9.287243,9.048060000000001,8.668391,8.466864,7.931655,7.595977,7.389528,6.949650999999999,6.283009,5.966923,5.973903,6.254262000000001,6.220964,5.903568,5.3450120000000005,4.892247,4.408583,4.070263,3.996915,4.230054,4.3282940000000005,3.8975459999999997,3.921388,4.0034220000000005,3.478157,3.3384199999999997,3.014322,2.617028,2.433961,2.257448,2.249238,2.410531,2.114229,1.898002,1.730302,1.98905,3.5937639999999997,3.827686,4.020782,4.246238,4.638758999999999,4.954994,5.337206,5.751218,5.794238,5.581649,5.353695,5.485665,5.543382,5.044242,4.975071,5.6289489999999995,6.26195,6.103273000000001,5.971783,6.383737,6.827238,7.075862,7.269722,31.038976,31.028074,31.024665000000002,31.020295,30.474083
36-2802317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.478717,0.83176,1.387817,1.8404150000000001,2.307718,2.5899419999999997,2.8576040000000003,3.077116,3.2897559999999997,3.41546,3.5400720000000003,3.3533440000000003,3.834632,3.880171,3.576603,3.483796,3.6179589999999995,3.9777199999999997,4.549931,4.888583000000001,5.040364,5.254283999999999,6.8055,7.316522999999999,7.475368,7.761736,8.084137,8.525419,8.309697,7.3266729999999995,7.701550999999999,8.014056,8.489152,8.415211,8.303744,8.706952000000001,8.934374,9.310624,9.232201,8.993018,8.613348,8.411822,7.876613000000001,7.540935,7.435046000000001,6.995169000000001,6.3285279999999995,6.012441,6.019421,6.299780999999999,6.318007,6.00061,5.442054,4.989289,4.505625,4.167305000000001,4.093958,4.327097,4.665225,4.375589,4.3984309999999995,4.481464,3.956199,3.8164620000000005,3.492364,3.12907,2.947003,2.770491,2.762281,2.922574,2.626272,2.410045,2.243344,2.502093,4.091807,4.326728,4.518825,4.745280999999999,5.137802,5.453036,5.836248,6.250261,6.295281,6.078691,5.8527379999999996,5.9827069999999996,6.042425,5.543284,5.473113,6.129992,6.761992,6.602314999999999,6.469825,6.8807789999999995,7.327281,7.572903999999999,7.769765,30.987934000000003,30.977032,30.972621999999998,30.970252000000002,30.425040000000003
37-2802320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.355043,0.911101,1.363699,1.8310009999999999,2.1122259999999997,2.380888,2.6013990000000002,2.8140389999999997,2.9397439999999997,3.063355,2.876627,3.357915,3.403455,3.099887,3.0070799999999998,3.1412430000000002,3.501003,4.073215,4.411867,4.563648000000001,4.777568,6.3287830000000005,6.839805999999999,6.998652000000001,7.285019999999999,7.607421,8.048703,7.832981,6.849957000000001,7.224835000000001,7.537339,8.012436,7.938495,7.827028,8.230235,8.457658,8.833908000000001,8.755485,8.516301,8.136632,7.935105,7.399896000000001,7.064217999999999,7.081238000000001,7.473886,6.807244,6.491158,6.498138,6.778497,6.796722999999999,6.479327,5.920771,5.468006,4.984341000000001,4.646022,4.572674,4.805813,5.143942,4.854305,4.879147,4.9601809999999995,4.435916000000001,4.295178,3.971081,3.606787,3.4257199999999997,3.249207,3.2399970000000002,3.4022900000000003,3.104988,2.889761,2.722061,2.980809,4.571523,4.805445,4.998541,5.224997,5.6175180000000005,5.932753,6.314964,6.728977,6.772997,6.559407000000001,6.331454,6.463424,6.521141,6.021,5.952829,6.607708000000001,7.240709,7.081032,6.948542,7.360494999999999,7.803997,8.051621,8.249481,30.509217,30.499315000000003,30.496906,30.493536,29.945324
38-2802321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5560579999999999,1.014656,1.481959,1.7631830000000002,2.031845,2.251356,2.463997,2.589701,2.714313,2.527584,3.008873,3.132491,2.828924,2.736116,2.8702799999999997,3.2300400000000002,3.802251,4.140904,4.292685,4.506605,6.0578199999999995,6.568842999999999,6.727688000000001,7.014057000000001,7.336458,7.7777389999999995,7.562017999999999,6.578994000000001,6.953871,7.266375999999999,7.741472999999999,7.6675320000000005,7.556064,7.959272,8.186695,8.562945,8.484521,8.245338,7.8656690000000005,7.664142,7.128933,6.793255,6.810275,7.2491520000000005,6.904286999999999,6.588201,6.594181,6.875539999999999,7.028766,6.71137,6.151814,5.699049,5.214384,4.8760650000000005,4.803717,5.035856,5.373985,5.2073480000000005,5.23119,5.314223999999999,4.788958999999999,4.649221,4.325124,3.9618300000000004,3.7787629999999996,3.60225,3.59404,3.7553330000000003,3.459031,3.241804,3.075104,3.333852,4.6215660000000005,4.856488,5.049583999999999,5.27604,5.668561,5.986796,6.365007,6.78302,6.824039999999999,6.609450999999999,6.385497,6.514467,6.5731839999999995,6.073043,6.005873,6.658751,7.290752,7.132075,6.999585000000001,7.412539,7.85704,8.103664,8.300524000000001,30.242254,30.230352000000003,30.226943,30.223571999999997,29.677360999999998
39-2802322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.458599,0.926901,1.208126,1.4777879999999999,1.6962990000000002,1.908939,2.0346439999999997,2.158255,1.971527,2.452815,2.674452,2.745787,2.65298,2.906143,3.265903,3.838115,4.176767,4.3285480000000005,4.542468,6.093683,6.604706,6.763552000000001,7.049919999999999,7.372321,7.813603,7.597881,6.614857000000001,7.009735000000001,7.322239,7.7973360000000005,7.723395,7.611928,8.015135,8.242558,8.618808,8.992422,8.801395,8.421726,8.220199000000001,7.684989999999999,7.349311999999999,7.366332000000001,7.805209,7.459344000000001,7.144258,7.151238,7.430597,7.584824,7.2674270000000005,6.7068710000000005,6.254106,5.7714419999999995,5.432122,5.358775,5.591914,5.930042,5.764405,5.788247,5.870280999999999,5.345016,5.205279,4.881181,4.515887,4.333819999999999,4.158307,4.149097,4.31039,4.014088,3.798862,3.631161,3.889909,5.178624,5.412545,5.605641,5.832098,6.225618,6.540853,6.922064999999999,7.336078,7.382097,7.167508,6.940555000000001,7.071524,7.129242,6.628100999999999,6.56093,7.215808999999999,7.847809,7.688132,7.5576419999999995,7.967596,8.414097,8.659721000000001,8.858581,30.799311,30.784409000000004,30.784000000000002,30.776629999999997,30.232418
40-2802324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.46730299999999997,0.749527,1.018189,1.237701,1.4503409999999999,1.5760450000000001,1.8979529999999998,1.7743200000000001,2.255608,2.477245,2.54858,2.455772,2.708935,3.068696,3.640907,3.9795589999999996,4.13134,4.34526,5.896476,6.407499,6.566344,6.8527119999999995,7.1751130000000005,7.616395,7.400672999999999,6.417649,6.812527,7.125032000000001,7.600128,7.526188,7.41472,7.817928,8.04535,8.4216,8.795214999999999,8.974994,8.595324,8.393798,7.858589,7.522911,7.53993,7.978807000000001,7.632942999999999,7.316856,7.323836,7.604196000000001,7.757422,7.440026,6.881469,6.428704,5.9450400000000005,5.60672,5.533373,5.7665120000000005,6.10464,6.211004,6.234846,6.321879,5.796614,5.656877,5.332779,4.968485,4.786418,4.609906,4.602696,4.763989,4.467687000000001,4.25146,4.083759,4.3425080000000005,5.4308309999999995,5.664752,5.857849,6.085305,6.477826,6.7930600000000005,7.174272,7.591285000000001,7.634305,7.419714999999999,7.192761999999999,7.3237309999999995,7.382449,6.883308,6.814137,7.469016000000001,8.102017,7.94234,7.81085,8.223803,8.665305,8.913928,9.109789,30.971909999999998,30.961008000000003,30.955598,30.952228,30.406015999999997
41-2805421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.282225,0.550887,0.7703979999999999,0.983038,1.1087420000000001,1.43065,1.617378,2.464914,2.6865509999999997,2.990119,2.923074,3.176238,3.535998,4.1082089999999996,4.446862,4.598643,4.812563,6.265782,6.777805,6.93665,7.222019,7.54542,7.985701,7.867976,6.884952,7.279828999999999,7.592333999999999,8.067431,7.9934899999999995,7.882022,8.28523,8.512653,8.888902999999999,9.262516999999999,9.442296,9.062627,8.8611,8.325891,7.990213000000001,8.007233,8.446110000000001,8.101245,7.785158999999999,7.792139,8.072498,8.224724,7.907328,7.347772,6.8950070000000006,6.411341999999999,6.073023,5.999675,6.232814,6.570942999999999,6.677306,6.701148,6.789182,6.263917,6.12418,5.800082,5.435788,5.253721,5.077208000000001,5.068998000000001,5.230291,4.9339889999999995,4.718762,4.551062,4.80981,5.475524,5.708446,5.901542,6.127998000000001,6.520519,6.836753999999999,7.2179649999999995,7.632978,7.676997999999999,7.462409,7.235455,7.366425,7.425142,6.924001,6.856831,7.511709,8.14371,7.984033,7.852542999999999,8.264497,8.707998,8.957622,9.152482000000001,31.439212,31.42731,31.422901,31.419531,30.872319
42-2806664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.272662,0.49217299999999997,0.704813,0.830518,1.152425,1.3391540000000002,2.185689,2.407326,2.7108939999999997,2.903854,3.1570169999999997,3.516777,4.088989,4.427641,4.579422,4.793342,5.987557,6.4985800000000005,6.657425999999999,6.9437940000000005,7.266195,7.707477000000001,7.848755000000001,6.865730999999999,7.260609,7.573113,8.048210000000001,7.9742690000000005,7.862802,8.266009,8.493432,8.869682000000001,9.243296,9.482479,9.344851,9.143325,8.608116,8.272438000000001,8.289457,8.728334,8.38247,8.067383,8.073364,8.353723,8.506949,8.189553,7.629997,7.177231,6.694567,6.3552480000000005,6.2819,6.516039,6.853167999999999,6.960531,6.983372999999999,7.072406,6.546141,6.407404,6.083305999999999,5.720013,5.535945,5.3604330000000004,5.352223,5.513516,5.216214,4.999987,4.833286,5.092035,5.757749,5.990671,6.183767,6.411223000000001,6.802744000000001,7.119978,7.49919,7.913203,7.959223,7.745633,7.51768,7.649649,7.707367,7.206225999999999,7.1380550000000005,7.792934,8.425935,8.266258,8.135767999999999,8.545721,8.992223,9.238846,9.434707000000001,31.719437,31.706535,31.703125,31.703754999999997,31.154543
43-2806665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.22451100000000002,0.43715200000000004,0.562856,0.884764,1.071492,1.9180279999999998,2.139664,2.443232,2.636192,2.889355,3.249116,3.8213269999999997,4.159979,4.31176,4.52568,5.719894999999999,6.230918,6.3897639999999996,6.676132000000001,6.998533,7.439814999999999,7.581092999999999,6.598069000000001,6.992947,7.305451,7.780548,7.706607000000001,7.59514,7.998347,8.225769999999999,8.60202,8.975634,9.214818,9.593487,9.411987,8.876778,8.5401,8.558119,8.995996,8.651132,8.335045,8.342025999999999,8.622385000000001,8.775611,8.458215,7.898658999999999,7.445892999999999,6.963228999999999,6.624910000000001,6.5515620000000006,6.782700999999999,7.120829,7.2291929999999995,7.253035000000001,7.340068,6.813803,6.674066000000001,6.349968,5.987675,5.805607,5.628095,5.619885,5.781178,5.484876,5.268649,5.100948000000001,5.359697,6.023411,6.258333,6.451429,6.677885000000001,7.070406,7.386639999999999,7.766852,8.181865,8.227885,8.012295,7.786341999999999,7.916311,7.976029,7.474888000000001,7.405717,8.061596,8.692597,8.53392,8.40443,8.815383,9.258885000000001,9.508508,9.703369,31.989099,31.975196999999998,31.972787,31.969417,31.424205
44-2805423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.212641,0.338345,0.6602520000000001,0.847981,1.694516,1.9161529999999998,2.219721,2.412681,2.665844,3.025605,3.5978160000000003,3.936468,4.088248999999999,4.302169,5.496384,6.007407,6.166253,6.452621,6.775022,7.216303999999999,7.357582000000001,6.374558,6.769436,7.0819399999999995,7.557036999999999,7.483096000000001,7.3716289999999995,7.774836,8.002259,8.378509,8.752123,8.991307,9.369976,9.571503,9.096289,8.760611,8.77763,9.216508000000001,8.870643,8.554556,8.561537,8.841896,8.994122,8.676725999999999,8.11917,7.665404,7.18174,6.843421,6.770073,7.0032119999999995,7.341341000000001,7.447703999999999,7.471546000000001,7.55958,7.034314,6.895577,6.57048,6.207186,6.025118,5.848606,5.839396,6.001689,5.7043870000000005,5.48816,5.32146,5.580208,6.243922,6.477844,6.670939999999999,6.898396000000001,7.289917,7.606152000000001,7.9883630000000005,8.400376,8.446396,8.230806,8.004853,8.134822999999999,8.19454,7.693399,7.625228,8.281107,8.913108,8.752431,8.621941,9.034894,9.478396,9.725019999999999,9.92188,32.198818,32.189916,32.185507,32.182137,31.634925
45-2805016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.125704,0.447612,0.63434,1.480876,1.7025130000000002,2.006081,2.19904,2.452204,2.811964,3.384175,3.722828,3.8746089999999995,4.088529,5.282744,5.793767,5.952612,6.238981,6.561382000000001,7.002663,7.143942,6.160918,6.555795,6.8683,7.343397,7.269456,7.1579880000000005,7.561196000000001,7.788619000000001,8.164869,8.538483,8.777666,9.156336,9.357861999999999,8.926857,8.591178999999999,8.608199,9.047075999999999,8.701211,8.385125,8.393105,8.673464,8.82669,8.509294,7.949738000000001,7.496973,7.013308,6.674989,6.601641000000001,6.83478,7.172909,7.279272,7.303114,7.688781,7.246955000000001,7.107218,6.78412,6.4198260000000005,6.237759,6.061246,6.052036,6.212329,5.917027,5.7008,5.5331,5.792848,6.455563,6.691484,6.884580000000001,7.111036,7.502557,7.818792,8.199003999999999,8.615016,8.658036,8.445447,8.218492999999999,8.347463000000001,8.40618,7.90804,7.837869,8.492747,9.126748,8.965071,8.833581,9.245535,9.691036,9.93866,10.136519999999999,31.986178000000002,31.974276,31.970867,31.966496000000003,31.420284999999996
46-2804853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.32190799999999997,0.508636,1.355172,1.576809,1.880377,2.073336,2.3265,2.68626,3.258471,3.597124,3.748905,3.962825,5.15704,5.668063,5.826908,6.113277,6.435678,6.876958999999999,7.018236999999999,6.035214,6.430091,6.742596000000001,7.217693,7.143752,7.032284,7.435492,7.662914999999999,8.039164999999999,8.412778999999999,8.651962,9.030632,9.232158,8.801153,8.465475,8.482495,8.921372,8.576507000000001,8.260421000000001,8.266401,8.54776,8.699986,8.382589999999999,7.824033999999999,7.371269,6.886603999999999,6.548285,6.474937000000001,6.709076,7.047205,7.152568,7.177410000000001,7.562077,7.372659,7.233922,6.909824,6.54453,6.362463,6.18595,6.176740000000001,6.339033000000001,6.043732,5.826505,5.659804,5.918553,6.5812669999999995,6.815188,7.0102839999999995,7.236741,7.629261,7.945496,8.326708,8.740721,8.78374,8.571150999999999,8.342198,8.475166999999999,8.533885,8.030744,7.963572999999999,8.618452,9.251452,9.091775,8.962285000000001,9.373239,9.817741,10.065364,10.261224,31.860474,31.847571999999996,31.843163,31.841791999999998,31.294581
47-2805042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.186728,1.033264,1.254901,1.558469,1.751428,2.0045919999999997,2.3643520000000002,2.936563,3.275216,3.426997,3.640917,4.835132,5.346155,5.505001,5.791369,6.11377,6.555051,6.696330000000001,5.713305999999999,6.108184,6.420688,6.895785000000001,6.8218440000000005,6.710375999999999,7.1135839999999995,7.341007,7.717257000000001,8.090871,8.330053999999999,8.708724,8.91025,8.479245,8.143567,8.160587,8.599464,8.253599000000001,7.937513,7.944493,8.224852,8.378078,8.060682,7.502126,7.048361,6.565696000000001,6.226376999999999,6.153029,6.386168,6.724297,6.830660000000001,6.854502,7.241169,7.496271000000001,7.356534,7.033436,6.669142,6.487075,6.310562,6.302352,6.463645,6.167343,5.950116,5.783416000000001,6.042164,6.904174,7.139096,7.331192,7.558648,7.950169,8.266404,8.647616000000001,9.062628,9.107648,8.893059,8.666105,8.797075,8.854792,8.354652,8.285480999999999,8.942359,9.573360000000001,9.414683,9.283192999999999,9.695147,10.138648,10.387272,10.582132000000001,31.538565999999996,31.528664000000003,31.523255,31.520884999999996,30.972672999999997
48-2804900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8505360000000001,1.072173,1.37574,1.5687,1.821864,2.1816240000000002,2.753835,3.092488,3.244269,3.458189,4.652404,5.1634269999999995,5.322272,5.608641,5.931042,6.372323000000001,6.513601,5.530578,5.925455,6.23796,6.713057000000001,6.6391160000000005,6.527648,6.9308559999999995,7.158278999999999,7.534528999999999,7.908142999999999,8.147326,8.525996000000001,8.727522,8.296517,7.960839,7.977858,8.416736,8.070871,7.755785,7.762764999999999,8.043124,8.19535,7.877953999999999,7.319398,6.865633,6.382968,6.044649,5.971301,6.2034400000000005,6.542569,6.648932,6.672774,7.058441,7.3095419999999995,7.169805,6.845708,6.481414,6.299346,6.122833999999999,6.114624,6.275917,5.979615,5.764387999999999,5.596687999999999,5.855436,7.089903,7.325824000000001,7.517919999999999,7.743377000000001,8.137897,8.453132,8.834344,9.248357,9.292375999999999,9.077786999999999,8.851834,8.981803,9.042521,8.54038,8.472209,9.128088,9.760088,9.600411,9.469921000000001,9.880875,10.325377,10.572000000000001,10.76886,31.355838000000002,31.342935999999998,31.340526,31.336156,30.790945
