순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2803597,15-2806642,16-2804030,17-2800279,18-2804029,19-2800282,20-2800284,21-2800285,22-2803933,23-2800287,24-2800288,25-2804793,26-2800291,27-2800297,28-2803996,29-2803994,30-2803951
15-2806642,,,,,,,,,,,,,,,0,0.16027,0.713542,1.419565,1.850483,2.677895,3.130155,4.007966000000001,5.32827,5.760928,6.184784,6.6980830000000005,7.485158,7.469633,7.777658,8.426123
16-2804030,,,,,,,,,,,,,,,,0,0.553272,1.259295,1.6902130000000002,2.517625,2.9698860000000002,3.847696,5.168001,5.602658,6.025514,6.538814,7.325888000000001,7.310364,7.618389,8.266853
17-2800279,,,,,,,,,,,,,,,,,0,0.706023,1.136941,1.9643529999999998,2.416614,3.294424,4.6147290000000005,5.048386,5.473242,5.984542,6.772616999999999,6.757092,7.0641169999999995,7.712581
18-2804029,,,,,,,,,,,,,,,,,,0,0.43791800000000003,1.2653299999999998,1.717591,2.595401,3.9167059999999996,4.350363,4.774219,5.2875190000000005,6.074594,6.059069,6.367094,7.015559
19-2800282,,,,,,,,,,,,,,,,,,,0,0.827412,1.279673,2.157483,3.477788,3.9104449999999997,4.335301,4.848601,5.634676,5.6191510000000005,5.928176000000001,6.576641
20-2800284,,,,,,,,,,,,,,,,,,,,0,0.45226099999999997,1.330071,2.6503759999999996,3.0830330000000004,3.506889,4.020189,4.807264,4.791739,5.0997639999999995,5.748229
21-2800285,,,,,,,,,,,,,,,,,,,,,0,0.8778100000000001,2.199115,2.632772,3.056628,3.568928,4.356003,4.340478,4.648503,5.296968
22-2803933,,,,,,,,,,,,,,,,,,,,,,0,1.3203049999999998,1.752962,2.176818,2.690118,3.477193,3.461668,3.769693,4.418157
23-2800287,,,,,,,,,,,,,,,,,,,,,,,0,0.43265699999999996,0.856513,1.369813,2.156888,2.141363,2.449388,3.0978529999999997
24-2800288,,,,,,,,,,,,,,,,,,,,,,,,0,0.42385600000000007,0.937156,1.724231,1.708706,2.016731,2.665196
25-2804793,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5133,1.300375,1.28485,1.592875,2.24134
26-2800291,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.787075,0.771551,1.079575,1.7280400000000002
27-2800297,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.148481,0.456506,1.281467
28-2803996,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.308025,1.1329870000000002
29-2803994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8249620000000001
30-2803951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
