순번_정류장ID,29-2804850,30-2803212,31-2803360,32-2807234,33-2806248,34-2806171,35-2800565,36-2806015,37-2800567,38-2800561,39-2804974,40-2800525,41-2800520,42-2800513,43-2805304,44-2800498,45-2800497,46-2800493,47-2800344,48-2800481,49-2805944,50-2803595,51-2800352,52-2805596,53-2800462,54-2800460,55-2800453
29-2804850,0,0.456866,2.031901,15.180067000000001,15.188029,22.687848000000002,24.178222,24.545505,24.745024,25.56471,26.940559000000004,27.976139,28.347253000000002,28.832223,29.183578000000004,30.199046999999997,30.480954999999998,30.989285,31.289084999999996,31.538045,31.823838000000002,32.130993,32.275521000000005,32.444303000000005,32.924356,33.170111,33.597265
30-2803212,,0,1.575035,14.723201000000001,14.731163,23.144714,24.635088,25.002371,25.20189,26.021576,27.397425,28.433004999999998,28.804119,29.289089,29.640444,30.655913,30.937821000000003,31.446151,31.745951,31.994911,32.281704,32.587859,32.732387,32.901169,33.381221999999994,33.627977,34.054131
31-2803360,,,0,14.437167,14.445128,22.330748999999997,23.821123,24.188406,24.387925,25.207611,26.58346,27.619040000000002,27.990153999999997,28.475123999999997,28.826479,29.841946999999998,30.123855,30.632185999999997,30.931986,31.180946000000002,31.466739,31.773894,31.918421999999996,32.087204,32.567256,32.813010999999996,33.240165000000005
32-2807234,,,,0,0.368863,23.649915,25.140289000000003,25.507572,25.707092000000003,26.526778000000004,27.902626,28.938206,29.30932,29.794290000000004,30.145645000000002,31.161114,31.444021999999997,31.952352,32.252152,32.501112,32.786906,33.094060999999996,33.237588,33.407371000000005,33.887423,34.133178,34.560332
33-2806248,,,,,0,23.657877,25.148251000000002,25.515532999999998,25.715053,26.534739000000002,27.910588,28.946168,29.317282000000002,29.802252000000003,30.153606,31.169075,31.450983,31.959314000000003,32.259114000000004,32.508072999999996,32.793867,33.101022,33.245549,33.414332,33.894384,34.140139000000005,34.567293
34-2806171,,,,,,0,1.490374,1.857657,2.0571770000000003,2.876863,4.252711,5.288291,5.6594050000000005,6.144375,6.49573,7.511199,7.793107000000001,8.301437,8.602236999999999,8.850197,9.136989999999999,9.444146,9.587672999999999,9.756456,10.236508,10.483263,10.909417
35-2800565,,,,,,,0,0.36728299999999997,0.566803,1.3864889999999999,2.762337,3.797917,4.1690309999999995,4.654001,5.005356,6.020825,6.302733,6.811063000000001,7.1118630000000005,7.359823,7.646617,7.953772,8.097299000000001,8.266082,8.746134,8.992889,9.420043
36-2806015,,,,,,,,0,0.19952,1.019206,2.395054,3.4306349999999997,3.8017489999999996,4.286719000000001,4.638073,5.653542,5.93645,6.444781,6.743581,6.992539999999999,7.2793339999999995,7.586489,7.731016,7.899799000000001,8.379850999999999,8.624606,9.052760000000001
37-2800567,,,,,,,,,0,0.819686,2.195535,3.231115,3.602229,4.087199,4.438554,5.454023,5.735931,6.244261,6.544061,6.794021000000001,7.078814,7.385969,7.531497,7.699279,8.180330999999999,8.426086,8.85224
38-2800561,,,,,,,,,,0,1.3758489999999999,2.411429,2.782543,3.267513,3.618868,4.634337,4.917244999999999,5.424575,5.724375,5.974335,6.259128,6.566283,6.710811,6.879592999999999,7.359646000000001,7.606400999999999,8.032555
39-2804974,,,,,,,,,,,0,1.03558,1.406694,1.891664,2.243019,3.2584880000000003,3.540396,4.048726,4.348526000000001,4.598486,4.883279,5.191435,5.334962,5.503744999999999,5.983797,6.229552,6.656706
40-2800525,,,,,,,,,,,,0,0.371114,0.8560840000000001,1.292439,2.3079080000000003,2.589816,3.098146,3.397946,3.646906,3.9327,4.239855,4.384382,4.553165,5.033217,5.278972,5.706126
41-2800520,,,,,,,,,,,,,0,0.48496999999999996,0.921325,1.936794,2.219702,2.728032,3.027832,3.276792,3.562585,3.8697410000000003,4.014268,4.183051,4.6631029999999996,4.908858,5.336012
42-2800513,,,,,,,,,,,,,,0,0.436355,1.451824,1.733732,2.242063,2.541863,2.790822,3.076616,3.383771,3.5282980000000004,3.697081,4.177133,4.4228879999999995,4.850042
43-2805304,,,,,,,,,,,,,,,0,1.015469,1.297377,1.805708,2.1055080000000004,2.3544680000000002,2.640261,2.947416,3.091944,3.260726,3.7407779999999997,3.986533,4.413687
44-2800498,,,,,,,,,,,,,,,,0,0.282908,0.791239,1.0910389999999999,1.339999,1.625792,1.9329470000000002,2.077475,2.246257,2.726309,2.972064,3.399218
45-2800497,,,,,,,,,,,,,,,,,0,0.5083310000000001,0.808131,1.0570899999999999,1.342884,1.650039,1.7945659999999999,1.9633490000000002,2.4434009999999997,2.689156,3.11631
46-2800493,,,,,,,,,,,,,,,,,,0,0.3038,0.55276,0.8385540000000001,1.145709,1.2902360000000002,1.459019,1.939071,2.1848259999999997,2.61198
47-2800344,,,,,,,,,,,,,,,,,,,0,0.24896,0.534754,0.841909,0.9864360000000001,1.155219,1.635271,1.8810259999999999,2.30818
48-2800481,,,,,,,,,,,,,,,,,,,,0,0.285794,0.592949,0.737476,0.958259,1.386311,1.632066,2.0592200000000003
49-2805944,,,,,,,,,,,,,,,,,,,,,0,0.307156,0.451683,0.673466,1.100518,1.346273,1.773427
50-2803595,,,,,,,,,,,,,,,,,,,,,,0,0.144528,0.36630999999999997,0.793362,1.039117,1.4662709999999999
51-2800352,,,,,,,,,,,,,,,,,,,,,,,0,0.22078299999999998,0.7928350000000001,1.03859,1.4657440000000002
52-2805596,,,,,,,,,,,,,,,,,,,,,,,,0,0.6400520000000001,0.885807,1.3129620000000002
53-2800462,,,,,,,,,,,,,,,,,,,,,,,,,0,0.24575500000000003,0.672909
54-2800460,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.427154
55-2800453,,,,,,,,,,,,,,,,,,,,,,,,,,,0
