순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2804748,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2806301,11-2803848,12-2806298,13-2803849,14-2803851,15-2803852,16-2803854,17-2806296,18-2803605,19-2803855,20-2803856,21-2806231,22-2803857,23-2803610,24-2803612,25-2806226,26-2803613,27-2803860,28-2803861,29-2800256,30-2806225,31-2803862,32-2803865,33-2806899,34-2806359,35-2804721,36-2803870,37-2800254,38-2803874,39-2803876,40-2803878,41-2803880,42-2803882,43-2803884,44-2803886,45-2803888,46-2806219,47-2803890,48-2803892,49-2803894,50-2803896,51-2807380,52-2807379,53-2803898,54-2803900,55-2806222,56-2804630,57-2803902,58-2803904,59-2807377,60-2803906,61-2803909,62-2803910,63-2803912,64-2804628,65-2806314,66-2803914,67-2804626,68-2804099,69-2804624,70-2804622,71-2804096,72-2804620,73-2804095,74-2804618,75-2804616,76-2804092,77-2804090,78-2806224,79-2804088,80-2804614,81-2804087,82-2804612,83-2804067,84-2804571,85-2804538,86-2804536,87-2804065,88-2800297,89-2800261,90-2803997,91-2804792,92-2800289,93-2803934,94-2806662,95-2800286,96-2803932,97-2803596,98-2800283,99-2800281,100-2800280,101-2800278,102-2806663,103-2804031,104-2800260,105-2800275,106-2804713,107-2803598,108-2803600,109-2800273,110-2803601,111-2804331,112-2803581,113-2800271,114-2805489,115-2807150,116-2804581,117-2804582,118-2800267,119-2804032
1-2800269,0,0.419283,0.773767,1.212487,1.7318779999999998,1.965875,2.139857,2.3998,2.753507,3.535182,3.856844,4.138827,4.651695,5.239256,5.720625,5.879639,6.213327,6.701204,7.023971,7.470185000000001,7.818072999999999,8.169977000000001,9.361855,9.71118,10.437012,10.665639,10.964066,12.008697,12.51999,12.647331,12.869614,13.396629,13.641302,14.093085999999998,15.46035,15.812441,15.990854999999998,16.298267000000003,17.153285,17.50185,17.215739000000003,17.227872,17.642537,18.293324,18.692342,19.468288,20.803901999999997,21.246438,21.541506,22.159232,22.375267,23.496839,23.711599,23.941322,24.234766,24.687859,25.432016,25.867272,26.262535999999997,26.362376,25.945032,25.503801,25.05219,24.712958999999998,24.308242,24.077761,23.779935000000002,23.276149,22.965225,22.291814000000002,21.769078,21.139848999999998,20.825923,20.47046,19.660953,19.352306,18.826379,18.524887,17.942715,17.496817999999998,17.028163,16.411179999999998,15.622319000000001,14.779157000000001,14.397476999999999,13.880428,13.672428,13.145269,12.920266999999999,12.332478,11.834415,11.42628,10.972531,10.610408999999999,9.670361999999999,8.781378,8.497338000000001,7.508497,7.042069000000001,6.354206,5.780965,5.644514,4.698814,4.066912,3.8302339999999995,3.508039,3.325249,2.836948,2.375666,2.16494,1.9932310000000002,1.7355650000000002,1.258117,0.751252,0.37748200000000004,0.351315,0.64827,0.8276459999999999,0.192199
2-2805488,,0,0.354484,0.793204,1.3125950000000002,1.546592,1.7205740000000003,1.9805169999999999,2.334225,3.115899,3.437561,3.7195449999999997,4.232412,4.819973,5.301342,5.460356,5.794045,6.281921,6.604688,7.050902000000001,7.398789999999999,7.750694,8.944572,9.291897,10.017729,10.246356,10.544783,11.591414,12.102707,12.228048,12.450332000000001,12.977347,13.222019,13.675804000000001,15.044067000000002,15.393158999999999,15.571572,15.879984,16.737002,17.082568,16.798457,16.810589,17.223254,17.874041000000002,18.27506,19.049006,20.386619,20.829155,21.122223,21.739949,21.957984,23.079557,23.294316000000002,23.524039000000002,23.817483,24.268576,25.014733,25.449989000000002,25.843253,25.941093,25.525748999999998,25.083519,24.632907,24.294676000000003,23.886959,23.658478,23.362652,22.858866,22.546942,21.872532,21.350795,20.721566,20.40764,20.050178,19.243671,18.933023000000002,18.408096,18.106604,17.524433,17.078535000000002,16.606881,15.991897,15.203035999999999,14.359874,13.977194,13.461145000000002,13.254145000000001,12.727986999999999,12.500983999999999,11.914195,11.416132000000001,11.006998,10.554248,10.191125999999999,9.251078999999999,8.362095,8.078055,7.089214,6.622786,5.934924,5.361682,5.225232,4.2795309999999995,3.6476290000000002,3.4109510000000003,3.088756,2.905967,2.417665,1.9563830000000002,1.745657,1.573948,1.316282,0.838834,0.5460020000000001,0.172232,0.370064,0.66702,1.0321040000000001,0.611482
3-2807373,,,0,0.438721,0.958111,1.192108,1.36609,1.626034,1.979741,2.761415,3.083077,3.365061,3.877929,4.465489,4.946858,5.105872,5.439561,5.927437,6.250204,6.6964179999999995,7.044307000000001,7.396211,8.590088,8.939413,9.665245,9.893873,10.1923,11.236930000000001,11.748223,11.875565,12.097847999999999,12.624863000000001,12.869535,13.321320000000002,14.689582999999999,15.041675,15.220088,15.5275,16.382519,16.731084,16.443973,16.456104999999997,16.87077,17.521557,17.920576,18.696522,20.032135,20.474671,20.769739,21.387465,21.6035,22.725073000000002,22.939832,23.169555,23.462999,23.916093,24.660249,25.095506,25.490769,25.588608999999998,25.171265,24.729035,24.277423000000002,23.940192,23.532475,23.303994,23.008167999999998,22.502382,22.192458,21.518048,20.996312,20.368082,20.052156,19.695694,18.888187,18.576539,18.051613,17.75112,17.167949,16.725051,16.252397,15.637413,14.850551999999999,14.004389999999999,13.622710000000001,13.107660999999998,12.899662,12.373503,12.1455,11.558711,11.060648,10.651514,10.198764,9.837642,8.896595,8.007611,7.723572,6.73473,6.2683029999999995,5.58044,5.007198000000001,4.870748000000001,3.925047,3.2931449999999995,3.056468,2.7342720000000003,2.551483,2.063181,1.601899,1.391173,1.2194639999999999,0.9617979999999999,0.48435,0.900486,0.5267149999999999,0.724548,1.021503,1.386588,0.965966
4-2804748,,,,0,0.5193909999999999,0.7533880000000001,0.92737,1.1873129999999998,1.54102,2.322695,2.644356,2.92634,3.4392080000000003,4.026769,4.508138,4.6671510000000005,5.00084,5.488716999999999,5.811484,6.257697,6.605586,6.957489999999999,8.149367999999999,8.498693,9.224525,9.453152000000001,9.753579,10.796209,11.307503,11.434844,11.657127000000001,12.184142,12.428815,12.880599,14.248863,14.601954000000001,14.779368,15.08678,15.942798000000002,16.290363,16.003252,16.015385000000002,16.43005,17.080837,17.479855,18.255801,19.591414999999998,20.033951000000002,20.329019,20.946744,21.162779999999998,22.286351999999997,22.499112,22.728835,23.022279,23.475372,24.219529,24.654785,25.050048999999998,25.148889,24.732545000000002,24.291314,23.839703,23.502472,23.094755,22.866274,22.568448,22.066662,21.754738,21.080327,20.556591,19.928362,19.616436,19.257973,18.449466,18.139819,17.613892,17.3124,16.729228,16.287331,15.813676000000001,15.198692999999999,14.410832000000001,13.568670000000001,13.18299,12.668941,12.460941,11.933782,11.70578,11.119991,10.621928,10.213792999999999,9.760044,9.398921000000001,8.457875,7.568891000000001,7.284851,6.29601,5.829582,5.141719,4.568478,4.432027,3.486326,2.854425,2.617747,2.2955520000000003,2.112762,1.6244610000000002,1.1631790000000002,0.9524530000000001,0.780744,0.5230779999999999,0.045629,0.506794,0.8805649999999999,1.163268,1.460224,1.8253080000000002,1.404686
5-2803582,,,,,0,0.23399699999999998,0.407979,0.6679229999999999,1.0256299999999998,1.807304,2.128966,2.41095,2.9238180000000003,3.5113779999999997,3.992747,4.1517610000000005,4.48545,4.973326,5.296093,5.742307,6.090196,6.4421,7.6359770000000005,7.985302000000001,8.711134,8.939762,9.238189,10.282819,10.792112,10.921453999999999,11.143737,11.670752,11.915424,12.367208999999999,13.734472,14.086564000000001,14.264976999999998,14.572389000000001,15.425408,15.775973,15.489861999999999,15.501994,15.916659,16.565445999999998,16.966465,17.742410999999997,19.078024,19.52056,19.815628,20.433354,20.647389,21.768962,21.985720999999998,22.215444,22.508888,22.961982,23.706138,24.141395000000003,24.536658,24.633498,24.217154,23.775924,23.324312,22.987081,22.579364,22.350883,22.053057,21.550271,21.238347,20.564937,20.042201000000002,19.411970999999998,19.100045,18.741583,17.934076,17.624427999999998,17.099501999999998,16.798009,16.214838,15.77094,15.299285999999999,14.684301999999999,13.895441,13.051279,12.668599,12.15255,11.945551,11.418391999999999,11.191389,10.6046,10.106537,9.698402999999999,9.244653,8.882531,7.942483999999999,7.0535,6.769461,5.780619000000001,5.314192,4.626329,4.0530870000000006,3.916637,2.970936,2.339034,2.102357,1.780161,1.597372,1.10907,0.73301,0.522284,0.350576,0.09291,0.48076199999999997,0.980626,1.354396,1.682659,1.9796150000000001,2.3446990000000003,1.924077
6-2803603,,,,,,0,0.173982,0.433925,0.791633,1.573307,1.894969,2.1769529999999997,2.689821,3.2773809999999997,3.75875,3.917764,4.251453,4.739329,5.0620959999999995,5.50831,5.856198,6.208101999999999,7.40198,7.7493050000000006,8.475137,8.703764999999999,9.004192,10.048822,10.558114999999999,10.685456,10.90974,11.434755000000001,11.679427,12.133212,13.500475,13.850567000000002,14.028979999999999,14.336392000000002,15.193411,15.541976000000002,15.253865,15.267997,15.680662,16.333448999999998,16.730468,17.506414000000003,18.844027,19.284563000000002,19.579631,20.197357,20.413392,21.534965,21.749724,21.979447,22.274891,22.725985,23.470141,23.905397,24.300660999999998,24.397501000000002,23.983157000000002,23.539927,23.090315,22.751084,22.345367,22.116885999999997,21.82006,21.316274,21.00335,20.33094,19.806204,19.178974,18.866048000000003,18.508585999999998,17.701079,17.390431,16.865504,16.562012,15.981841000000001,15.534943,15.065289000000002,14.449304999999999,13.660444,12.818282,12.435602000000001,11.918553,11.711554,11.184395,10.957392,10.371603,9.87354,9.465406,9.011656,8.648534,7.708487,6.819503,6.535464,5.546622,5.0801940000000005,4.392332,3.81909,3.68264,2.736939,2.105037,1.868359,1.5461639999999999,1.363375,0.875073,0.742993,0.7562810000000001,0.584572,0.326906,0.714759,1.214623,1.588393,1.9166560000000001,2.213611,2.578696,2.158074
7-2803602,,,,,,,0,0.259944,0.6176510000000001,1.399326,1.7209869999999998,2.002971,2.515839,3.1034,3.584769,3.743782,4.077471,4.565347,4.888115,5.334328,5.682217,6.034121,7.225999000000001,7.577324000000001,8.301156,8.529783,8.830210000000001,9.87284,10.384134,10.513475,10.733758,11.262773,11.505446000000001,11.957230000000001,13.324494,13.676585000000001,13.856998,14.164411,15.017429000000002,15.365994,15.081883,15.092016000000001,15.506681,16.157467999999998,16.558486,17.334432,18.668046,19.112582,19.40765,20.025375,20.239410999999997,21.362983,21.577742999999998,21.807466,22.10091,22.554003,23.29816,23.731416,24.12668,24.22552,23.808176,23.365945,22.914334,22.578103,22.170385999999997,21.941905,21.644079,21.141293,20.828369,20.154957999999997,19.633222,19.003992999999998,18.690067000000003,18.334604000000002,17.525097,17.21645,16.689523,16.388030999999998,15.805859,15.361962,14.891307000000001,14.274323999999998,13.486463,12.643301,12.259621000000001,11.744572,11.537572,11.009413,10.782411,10.196622,9.699558,9.291424000000001,8.836675,8.474552000000001,7.534505,6.645522,6.361482,5.372641000000001,4.906213,4.21835,3.6451089999999997,3.508658,2.562957,1.931056,1.694378,1.372183,1.189393,0.701092,0.569012,0.779738,0.758554,0.500888,0.88874,1.3886049999999999,1.762375,2.090638,2.387593,2.752678,2.332056
8-2800274,,,,,,,,0,0.35770799999999997,1.139382,1.461044,1.7430279999999998,2.255895,2.843456,3.324825,3.483839,3.817528,4.305404,4.628171,5.0743849999999995,5.422273000000001,5.774177,6.9680550000000006,7.31738,8.041212,8.269839,8.568266,9.614897000000001,10.124189999999999,10.251531,10.473815,11.00083,11.245502,11.697287,13.06755,13.419642000000001,13.598054999999999,13.903467000000001,14.758485,15.106051,14.819939999999999,14.834072,15.248737,15.899524,16.298543,17.074489,18.410102,18.850638,19.145706,19.763432,19.979467,21.10304,21.315799,21.545522000000002,21.840966,22.294059,23.038216000000002,23.471472,23.868736,23.966576,23.549232,23.109002,22.65739,22.319159,21.910442,21.682961,21.386135,20.882348999999998,20.570425,19.896015,19.374278,18.745048999999998,18.432123,18.074661,17.268154,16.956506,16.431579,16.130087,15.547916,15.103017999999999,14.630364000000002,14.016379999999998,13.227519000000001,12.384357000000001,12.000677,11.485628,11.278628,10.75047,10.523467,9.935678,9.439615,9.031481,8.576731,8.214609,7.2745619999999995,6.385578,6.101538,5.112697,4.646269,3.958407,3.385165,3.2487150000000002,2.303014,1.671112,1.434434,1.112239,0.92945,0.44114799999999993,0.309068,0.519795,0.691503,0.760832,1.148684,1.648548,2.022318,2.350581,2.647537,3.0126209999999998,2.591999
9-2803847,,,,,,,,,0,0.786675,1.1083370000000001,1.39032,1.903188,2.490749,2.972118,3.131132,3.4648199999999996,3.952697,4.275464,4.721678,5.069566,5.421469999999999,6.615348,6.9646729999999994,7.690505,7.919132,8.215558999999999,9.262189999999999,9.773483,9.898824000000001,10.121107,10.650122,10.894795,11.344579,12.712843,13.064934,13.243348000000001,13.55076,14.405778,14.754342999999999,14.467232000000001,14.481365,14.894029999999999,15.546817,15.945835,16.719782000000002,18.057395,18.499931,18.794999,19.410725,19.62876,20.748332,20.963092,21.194815,21.488259,21.941352,22.683509,23.120765,23.516029,23.611869,23.195525,22.754294,22.302683,21.965452,21.557735,21.329254000000002,21.032428,20.528642,20.216718,19.543308,19.020571,18.392342000000003,18.078416,17.720953,16.913447,16.602798999999997,16.077872,15.77638,15.194208999999999,14.749310999999999,14.277656,13.663673000000001,12.873812,12.03065,11.647969999999999,11.131921,10.924921000000001,10.397762,10.170760000000001,9.583971,9.085908,8.677773,8.224024,7.861902000000001,6.921855,6.032871,5.748831,4.75999,4.2935620000000005,3.605699,3.032458,2.896007,1.950307,1.3184049999999998,1.081727,0.759532,0.576742,0.419079,0.377842,0.588568,0.7602770000000001,1.017943,1.502391,2.002256,2.376026,2.7042889999999997,3.001244,3.366329,2.945707
10-2806301,,,,,,,,,,0,0.321662,0.605646,1.1185129999999999,1.706074,2.187443,2.346457,2.6801459999999997,3.168022,3.490789,3.937003,4.284891,4.636794999999999,5.830673,6.179998,6.90583,7.134458,7.432884,8.477514999999999,8.986808,9.116149,9.338433,9.865447999999999,10.11012,10.561905,11.928168,12.281260000000001,12.460673,12.766085,13.622103,13.970669000000001,13.684557999999999,13.69669,14.111355,14.762142,15.161160999999998,15.937107000000001,17.27272,17.715256,18.010324,18.62805,18.844085,19.965657999999998,20.180417000000002,20.41014,20.703584,21.156678,21.900834,22.33609,22.731354,23.023976,23.430320000000002,23.03345,22.581838,22.244607000000002,21.83589,21.608408999999998,21.310582999999998,20.807797,20.496873,19.822463,19.299726999999997,18.671497,18.357571,18.001109,17.193602,16.881954,16.358028,16.055535,15.473364000000002,15.028466,14.555812,13.941828,13.154967000000001,12.309805,11.928125,11.411076,11.204077,10.676917999999999,10.450915,9.862126,9.364063,8.957929,8.504178999999999,8.141057,7.201010000000001,6.312026,6.027987,5.0391449999999995,4.572718,3.8848550000000004,3.311613,3.175163,2.229462,1.59756,1.360883,1.0386870000000001,0.8558979999999999,0.698234,1.159516,1.370243,1.541951,1.7996169999999998,2.284065,2.78393,3.1577,3.485963,3.782918,4.148003,3.727381
