순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2804748,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2803597,15-2806642,16-2804030,17-2800279,18-2804029,19-2800282,20-2806302,21-2804028,22-2804703,23-2804021,24-2806407,25-2804018,26-2806405,27-2804017,28-2804015,29-2804013,30-2804010,31-2804009,32-2804007,33-2804005,34-2804003,35-2804001,36-2803999,37-2804768,38-2800288,39-2804793,40-2800291,41-2807413,42-2800297,43-2803996,44-2803994,45-2803951,46-2803953,47-2803955,48-2803957,49-2803959,50-2803961,51-2803963,52-2803965,53-2803967,54-2803969,55-2803972,56-2803867,57-2806359,58-2804721,59-2803870,60-2800254,61-2803874
30-2804010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.40371799999999997,0.700852,1.0524959999999999,1.313165,1.679773,2.067959,2.633572,3.136201,3.560057,4.073357,4.46035,4.860431,4.844907,5.152932,5.8013959999999996,6.332304,6.872659,7.427482,7.8181009999999995,8.573967999999999,8.624571000000001,9.064686,9.654717999999999,10.004342999999999,10.634484,10.950519,11.336391,12.584848,12.235757000000001,12.059344,11.746932000000001
31-2804009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.297134,0.648778,0.9094469999999999,1.276054,1.664241,2.229854,2.732483,3.156339,3.669638,4.056632,4.456713,4.441189,4.749214,5.397678,5.928586,6.468941,7.023764,7.414383,8.17025,8.491213,8.931328,9.52036,9.869985,10.501127,10.816162,11.202033,12.18113,11.833039,11.654625999999999,11.344214
32-2804007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.351644,0.612313,0.9789209999999999,1.367107,1.93272,2.435349,2.8592049999999998,3.3725050000000003,3.7594980000000002,4.15958,4.144055000000001,4.4520800000000005,5.100544,5.6314519999999995,6.171807,6.72663,7.117249,7.8731160000000004,8.194078999999999,8.634195,9.223227,9.572852000000001,10.203992999999999,10.519028,10.9049,11.884997,11.535905,11.358492,11.04808
33-2804005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.260669,0.6272770000000001,1.015463,1.581076,2.083705,2.507561,3.020861,3.407854,3.807936,3.792411,4.100436,4.7489,5.279808,5.820163,6.374986,6.765605,7.521472,7.842435000000001,8.282551,8.871583,9.221208,9.852349,10.167384,10.553256,11.533353,11.185261,11.006848,10.695436
34-2804003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.366608,0.754794,1.320408,1.823036,2.246892,2.760192,3.147186,3.5472669999999997,3.531742,3.8397669999999997,4.488232,5.01914,5.559495,6.114317,6.504936,7.260803999999999,7.581766,8.021882000000002,8.610914,8.960539,9.59168,9.906715,10.292587,11.270684,10.922592999999999,10.744178999999999,10.433767
35-2804001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.388187,0.9538,1.4564290000000002,1.8802849999999998,2.393584,2.7805779999999998,3.180659,3.165135,3.4731589999999994,4.121624,4.652532,5.192887000000001,5.7477089999999995,6.138329,6.894196000000001,7.215159,7.655274,8.244306,8.593931,9.225072,9.540107,9.925979,10.905076,10.557985,10.379572,10.06816
36-2803999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.565613,1.068242,1.492098,2.005398,2.392391,2.7924729999999998,2.776948,3.0849729999999997,3.7334370000000003,4.264345,4.8047,5.359523,5.750141999999999,6.506009,6.8269720000000005,7.267088,7.85612,8.205745,8.836886,9.151921000000002,9.537792999999999,10.51689,10.168797999999999,9.990385,9.679973
37-2804768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.502629,0.926485,1.439784,1.8267779999999998,2.226859,2.211335,2.51936,3.167824,3.698732,4.2390870000000005,4.7939099999999994,5.184529,5.940396,6.261359,6.701474,7.290506,7.640130999999999,8.271272999999999,8.586308,8.972178999999999,9.952276,9.604185000000001,9.425772,9.11536
38-2800288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.42385600000000007,0.937156,1.324149,1.724231,1.708706,2.016731,2.665196,3.196104,3.7364589999999995,4.291281,4.6819,5.437767,5.75873,6.198846,6.787878,7.137503,7.768644,8.083679,8.469551,9.449648,9.100557,8.923143,8.612731
39-2804793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5133,0.900293,1.300375,1.28485,1.592875,2.24134,2.772248,3.3126019999999996,3.867425,4.258044,5.013911,5.334874,5.77499,6.364022,6.713647,7.344788,7.659822999999999,8.045695,9.024792,8.676701,8.498287,8.187875
40-2800291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.386994,0.787075,0.771551,1.079575,1.7280400000000002,2.258948,2.799303,3.354125,3.7447449999999995,4.500612,4.821575,5.26169,5.850722,6.200347,6.831488,7.146522999999999,7.532394999999999,8.511492,8.162401,7.983988,7.673576
41-2807413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.400081,0.38455700000000004,0.6925819999999999,1.341046,1.8719540000000001,2.412309,2.967132,3.3577510000000004,4.113618,4.434581,4.874696,5.463728,5.813353,6.444495,6.759530000000001,7.145401,8.124497999999999,7.777407000000001,7.598994,7.286582000000001
42-2800297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.148481,0.456506,1.281467,1.812375,2.3527299999999998,2.907553,3.298172,4.0540389999999995,4.375001999999999,4.815118,5.404148999999999,5.753774,6.3849160000000005,6.6999509999999995,7.085822,8.064919999999999,7.715828,7.537414999999999,7.228003
43-2803996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.308025,1.1329870000000002,1.6638950000000001,2.2042490000000003,2.759072,3.149691,3.905558,4.226521,4.666637000000001,5.255669,5.605294000000001,6.236435,6.55147,6.937342,7.916439,7.568347,7.389933999999999,7.079522
44-2803994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8249620000000001,1.3558700000000001,1.896225,2.451047,2.841666,3.5975339999999996,3.9184959999999998,4.358612,4.947644,5.297269,5.9284099999999995,6.2434449999999995,6.6293169999999995,7.608414,7.260323,7.081910000000001,6.771497
45-2803951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.530908,1.0712629999999999,1.6260860000000001,2.016705,2.7725720000000003,3.0935349999999997,3.53365,4.122682,4.472307,5.103448,5.418483999999999,5.804355,7.172619,7.524710000000001,7.523877000000001,7.213464999999999
46-2803953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.540355,1.095177,1.485797,2.241664,2.562627,3.002742,3.5917739999999996,3.9413989999999997,4.57254,4.887575,5.273447,6.6407110000000005,6.992802,7.171214999999999,7.478628
47-2803955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.554823,0.945442,1.701309,2.022272,2.462387,3.0514189999999997,3.401044,4.032186,4.347221,4.733092,6.100356,6.453447,6.631861,6.938273
48-2803957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.390619,1.1464860000000001,1.467449,1.9075650000000002,2.496597,2.846222,3.4773629999999995,3.7923980000000004,4.1782699999999995,5.546533,5.897625,6.077038,6.38345
49-2803959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.755867,1.07683,1.516946,2.105978,2.455603,3.086744,3.401779,3.7876510000000003,5.155914,5.508006,5.6854190000000004,5.993831
50-2803961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.320963,0.761079,1.3501100000000001,1.6997349999999998,2.330877,2.645912,3.031784,4.399047,4.751138,4.929551999999999,5.2369639999999995
51-2803963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.440116,1.029148,1.378773,2.0099139999999998,2.324949,2.7108209999999997,4.078084,4.430176,4.609589,4.917001
52-2803965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.589032,0.938657,1.569798,1.8848330000000002,2.270705,3.6389690000000003,3.99106,4.169473,4.475886
53-2803967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.349625,0.980766,1.295801,1.681673,3.049937,3.402028,3.5804410000000004,3.887854
54-2803969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.631141,0.946176,1.332048,2.699312,3.051403,3.229816,3.537229
55-2803972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.315035,0.700907,2.06917,2.421262,2.599675,2.9070869999999998
56-2803867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.385872,1.7541360000000001,2.106227,2.28464,2.5920520000000002
57-2806359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.368264,1.7203549999999999,1.898769,2.206181
