순번_정류장ID,1-2802467,2-2802469,3-2802450,4-2802476,5-2802364,6-2802363,7-2802448,8-2802398,9-2802618,10-2802169,11-2802137,12-2802097,13-2802032,14-2801690,15-2800217,16-2800197,17-2800193,18-2800191,19-2800183,20-2800140,21-2803502,22-2807466,23-2803415,24-2805157,25-2805159,26-2805161,27-2805168,28-2805163,29-2805165,30-2803466,31-2806275,32-2806277,33-2803486,34-2803483
1-2802467,0,0.708962,1.71832,2.45205,4.158035,4.391633000000001,4.768312,5.132296,6.200858,6.770003,7.815224000000001,9.331137,9.773752,13.992976,15.355547,16.682922,17.054717999999998,17.354404000000002,18.232904,19.37602,19.931434,24.891842999999998,30.762403999999997,32.961983000000004,33.760637,34.276859,34.805539,35.494316999999995,35.883904,36.320865000000005,36.872944,37.192739,38.195925,39.293921000000005
2-2802469,,0,1.015358,1.748088,3.4560730000000004,3.690671,4.066351,4.428335,5.497896,6.067041000000001,7.1122630000000004,8.628176,9.070789999999999,13.290014999999999,14.900779,16.228153,16.59995,16.899635999999997,17.779135999999998,18.919251000000003,19.476666,24.437075,30.306634999999996,32.509215000000005,33.306868,33.823091,34.350771,35.039549,35.431135,35.868097,36.418176,36.738971,37.741157,38.840153
3-2802450,,,0,0.73373,2.440716,2.675313,3.050993,3.4149769999999995,4.482538,5.051684,6.0969050000000005,7.612817999999999,8.055432000000001,12.274657000000001,13.885421,15.212795999999999,15.584592,15.884278,16.761778,17.903894,18.461308,23.421717,29.292278000000003,31.492857,32.290510999999995,32.807733,33.336413,34.024190999999995,34.414778000000005,34.852739,35.402817999999996,35.723613,36.727799,37.824795
4-2802476,,,,0,1.7089860000000001,1.9425830000000002,2.675263,3.3461519999999996,4.414713,4.983859,6.02908,7.544992999999999,7.987607000000001,12.206832,13.817596,15.144971,15.516767000000002,15.816453,16.694952999999998,17.837069,18.393483,23.353893,29.223453000000003,31.425033000000003,32.222685999999996,32.738908,33.267588,33.956367,34.345953,34.783914,35.334993,35.655788,36.658974,37.75697
5-2802364,,,,,0,0.6675979999999999,1.6628470000000002,3.031262,4.999823,5.568968,6.614189,8.130103,8.572716999999999,12.487942,14.651205,15.97858,16.350376,16.650062,17.528562,18.670678,19.227093,24.187502,30.058062,32.258642,33.056295,33.571518,34.101197,34.789976,35.180562,35.618522999999996,36.168603000000004,36.488398,37.491584,38.58858
6-2802363,,,,,,0,0.9992489999999999,2.367664,4.336225,4.90537,5.950591999999999,7.466505000000001,7.9091190000000005,11.824344,13.987607999999998,15.314982999999998,15.686779000000001,15.986464999999999,16.864964999999998,18.007081,18.563495,23.523904,29.394465000000004,31.595044,32.392697999999996,32.90892,33.4376,34.126378,34.517964,34.953926,35.505005,35.8258,36.828986,37.926982
7-2802448,,,,,,,0,1.376415,3.3449760000000004,3.9141220000000003,4.959343,6.475256,6.91787,10.833095,12.996359,14.323734,14.695529999999998,14.995216000000001,15.874716000000001,17.015832,17.572246,22.532655,28.403215999999997,30.602795,31.402449,31.917671000000002,32.447351,33.135129,33.525715999999996,33.962677,34.512756,34.835551,35.837737,36.933733000000004
8-2802398,,,,,,,,0,1.9735619999999998,2.542707,3.587928,5.103841,5.546456,9.76568,11.692444,13.020819,13.392615,13.691301000000001,14.569801000000002,15.710917000000002,16.268332,21.228741,27.098301,29.299881,30.097534000000003,30.613757,31.142436,31.831215000000004,32.222801000000004,32.659762,33.209841,33.529637,34.534822,35.631818
9-2802618,,,,,,,,,0,0.625146,1.670367,3.20428,3.807894,8.050119,9.792883,11.120258,11.492054,11.79274,12.67124,13.813356,14.368770000000001,19.329179,25.19974,27.402319,28.197972999999998,28.715195,29.243875,29.932653000000002,30.323240000000002,30.761201,31.31028,31.632075,32.636261,33.731257
10-2802169,,,,,,,,,,0,1.045221,2.637135,3.240749,7.4829740000000005,9.193736999999999,10.522112,10.893908999999999,11.192594,12.072095,13.21221,13.768625,18.730034,24.598594,26.801174,27.598827000000004,28.11505,28.642729,29.331508000000003,29.721094,30.160055,30.711135,31.03193,32.034116,33.131112
11-2802137,,,,,,,,,,,0,1.591914,2.195528,6.437753,8.180516,9.507891,9.879686999999999,10.180373,11.057872999999999,12.200989,12.756404,17.716813000000002,23.586373000000002,25.787952999999998,26.585606,27.101829,27.630508000000003,28.319287,28.709872999999998,29.147834000000003,29.699914,30.019709000000002,31.022895000000002,32.120891
12-2802097,,,,,,,,,,,,0,0.602614,4.844839,7.008103,8.335478,8.707274,9.006960000000001,9.88446,11.027576,11.58399,16.5444,22.41496,24.615539000000002,25.414193,25.929415,26.457095000000002,27.145874,27.538459999999997,27.975421,28.5265,28.845295,29.849481,30.945477
13-2802032,,,,,,,,,,,,,0,4.494225,6.657489,7.984864,8.35666,8.656346000000001,9.534846,10.677961999999999,11.233376,16.193785000000002,22.063346,24.264925,25.062579,25.577801,26.106481,26.796259999999997,27.186846000000003,27.623807,28.174885999999997,28.495681,29.498866999999997,30.595863
14-2801690,,,,,,,,,,,,,,0,2.163264,3.490639,3.862435,4.162121,5.039621,6.182737,6.739151,11.69956,17.569121,19.7707,20.569354,21.084576000000002,21.614256,22.303035,22.692621,23.129582,23.681661,24.001456,25.004642,26.102638
15-2800217,,,,,,,,,,,,,,,0,1.327375,1.8436720000000002,2.143357,3.0218580000000004,4.163973,4.575888,9.536297,15.405857000000001,17.608437,18.405089999999998,18.921313,19.450992000000003,20.137771,20.529357,20.967318,21.517398,21.837193,22.842379,23.937375
16-2800197,,,,,,,,,,,,,,,,0,0.516297,0.815983,1.6944830000000002,2.836598,3.665513,8.625922000000001,14.495482,16.696062,17.495715,18.010938,18.537618,19.228396,19.618982,20.054944,20.608023,20.928818,21.932004,23.029
17-2800193,,,,,,,,,,,,,,,,,0,0.300686,1.179186,2.321302,3.1492169999999997,8.109625999999999,13.979185999999999,16.179766,16.979419,17.495642,18.023321,18.7121,19.102686,19.539647,20.090726,20.411522,21.415707,22.511704
18-2800191,,,,,,,,,,,,,,,,,,0,0.878501,2.020616,3.008531,7.96794,13.8385,16.03908,16.837733,17.352956,17.883636,18.570414000000003,18.962,19.398962,19.951041,20.269835999999998,21.275022,22.371018
19-2800183,,,,,,,,,,,,,,,,,,,0,1.143117,2.2830310000000003,7.24344,13.114001000000002,15.313579999999998,16.111234,16.627456,17.157135999999998,17.845914,18.2355,18.672462,19.223541,19.545336,20.547522,21.644517999999998
20-2800140,,,,,,,,,,,,,,,,,,,,0,1.139915,6.100324,11.970884,14.172464000000002,14.969117,15.485339999999999,16.015019,16.703798000000003,17.094383999999998,17.530345,18.082425,18.40322,19.405406,20.503401999999998
21-2803502,,,,,,,,,,,,,,,,,,,,,0,4.960408999999999,10.82997,13.030549,13.829203,14.344425,14.874104999999998,15.562883,15.952470000000002,16.390431,16.94151,17.262304999999998,18.265491,19.361487
22-2807466,,,,,,,,,,,,,,,,,,,,,,0,5.869561,8.07114,8.867794,9.385016,9.913696,10.602475,10.993061,11.429022,11.981100999999999,12.301896000000001,13.305082,14.402078
23-2803415,,,,,,,,,,,,,,,,,,,,,,,0,2.20058,2.9982330000000004,3.5144559999999996,4.0431349999999995,4.731914,5.1225,5.559462,6.1105410000000004,6.431336,7.434522,8.531518
24-2805157,,,,,,,,,,,,,,,,,,,,,,,,0,0.797654,1.313876,1.842556,2.531335,2.9219209999999998,3.358882,3.909961,4.2307559999999995,5.233942,6.330938
25-2805159,,,,,,,,,,,,,,,,,,,,,,,,,0,0.518223,1.046902,1.735681,2.126267,2.563228,3.1143080000000003,3.435103,4.438288,5.535285
26-2805161,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.52868,1.217458,1.6080450000000002,2.0450060000000003,2.596085,2.91688,3.9200660000000003,5.017062
27-2805168,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.688779,1.079365,1.516326,2.067406,2.388201,3.3913870000000004,4.488383
28-2805163,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.39058699999999996,0.827548,1.378627,1.6994220000000002,2.702608,3.799604
29-2805165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.436961,0.988041,1.308836,2.3120220000000002,3.409018
30-2803466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.551079,0.871875,1.87506,2.972057
31-2806275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.320795,1.3239809999999999,2.420977
32-2806277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0031860000000001,2.1001819999999998
33-2803486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.1049959999999999
34-2803483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
