순번_정류장ID,32-2806549,33-2803143,34-2803376,35-2803374,36-2803372,37-2803369,38-2803364,39-2805964,40-2805057,41-2807271,42-2807232,43-2807362,44-2803759,45-2803334,46-2807628,47-2803352,48-2807207,49-2807205,50-2807314,51-2803306,52-2803180,53-2804875,54-2803190,55-2807053,56-2805813,57-2806608,58-2804981,59-2806036,60-2803197,61-2805706,62-2803164,63-2803680
32-2806549,0,0.216748,1.0537020000000001,1.398384,1.6385029999999998,2.157378,2.7786619999999997,3.107888,3.4197040000000003,4.827632,12.48996,12.490414,12.95983,13.241973000000002,13.960042999999999,15.454851000000001,16.058549,17.045413,16.165301,15.613055,15.903279000000001,16.253443,16.928587,17.217916,17.320291,16.965537,16.578308,16.270262,15.928711999999999,17.185993,18.040553,18.514696
33-2803143,,0,0.8369549999999999,1.1816360000000001,1.421756,1.9406310000000002,2.561915,2.89114,3.202957,4.610885,12.273212,12.273666,12.743082000000001,13.025226,13.743295000000002,15.238103,15.935976,16.92284,15.948553,15.396307,15.686531,16.036695,16.71184,17.001169,17.536038,17.181285,16.794055,16.48601,16.144459,17.40174,18.2563,18.730444
34-2803376,,,0,0.34468200000000004,0.584801,1.103676,1.7249599999999998,2.054186,2.366002,3.7739300000000005,11.436258,11.436711,11.906128,12.188271,12.906341000000001,14.401148999999998,15.098022,16.084885999999997,15.111598999999998,14.559351999999999,14.849576,15.199741,15.874885,16.164214,16.947008,17.565761,17.598779999999998,17.290735,16.949184,18.206464999999998,19.061025,19.535168
35-2803374,,,,0,0.240119,0.758994,1.3802780000000001,1.7095040000000001,2.0213200000000002,3.429249,11.091576,11.092030000000001,11.561446,11.843589999999999,12.561658999999999,14.056467000000001,14.75334,15.741204000000002,14.766917000000001,14.214671,14.504895000000001,14.855058999999999,15.530204000000001,15.819532,16.602326,17.221079,17.254098000000003,16.946053,16.604503,17.861783,18.716344,19.191487
36-2803372,,,,,0,0.518875,1.140159,1.469385,1.7812009999999998,3.18913,10.851457,10.851911,11.321327,11.603471,12.321539999999999,13.816348000000001,14.513221,15.500085,14.526798000000001,13.974552,14.264776000000001,14.614939999999999,15.290084,15.579413,16.362207,16.98096,17.189979,16.914765,16.573215,17.829496,18.684055999999998,19.159198999999997
37-2803369,,,,,,0,0.6212840000000001,0.9505100000000001,1.262326,2.670254,10.332582,10.333036,10.802452,11.084595,11.802665,13.297473000000002,13.994345999999998,14.98121,14.007923000000002,13.455677,13.745901000000002,14.096065,14.771208999999999,15.060538000000001,15.843332,16.462085000000002,16.671104,16.90436,17.091089999999998,18.255789,19.11035,19.584493
38-2803364,,,,,,,0,0.329226,0.641042,2.04897,9.711298,9.711752,10.181168,10.463311000000001,11.181381,12.676189,13.373062,14.359926000000002,13.386639,12.834392999999999,13.124617,13.474781,14.149925,14.439254,15.222048000000001,15.840801,16.04982,16.283076,16.818224,17.634504999999997,18.489066,18.963209
39-2805964,,,,,,,,0,0.311817,1.719745,9.382072,9.382525999999999,9.851942,10.134086,10.852155,12.346963,13.044836,14.0307,13.057413,12.505167,12.795391,13.145554999999998,13.8207,14.110029,14.892822,15.511576000000002,15.720595000000001,15.95385,16.488999,17.30528,18.15984,18.633982999999997
40-2805057,,,,,,,,,0,1.407929,9.070256,9.07071,9.540125999999999,9.82227,10.540339,12.035147,12.73202,13.718884,12.745597,12.193351,12.483575,12.833739,13.508884,13.798212,14.581006,15.199759,15.408778,15.642033999999999,16.177183,16.993463000000002,17.848024,18.322167
41-2807271,,,,,,,,,,0,7.662328,7.662782000000001,8.132197999999999,8.414342,9.132411,10.627219,11.324092,12.310956,11.337669,10.785423,11.075647,11.425811,12.100956,12.390284,13.173078,13.791831,14.00085,14.234106,14.769255,15.585535,16.440096,16.914239000000002
