순번_정류장ID,1-2807327,2-2802586,3-2802584,4-2802577,5-2802581,6-2804851,7-2803664,8-2806670,9-2805778,10-2805779,11-2805960,12-2806042,13-2802344,14-2802340,15-2802323,16-2803539,17-2803540,18-2802310,19-2802302,20-2802295,21-2802296,22-2802293,23-2802281,24-2802270,25-2802262,26-2802238,27-2802226,28-2802222,29-2802192,30-2802185,31-2801848,32-2802181,33-2802178,34-2802797,35-2802795,36-2802787,37-2802771,38-2802758,39-2802714,40-2802696,41-2802012,42-2806038,43-2801801,44-2801793,45-2801779,46-2801766,47-2801756,48-2801749,49-2801743,50-2801185,51-2801687,52-2801184,53-2801659,54-2801612,55-2801582,56-2801516,57-2801189,58-2801440,59-2801421,60-2801400,61-2801406,62-2801422,63-2801438,64-2805321,65-2801461,66-2801429,67-2807004,68-2801417,69-2801376,70-2801364,71-2801163
1-2807327,0,0.16403299999999998,0.379575,0.6941510000000001,0.8618520000000001,0.397727,1.9807439999999998,2.887502,3.114594,3.458881,4.116712000000001,4.040506,3.583134,4.373972,4.553915,4.188178,3.733602,3.798283,4.130632,3.7895,3.4301230000000005,3.126407,3.690002,4.1481650000000005,4.343105,4.581033000000001,4.814299,5.11449,6.119204,6.318242,6.364415,6.331085,6.738923,6.964088,6.973267,7.0579149999999995,7.3521220000000005,7.596375999999999,8.132122,8.487405,9.075273,9.27299,9.638914999999999,9.885857000000001,10.121222999999999,10.487383,10.863642,11.264431,11.59273,12.018902,12.397946000000001,12.650849000000001,13.027578,13.496613,13.75474,14.1125,14.259023999999998,14.691123999999999,14.919914000000002,15.273249,15.197351999999999,15.15284,14.898786999999999,14.839472,14.867201999999999,15.119535,15.161520000000001,14.868788,15.277913,15.536418,15.530915
2-2802586,,0,0.215542,0.531118,0.698819,0.53993,2.027947,2.934705,3.161797,3.507084,4.163915,4.085709,3.628336,4.419175,4.696118,4.330381,3.875804,3.940486,4.272835,3.9317019999999996,3.5723260000000003,3.26861,3.832205,4.290368,4.400072,4.638,4.871266,5.055457,6.086172,6.284209,6.330382,6.297052,6.70489,6.930055,6.939235000000001,7.023882,7.318089,7.562342999999999,8.09809,8.453372,9.042241,9.238957000000001,9.604882,9.852824,10.08719,10.45235,10.829609,11.231399,11.558697,11.98387,12.363914,12.615816,12.992545,13.46158,13.719707000000001,14.077467,14.223991,14.656091,14.884881,15.238216,15.162319,15.117807,14.863755,14.804439000000002,14.831169000000001,15.084501999999999,15.126487,14.833754999999998,15.24288,15.501385,15.496882000000001
3-2802584,,,0,0.315576,0.48327700000000007,0.755472,2.243489,3.151247,3.377339,3.722626,4.380457,4.302251,3.844878,4.635717,4.518341,4.152603,3.6980269999999997,3.7627089999999996,4.095057,3.755925,3.3955480000000002,3.0918330000000003,3.6554269999999995,4.11359,4.1845300000000005,4.422458,4.655724,4.839915,5.86963,6.068667,6.11484,6.08151,6.489349,6.714514,6.723692999999999,6.808341,7.102547,7.346800999999999,7.882548,8.23783,8.825699,9.023415,9.389341,9.636282000000001,9.870648,10.237808,10.613067,11.013857000000002,11.340155000000001,11.768328,12.148372,12.401274,12.777003,13.247038,13.504164999999999,13.861925,14.008448999999999,14.440548999999999,14.669339,15.022673999999999,14.947776999999999,14.902265,14.648213,14.589897,14.617626999999999,14.868960000000001,14.910946,14.617213000000001,15.027338,15.286843,15.280341
4-2802577,,,,0,0.167701,0.821577,2.405593,3.3133510000000004,3.5404430000000002,3.88573,4.543561,4.464355,4.006983,4.797821,4.201765,3.8360269999999996,3.381451,3.446133,3.7784809999999998,3.4383489999999997,3.0789720000000003,2.775257,3.338851,3.797014,3.868954,4.106882,4.340148,4.524339,5.554054,5.753091,5.799264,5.765934,6.174772,6.399937,6.408117,6.492764,6.786971,7.031225,7.566972,7.922254,8.511123,8.707839,9.073764,9.320706,9.555072000000001,9.921232,10.298491,10.699281,11.026579,11.453752,11.832796,12.084698,12.462427,12.930462,13.189589000000002,13.546349,13.693873000000002,14.125973000000002,14.354763,14.707098,14.633201000000001,14.587689000000001,14.332637,14.274320999999999,14.301051000000001,14.554383999999999,14.595369,14.302636999999999,14.712762,14.971267000000001,14.965764000000002
5-2802581,,,,,0,0.654876,2.238892,3.145651,3.373743,3.71803,4.3758610000000004,4.297655000000001,3.8402819999999998,4.63112,4.035064,3.6693269999999996,3.21475,3.279432,3.6117809999999997,3.271648,2.9112709999999997,2.607556,3.171151,3.629314,3.8242529999999997,4.062181,4.295447,4.594639,5.600353,5.79939,5.8455639999999995,5.812233999999999,6.220072,6.4452370000000005,6.454416,6.539064,6.833271000000001,7.077525,7.613271000000001,7.968553,8.557422,8.754139,9.120064,9.367005,9.602372,9.967531,10.34479,10.74558,11.072878999999999,11.501051,11.878095,12.130998,12.507726,12.976761,13.234888,13.593648000000002,13.739172,14.172272,14.400063000000001,14.754397,14.6795,14.633988,14.379935999999999,14.320620000000002,14.34735,14.600684,14.642669,14.348935999999998,14.760060999999999,15.016566000000001,15.011064000000001
6-2804851,,,,,,0,1.587017,2.493775,2.7208669999999997,3.065154,3.722985,3.645779,3.1884069999999998,3.9792449999999997,4.293812,3.928075,3.473499,3.53818,3.870529,3.529397,3.17002,2.866305,3.429899,3.888062,4.083002,4.320930000000001,4.554196,4.853387000000001,5.8601019999999995,6.058139,6.104312,6.071982,6.47982,6.704985000000001,6.713164,6.7978119999999995,7.0920190000000005,7.336272999999999,7.87202,8.227302,8.81517,9.012887,9.377811999999999,9.624754,9.86012,10.226280000000001,10.601539,11.004328999999998,11.330627,11.758799,12.136844,12.390746,12.767475,13.235510000000001,13.493637,13.851397,13.997921,14.430021,14.658810999999998,15.012146,14.937249,14.891737,14.638685,14.578369,14.606098999999999,14.859432,14.901417000000002,14.607685,15.016810000000001,15.276314999999999,15.269812
7-2803664,,,,,,,0,0.907759,1.134851,1.480138,2.137969,2.382581,3.748047,4.538885,5.461829,5.198092,4.743515,4.808197,5.140546,5.114413,4.754036,4.450321,5.013916,5.472079,5.667018,5.904946,6.138212,6.438404,7.443117999999999,7.642155000000001,7.6883289999999995,7.654998,8.062837,8.288002,8.297181,8.381829,8.676036,8.921289999999999,9.456036,9.812318,10.400186999999999,10.597904,10.961829,11.209769999999999,11.444137,11.811296,12.186555,12.587345,12.915643,13.343816,13.72286,13.974763000000001,14.350491,14.819526000000002,15.077653,15.435413,15.581937,16.015037,16.243827,16.596162,16.520265,16.475753,16.221701,16.163385,16.189115,16.444449,16.484434,16.191701000000002,16.600826,16.859331,16.853829
8-2806670,,,,,,,,0,0.228093,0.57338,1.231211,1.476823,3.933632,4.724469999999999,5.648414,5.382676,4.9291,4.992782,5.32613,5.345998000000001,4.985621,4.681906,5.2455,5.7056629999999995,5.915223999999999,6.322531,6.608797,7.051839,8.349876,8.549914,8.596086999999999,8.562757000000001,8.969595,9.19576,9.202939,9.287587,9.582794,9.826048,10.361794,10.717077,11.305945,11.505662,11.868587,12.116529,12.350895,12.716055,13.093313,13.495103,13.821401999999999,14.249573999999999,14.628618,14.879520999999999,15.256248999999999,15.727285,15.983410999999998,16.341172,16.488696,16.921796,17.148585999999998,17.50292,17.428023,17.382510999999997,17.128459,17.068143,17.096873000000002,17.350207,17.390192000000003,17.09646,17.508585,17.767089000000002,17.759587
9-2805778,,,,,,,,,0,0.345287,1.003118,1.24873,4.056898,4.847736,5.770679,5.506942,5.052366,5.117047,5.449396,5.468264,5.108887,4.805171,5.368766,5.8289290000000005,6.03849,6.445797,6.732063,7.175103999999999,8.578969,8.776006,8.823179,8.789849,9.195687,9.420852,9.430031,9.514679,9.810886,10.05514,10.590887,10.944169,11.533037,11.729754,12.095678999999999,12.342621000000001,12.576986999999999,12.944147000000001,13.322405999999999,13.724195000000002,14.048494,14.475666,14.854710999999998,15.107613,15.485342000000001,15.954377,16.211504,16.569264,16.714788000000002,17.147888000000002,17.376678,17.731013,17.654116000000002,17.610604000000002,17.354551,17.296235999999997,17.323966,17.576299,17.617283999999998,17.325552,17.735677,17.992182,17.987679
10-2805779,,,,,,,,,,0,0.657831,0.903443,3.821253,4.612091,5.535034,5.270297,4.815721,4.880401999999999,5.212751,5.233619,4.873241999999999,4.569526000000001,5.133121,5.593284,5.802845,6.210152,6.496418,6.939458999999999,8.568323,9.121293,9.167466000000001,9.135136,9.542974000000001,9.768139,9.776318,9.860966000000001,10.155173,10.399427000000001,10.935174,11.290455999999999,11.879324,12.076041,12.441966,12.687908,12.922274,13.289434,13.665693,14.066482,14.394781,14.684021,15.064065,15.315968,15.693697,16.161732,16.420859,16.777619,16.925143,17.356243,17.586033,17.938368,17.863471,17.817959,17.563906,17.505591,17.532321,17.785654,17.827639,17.532907,17.944032,18.202537,18.196034
