순번_정류장ID,1-2807209,2-2807287,3-2803331,4-2803325,5-2803320,6-2803314,7-2803299,8-2803311,9-2803316,10-2803319,11-2803328,12-2803305,13-2803293,14-2803289,15-2802621,16-2802809,17-2802790,18-2802606,19-2802764,20-2802635,21-2802730,22-2802727,23-2802734,24-2802752,25-2802748,26-2802738,27-2802728,28-2802721,29-2802123,30-2802116,31-2802112,32-2802094,33-2802098,34-2802129,35-2802158,36-2806506,37-2806502,38-2806620,39-2802135,40-2802124,41-2802114,42-2802097,43-2802088,44-2802105,45-2802127,46-2802131,47-2802148,48-2802155,49-2806513,50-2807111,51-2806524,52-2806523,53-2806522,54-2805906,55-2806422,56-2806424
1-2807209,0,0.32009099999999996,0.7672979999999999,1.040354,1.330581,1.5195889999999999,1.969536,1.497428,1.855618,2.800734,3.122175,3.3284809999999996,3.8153029999999997,4.440504,4.916944,5.64459,5.9131599999999995,6.271254,6.482995,7.116649000000001,7.609417999999999,8.063538000000001,8.480336,8.971964,9.28037,9.664713,10.168365,10.510451,10.763817,10.931507,11.10321,11.624228,12.133495,11.760064,11.717792999999999,11.411417,11.809626,12.136882,12.615357000000001,12.665382000000001,13.012955,13.569586,13.798623000000001,13.8716,13.903998999999999,13.958751999999999,13.579327,13.185262,14.547117000000002,14.846473999999999,15.328320999999999,15.722851,16.00291,16.314968,16.653389999999998,16.967535
2-2807287,,0,0.44720699999999997,0.720262,1.0104899999999999,1.199498,1.649445,1.177337,1.535527,2.480643,2.802084,3.0083900000000003,3.4952120000000004,4.120413,4.596853,5.324498999999999,5.593069,5.951162,6.162904,6.796558,7.289327,7.743447,8.158244999999999,8.649873,8.958279,9.345621000000001,9.845274,10.19036,10.442725999999999,10.611416,10.780119000000001,11.303137,11.813404,11.440973,11.398702,11.092326,11.490535000000001,11.817791,12.296266000000001,12.346291,12.691864,13.249495000000001,13.478532000000001,13.552508999999999,13.584907999999999,13.639660999999998,13.260235999999999,12.866171000000001,14.228025,14.527382999999999,15.009229999999999,15.40376,15.683819,15.993877,16.335299,16.646444
3-2803331,,,0,0.273056,0.563284,0.7522909999999999,1.202238,0.7301310000000001,1.0883200000000002,2.0334369999999997,2.354877,2.561183,3.048005,3.673207,4.150646,4.878292,5.145862,5.503956,5.716697,6.350351,6.84312,7.2972410000000005,7.711038,8.202667,8.510072000000001,8.900414999999999,9.398067999999999,9.746153999999999,9.995519,10.166209,10.334913,10.85693,11.366197999999999,10.993766,10.950495,10.64412,11.042328,11.369584,11.848059,11.898083999999999,12.245657000000001,12.802288,13.032325,13.104302,13.136701,13.191454,12.81203,12.417964999999999,13.779819,14.079176,14.561023,14.955553,15.237612,15.544670000000002,15.887092,16.199238
4-2803325,,,,0,0.29022800000000004,0.47923599999999994,1.061183,0.638691,0.9968809999999999,1.9419970000000002,2.2634380000000003,2.469744,2.956566,3.5817669999999997,4.058206,4.785851999999999,5.054422,5.412516,5.624257,6.257911,6.75068,7.204801,7.619598,8.113227,8.421632,8.808975,9.306628,9.652714,9.905078999999999,10.075769000000001,10.244473,10.76349,11.274758,10.902325999999999,10.859055,10.55268,10.950888,11.278144000000001,11.756619,11.806645,12.153217999999999,12.709849,12.939886,13.012862,13.045262,13.100014,12.72059,12.326525,13.688379000000001,13.987735999999998,14.469584,14.864114,15.146172,15.455229999999998,15.796651999999998,16.108798
5-2803320,,,,,0,0.18900799999999998,0.7709550000000001,0.6668470000000001,1.026037,1.971153,2.292594,2.4989,2.985722,3.610923,4.088362999999999,4.816008999999999,5.084579,5.442672,5.654413,6.287068,6.779837,7.233957000000001,7.650755,8.140383,8.450789,8.838131,9.338784,9.68187,9.934236,10.104925999999999,10.271628999999999,10.793647,11.304914,10.932483,10.888211,10.581836000000001,10.980045,11.308301,11.787776,11.837800999999999,12.183374,12.740005,12.968042,13.042019,13.075417999999999,13.130170999999999,12.749746,12.355681,13.717535,14.016893,14.49874,14.893270000000001,15.173329,15.482387,15.826808999999999,16.138954000000002
6-2803314,,,,,,0,0.581947,0.47784,0.8370290000000001,1.782146,2.103586,2.3098919999999996,2.796714,3.4219160000000004,3.8983550000000005,4.6260010000000005,4.895571,5.252665,5.464405999999999,6.09806,6.590828999999999,7.04495,7.461747,7.951376,8.260781,8.650124,9.148777,9.490863000000001,9.743228,9.913917999999999,10.083622,10.604639,11.113907000000001,10.743475,10.700204,10.393829,10.791037,11.119292999999999,11.597767999999999,11.646794,11.994366000000001,12.551997,12.779034,12.853011,12.88641,12.940163,12.560739,12.166674,13.528528,13.827885,14.309732,14.704262,14.986320999999998,15.296379,15.636801,15.949947
7-2803299,,,,,,,0,0.9118729999999999,1.2710629999999998,2.216179,2.53762,2.7439259999999996,3.230748,3.855949,4.333389,5.060035,5.3286050000000005,5.686699,5.89844,6.532094,7.025863,7.478983,7.8957809999999995,8.387409,8.695815,9.081158,9.58381,9.927896,10.178262,10.348952,10.515655,11.038673,11.54994,11.174509,11.133238,10.826862,11.225071,11.553327000000001,12.030802,12.082827,12.4264,12.985031,13.214068,13.287045,13.319444,13.374197,12.994772,12.600707,13.962562,14.261919,14.743766,15.138295999999999,15.419355,15.729413000000001,16.069835,16.383979999999998
8-2803311,,,,,,,,0,0.35919,1.3043069999999999,1.6257469999999998,1.832053,2.318875,2.944076,3.4205160000000006,4.1491620000000005,4.416732,4.774826,4.986567,5.621221,6.11299,6.567111,6.981908,7.474536,7.781942,8.171285000000001,8.670937,9.013023,9.268388999999999,9.436079,9.605782000000001,10.1278,10.638067,10.263636,10.222365,9.915989,10.313198,10.640454,11.119928999999999,11.167954,11.516527,12.074158,12.303195,12.375172000000001,12.407571,12.462324,12.0839,11.688834,13.050689,13.350045999999999,13.831892999999999,14.226423,14.506482,14.81754,15.159962,15.469107000000001
9-2803316,,,,,,,,,0,0.945117,1.266557,1.4728629999999998,1.959685,2.584886,3.0613259999999998,3.7889720000000002,4.057542,4.415636,4.627377,5.261031,5.7538,6.207921,6.625717999999999,7.117346,7.424752000000001,7.812094999999999,8.312748,8.655833,8.907199,9.077889,9.246592999999999,9.770610000000001,10.277877,9.903446,9.862175,9.5558,9.954008,10.281264,10.758739,10.808764,11.158337,11.713968,11.943005,12.015982000000001,12.048381,12.103133999999999,11.72371,11.329644,12.691499,12.990855999999999,13.472703,13.867232999999999,14.149292,14.45635,14.800772,15.111918
10-2803319,,,,,,,,,,0,0.321441,0.5277470000000001,1.014569,1.6397700000000002,2.11721,2.843856,3.113426,3.4705199999999996,3.682261,4.316915,4.809684,5.2638050000000005,5.678602,6.17023,6.478636,6.866979,7.367630999999999,7.7097169999999995,7.962083,8.133773,8.303476,8.822494,9.333761,8.96033,8.918059,8.611683,9.009892,9.337148,9.813623,9.865648,10.212221000000001,10.767852,10.998889,11.071866,11.104265,11.159018,10.779594,10.385528,11.747383000000001,12.04674,12.528587,12.923117,13.203176000000001,13.512234,13.853655999999999,14.167801999999998
