순번_정류장ID,1-2800269,2-2805488,3-2807373,4-2800272,5-2803582,6-2803603,7-2803602,8-2800274,9-2803847,10-2803599,11-2804712,12-2800276,13-2800277,14-2803597,15-2806642,16-2804030,17-2800279,18-2804029,19-2800282,20-2800284,21-2800285,22-2803933,23-2800287,24-2800288,25-2804793,26-2800291,27-2800296,28-2800298,29-2804064,30-2804535,31-2804537,32-2804572,33-2804066,34-2804611,35-2804086,36-2804613,37-2804089,38-2806223,39-2804091,40-2804093,41-2804615,42-2804617,43-2804094,44-2804619,45-2804097,46-2804621,47-2804623,48-2804098,49-2804625,50-2803915,51-2806315,52-2804627,53-2803913,54-2803911,55-2803908,56-2803907,57-2807376,58-2803905,59-2803903,60-2804629,61-2806221,62-2803901,63-2803899,64-2807378,65-2807381,66-2803897,67-2806317,68-2803895,69-2803893,70-2803891,71-2806220,72-2803889,73-2803887,74-2803885,75-2803883,76-2803881,77-2803879,78-2803877,79-2803875,80-2800253,81-2803871,82-2804720,83-2806360,84-2803868,85-2803866,86-2803863,87-2803864,88-2800255,89-2803615,90-2803614,91-2803859,92-2806227,93-2803858,94-2803611,95-2803609,96-2806232,97-2803608,98-2803607,99-2803606,100-2806297,101-2803616,102-2803853,103-2803850,104-2803617,105-2806299,106-2803618,107-2806300,108-2803600,109-2800273,110-2803601,111-2804331,112-2803581,113-2800271,114-2805489,115-2807150,116-2804581,117-2804582,118-2807389,119-2804032
1-2800269,0,0.419283,0.773767,1.3496549999999998,1.7318779999999998,1.965875,2.139857,2.3998,2.753507,3.325432,3.528497,3.7989290000000002,4.073614,4.760788,5.661112,5.821381,6.3746529999999995,7.079675999999999,7.510594,8.338006,8.790267,9.668077,10.989382,11.423039,11.845895,12.358194000000001,12.907849,13.140389,13.635267,13.905085,14.395014000000002,14.761157,15.613267,16.439467999999998,17.047826999999998,17.512791,17.995737,18.566339000000003,18.817742000000003,19.370233,19.667136,20.431431,20.857758,21.111855,21.740551999999997,22.279972,22.981113,23.284409,23.764712,24.05196,24.313997,24.705719000000002,25.02586,25.478247,25.963862,26.37412,26.254471999999996,25.850935999999997,25.441348,24.659882,24.200463,23.923899,23.66666,23.451382000000002,22.326054,22.146544,21.894723000000003,21.546304,21.247763,20.801170000000003,19.352491,18.648733,18.282348000000002,17.642926,17.216453,17.232402,17.470777,17.160195,16.284827,15.972767000000001,15.785664,15.443032999999998,14.024412,13.658427,13.282544,12.843517,12.646258,12.517923,11.972653,11.003727,10.637017,10.410437,9.725022000000001,9.379710000000001,8.193064999999999,7.817978,7.489336,6.985127,6.692736,6.141287,5.821889,5.623333000000001,5.226971,4.632501,4.107816000000001,3.840407,3.5232069999999998,2.836948,2.375666,2.16494,1.9932310000000002,1.7355650000000002,1.258117,0.751252,0.37748200000000004,0.351315,0.64827,0.783267,0.192199
2-2805488,,0,0.354484,0.930372,1.3125950000000002,1.546592,1.7205740000000003,1.9805169999999999,2.334225,2.906149,3.109214,3.3796459999999997,3.6543309999999996,4.341506,5.241829,5.402099,5.955369999999999,6.660392999999999,7.091311,7.918723,8.370984,9.248794,10.569099000000001,11.002756,11.427612,11.940911999999999,12.488566,12.722106,13.214984,13.485802,13.975731,14.341873999999999,15.192984,16.021185,16.629544,17.094507999999998,17.577454,18.146057,18.400458999999998,18.95095,19.246853,20.013148,20.441475,20.693572,21.322269,21.861689000000002,22.563831,22.867126000000003,23.34443,23.635676999999998,23.893715,24.288435999999997,24.608577,25.059964,25.546579,25.955837,25.83719,25.431653,25.024066,24.242599,23.783179999999998,23.506616,23.249378,23.034098999999998,21.908770999999998,21.729262,21.477441,21.129020999999998,20.830481,20.383888,18.935209,18.23145,17.865064999999998,17.225644,16.799170999999998,16.81312,17.053495,16.741912,15.866544000000001,15.554484,15.366382000000002,15.02675,13.607129,13.239144,12.865262,12.426234,12.228975,12.10064,11.555371000000001,10.586444,10.219735,9.993153999999999,9.305738999999999,8.962427,7.773782000000001,7.398695,7.070053999999999,6.565844,6.273454,5.722004,5.402606,5.204051,4.807689,4.213218,3.688533,3.421124,3.103924,2.417665,1.9563830000000002,1.745657,1.573948,1.316282,0.838834,0.5460020000000001,0.172232,0.370064,0.66702,0.802016,0.611482
3-2807373,,,0,0.575888,0.958111,1.192108,1.36609,1.626034,1.979741,2.5516650000000003,2.75473,3.025162,3.299847,3.987022,4.887345,5.047615,5.600886,6.305909,6.736827000000001,7.564239,8.0165,8.89431,10.214615,10.647272000000001,11.073128,11.586428,12.133083000000001,12.366622,12.8595,13.131317999999998,13.621247,13.985389999999999,14.8365,15.667701000000001,16.27506,16.740024,17.22097,17.792573,18.044975,18.595466000000002,18.894369,19.658664,20.083992000000002,20.339088,20.969785,21.508205,22.208347,22.511643,22.989946,23.278192999999998,23.539231,23.933951999999998,24.254093,24.70648,25.192095000000002,25.601353,25.482706,25.07917,24.669582000000002,23.888115,23.428696,23.152133,22.894894,22.679615,21.554287,21.374778,21.122957,20.774537,20.475997,20.029404,18.580725,17.876967,17.510581,16.87116,16.444687,16.460635999999997,16.699011,16.389429,15.51406,15.202,15.014898,14.672267000000002,13.252645999999999,12.886660000000001,12.510778,12.07175,11.874492,11.746156,11.200887,10.23196,9.865250999999999,9.63867,8.953255,8.607944,7.4192990000000005,7.044211,6.71557,6.21136,5.91897,5.36752,5.048122,4.8495669999999995,4.4532050000000005,3.858735,3.33405,3.06664,2.7494400000000003,2.063181,1.601899,1.391173,1.2194639999999999,0.9617979999999999,0.48435,0.900486,0.5267149999999999,0.724548,1.021503,1.1565,0.965966
4-2800272,,,,0,0.382223,0.61622,0.7902020000000001,1.050145,1.403853,1.9757770000000001,2.178842,2.449274,2.723959,3.4111339999999997,4.311457,4.471727,5.024998,5.730021,6.160939,6.988351,7.440612,8.318422,9.639727,10.072384,10.49624,11.00954,11.557195,11.790734,12.283612,12.55643,13.044359,13.410502,14.261612,15.090813,15.699172,16.164136,16.645082000000002,17.215685,17.470087,18.019578,18.316481,19.082776000000003,19.509103,19.7632,20.391897,20.930317000000002,21.632459,21.935754,22.414057999999997,22.703305,22.964343,23.358064000000002,23.676205,24.129592000000002,24.615207,25.024465,24.904818,24.503281,24.093694,23.310226999999998,22.852808,22.574245,22.317006,22.101727,20.978399,20.79889,20.547069,20.196649,19.898108999999998,19.451516,18.004837,17.301078,16.934693,16.293272,15.868799,15.884748000000002,16.123123,15.813541,14.937172,14.625112,14.43801,14.093379,12.676758,12.310772,11.932889999999999,11.493862,11.296603999999999,11.168268,10.622999,9.656072,9.289363,9.062782,8.377367,8.032055,6.84341,6.468323000000001,6.139682,5.635472,5.343082,4.791632,4.472233999999999,4.2736790000000004,3.8773169999999997,3.2828470000000003,2.758162,2.490752,2.173552,1.487293,1.026011,0.815285,0.643576,0.38591,0.137238,0.598403,0.972173,1.3004360000000001,1.597392,1.732388,1.541854
5-2803582,,,,,0,0.23399699999999998,0.407979,0.6679229999999999,1.0256299999999998,1.5975540000000001,1.800619,2.0710509999999998,2.345736,3.032911,3.9332339999999997,4.093504,4.646775,5.3517980000000005,5.782716000000001,6.610128,7.062389,7.940199000000001,9.260504,9.694161,10.118017,10.631317,11.178972,11.412511,11.906389,12.177207000000001,12.666136,13.033278999999999,13.884389,14.712589999999999,15.321948999999998,15.785913,16.266859,16.837462,17.091864,17.642355,17.938257999999998,18.705553,19.131881,19.385977,20.013673999999998,20.553094,21.254236,21.558532,22.035835000000002,22.325082000000002,22.58612,22.978841,23.298982000000002,23.752369,24.237984,24.646242,24.528595000000003,24.125059,23.715471,22.934004,22.474585,22.198022,21.940783,21.723504000000002,20.600176,20.420667,20.168846,19.820426,19.519886,19.075293,17.626614,16.922855,16.55647,15.917048999999999,15.490576,15.506525,15.7449,15.434318,14.558948999999998,14.246889000000001,14.059787,13.717156,12.298535000000001,11.932549,11.556667,11.117639,10.920380999999999,10.790045,10.246775999999999,9.277849,8.909139999999999,8.684559,7.999144,7.6538330000000006,6.465187,6.0901,5.761458999999999,5.257249,4.964859,4.413409,4.094011,3.895456,3.4990940000000004,2.904624,2.379939,2.112529,1.7953290000000002,1.10907,0.73301,0.522284,0.350576,0.09291,0.48076199999999997,0.980626,1.354396,1.682659,1.9796150000000001,2.114611,1.924077
6-2803603,,,,,,0,0.173982,0.433925,0.791633,1.363557,1.566622,1.8370540000000002,2.111739,2.798914,3.699237,3.859507,4.412778,5.117801,5.548719,6.376131,6.828392,7.706202,9.026507,9.461164,9.885019999999999,10.39832,10.945974,11.177514,11.672392,11.942210000000001,12.433139,12.797282000000001,13.650392000000002,14.478593,15.087952,15.552916,16.033862,16.604465,16.856867,17.406357999999997,17.705261,18.471556,18.897883,19.15198,19.779677,20.317097,21.020239,21.322534,21.800838,22.090085000000002,22.350123,22.745844,23.063985,23.517372,24.003987,24.411245,24.292598,23.889060999999998,23.479474,22.700007,22.240588,21.962025,21.706785999999997,21.491507000000002,20.364179,20.18467,19.932848999999997,19.584429,19.285889,18.841296,17.390617000000002,16.686857999999997,16.320473,15.681052,15.254579000000001,15.270528,15.508903,15.198321,14.322951999999999,14.010892000000002,13.823789999999999,13.483158999999999,12.062538,11.696552,11.32067,10.881642,10.684384,10.556047999999999,10.010779,9.041852,8.675142999999998,8.448561999999999,7.763147,7.419835000000001,6.23119,5.856103,5.527462,5.023251999999999,4.730862,4.179412,3.860014,3.661459,3.265097,2.670627,2.145942,1.8785319999999999,1.561332,0.875073,0.742993,0.7562810000000001,0.584572,0.326906,0.714759,1.214623,1.588393,1.9166560000000001,2.213611,2.348608,2.158074
7-2803602,,,,,,,0,0.259944,0.6176510000000001,1.189576,1.392641,1.663073,1.937758,2.624932,3.5252550000000005,3.685525,4.238797,4.94382,5.374738,6.20215,6.654411,7.532221000000001,8.852526,9.287183,9.710039,10.224338000000001,10.770992999999999,11.005533,11.498411,11.770228,12.258158,12.626301,13.476410999999999,14.303612,14.913970999999998,15.376935000000001,15.857880999999999,16.430483,16.682885,17.234377,17.530279,18.296575,18.722901999999998,18.976999,19.604696,20.145116,20.845257,21.149553,21.626856,21.916104,22.177141,22.570863,22.890004,23.342391,23.829006,24.237264,24.120616000000002,23.71708,23.307492,22.526026,22.064606,21.788043,21.532804000000002,21.317525,20.192197,20.012688,19.760867,19.412448,19.111907000000002,18.665314000000002,17.216635,16.514877,16.148492,15.50707,15.080597000000001,15.096546,15.334921,15.024339000000001,14.150970999999998,13.836910999999999,13.649807999999998,13.307177,11.890556,11.524571,11.146688000000001,10.707661,10.510402000000001,10.384067,9.838797,8.869871,8.503161,8.276581,7.591166,7.243854,6.057208999999999,5.682122,5.35348,4.849271,4.5568800000000005,4.005431,3.686032,3.4874769999999997,3.0911150000000003,2.496645,1.97196,1.704551,1.38735,0.701092,0.569012,0.779738,0.758554,0.500888,0.88874,1.3886049999999999,1.762375,2.090638,2.387593,2.52259,2.332056
8-2800274,,,,,,,,0,0.35770799999999997,0.929632,1.1326969999999998,1.403129,1.677814,2.364989,3.2653119999999998,3.425582,3.978853,4.683876000000001,5.114794,5.942206,6.394467,7.272277000000001,8.592582,9.027239,9.451095,9.964395,10.511049,10.744589,11.238467,11.509285,11.999214,12.365357000000001,13.216467000000002,14.044668,14.653027,15.117991,15.598937,16.169539999999998,16.423942,16.973433,17.272336,18.036631,18.463957999999998,18.718055,19.346752,19.885172,20.585314,20.891609,21.366913,21.65716,21.917198000000003,22.310919000000002,22.63106,23.085447,23.570062,23.97932,23.858673,23.455136,23.047549,22.264082000000002,21.804663,21.530099,21.272861,21.055582,19.930254,19.752745,19.500923999999998,19.150504,18.853964,18.405371,16.958692000000003,16.254932999999998,15.888548000000002,15.247126999999999,14.822654,14.836603,15.074978,14.767395,13.889026999999999,13.577967000000001,13.389864999999999,13.050233,11.628612,11.262627,10.886745,10.447716999999999,10.250458,10.124122999999999,9.576853999999999,8.607927,8.241218,8.016637,7.329222,6.9859100000000005,5.797265,5.422178,5.093537,4.589327,4.296937000000001,3.7454870000000002,3.426089,3.227534,2.831172,2.236701,1.712017,1.444607,1.127407,0.44114799999999993,0.309068,0.519795,0.691503,0.760832,1.148684,1.648548,2.022318,2.350581,2.647537,2.782534,2.591999
9-2803847,,,,,,,,,0,0.576925,0.77999,1.050422,1.325107,2.012281,2.912605,3.072874,3.626146,4.331169,4.762087,5.589499,6.04176,6.919569999999999,8.239875,8.672532,9.097388,9.610686999999999,10.158342,10.391882,10.885760000000001,11.156578,11.645507,12.01165,12.86276,13.691961,14.300320000000001,14.765284,15.246229999999999,15.817832000000001,16.071235,16.620726,16.917629,17.683923999999998,18.110251,18.364348,18.994045,19.531465,20.232606,20.536901999999998,21.014205,21.304453,21.56549,21.958212,22.277353,22.73174,23.217354999999998,23.626613,23.505965,23.102429,22.692841,21.911375,21.453955999999998,21.175392000000002,20.918154,20.702875,19.577547,19.400038000000002,19.148216,18.799797,18.501256,18.054664000000002,16.603984,15.900226000000002,15.533841,14.896419,14.469945999999998,14.483895,14.725270000000002,14.412688000000001,13.539320000000002,13.227260000000001,13.038157,12.695526,11.275905,10.90992,10.534037,10.09501,9.899751,9.769416,9.226147000000001,8.25522,7.888510000000001,7.66193,6.978515,6.631203,5.444558,5.069471,4.74083,4.236619999999999,3.944229,3.39278,3.073382,2.8748259999999997,2.478464,1.883994,1.359309,1.0919,0.7747,0.419079,0.377842,0.588568,0.7602770000000001,1.017943,1.502391,2.002256,2.376026,2.7042889999999997,3.001244,3.136241,2.945707
10-2803599,,,,,,,,,,0,0.203065,0.473498,0.748182,1.446357,2.34668,2.50695,3.060222,3.765244,4.196162999999999,5.023574,5.475835,6.353644999999999,7.67395,8.106607,8.530463000000001,9.043763,9.591417999999999,9.824958,10.318835,10.589653,11.078582,11.445725999999999,12.295835,13.124037,13.734395999999998,14.198359,14.680304999999999,15.250907999999999,15.50331,16.054801,16.350704,17.117998999999998,17.544327,17.798424,18.42612,18.96554,19.666682,19.969978,20.448281,20.738529,20.997566,21.392287,21.710429,22.164815,22.64943,23.058688,23.33563,23.171834,22.762247,21.98078,21.521361,21.244797,20.987559,20.77228,19.646952,19.467443,19.215622,18.867202,18.568662,18.122069,16.673389999999998,15.969631,15.603245999999999,14.963825,14.537351999999998,14.553301000000001,14.792676,14.482092999999999,13.606725,13.294665,13.107563,12.764932,11.345311,10.979325,10.603442999999999,10.164415,9.967156,9.838821000000001,9.293552,8.324625,7.957916,7.7313350000000005,7.04592,6.700608,5.5139629999999995,5.138876,4.810235,4.306025,4.013635,3.462185,3.1427869999999998,2.944232,2.54787,1.953399,1.428715,1.161305,0.8441049999999999,0.48848400000000003,0.949766,1.160493,1.332201,1.589867,2.0743150000000004,2.57418,2.94795,3.2762130000000003,3.573168,3.708165,3.5176309999999997
