순번_정류장ID,21-2801576,22-2801549,23-2805733,24-2801513,25-2801189,26-2801447,27-2801200,28-2801425,29-2801420,30-2801413,31-2801407,32-2801398,33-2801374,34-2800205,35-2801337,36-2801171,37-2801172,38-2801334,39-2801323,40-2801284,41-2801274,42-2801269,43-2805502,44-2801285
21-2801576,0,0.21126999999999999,0.375337,0.572519,0.903581,1.275763,1.5472780000000002,1.663099,1.765634,1.9117560000000002,2.1095080000000004,2.35582,2.727722,2.90429,2.795593,2.528972,2.1919720000000003,2.499027,2.819948,3.4247970000000003,3.6491010000000004,3.85523,3.9041669999999997,3.482277
22-2801549,,0,0.351337,0.612845,0.9439069999999999,1.3160889999999998,1.587605,1.7034259999999999,1.8059610000000001,1.9520830000000002,2.149834,2.396147,2.768049,2.944617,2.83592,2.569299,2.2322990000000003,2.539354,2.860275,3.465124,3.689428,3.8955559999999996,3.944494,3.5226029999999997
23-2805733,,,0,0.334912,0.665974,1.0381559999999999,1.309672,1.4254930000000001,1.5280280000000002,1.67415,1.8719009999999998,2.118214,2.490116,2.666684,2.557987,2.291366,1.954366,2.261421,2.5823419999999997,3.187191,3.4114949999999995,3.6176230000000005,3.666561,3.24467
24-2801513,,,,0,0.33106199999999997,0.703244,0.9747600000000001,1.0905799999999999,1.193116,1.339238,1.536989,1.783302,2.155204,2.331771,2.223075,1.9564529999999998,1.6194540000000002,1.926509,2.24743,2.8522790000000002,3.0765830000000003,3.282711,3.3316489999999996,2.909758
25-2801189,,,,,0,0.372182,0.643698,0.7595189999999999,0.8620540000000001,1.008176,1.205927,1.45224,1.824142,2.0007099999999998,1.8920130000000002,1.625392,1.288392,1.5954469999999998,1.916368,2.521217,2.745521,2.951649,3.000587,2.578696
26-2801447,,,,,,0,0.271516,0.387336,0.48987200000000003,0.635994,0.8337450000000001,1.080058,1.4519600000000001,1.628527,1.519831,1.253209,0.9162100000000001,1.223265,1.544186,2.149035,2.373339,2.5794669999999997,2.628405,2.206514
27-2801200,,,,,,,0,0.11582100000000001,0.218356,0.364478,0.56223,0.808542,1.180444,1.357012,1.291315,1.024694,0.814307,1.121362,1.3876700000000002,1.992519,2.2168229999999998,2.422951,2.399889,2.048389
28-2801425,,,,,,,,0,0.10253599999999999,0.24865700000000002,0.446409,0.692721,1.064624,1.241191,1.175494,0.9088729999999999,0.930127,1.237182,1.271849,1.876698,2.1010020000000003,2.307131,2.284068,1.932568
29-2801420,,,,,,,,,0,0.146121,0.343873,0.590186,0.9620879999999999,1.138655,1.072959,0.806337,0.9203370000000001,1.194282,1.169314,1.7741630000000002,1.9984669999999998,2.204595,2.1815330000000004,1.8300330000000002
30-2801413,,,,,,,,,,0,0.198752,0.445064,0.816967,0.993534,0.9278370000000001,0.661216,0.775216,1.049161,1.024192,1.629041,1.853345,2.0594740000000002,2.036411,1.684911
31-2801407,,,,,,,,,,,0,0.24631199999999998,0.618215,0.794782,0.997843,0.790536,0.904536,1.178481,1.153512,1.72429,1.948594,2.154722,1.9446599999999998,1.5931600000000001
32-2801398,,,,,,,,,,,,0,0.37490300000000004,0.64347,0.8465309999999999,1.0318479999999999,1.145848,1.419793,1.394825,1.572978,1.7972810000000001,2.0034099999999997,1.793348,1.4418469999999999
33-2801374,,,,,,,,,,,,,0,0.268568,0.471628,0.73825,1.01925,1.293195,1.103274,1.198075,1.422379,1.628507,1.4184450000000002,1.066945
34-2800205,,,,,,,,,,,,,,0,0.20506100000000002,0.471682,0.808682,1.082627,0.836706,0.931508,1.155812,1.36194,1.151878,0.8003779999999999
35-2801337,,,,,,,,,,,,,,,0,0.266621,0.603621,0.877566,0.793403,0.8882040000000001,1.112508,1.318637,1.108574,0.757074
36-2801171,,,,,,,,,,,,,,,,0,0.337,0.610945,0.585976,1.1548260000000001,1.379129,1.585258,1.3751959999999999,1.023695
37-2801172,,,,,,,,,,,,,,,,,0,0.724945,0.699976,1.304826,1.5291299999999999,1.7352580000000002,1.7121959999999998,1.360695
38-2801334,,,,,,,,,,,,,,,,,,0,0.321921,0.9267709999999999,1.151074,1.3572030000000002,1.42414,0.98425
39-2801323,,,,,,,,,,,,,,,,,,,0,0.60785,0.832153,1.038282,1.105219,0.665329
40-2801284,,,,,,,,,,,,,,,,,,,,0,0.224304,0.430433,0.67298,0.76013
41-2801274,,,,,,,,,,,,,,,,,,,,,0,0.206129,0.449676,0.897566
42-2801269,,,,,,,,,,,,,,,,,,,,,,0,0.24354699999999999,0.691438
43-2805502,,,,,,,,,,,,,,,,,,,,,,,0,0.447891
44-2801285,,,,,,,,,,,,,,,,,,,,,,,,0
