순번_정류장ID,1-2802897,2-2802895,3-2802894,4-2802862,5-2802617,6-2802728,7-2802112,8-2802094,9-2801850,10-2802031,11-2801956,12-2806781,13-2801479,14-2800215,15-2800201,16-2800197,17-2800193,18-2800191,19-2800183,20-2800140,21-2803502,22-2807466,23-2803415,24-2805157,25-2805159,26-2805161,27-2805168,28-2805163,29-2805165,30-2803466,31-2806277,32-2803486,33-2803483
1-2802897,0,0.33363400000000004,0.600612,1.2409459999999999,2.664554,3.6921769999999996,4.627022,5.14804,5.815526,6.571627,7.138261999999999,9.772407000000001,10.870911999999999,11.626762,13.225304999999999,13.839376000000001,14.210172,14.509858,15.388357999999998,16.530473999999998,17.086888000000002,22.047297,27.917858000000003,30.118437,30.917091,31.433313000000002,31.959993,32.649771,33.041358,33.478319,34.350193,35.353379,36.450375
2-2802895,,0,0.266978,0.9113129999999999,2.334921,3.363544,4.298389,4.819406,5.486893,6.242994,6.807628,9.443774000000001,10.540279,11.298129,12.896672,13.509742999999999,13.880539,14.180225,15.059725,16.201841,16.758255,21.717664000000003,27.588225,29.788804,30.585457,31.10268,31.63236,32.321138,32.712724,33.148686,34.01856,35.022746000000005,36.120742
3-2802894,,,0,0.644335,2.067942,3.095566,4.031411,4.552428,5.219915,5.976015,6.53965,9.175796,10.2733,11.03015,12.628694,13.242764000000001,13.613560000000001,13.914245999999999,14.792746,15.934861999999999,16.490277,21.450685999999997,27.320246,29.523826,30.320479,30.837702,31.366381,32.054159999999996,32.442746,32.879707,33.754582,34.754768,35.851764
4-2802862,,,,0,1.423608,2.452232,3.3880769999999996,3.909094,4.57558,5.332681,5.897316,8.532461,9.630966,10.386816,11.986360000000001,12.59843,12.970226,13.269912,14.148411999999999,15.289528,15.846943,20.807351999999998,26.676911999999998,28.878491999999998,29.676145,30.192368,30.721047,31.409826000000002,31.800411999999998,32.237373,33.109248,34.112433,35.20943
5-2802617,,,,,0,1.0276239999999999,1.963469,2.484486,3.150973,3.9080730000000004,4.472708,7.107854,8.205359,8.961209,10.561752,11.173822,11.545618,11.845303999999999,12.723804,13.865920000000001,14.422335,19.382744,25.252304000000002,27.453884000000002,28.250536999999998,28.76776,29.297439,29.986218,30.376803999999996,30.812765000000002,31.68464,32.688826,33.785821999999996
6-2802728,,,,,,0,0.935845,1.456863,2.123349,2.88045,3.4450839999999996,6.081230000000001,7.179735000000001,7.9355850000000006,9.535128,10.147199,10.518995,10.818681,11.698181,12.840297,13.395710999999999,18.35612,24.226681,26.428259999999998,27.225914000000003,27.742136,28.269816,28.958594,29.350179999999998,29.787142,30.659015999999998,31.662202,32.758198
7-2802112,,,,,,,0,0.521018,1.1875040000000001,1.944605,2.50924,6.020385,7.1188899999999995,7.874739999999999,9.474283999999999,9.992353999999999,10.36415,10.663836,11.542336,12.685452,13.240866,18.201276,24.070836,26.273415000000004,27.069069,27.587290999999997,28.114971,28.80275,29.194336,29.632296999999998,30.503171000000002,31.507357,32.603353000000006
8-2802094,,,,,,,,0,0.6674859999999999,1.424587,1.989222,5.500367,6.597872,7.353722,8.953266000000001,9.472336,9.844132,10.143818,11.023318,12.163434,12.719849,17.681258,23.550818,25.751398000000002,26.550051,27.066274,27.594953000000004,28.284732,28.674318,29.111278999999996,29.983154,30.986339,32.082336
9-2801850,,,,,,,,,0,0.757101,1.384736,4.942881,6.0423860000000005,6.768236,8.397780000000001,8.86785,9.238646000000001,9.538332,10.417832,11.559948,12.115362,17.075772,22.946332,25.145910999999998,25.945565,26.461787,26.989466999999998,27.677246000000004,28.069832,28.506793,29.376666999999998,30.380853000000002,31.478849
10-2802031,,,,,,,,,,0,0.627635,4.186780000000001,5.284285,6.012135,7.639678999999999,8.110749,8.482545,8.781231,9.659730999999999,10.803847,11.359262,16.319671,22.190231,24.390811,25.189464,25.704687,26.232366,26.923145,27.313731,27.750691999999997,28.621567,29.623752000000003,30.720748999999998
11-2801956,,,,,,,,,,,0,3.5591459999999997,4.656651,5.384501,7.012044,7.483114,7.853911,8.154596000000002,9.032097,10.174211999999999,10.731627,15.692035999999998,21.560596,23.764176000000003,24.558829,25.077052,25.606731,26.295509999999997,26.686096000000003,27.122058000000003,27.993932,28.996118,30.092114000000002
12-2806781,,,,,,,,,,,,0,1.285505,2.041355,3.6398989999999998,4.282469,4.798765,5.098451,5.975951,7.118067,7.486981,12.447391,18.318951000000002,20.520531,21.315184,21.832406,22.360086,23.050864999999998,23.442451000000002,23.879412,24.750286,25.754472,26.848468
13-2801479,,,,,,,,,,,,,0,0.79585,2.380394,3.021964,3.5382599999999997,3.837946,4.7164459999999995,5.858562,6.270476,11.230886,17.100445999999998,19.302026,20.098679,20.616902,21.145581,21.83336,22.223945999999998,22.659907,23.532781,24.536967,25.632963
14-2800215,,,,,,,,,,,,,,0,1.711544,2.354114,2.8704099999999997,3.1690959999999997,4.049596,5.190712,5.602626,10.562036,16.431596,18.633176000000002,19.430829,19.947052,20.475731,21.16451,21.555096,21.993057,22.864931,23.868117,24.964113
15-2800201,,,,,,,,,,,,,,,0,0.641571,1.157867,1.457553,2.3360529999999997,3.4781690000000003,3.890083,8.850492,14.720053,16.922632,17.719286,18.236507999999997,18.765188000000002,19.452966,19.844553,20.281514,21.153388,22.154574,23.25157
16-2800197,,,,,,,,,,,,,,,,0,0.516297,0.815983,1.6944830000000002,2.836598,3.665513,8.625922000000001,14.495482,16.696062,17.495715,18.010938,18.537618,19.228396,19.618982,20.054944,20.928818,21.932004,23.029
17-2800193,,,,,,,,,,,,,,,,,0,0.300686,1.179186,2.321302,3.1492169999999997,8.109625999999999,13.979185999999999,16.179766,16.979419,17.495642,18.023321,18.7121,19.102686,19.539647,20.411522,21.415707,22.511704
18-2800191,,,,,,,,,,,,,,,,,,0,0.878501,2.020616,3.008531,7.96794,13.8385,16.03908,16.837733,17.352956,17.883636,18.570414000000003,18.962,19.398962,20.269835999999998,21.275022,22.371018
19-2800183,,,,,,,,,,,,,,,,,,,0,1.143117,2.2830310000000003,7.24344,13.114001000000002,15.313579999999998,16.111234,16.627456,17.157135999999998,17.845914,18.2355,18.672462,19.545336,20.547522,21.644517999999998
