순번_정류장ID,1-2802897,2-2802895,3-2802894,4-2802862,5-2802617,6-2802728,7-2802112,8-2802094,9-2801850,10-2802031,11-2801956,12-2806781,13-2801479,14-2800215,15-2800201,16-2800197,17-2800193,18-2800191,19-2800183,20-2800140,21-2803502,22-2807466,23-2803415,24-2805157,25-2805159,26-2805161,27-2805168,28-2805163,29-2805165,30-2803466,31-2806277,32-2803486,33-2803483
20-2800140,,,,,,,,,,,,,,,,,,,,0,1.139915,6.100324,11.970884,14.172464000000002,14.969117,15.485339999999999,16.015019,16.703798000000003,17.094383999999998,17.530345,18.40322,19.405406,20.503401999999998
21-2803502,,,,,,,,,,,,,,,,,,,,,0,4.960408999999999,10.82997,13.030549,13.829203,14.344425,14.874104999999998,15.562883,15.952470000000002,16.390431,17.262304999999998,18.265491,19.361487
22-2807466,,,,,,,,,,,,,,,,,,,,,,0,5.869561,8.07114,8.867794,9.385016,9.913696,10.602475,10.993061,11.429022,12.301896000000001,13.305082,14.402078
23-2803415,,,,,,,,,,,,,,,,,,,,,,,0,2.20058,2.9982330000000004,3.5144559999999996,4.0431349999999995,4.731914,5.1225,5.559462,6.431336,7.434522,8.531518
24-2805157,,,,,,,,,,,,,,,,,,,,,,,,0,0.797654,1.313876,1.842556,2.531335,2.9219209999999998,3.358882,4.2307559999999995,5.233942,6.330938
25-2805159,,,,,,,,,,,,,,,,,,,,,,,,,0,0.518223,1.046902,1.735681,2.126267,2.563228,3.435103,4.438288,5.535285
26-2805161,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.52868,1.217458,1.6080450000000002,2.0450060000000003,2.91688,3.9200660000000003,5.017062
27-2805168,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.688779,1.079365,1.516326,2.388201,3.3913870000000004,4.488383
28-2805163,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.39058699999999996,0.827548,1.6994220000000002,2.702608,3.799604
29-2805165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.436961,1.308836,2.3120220000000002,3.409018
30-2803466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.871875,1.87506,2.972057
31-2806277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0031860000000001,2.1001819999999998
32-2803486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.1049959999999999
33-2803483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
