순번_정류장ID,60-2801632,61-2801643,62-2801646,63-2801664,64-2801678,65-2801183,66-2801685,67-2801169,68-2805307,69-2801700,70-2801706,71-2801713,72-2801720,73-2801737,74-2801911,75-2801949,76-2801960,77-2801984,78-2802009,79-2802037,80-2802075,81-2802115,82-2802134,83-2806509,84-2806501,85-2806512,86-2806505,87-2802183,88-2806589,89-2802191,90-2802195,91-2802205,92-2802218,93-2805976,94-2802233,95-2802254,96-2803792,97-2801817,98-2801812,99-2801813,100-2802277,101-2802269,102-2801819,103-2801835,104-2801837,105-2801839,106-2801841,107-2801832,108-2801830,109-2802241,110-2802244,111-2805898,112-2805895,113-2805893,114-2803802,115-2805002
60-2801632,0,0.597957,0.6923199999999999,1.055985,1.311193,1.481796,1.738945,1.969071,2.133743,2.259121,2.4788080000000003,2.665686,2.876055,3.227467,4.250144000000001,4.403716,4.615951,4.836530000000001,5.042779,5.2572019999999995,5.621793,5.957471,6.227956,6.652742999999999,7.000825,7.323513,7.353321,7.401282000000001,7.669758,8.061453,8.289534,8.700142999999999,9.229616,9.664186,10.150816,10.551312,10.872186,11.229186,11.434499,11.655141,11.188739,10.7959,10.864937,11.263777000000001,10.997593,10.957466,10.753297,10.125833,10.314946,10.543,10.670014,10.908628,11.270228999999999,11.425815,11.746085,11.416943
61-2801643,,0,0.094363,0.458028,0.713236,0.8838389999999999,1.140988,1.371114,1.535786,1.6611639999999999,1.8808509999999998,2.067728,2.278098,2.62951,3.652187,3.8067589999999996,4.018993,4.2385720000000005,4.445822,4.659244999999999,5.023835,5.359514,5.630998,6.055786,6.403867,6.726555,6.755364,6.803325,7.071801,7.4644960000000005,7.692577,8.102186,8.631658999999999,9.066228,9.552858,9.953355,10.275228,10.631228,10.836542,11.092402,11.411804,11.391858000000001,11.460894999999999,11.859734,11.59355,11.553423,11.349255,10.721789999999999,10.910903,11.138957000000001,11.265972,11.504585,11.865186,12.021772,12.342042999999999,12.0129
62-2801646,,,0,0.363666,0.618873,0.7894770000000001,1.046625,1.276751,1.441423,1.566802,1.786488,1.973366,2.183735,2.535148,3.5578239999999997,3.712396,3.9246309999999998,4.14521,4.351459999999999,4.565883,4.930473,5.266151,5.536636,5.961423,6.309505000000001,6.632192999999999,6.662002,6.709961999999999,6.978439,7.370133,7.598214,8.008823,8.538296,8.972866,9.459496000000001,9.859992,10.180866,10.537866000000001,10.743179,10.999039999999999,11.317441,11.48622,11.555257000000001,11.954097,11.687911999999999,11.647785,11.443617,10.816152,11.005266,11.233319999999999,11.360334,11.598948,11.960549,12.115135,12.437405,12.107263
63-2801664,,,,0,0.255208,0.42581099999999994,0.68296,0.9130860000000001,1.077758,1.203136,1.422823,1.6097,1.82007,2.171482,3.194159,3.3477309999999996,3.559965,3.7805440000000003,3.986794,4.201217,4.565807,4.901486,5.17197,5.596758,5.944839,6.267526999999999,6.2973360000000005,6.345297,6.613772999999999,7.005468,7.233549000000001,7.644158,8.173631,8.6082,9.094831,9.495327,9.816201,10.1732,10.378514,10.634374000000001,10.952776,11.345614999999999,11.458822999999999,11.857662,11.591478,11.551350999999999,11.347183,10.719717999999999,10.908832,11.136885000000001,11.2639,11.502514,11.864115,12.0187,12.339971,12.010829
64-2801678,,,,,0,0.170604,0.427752,0.657879,0.82255,0.9479290000000001,1.167615,1.354493,1.564862,1.916275,2.938952,3.093523,3.305758,3.5263370000000003,3.732587,3.9470099999999997,4.3116,4.647278,4.917763,5.34255,5.690632,6.013319999999999,6.043129,6.09109,6.359566,6.751261,6.979342,7.38995,7.919422999999999,8.353993,8.840622999999999,9.24112,9.561993,9.918992999999999,10.124305999999999,10.380167,10.698568,11.091407,11.204614999999999,11.603455,11.337271000000001,11.297144,11.092975,10.465511,10.654624,10.882678,11.009692999999999,11.248306,11.609907000000002,11.764493,12.084764,11.756621
65-2801183,,,,,,0,0.25714899999999996,0.487275,0.651947,0.777325,0.9970120000000001,1.183889,1.394259,1.745671,2.768348,2.92192,3.134154,3.354733,3.5609830000000002,3.775406,4.139996,4.475674,4.746159,5.170947,5.519028,5.841716,5.871525,5.919486,6.187962000000001,6.579657000000001,6.8077380000000005,7.2183470000000005,7.74782,8.182389,8.669019,9.069516,9.390389,9.747389,9.952703,10.208563,10.526964999999999,10.919804,11.033012,11.431851,11.165667,11.125539999999999,10.921372,10.293907,10.48302,10.711074,10.838089,11.076702000000001,11.438303999999999,11.593889,11.91416,11.585018
66-2801685,,,,,,,0,0.230127,0.394798,0.520177,0.739863,0.926741,1.13711,1.488523,2.5112,2.664771,2.877006,3.097585,3.303835,3.5182580000000003,3.8828480000000005,4.218526,4.489011,4.913798,5.261880000000001,5.584568,5.614376999999999,5.662338,5.930814,6.322508999999999,6.550590000000001,6.9611979999999996,7.490671000000001,7.925241000000001,8.411871000000001,8.812368,9.133241,9.490241000000001,9.695554,9.951414999999999,10.269816,10.662655,10.775863000000001,11.174703,10.908519,10.868392,10.664223,10.036759,10.225872,10.453926,10.580941000000001,10.819554,11.181155,11.335741,11.657012,11.327869
67-2801169,,,,,,,,0,0.16767200000000002,0.29305,0.512737,0.6996140000000001,0.909984,1.261396,2.284073,2.7724159999999998,2.984651,3.20423,3.41048,3.6249029999999998,3.989493,4.325171,4.595656,5.021443,5.369525,5.692213,5.722022,5.769982,6.037458999999999,6.4291529999999995,6.657234,7.067842999999999,7.5983160000000005,8.031886,8.518516,8.919012,9.240886,9.596886,9.802199,10.058060000000001,10.377461,10.7703,10.882508,11.281348,11.015164,10.975037,10.770868,10.143403999999999,10.332517,10.560571000000001,10.687585,10.926199,11.2868,11.444386,11.762656,11.434514
68-2805307,,,,,,,,,0,0.125379,0.345065,0.531943,0.742312,1.093725,2.1164009999999998,2.937088,3.149323,3.3699019999999997,3.5761510000000003,3.789574,4.155165,4.4898430000000005,4.7603279999999994,5.186115,5.534197,5.856885,5.885693,5.934654,6.20213,6.594825,6.821905999999999,7.233515,7.7619880000000006,8.197558,8.683188000000001,9.083684,9.405558000000001,9.761558,9.967871,10.223732,10.542133,10.934972,11.04718,11.446019999999999,11.180835,11.140708,10.93554,10.308075,10.498189,10.725242999999999,10.853257000000001,11.090871,11.452472,11.607058,11.928328,11.599186
69-2801700,,,,,,,,,,0,0.219687,0.406564,0.616934,0.9683459999999999,1.991023,3.062467,3.274701,3.49528,3.7015300000000004,3.915953,4.280543,4.616221,4.886705999999999,5.3114930000000005,5.659575,5.982263,6.012072,6.060033,6.3285089999999995,6.720203999999999,6.948285,7.358892999999999,7.888367,8.322936,8.809566,9.210063,9.530936,9.887936,10.09325,10.349110000000001,10.667511,11.06035,11.173559,11.572398,11.306214,11.266086999999999,11.061917999999999,10.434453999999999,10.623567,10.851621000000002,10.978636,11.217249,11.57885,11.733436,12.055707,11.725564
