순번_정류장ID,1-2801795,2-2801793,3-2801779,4-2801766,5-2801756,6-2801749,7-2801743,8-2801185,9-2801687,10-2801184,11-2801659,12-2801647,13-2806781,14-2801568,15-2801498,16-2801479,17-2801473,18-2801486,19-2801519,20-2801571,21-2801610,22-2807616,23-2807617,24-2806090,25-2800225,26-2800217,27-2800210,28-2800187,29-2800177,30-2800143,31-2803592,32-2801030,33-2801024,34-2801003,35-2800959,36-2800841,37-2800840,38-2800839,39-2800981,40-2800535,41-2800544,42-2804975,43-2800560,44-2800569,45-2807222,46-2800563,47-2807520,48-2807504,49-2803359,50-2803214,51-2805065
1-2801795,0,0.40358,0.637946,1.004106,1.380365,1.7831540000000001,2.108453,2.649625,3.02867,3.5025720000000002,3.8793010000000003,4.207173,4.7536879999999995,4.880708,5.212283,5.718193,5.9260209999999995,6.048522,5.762639,5.840789,6.184586,6.624672,6.861824,7.537661999999999,8.010643,8.290780999999999,8.865978,8.759369,9.493584,9.902384,10.720638000000001,9.417050999999999,9.296814,9.663567,10.281605,10.2598,10.114014,9.935277000000001,9.969903,9.98698,9.640588000000001,9.935063000000001,11.07485,11.348244000000001,11.679117999999999,12.037647,14.354119,24.084042999999998,33.462922999999996,33.642865,33.934427
2-2801793,,0,0.234366,0.600526,0.976785,1.378575,1.7048729999999999,2.245046,2.6240900000000003,3.098992,3.475721,3.802593,4.3501080000000005,4.476129,4.808704,5.314613,5.521441,5.643943,5.358059,5.43621,5.780006,6.221093,6.457244,7.134083,7.606064,7.887202,8.461399,8.354789,9.091004,9.496804,10.317059,9.012471000000001,8.893234,9.259986999999999,9.878025,9.85522,9.711435,9.531698,9.566322999999999,10.39056,10.044167999999999,10.338643,11.478429,11.751823,12.081698,12.440227,14.758698,24.486623,33.335227,33.513168,33.80273
3-2801779,,,0,0.36616,0.7424189999999999,1.144209,1.470507,2.010679,2.389724,2.864626,3.241355,3.568227,4.115742,4.2417620000000005,4.574337,5.080247,5.287075,5.409576,5.123693,5.201843,5.545640000000001,5.986726,6.222878,6.899716000000001,7.371697,7.6528350000000005,8.227032000000001,8.121423,8.857638,9.262438000000001,10.082692,8.778105,8.658868,9.025621000000001,9.643659,9.621853999999999,9.476068,9.297331,9.331957000000001,10.26731,9.921918,10.215392999999999,11.325178999999999,11.985189,12.317064,12.675593,14.992064000000001,24.720989000000003,33.567593,33.746534999999994,34.037096999999996
4-2801766,,,,0,0.376259,0.778049,1.104347,1.64452,2.023564,2.498466,2.875195,3.202067,3.749582,3.8756019999999998,4.208178,4.714087,4.920915,5.043417,4.7575330000000005,4.835684,5.17948,5.620566999999999,5.856718,6.533557,7.0055380000000005,7.286675999999999,7.860873,7.754263000000001,8.489478,8.897278,9.716533,8.411945,8.292708,8.659461,9.277499,9.254694,9.109908,8.931172,8.965797,10.404086,10.057694,10.353169,11.460955,12.138349,12.470224,12.824753,15.140224,24.869149,33.935753000000005,34.115694,34.406256
5-2801756,,,,,0,0.40179000000000004,0.728089,1.268261,1.647305,2.122208,2.498936,2.8258080000000003,3.3733230000000005,3.4993440000000002,3.831919,4.337828,4.544656,4.667158000000001,4.381275,4.459425,4.803222,5.244308,5.480459,6.157298,6.6292789999999995,6.910417,7.484614,7.378004,8.11322,8.521019,9.340274,8.035686,7.916449000000001,8.283202000000001,8.902239999999999,8.878435000000001,8.73465,8.554913,8.589538000000001,10.781344,10.434953,10.728428,11.836214,12.511608,12.840483,13.199012,15.518482999999998,25.250408,34.310010999999996,34.488953,34.779515
6-2801749,,,,,,0,0.326299,0.8664709999999999,1.245515,1.720418,2.097147,2.424019,2.971533,3.097554,3.430129,3.936038,4.142866000000001,4.265368,3.979485,4.057634999999999,4.401432,4.842518,5.07867,5.755508,6.227489,6.508627,7.0828240000000005,6.976215,7.71243,8.118229,8.938483999999999,7.633897,7.514660000000001,7.881411999999999,8.500451,8.476646,8.33186,8.153122999999999,8.187749,11.095102,10.74871,11.044185,12.182971,12.911398,13.242273,13.600802,15.919273,25.651198,34.713801000000004,34.892742999999996,35.183305
7-2801743,,,,,,,0,0.5481729999999999,0.927217,1.4021190000000001,1.778848,2.1057200000000003,2.653235,2.779255,3.111831,3.61774,3.824568,3.9470699999999996,3.6611860000000003,3.7393370000000004,4.083133,4.52422,4.760371,5.437209999999999,5.909191000000001,6.190329,6.764525999999999,6.6589160000000005,7.395131,7.799931,8.620186,7.315598,7.1963610000000005,7.563114,8.181152,8.158347000000001,8.013561,7.834825,7.86945,10.776803,10.430411,10.724886999999999,11.864673,12.595067,12.924942,13.284471,15.601942000000001,25.330867,35.0391,35.219041,35.509603000000006
8-2801185,,,,,,,,0,0.38504499999999997,0.8599469999999999,1.236676,1.563548,2.111063,2.237083,2.569658,3.075568,3.282396,3.404897,3.119014,3.197164,3.5409610000000002,3.982047,4.218198999999999,4.895037,5.367018,5.648156,6.222353,6.115744,6.851959,7.259758000000001,8.078013,6.773426,6.654189,7.0209410000000005,7.63998,7.617175,7.471389,7.292652,7.327278,10.696605,10.349213,10.644688,11.784475,12.513869,12.844743,13.203272,15.520744,25.250668,35.578272,35.757214000000005,36.047776
9-2801687,,,,,,,,,0,0.47490299999999996,0.8516309999999999,1.178504,1.726018,1.852039,2.184614,2.6905229999999998,2.897351,3.019853,2.7339700000000002,2.81212,3.1559169999999996,3.597003,3.833155,4.509993,4.981974,5.2631120000000005,5.837308999999999,5.7306989999999995,6.466915,6.873714,7.692969000000001,6.388382,6.269144,6.635897,7.254936,7.2311309999999995,7.087345,6.907608,6.942233,10.334351,10.431257,10.724733,11.863519,12.593913,12.924788000000001,13.283317000000002,15.602788,25.330713,35.958315999999996,36.138258,36.427820000000004
10-2801184,,,,,,,,,,0,0.376729,0.703601,1.251116,1.3771360000000001,1.709711,2.215621,2.4224490000000003,2.5449509999999997,2.259067,2.337217,2.681014,3.122101,3.358252,4.03509,4.507072,4.788208999999999,5.362407,5.254797,5.992012,6.397812,7.218067,5.913479,5.794242,6.160995,6.780033,6.756228,6.611442,6.494706,6.529331,9.921449,10.46016,10.754635,11.895421,12.625815,12.955689999999999,13.314219,15.63269,25.360615,36.432219,36.612161,36.902722
