순번_정류장ID,1-2802855,2-2801846,3-2801847,4-2801943,5-2801914,6-2801185,7-2801184,8-2801636,9-2801520,10-2801387,11-2801347,12-2801317,13-2803502,14-2807466,15-2803415,16-2803476,17-2807432,18-2805168,19-2805163,20-2805165,21-2803466,22-2803486,23-2803483
1-2802855,0,2.065461,3.1058209999999997,4.0656620000000006,4.838418,6.309758,6.941705000000001,7.600735,8.387623,9.589606,9.958271,10.296878999999999,14.987301,19.947710999999998,25.817270999999998,28.263633000000002,29.366271,29.861406,30.550185,30.941771000000003,31.377732,33.251792,34.349788000000004
2-2801846,,0,1.040361,2.0002020000000003,2.772957,4.244298000000001,4.876244,5.535275,6.323162,7.524145,7.892810000000001,8.231419,12.946841000000001,17.90725,23.777810000000002,26.223173,27.325809999999997,27.820946000000003,28.509724,28.899309999999996,29.338271999999996,31.212332,32.309328
3-2801847,,,0,0.9598409999999999,1.7325970000000002,3.2049369999999997,3.8358839999999996,4.494914,5.282801999999999,6.483785,6.85245,7.191058,12.00148,16.96189,22.83145,25.276812,26.37845,26.874584999999996,27.563364,27.95395,28.390911,30.267971000000003,31.363967
4-2801943,,,,0,0.772756,2.244096,2.876043,3.535073,4.322961,5.523944,5.892608999999999,6.231217,11.041639,16.002049,21.872609,24.317971,25.419609,25.914744,26.604522999999997,26.995109000000003,27.43307,29.30813,30.403126
5-2801914,,,,,0,1.4713399999999999,2.103287,2.762318,3.549205,4.751188,5.119853,5.458462,10.268884,15.229292999999998,21.098853,23.544216,24.647853,25.142988,25.832767,26.221353000000004,26.658315,28.535375,29.630371000000004
6-2801185,,,,,,0,0.8599469999999999,1.518977,2.306865,3.5078480000000005,3.8765129999999997,4.215122,9.254044,14.214453,20.083013,22.529375,23.632013,24.127148000000002,24.815927,25.206513,25.644474,27.519534999999998,28.615531
7-2801184,,,,,,,0,0.659031,1.445918,2.709901,3.078566,3.417175,8.392097,13.354506,19.224066,21.667429000000002,22.769066,23.269202,23.95498,24.346566,24.782528,26.657588,27.755584000000002
8-2801636,,,,,,,,0,0.786888,2.050871,2.419536,2.7581450000000003,7.9339949999999995,12.892403999999999,18.762964999999998,21.209327,22.310964000000002,22.8091,23.495878,23.886464,24.325426,26.199486,27.295482
9-2801520,,,,,,,,,0,1.263983,1.632649,1.971257,7.685179,12.646588000000001,18.515148999999997,20.961510999999998,22.063149,22.562284,23.248062,23.638648999999997,24.07861,25.950670000000002,27.050665999999996
10-2801387,,,,,,,,,,0,0.368666,0.707274,6.444196,11.403605,17.275166,19.719528,20.820166,21.318301,22.00808,22.396666,22.834626999999998,24.709687,25.805683
11-2801347,,,,,,,,,,,0,0.338609,6.081531,11.041939999999999,16.9115,19.356863,20.4585,20.954635,21.644414,22.035,22.471961999999998,24.347022,25.443018
12-2801317,,,,,,,,,,,,0,5.742922,10.703332000000001,16.573892,19.019254,20.120892,20.617027,21.304806,21.695392000000002,22.132353,24.009413000000002,25.104409
13-2803502,,,,,,,,,,,,,0,4.960408999999999,10.82997,13.275332,14.376970000000002,14.874104999999998,15.562883,15.952470000000002,16.390431,18.265491,19.361487
14-2807466,,,,,,,,,,,,,,0,5.869561,8.314923,9.417561,9.913696,10.602475,10.993061,11.429022,13.305082,14.402078
15-2803415,,,,,,,,,,,,,,,0,2.444363,3.5469999999999997,4.0431349999999995,4.731914,5.1225,5.559462,7.434522,8.531518
16-2803476,,,,,,,,,,,,,,,,0,1.105638,1.601773,2.290552,2.6811380000000002,3.118099,4.9931589999999995,6.0901559999999995
17-2807432,,,,,,,,,,,,,,,,,0,0.49613500000000005,1.184914,1.5755,2.012461,3.887522,4.9845180000000004
18-2805168,,,,,,,,,,,,,,,,,,0,0.688779,1.079365,1.516326,3.3913870000000004,4.488383
19-2805163,,,,,,,,,,,,,,,,,,,0,0.39058699999999996,0.827548,2.702608,3.799604
20-2805165,,,,,,,,,,,,,,,,,,,,0,0.436961,2.3120220000000002,3.409018
21-2803466,,,,,,,,,,,,,,,,,,,,,0,1.87506,2.972057
22-2803486,,,,,,,,,,,,,,,,,,,,,,0,1.1049959999999999
23-2803483,,,,,,,,,,,,,,,,,,,,,,,0
