순번_정류장ID,1-2802917,2-2807425,3-2802928,4-2802622,5-2802996,6-2803018,7-2803022,8-2803030,9-2802644,10-2802645,11-2802965,12-2802959,13-2802641,14-2803003,15-2803008,16-2802980,17-2802954,18-2802913,19-2805151,20-2802874,21-2802868,22-2802856,23-2802823,24-2802783,25-2802757,26-2802733,27-2802706,28-2802628
1-2802917,0,0.172842,0.702626,0.97862,1.220644,1.461986,1.6164459999999998,1.992144,1.787823,1.576475,0.7459020000000001,1.021085,1.34323,1.593278,1.9876330000000002,2.099591,2.194652,2.334469,2.099856,2.265524,2.584315,2.922192,3.245847,3.6748559999999997,4.072021,4.084291,4.501237000000001,4.592842
2-2807425,,0,0.529784,0.805778,1.0478020000000001,1.289144,1.443604,1.819302,1.960665,1.7493169999999998,0.918744,1.193927,1.5160719999999999,1.7661200000000001,2.160475,2.2724330000000004,2.3674939999999998,2.507311,2.272698,2.438366,2.757157,3.0950349999999998,3.4186900000000002,3.8476980000000003,4.245863,4.258133,4.67508,4.763685
3-2802928,,,0,0.275994,0.518019,0.759361,0.9138200000000001,1.289519,1.5105520000000001,1.7209,1.4485270000000001,1.723711,2.045855,2.295904,2.690258,2.802216,2.897278,3.0370939999999997,2.802482,2.96815,3.28694,3.624818,3.9484730000000003,4.377482,4.775647,4.787917,5.203863,5.212468
4-2802622,,,,0,0.242025,0.483367,0.637827,1.013525,1.234558,1.444906,1.724521,1.9997049999999998,2.3218490000000003,2.571898,2.966252,3.07821,3.1732720000000003,3.3130879999999996,3.0784759999999998,3.244144,3.562934,3.900812,4.224467,4.653476,5.051641,5.063911,5.480857,5.488462
5-2802996,,,,,0,0.241342,0.395802,0.7715,0.992533,1.2028809999999999,1.966546,2.2417290000000003,2.443126,2.346922,2.741277,3.189766,3.3662959999999997,3.5551129999999995,3.3205,3.486168,3.8049589999999998,4.142837,4.466492,4.8955,5.292665,5.3049349999999995,5.721882,5.728487
6-2803018,,,,,,0,0.15446,0.530158,0.7511909999999999,0.9615389999999999,1.792112,2.281387,2.201784,2.10558,2.499935,2.948424,3.1249540000000002,3.431545,3.561842,3.7275099999999997,4.046301000000001,4.3841790000000005,4.707834,5.136842,5.535008,5.5472779999999995,5.905461,5.860829
7-2803022,,,,,,,0,0.375698,0.5967319999999999,0.80708,1.637653,2.126928,2.047325,1.9511209999999999,2.345475,2.793964,2.970495,3.277086,3.5206989999999996,3.834367,4.153157,4.491035,4.814690000000001,5.243698,5.640864,5.653134,6.05892,6.014288
8-2803030,,,,,,,,0,0.22103299999999998,0.432381,1.2629549999999998,1.752229,1.672626,1.576422,1.970777,2.419266,2.595796,2.902387,3.1460000000000004,3.459668,3.778459,4.116337000000001,4.439992,4.869,5.266165,5.278435,5.695382,5.837013
9-2802644,,,,,,,,,0,0.211348,1.041922,1.531196,1.4515930000000001,1.355389,1.749744,2.198233,2.374763,2.6813540000000002,2.9249669999999997,3.238635,3.5574260000000004,3.895304,4.218959,4.6479669999999995,5.045132,5.058402,5.475349,5.615981
10-2802645,,,,,,,,,,0,0.830573,1.319848,1.240245,1.144041,1.5383959999999999,1.986884,2.163415,2.470006,2.713619,3.027287,3.346078,3.683955,4.00761,4.436619,4.834784,4.847054,5.263999999999999,5.405632
11-2802965,,,,,,,,,,,0,0.489275,0.81142,0.847377,1.241731,1.56778,1.662842,1.9694330000000002,2.213046,2.5057139999999998,2.824505,3.162382,3.486037,3.915046,4.3122110000000005,4.324481,4.742426999999999,4.833032
12-2802959,,,,,,,,,,,,0,0.32314499999999996,0.6901930000000001,1.0845479999999998,1.079505,1.174567,1.481158,1.7247709999999998,2.038439,2.35723,2.695107,3.0187619999999997,3.447771,3.845936,3.8582059999999996,4.275151999999999,4.416784
13-2802641,,,,,,,,,,,,,0,0.36704899999999996,0.7614029999999999,0.859108,0.9541700000000001,1.260761,1.5043739999999999,1.818042,2.136833,2.47471,2.798365,3.227374,3.625539,3.637809,4.054755,4.1963870000000005
14-2803003,,,,,,,,,,,,,,0,0.394355,0.842844,1.019374,1.325965,1.5695780000000001,1.883246,2.202037,2.539915,2.863569,3.292578,3.689743,3.703013,4.11996,4.261591
15-2803008,,,,,,,,,,,,,,,0,0.448489,0.62502,0.9316110000000001,1.175224,1.488892,1.807682,2.1455599999999997,2.469215,2.8982229999999998,3.295389,3.3086589999999996,3.7246050000000004,3.8672370000000003
16-2802980,,,,,,,,,,,,,,,,0,0.176531,0.48312200000000005,0.726735,1.040403,1.359193,1.697071,2.020726,2.449735,2.8479,2.86017,3.276116,3.4177480000000005
17-2802954,,,,,,,,,,,,,,,,,0,0.306591,0.551204,0.864872,1.183663,1.521541,1.8451959999999998,2.274204,2.671369,2.683639,3.100586,3.242218
18-2802913,,,,,,,,,,,,,,,,,,0,0.244613,0.558281,0.877072,1.21495,1.538604,1.967613,2.3657779999999997,2.378048,2.794994,2.936626
19-2805151,,,,,,,,,,,,,,,,,,,0,0.323668,0.642459,0.9803370000000001,1.303992,1.733,2.131166,2.1434349999999998,2.560382,2.702014
20-2802874,,,,,,,,,,,,,,,,,,,,0,0.318791,0.656669,0.9803229999999999,1.409332,1.878167,2.124767,2.541713,2.683345
21-2802868,,,,,,,,,,,,,,,,,,,,,0,0.337878,0.661533,1.090542,1.560376,1.805977,2.2229229999999998,2.3645549999999997
22-2802856,,,,,,,,,,,,,,,,,,,,,,0,0.323655,0.752664,1.221498,1.468099,1.885045,2.026677
23-2802823,,,,,,,,,,,,,,,,,,,,,,,0,0.43100900000000003,0.9008430000000001,1.1474440000000001,1.56439,1.7060220000000001
24-2802783,,,,,,,,,,,,,,,,,,,,,,,,0,0.46883500000000006,0.715435,1.132382,1.274014
25-2802757,,,,,,,,,,,,,,,,,,,,,,,,,0,0.24660100000000001,0.663547,0.805179
26-2802733,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.416947,0.558578
27-2802706,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.14163199999999998
28-2802628,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
