순번_정류장ID,36-2804279,37-2804277,38-2804638,39-2803726,40-2803727,41-2803729,42-2803731,43-2803733,44-2804300,45-2803738,46-2807372,47-2803736,48-2803739,49-2803700,50-2803699,51-2803697,52-2803695,53-2803693,54-2804775,55-2803741,56-2803742,57-2803743,58-2803744,59-2804666,60-2803745,61-2803746,62-2803747,63-2803748,64-2804688,65-2807370,66-2803604,67-2800266,68-2807368,69-2804602,70-2803580,71-2800263,72-2800267,73-2804032
36-2804279,0,0.47429,2.019886,2.3643240000000003,4.030406,4.406902,4.72452,5.10182,5.552676,5.85749,6.145257,6.433466,6.679749,6.852678,7.172191000000001,7.505561,7.958558,8.271666999999999,8.502395,9.291984,9.451872999999999,9.1822,8.704302,9.013521,9.672118,10.143054,10.881276,11.289302000000001,11.715428,11.847541,12.162449,12.831622,13.129298,13.356547,13.510051999999998,13.73105,13.981145999999999,14.617593
37-2804277,,0,1.545596,1.890034,3.5561160000000003,3.932612,4.25023,4.627529,5.078386,5.383198999999999,5.670967,5.959175,6.205458999999999,6.378388,6.6979,7.031271,7.484267999999999,7.797377,8.028105,8.817692999999998,8.977583000000001,8.70791,8.230012,8.53923,9.197828,9.668763,10.406986,10.815012,11.241138000000001,11.373251,11.688158999999999,12.357332000000001,12.655007000000001,12.882257000000001,13.035762,13.25676,13.506855999999999,14.143301999999998
38-2804638,,,0,0.344438,2.01052,2.387016,2.704634,3.081934,3.5327900000000003,3.8376040000000002,4.125371,4.4135800000000005,4.659863,4.8327919999999995,5.152305,5.485675,5.9386730000000005,6.251780999999999,6.482508999999999,7.272098,7.4319880000000005,7.1623149999999995,6.684416000000001,6.993635,7.652232000000001,8.123168,8.86139,9.269416,9.695542,9.827655,10.142563,10.811736,11.109411999999999,11.336661,11.490166,11.711164,11.961260000000001,12.597707000000002
39-2803726,,,,0,1.666082,2.042578,2.3601959999999997,2.7374959999999997,3.188352,3.4931660000000004,3.780933,4.069141,4.315425,4.488354,4.807867,5.141237,5.594233999999999,5.907343,6.138071,6.927658999999999,7.7520809999999996,7.482408,7.004510000000001,7.313728,7.972326,8.443261,9.181483,9.589509,10.015635000000001,10.147748,10.462655999999999,11.13183,11.429505,11.656755,11.810259,12.031258,12.281353,12.9178
40-2803727,,,,,0,0.376496,0.694114,1.071413,1.52227,1.8270830000000002,2.114851,2.403059,2.649343,2.8222720000000003,3.141784,3.4751550000000004,3.928152,4.241261,4.471989,5.261577,6.278837,6.54851,7.120896000000001,7.430114,8.088712,8.559647,9.29787,9.705896000000001,10.132021,10.264135000000001,10.579042999999999,11.248216000000001,11.545891000000001,11.773141,11.926646,12.147644,12.397739999999999,13.034186
41-2803729,,,,,,0,0.31761799999999996,0.694917,1.145774,1.450588,1.7383549999999999,2.026563,2.272847,2.445776,2.765289,3.098659,3.551656,3.8647650000000002,4.095493,4.885081,5.902341000000001,6.172014,6.7444,7.053617999999999,7.712216000000001,8.183150999999999,8.921374,9.3294,9.755526,9.887639,10.202547000000001,10.87172,11.169395,11.396645,11.55015,11.771148,12.021244,12.657691
42-2803731,,,,,,,0,0.3773,0.8281569999999999,1.13297,1.4207370000000001,1.7089459999999999,1.95523,2.128158,2.4476709999999997,2.781041,3.234039,3.5471470000000003,3.777875,4.567464,5.584724,5.8543970000000005,6.426783,6.736001,7.394599,7.865533999999999,8.603756,9.011782,9.437908,9.570021,9.884929,10.554103,10.851778,11.079028,11.232532,11.453531,11.703626,12.340073
43-2803733,,,,,,,,0,0.45085699999999995,0.75567,1.0454370000000002,1.3336459999999999,1.5799299999999998,1.752859,2.072371,2.405742,2.858739,3.171848,3.402575,4.192164,5.209423999999999,5.479097,6.051483,6.360701000000001,7.019299,7.490234,8.228457,8.636482,9.062608,9.194722,9.50963,10.178803,10.476478,10.703728,10.857232000000002,11.078231,11.328327,11.964773
44-2804300,,,,,,,,,0,0.304813,0.594581,0.8827889999999999,1.129073,1.302002,1.621514,1.9548849999999998,2.407882,2.720991,2.951718,3.741307,4.758567,5.02824,5.600626,5.9098440000000005,6.568442,7.039377,7.7776,8.185626,8.611751,8.743865,9.058773,9.727946000000001,10.025621000000001,10.252871,10.406376,10.627374,10.877469999999999,11.513916
45-2803738,,,,,,,,,,0,0.289767,0.577976,0.82426,0.997188,1.3167010000000001,1.6500709999999998,2.103069,2.416178,2.646905,3.436494,4.453754,4.723427,5.295813,5.605030999999999,6.263629,6.734564,7.472786,7.880812,8.306938,8.439052,8.753959,9.423133,9.720808,9.948058,10.101562,10.322561,10.572657000000001,11.209103
