순번_정류장ID,1-2807429,2-2805676,3-2805630,4-2807038,5-2805632,6-2805634,7-2806163,8-2803653,9-2803162,10-2805974,11-2803161,12-2805513,13-2806606,14-2805639,15-2805702,16-2805700,17-2805698,18-2806024,19-2806031,20-2806083,21-2805637,22-2805693,23-2807325,24-2806483,25-2807342,26-2806037,27-2807039,28-2805148,29-2805812,30-2807052,31-2803178,32-2803303,33-2803307,34-2803312,35-2803302,36-2803298,37-2803288,38-2803285,39-2803650,40-2803291,41-2803296,42-2803179,43-2804433,44-2806619
1-2807429,0,1.108378,1.560618,1.879145,2.224088,2.853845,3.145043,3.574467,3.9553239999999996,4.154184,4.931986,5.5541599999999995,5.060181,4.698155,4.787614,4.977829,4.980424,4.766163,4.404006,4.095228,4.217343,4.67579,6.564464,6.5164550000000006,5.8475790000000005,5.288762,5.001375,4.791368,4.195467,3.716769,4.218785,4.85554,5.125558,4.980161,4.6613169999999995,4.547680000000001,4.7557089999999995,5.194894000000001,5.364621,5.1003870000000004,4.955621,5.076951,12.515182000000001,12.855722
2-2805676,,0,0.453241,0.771767,1.12571,1.7554669999999999,2.046665,2.47609,2.856947,3.055807,3.8336089999999996,4.455782,3.9618029999999997,3.5997779999999997,3.6892370000000003,3.8794519999999997,3.882047,3.667786,3.305629,2.996851,3.118966,3.577413,5.466087,5.720837,5.051961,5.413861,5.424248,5.381746,4.785844,4.3071470000000005,4.809163,5.445917,5.716934999999999,5.571539,5.253695,5.139058,5.346087000000001,5.785272,5.954998000000001,5.690765,5.545998,5.6673290000000005,13.10556,13.4461
3-2805630,,,0,0.318527,0.67247,1.302227,1.593425,2.02285,2.403706,2.602566,3.380368,4.002542,3.5085629999999997,3.146537,3.235996,3.4262120000000005,3.428807,3.214546,2.852388,2.5436099999999997,2.665726,3.124172,5.012846,5.266597,4.597721,4.95962,4.970008,5.182014,5.239085,4.760387000000001,5.262403,5.899158,6.1701760000000005,6.024779,5.705935,5.591298,5.799327,6.238512,6.408239,6.144005,5.999239,6.120569000000001,12.685324000000001,13.025863000000001
4-2807038,,,,0,0.353943,0.9837,1.2748979999999999,1.704323,2.08518,2.28404,3.061842,3.684015,3.190036,2.828011,2.9174700000000002,3.107685,3.11028,2.896019,2.533862,2.225084,2.3471990000000003,2.805646,4.694319999999999,4.94907,4.280194,4.642094,4.6514809999999995,4.863487999999999,5.305389,5.079914,5.581930000000001,6.219684,6.488702,6.345306,6.025462,5.911825,6.118854,6.558039,6.727765,6.463532,6.318765,6.440096,12.366797,12.708337
5-2805632,,,,,0,0.629758,0.920956,1.35038,1.731237,1.9300970000000002,2.7078990000000003,3.330072,2.836093,2.474068,2.563527,2.753742,2.756337,2.542076,2.179919,1.871141,1.9932560000000001,2.4517029999999997,4.340376999999999,5.069543,4.400666999999999,4.762567,4.772954,4.98496,5.426862,5.424857,5.926872,6.563627,6.8356449999999995,6.689247999999999,6.369405,6.256767,6.463796,6.902982000000001,7.072708,6.808475,6.663708,6.785038,12.48827,12.82881
6-2805634,,,,,,0,0.291198,0.7206229999999999,1.10148,1.300339,2.078141,2.7003150000000002,2.206336,1.844311,1.9337689999999998,2.123985,2.12658,1.9123189999999999,1.5501610000000001,1.241383,1.363499,1.8219459999999998,3.7106199999999996,4.902701,5.029424,5.391324,5.402711,5.613716999999999,6.056619,6.054614,6.556628999999999,7.1943839999999994,7.463402,7.318005,7.0001619999999996,6.885525,7.093553,7.532739,7.702464999999999,7.438232000000001,7.293464999999999,7.414796000000001,13.030097,13.370637
7-2806163,,,,,,,0,0.429425,0.810282,1.009142,1.7869439999999999,2.4091169999999997,1.915138,1.553113,1.6425720000000001,1.832787,1.835382,1.6211209999999998,1.258964,0.9501860000000001,1.072301,1.530748,3.419422,4.611503,4.809296,5.172196,5.181583,5.39459,5.8364910000000005,6.346812,6.848828,7.485582000000001,7.7556,7.610203,7.291360000000001,7.177722999999999,7.385752,7.824936999999999,7.994663,7.73043,7.585663,7.706994,12.738899,13.079439
8-2803653,,,,,,,,0,0.380857,0.579717,1.3575190000000001,2.157133,2.212889,1.8508630000000001,1.940322,2.130538,2.1331330000000004,1.9188720000000001,1.556714,1.2479360000000002,1.370052,1.828499,3.717172,4.909253,5.108047,5.469946,5.480334,5.69234,6.133242,6.776236999999999,7.278252,7.913007,8.187025,8.040628,7.720784,7.607147,7.815175999999999,8.254362,8.424088000000001,8.159854,8.015088,8.135418,13.03665,13.377189999999999
9-2803162,,,,,,,,,0,0.19885999999999998,0.976662,1.7762759999999997,1.892857,1.530831,1.62029,1.810505,2.4091,2.194839,1.832682,1.5239040000000001,1.646019,2.104466,3.9931400000000004,5.185221,5.488903,5.849803,5.861191000000001,6.073197,6.514099,7.157093,7.659109,8.293864,8.566882000000001,8.421485,8.102641,7.9890039999999996,8.195033,8.634217999999999,8.804945,8.540711,8.394945,8.517275,13.312617000000001,13.653157
10-2805974,,,,,,,,,,0,0.777802,1.577416,1.6939970000000002,1.331971,1.42143,1.611646,2.21024,1.9959790000000002,1.6338219999999999,1.325044,1.44716,1.9056060000000001,3.79428,4.9863610000000005,5.6552370000000005,6.0486629999999995,6.05905,6.271057,6.712958,7.354953,7.856969,8.492723,8.763742,8.620345,8.299501,8.186864,8.393892999999998,8.833078,9.002805,8.738571,8.593805,8.715135,13.113757999999999,13.454297
