순번_정류장ID,56-2806055,57-2807455,58-2807484,59-2806581,60-2806049,61-2807456,62-2806088,63-2805878,64-2804448,65-2805552,66-2805003,67-2805206,68-2805004,69-2806095,70-2806096,71-2805007,72-2805008,73-2806625,74-2806216,75-2802599,76-2802592,77-2802589,78-2802362,79-2802595,80-2802598,81-2803664,82-2805207,83-2805774,84-2807045,85-2805775,86-2805960,87-2806042,88-2806043,89-2805961,90-2805776,91-2805777,92-2806089,93-2805031,94-2807042,95-2806047,96-2807360,97-2807168,98-2806724,99-2807357,100-2807447,101-2807445,102-2803579,103-2802358,104-2804867,105-2804908,106-2805203,107-2803522,108-2803523,109-2805995
56-2806055,0,1.266942,1.822509,2.457682,2.998127,4.140328,4.801601,5.201882,5.847755,6.254823,6.727212,6.5595479999999995,6.399408,6.144516,5.950734,5.9014169999999995,6.112057,6.5933720000000005,7.010675999999999,7.248167,7.377155,7.6489009999999995,7.995538000000001,8.049016,8.295516000000001,8.653188,8.618607,8.774408,9.099665,9.461516,9.974813000000001,10.219425,10.035631,9.814794000000001,9.279175,8.949518,9.049660000000001,9.431327,9.309645,8.931000000000001,8.922228,9.288477,9.141554,8.595801,8.373832,8.07116,7.583415,7.702622,7.203278,7.002574000000001,7.435014,7.879516000000001,8.127139,8.468531
57-2807455,,0,0.5555680000000001,1.301741,1.842186,2.984387,3.64566,4.045941,4.691814,5.098882,5.571271,5.403607,5.243467,4.988575,4.794793,4.745476,4.956116000000001,5.437431,5.854735,6.092226,6.221214,6.49296,6.839597,6.893075,7.139575,7.497247,7.461666,7.6174669999999995,7.9437240000000005,8.304575,8.817872,9.063483999999999,8.878689999999999,8.658853,8.122233999999999,7.793577,7.893719,8.275386,8.153704,7.775059,7.766286999999999,8.132536,7.985613000000001,7.43986,7.217891000000001,6.9152190000000004,6.427474,6.547681,6.047337000000001,5.846633,6.279073,6.723575,6.971197999999999,7.312589999999999
58-2807484,,,0,0.746174,1.286618,2.428819,3.090092,3.4903730000000004,4.136246,4.543314,5.015704,4.8490400000000005,4.687899,4.433007,4.239225,4.189908,4.400549,4.881863,5.299167,5.536658,5.665646,5.939393,6.284029,6.337507,6.584007000000001,6.941679,6.9070979999999995,7.062899000000001,7.3881559999999995,7.750007000000001,8.263304,8.508916000000001,8.325122,8.105285,7.566666000000001,7.239008999999999,7.338151,7.719817999999999,7.5981369999999995,7.2194910000000005,7.210719,7.576967999999999,7.430046000000001,6.884291999999999,6.662323,6.359651,5.871906,5.9911129999999995,5.491769000000001,5.291066000000001,5.723505,6.168007,6.41563,6.757022999999999
59-2806581,,,,0,0.540445,1.6826459999999999,2.343919,2.7442,3.390073,3.7971410000000003,4.269531,4.102867,3.941726,3.6868339999999997,3.4930519999999996,3.4437349999999998,3.654376,4.13569,4.552994,4.790484999999999,4.919473,5.19422,5.537856,5.591334,5.837834,6.195506,6.160925,6.316726,6.640983,7.002834,7.517131,7.761742999999999,7.577949,7.358111999999999,6.821492999999999,6.4928360000000005,6.591978,6.973644999999999,6.851964,6.473318,6.464546,6.830794999999999,6.683872999999999,6.1381190000000005,5.91615,5.613478,5.125733,5.24494,4.745596,4.544893,4.977332,5.421834,5.669457,6.01085
60-2806049,,,,,0,1.142201,1.812475,2.212755,2.858629,3.2656959999999997,3.738086,3.571422,3.410282,3.155389,2.961607,2.912291,3.1229310000000003,3.6042449999999997,4.02155,4.259041000000001,4.388028,4.662775,5.006412,5.059889,5.306389,5.664061,5.630481,5.7852809999999995,6.110539,6.47339,6.985686,7.229299,7.045505,6.827667999999999,6.288049,5.9623919999999995,6.062533999999999,6.443201,6.320519,5.941873999999999,5.933101000000001,6.29935,6.152428,5.606674,5.3847059999999995,5.082033999999999,4.594288,4.713496,4.2141519999999995,4.013448,4.445888,4.89039,5.138013,5.479405
61-2807456,,,,,,0,0.6702739999999999,1.070554,1.7164270000000001,2.123495,2.595885,2.429221,2.268081,2.013188,1.819406,1.770089,1.9807299999999999,2.4620439999999997,2.8793490000000004,3.116839,3.2458270000000002,3.5185739999999996,3.864211,3.9176879999999996,4.164187999999999,4.52186,4.48728,4.64308,4.967338,5.330188,5.842485,6.089097,5.905304,5.684467,5.1478470000000005,4.81919,4.919333,5.301,5.178318,4.799672,4.7909,5.1571489999999995,5.0102269999999995,4.464473,4.242504,3.939833,3.452087,3.5712949999999997,3.07195,2.8712470000000003,3.303687,3.748188,3.9958120000000004,4.337204
62-2806088,,,,,,,0,0.5082810000000001,1.1541549999999998,1.5612219999999999,2.0336119999999998,1.866948,1.7058080000000002,1.450915,1.257133,1.207817,1.418457,1.8997709999999999,2.3170759999999997,2.554566,2.683554,2.955301,3.301938,3.3554150000000003,3.601915,3.9595870000000004,3.925007,4.081807,4.406065,4.768916,5.280212000000001,5.525824,5.3420309999999995,5.121194,4.584575,4.256917,4.35706,4.737727,4.616045,4.2224,4.213627,4.5798760000000005,4.4329540000000005,3.8872,3.665232,3.3625599999999998,2.8748139999999998,2.995022,2.509678,2.308974,2.652414,3.096915,3.344539,3.6859309999999996
63-2805878,,,,,,,,0,0.645874,1.052941,1.525331,1.358667,1.197527,0.942634,0.7488520000000001,0.699535,0.910176,1.39149,1.8287950000000002,2.0462849999999997,2.175273,2.44902,2.793657,2.847134,3.093634,3.471306,3.437726,3.591526,3.9187839999999996,4.279634,4.791931,5.038543,4.85375,4.633913,4.097293,3.769636,3.867779,4.249446,4.128764,3.91085,3.902078,4.268326999999999,4.121405,3.575651,3.353682,3.051011,2.5632650000000003,2.682473,2.183128,1.982425,2.414864,2.859366,3.10699,3.448382
64-2804448,,,,,,,,,0,0.407068,0.879458,0.7217939999999999,0.556654,0.5287609999999999,0.358457,0.755141,0.964781,1.4460950000000001,1.445079,1.655891,1.784878,1.811147,2.159784,2.213261,2.459761,2.91859,3.4313309999999997,3.587132,3.912389,4.27524,4.787536,5.033149,4.849355,4.629518,4.091899,3.763242,3.8633839999999995,4.245051,4.123369,4.3457550000000005,4.5479519999999996,4.914201,4.767278,4.221525,3.9995559999999997,3.696884,3.209139,3.328346,2.829002,2.628298,3.060738,3.50524,3.7528629999999996,4.094255
65-2805552,,,,,,,,,,0,0.47439,0.48833999999999994,0.3232,0.29530700000000004,0.48908900000000005,1.162208,1.3718489999999999,1.8531630000000001,1.8521470000000002,1.7836560000000001,1.6536680000000001,1.5786930000000001,1.9263299999999999,1.980807,2.226307,2.685136,3.465899,3.621699,3.945957,4.309807,4.821104,5.066716,4.8819230000000005,4.662086,4.125466,3.7978089999999995,3.8979519999999996,4.279619,4.156937,4.379323,4.652519,5.017768,5.174346,4.628592,4.406624,4.103952,3.6162059999999996,3.735414,3.2360700000000002,3.035366,3.467806,3.9123069999999998,4.159930999999999,4.501323
