순번_정류장ID,80-2801595,81-2801562,82-2800171,83-2800236,84-2800224,85-2800215,86-2801374,87-2800205,88-2801343,89-2801338,90-2801310,91-2801288,92-2801241,93-2801275,94-2801270,95-2801057,96-2801043,97-2801024,98-2801003,99-2800969,100-2800959,101-2800841,102-2800964,103-2800840,104-2800839,105-2800981,106-2800992,107-2800994,108-2800526,109-2800528,110-2800532,111-2800535,112-2800544,113-2800541,114-2800530,115-2800523,116-2800519,117-2800517,118-2800515,119-2800508,120-2807101,121-2805797,122-2800504,123-2800510,124-2805304,125-2800498,126-2800497,127-2800493,128-2805026,129-2805415,130-2805596,131-2800462,132-2800460,133-2800453,134-2800458,135-2800330,136-2800473,137-2806699,138-2806696,139-2806252,140-2806254,141-2806256,142-2806258,143-2806260,144-2800312,145-2806860,146-2804809,147-2805729,148-2804807,149-2804928,150-2804805,151-2805322,152-2800356,153-2800358,154-2800360
80-2801595,0,0.148045,0.41372,0.685669,0.924344,1.246856,1.780702,2.04927,2.309755,2.700728,3.10955,3.4645080000000004,3.6776440000000004,3.9164660000000002,4.0423599999999995,5.038589,5.442202,5.827627,6.194380000000001,6.667928999999999,6.812417999999999,6.789613,6.986368,7.023827000000001,7.326811999999999,7.6547160000000005,7.953334,8.271924,9.926528,10.254113,10.629567999999999,11.046834,11.866677000000001,12.10858,12.594174,12.875869999999999,13.12072,13.281288,13.457958999999999,13.396247,13.55465,13.83284,13.624659,13.357992999999999,13.500509,14.514976999999998,14.796885000000001,15.304216,15.967077,16.603085999999998,16.760234,17.242286,17.486041,17.915195,18.233687,18.468655,18.789647,19.798126,20.205947000000002,21.057259,21.286192,21.855065,22.252805,21.863478,21.576017,21.226070999999997,20.704504,20.249959,19.777348,18.560033999999998,18.123368,18.328484,19.127815,19.579734,19.839906
81-2801562,,0,0.265675,0.537623,0.776299,1.098811,1.632657,1.9012240000000002,2.161709,2.552683,2.961504,3.3164629999999997,3.5295980000000005,3.768421,3.894315,4.890544,5.294157,5.679582,6.046335,6.519883999999999,6.665373,6.6415679999999995,6.838323,6.875782000000001,7.178767,7.506671000000001,7.805289,8.123878999999999,9.777483,10.105068,10.483523,10.897789,11.718632000000001,11.960533999999999,12.445129,12.727824,12.972674000000001,13.134243,13.310914000000002,13.248202,13.404604,13.685795,13.474614,13.209947,13.351463,14.367932000000001,14.64984,15.158171,15.819030999999999,16.455041,16.613189000000002,17.093241,17.338995999999998,17.76515,18.086642,18.322609,18.640601999999998,19.650081,20.058901000000002,20.909214000000002,21.138147,21.706020000000002,22.10576,21.714433,21.426972,21.077025,20.555459,20.100914000000003,19.631303,18.409989000000003,17.974323000000002,18.178439,18.979770000000002,19.433689,19.69386
82-2800171,,,0,0.271948,0.510624,0.8331360000000001,1.366982,1.63555,1.896035,2.287008,2.69583,3.0507880000000003,3.2639240000000003,3.5027459999999997,3.62764,4.624869,5.027482,5.413907,5.77966,6.2542089999999995,6.397698,6.374893,6.572647999999999,6.609107000000001,6.913092,7.240996000000001,7.539614,7.859203999999999,9.511808,9.839393,10.216847999999999,10.633113999999999,11.452957000000001,11.69586,12.179454,12.46215,12.708,12.868568,13.045239,12.982527000000001,13.13993,13.42012,13.209939000000002,12.944272999999999,13.085788,14.101257,14.383165,14.892496,15.553357,16.189366,16.346514000000003,16.826566,17.072321,17.500475,17.820967,18.056935,18.374927,19.384406,19.793226999999998,20.643539,20.871472,21.440345,21.840085000000002,21.449758,21.160297,20.812351,20.289784,19.835239,19.364628,18.145314000000003,17.707648000000002,17.913764,18.713095000000003,19.168014000000003,19.429185999999998
83-2800236,,,,0,0.23867600000000003,0.561188,1.095034,1.363601,1.6240860000000001,2.01606,2.424881,2.77984,2.991975,3.229798,3.356692,4.352921,4.755534,5.141959,5.507712000000001,5.982261,6.12775,6.104945,6.3007,6.338158999999999,6.642144,6.968048,7.265666,7.586256,9.237860000000001,9.566445,9.9439,10.360166,11.180009,11.421911,11.904506,12.189200999999999,12.433050999999999,12.594619999999999,12.771291,12.708578999999999,12.864981,13.147172,12.936991,12.670324,12.810839999999999,13.825308999999999,14.111217000000002,14.617548000000001,15.276407999999998,15.913418,16.074566,16.554617999999998,16.800373,17.225527,17.548019,17.782985999999998,18.098979,19.109458,19.516278,20.367591,20.597524,21.165397,21.564137,21.175810000000002,20.888348999999998,20.537402,20.014836,19.559291,19.089679999999998,17.869366,17.432699,17.640816,18.438147,18.892066,19.151237
84-2800224,,,,,0,0.32351199999999997,0.857358,1.125926,1.386411,1.778384,2.187206,2.542164,2.7543,2.993122,3.119016,4.115245,4.518858,4.904283,5.2710360000000005,5.744585,5.890073999999999,5.867269,6.064024,6.101483999999999,6.403468,6.731372,7.028989999999999,7.347580000000001,9.000183999999999,9.328769,9.704224,10.12149,10.941333,11.184236,11.66783,11.950526,12.196375999999999,12.356944,12.534614999999999,12.471903,12.628306,12.909496,12.698315,12.432649000000001,12.574164999999999,13.590632999999999,13.871541,14.381872,15.041732999999999,15.675742000000001,15.83589,16.313942,16.560697,16.987851000000003,17.308343,17.544310999999997,17.861303,18.872782,19.281603,20.130914999999998,20.359848,20.928721,21.327461,20.937134,20.649673,20.299726999999997,19.77816,19.323615,18.853004000000002,17.63169,17.197024,17.401139999999998,18.202471,18.65539,18.917562
85-2800215,,,,,,0,0.534846,0.8034140000000001,1.063899,1.4548729999999999,1.863694,2.218652,2.431788,2.67061,2.796504,3.792733,4.196347,4.581771,4.948524,5.422073999999999,5.5665629999999995,5.544758,5.741512,5.777972,6.080957,6.4078599999999994,6.706478,7.024069,8.677673,9.005257,9.382712,9.798978,10.618822,10.861724,11.345317999999999,11.627013999999999,11.872864,12.034432,12.210103,12.148391,12.304794000000001,12.585985,12.374804,12.111137,12.250653,13.267122,13.55003,14.05836,14.718221,15.355229999999999,15.513379,15.993431,16.239186,16.66534,16.986831,17.222799,17.540791,18.54927,18.959091,19.809403,20.038337,20.606209,21.004949,20.614622,20.327161,19.977215,19.454649,19.001104,18.531492,17.311179,16.873511999999998,17.079629,17.878959,18.333879,18.59405
86-2801374,,,,,,,0,0.268568,0.529053,0.920027,1.328848,1.6838060000000001,1.896942,2.135764,2.261658,3.2578869999999998,3.6615,4.046925,4.413678,4.8872279999999995,5.031716,5.009911,5.205666000000001,5.2441260000000005,5.547111,5.8730139999999995,6.169632,6.490222,8.143825999999999,8.470411,8.848866000000001,9.264132,10.084976,10.327878,10.811472,11.092168,11.338018,11.500586,11.675257,11.612544999999999,11.771948,12.051139,11.840957000000001,11.575291,11.717807,12.733276,13.014184,13.522514000000001,14.182375,14.819384,14.978532000000001,15.458584,15.704339000000001,16.131493,16.449985,16.686953,17.004945000000003,18.015424,18.422245,19.272557,19.501491,20.070363,20.470102999999998,20.078776,19.790315,19.442369,18.919802,18.465257,17.994646,16.776332,16.339666,16.543782,17.344113,17.797032,18.058204
87-2800205,,,,,,,,0,0.26248499999999997,0.7094590000000001,1.11828,1.473239,1.630374,1.8691970000000002,1.995091,2.99132,3.394933,3.780358,4.147111,4.62066,4.7661489999999995,4.7433440000000004,4.939099,4.977558,5.279543,5.606447,5.904065,6.224655,7.876258999999999,8.203844,8.580299,8.997565,9.818408,10.06131,10.542905000000001,10.8266,11.07145,11.232019000000001,11.40969,11.347978,11.504380000000001,11.783571,11.57339,11.308722999999999,11.450239,12.465708,12.747616,13.254947,13.917807,14.551817000000002,14.709964999999999,15.191017,15.437772,15.864926,16.184418,16.420385,16.737378,17.747857,18.156677,19.00599,19.234923000000002,19.802796,20.204535999999997,19.811208999999998,19.524748000000002,19.175801,18.653235000000002,18.197689999999998,17.730079,16.507765,16.072098999999998,16.277214999999998,17.077545999999998,17.530465,17.789635999999998
88-2801343,,,,,,,,,0,0.446974,0.8557950000000001,1.210754,1.5338889999999998,1.7727119999999998,1.8986060000000002,2.902834,3.3064480000000005,3.691873,4.058625,4.532175,4.676664,4.653859,4.850614,4.889073000000001,5.192058,5.517962000000001,5.816579,6.13417,7.787774000000001,8.116359,8.493814,8.910079,9.728923,9.970825,10.454419999999999,10.737115,10.982965,11.144534,11.320205,11.258493,11.414895,11.696086,11.484905,11.220238,11.360754,12.377222999999999,12.660131,13.168462,13.828322,14.465330999999999,14.623479999999999,15.101532,15.349287,15.777441,16.096933,16.3319,16.650892000000002,17.660370999999998,18.069192,18.918504000000002,19.147438,19.715311,20.115051,19.724724,19.437263,19.088316,18.56375,18.111204999999998,17.641593,16.420279999999998,15.984613000000001,16.18873,16.989061,17.444979999999997,17.703151000000002
89-2801338,,,,,,,,,,0,0.412822,0.76778,1.090916,1.3297379999999999,1.455632,2.459861,2.863474,3.248899,3.615652,4.089201,4.23369,4.211885,4.40864,4.445099,4.7480839999999995,5.074987999999999,5.372605999999999,5.691196,7.3448,7.671385000000001,8.04984,8.466106,9.285949,9.528852,10.011446000000001,10.294141999999999,10.538992,10.70156,10.878231,10.814519,10.972921000000001,11.252112,11.042931,10.777265,10.91778,11.934249000000001,12.215157000000001,12.725488,13.386349,14.021358,14.180506,14.659557999999999,14.905313,15.332467000000001,15.651959,15.887927,16.206919,17.216398,17.626219,18.476531,18.703464,19.271337,19.672076999999998,19.28075,18.993289,18.643342999999998,18.121776,17.667231,17.19762,15.977306,15.54064,15.746756,16.546087,17.000006,17.260178
