순번_정류장ID,80-2801595,81-2801562,82-2800171,83-2800236,84-2800224,85-2800215,86-2801374,87-2800205,88-2801343,89-2801338,90-2801310,91-2801288,92-2801241,93-2801275,94-2801270,95-2801057,96-2801043,97-2801024,98-2801003,99-2800969,100-2800959,101-2800841,102-2800964,103-2800840,104-2800839,105-2800981,106-2800992,107-2800994,108-2800526,109-2800528,110-2800532,111-2800535,112-2800544,113-2800541,114-2800530,115-2800523,116-2800519,117-2800517,118-2800515,119-2800508,120-2807101,121-2805797,122-2800504,123-2800510,124-2805304,125-2800498,126-2800497,127-2800493,128-2805026,129-2805415,130-2805596,131-2800462,132-2800460,133-2800453,134-2800458,135-2800330,136-2800473,137-2806699,138-2806696,139-2806252,140-2806254,141-2806256,142-2806258,143-2806260,144-2800312,145-2806860,146-2804809,147-2805729,148-2804807,149-2804928,150-2804805,151-2805322,152-2800356,153-2800358,154-2800360
90-2801310,,,,,,,,,,,0,0.354959,0.678094,0.916917,1.0428110000000002,2.04704,2.450653,2.836078,3.202831,3.6763800000000004,3.820869,3.799064,3.9958190000000005,4.032278,4.336263,4.663167,4.959785,5.279375,6.931978999999999,7.259564,7.6370190000000004,8.053285,8.873128,9.11603,9.598625,9.88232,10.12717,10.288739,10.46441,10.402698,10.5601,10.840291,10.63011,10.364443,10.505958999999999,11.521428,11.802336,12.311667,12.971527,13.607536999999999,13.765685000000001,14.246737,14.492492000000002,14.919645999999998,15.239138,15.477104999999998,15.794098000000002,16.803577,17.211397,18.06271,18.291643,18.860516,19.260256,18.868929,18.580468,18.232521,17.709954999999997,17.25541,16.784799,15.563485,15.126818,15.333935,16.133266,16.587185,16.846356
91-2801288,,,,,,,,,,,,0,0.32313600000000003,0.561958,0.687852,1.6920810000000002,2.095694,2.481119,2.847872,3.321422,3.466911,3.4441059999999997,3.64086,3.67832,3.9803050000000004,4.307208,4.605826,4.923417,6.578021000000001,6.905605,7.28206,7.699325999999999,8.51817,8.761072,9.244666,9.527362,9.772212,9.93378,10.110451,10.048739,10.205142,10.486333,10.275152,10.009485,10.151000999999999,11.16747,11.449378,11.958708,12.618569,13.254578,13.411726999999999,13.892779,14.138534,14.566688000000001,14.886179,15.123147,15.439139,16.448618,16.857439000000003,17.709751,17.937685000000002,18.506557,18.905297,18.512970000000003,18.226509,17.877563000000002,17.354997,16.901452,16.43084,15.209527,14.772860000000001,14.979976999999998,15.778307,16.232226,16.493398000000003
92-2801241,,,,,,,,,,,,,0,0.238823,0.364717,1.368946,1.772559,2.157984,2.524737,2.9982860000000002,3.142775,3.11997,3.316725,3.3541839999999996,3.657169,3.9840730000000004,4.280691,4.601281,6.252885,6.58047,6.958925,7.375191,8.195034,8.436936,8.920531,9.204226,9.449076,9.610645,9.787316,9.724604,9.882006,10.161197,9.952016,9.686349,9.826865,10.843334,11.126242,11.633573,12.294433,12.930442999999999,13.089591,13.569643,13.815398000000002,14.241551999999999,14.562044,14.797011,15.116004,16.126483,16.535303,17.384616,17.613549,18.181422,18.582162,18.189835000000002,17.902374,17.554427,17.030860999999998,16.575316,16.106704999999998,14.885391,14.450724,14.654841000000001,15.455172,15.910091,16.170262
93-2801275,,,,,,,,,,,,,,0,0.125894,1.130123,1.533736,1.9191610000000001,2.285914,2.759464,2.904952,2.8821470000000002,3.0789020000000002,3.1153619999999997,3.4183470000000002,3.74525,4.043868,4.3634580000000005,6.016062000000001,6.341647,6.720102000000001,7.135368,7.9552119999999995,8.200114,8.682708,8.964404,9.210253999999999,9.370822,9.548492999999999,9.484781,9.642184,9.922375,9.712193,9.446527,9.588042999999999,10.603512,10.88742,11.39475,12.055611,12.69162,12.849768,13.329820000000002,13.575576000000002,14.00373,14.323220999999998,14.559189000000002,14.878181,15.886660000000001,16.296481,17.146793,17.374727,17.943599,18.342339000000003,17.951012,17.663551000000002,17.314605,16.792038,16.337493,15.868882000000001,14.647569,14.210901999999999,14.416019,15.218349,15.672267999999999,15.93244
94-2801270,,,,,,,,,,,,,,,0,1.004229,1.407843,1.7932669999999997,2.1600200000000003,2.63357,2.779059,2.756254,2.952008,2.989468,3.293453,3.6203559999999997,3.9169739999999997,4.235565,5.888169,6.215753,6.595208,7.009474000000001,7.829317999999999,8.07422,8.555814,8.84051,9.08336,9.244928,9.421599,9.358887,9.51629,9.796481,9.5863,9.321633,9.462149,10.479617999999999,10.760525999999999,11.268856,11.929717,12.565726,12.723875,13.203926999999998,13.449682000000001,13.876835999999999,14.197327,14.433295000000001,14.751287,15.760766,16.170587,17.019899,17.249833,17.816705,18.216445,17.824118,17.538657,17.188710999999998,16.666145,16.2116,15.741988000000001,14.522675,14.085007999999998,14.291125,15.090454999999999,15.546375,15.805546
95-2801057,,,,,,,,,,,,,,,,0,0.403613,0.789038,1.155791,1.629341,1.77483,1.752025,1.948779,2.152239,2.4552240000000003,2.781127,3.079745,3.399336,5.05194,5.379524,5.756979,6.173245,6.993089,7.235991,7.719585,8.002281,8.247131,8.408699,8.58537,8.522658,8.680061,8.960252,8.750071,8.484404,8.625919999999999,9.641389,9.924297,10.432627,11.093488,11.729497,11.887646,12.367697999999999,12.613453,13.040607000000001,13.361098000000002,13.597066,13.915057999999998,14.924536999999999,15.333357999999999,16.183670000000003,16.412604,16.980476,17.380216,16.988889,16.701428,16.352482000000002,15.829916,15.375371,14.905759,13.685445999999999,13.248779,13.453895999999999,14.254226000000001,14.709145999999999,14.968317
96-2801043,,,,,,,,,,,,,,,,,0,0.386425,0.753178,1.226728,1.416217,1.8699119999999998,2.066667,2.270127,2.573112,2.8990150000000003,3.197633,3.5172239999999997,5.169828,5.497412000000001,5.874867,6.291133,7.110977,7.353878999999999,7.837472999999999,8.120169,8.365019,8.525587,8.702258,8.640546,8.797949000000001,9.07814,8.867958,8.602292,8.743808,9.759277,10.042185,10.549515,11.210376,11.847385000000001,12.005533,12.484586,12.731341,13.158495000000002,13.478985999999999,13.713954000000001,14.031946,15.042425,15.450246,16.301558,16.529492,17.097364000000002,17.498104,17.106776999999997,16.817316,16.470370000000003,15.947803,15.493259,15.023647,13.802334,13.366667000000001,13.570784,14.371114000000002,14.825033,15.085204999999998
97-2801024,,,,,,,,,,,,,,,,,,0,0.366753,0.840303,1.029791,1.670986,1.867741,2.170201,2.473186,2.800089,3.157707,3.4772980000000002,5.1299019999999995,5.457486,5.834941000000001,6.251207,7.071051,7.313953,7.797547,8.080243,8.325092999999999,8.486661,8.663332,8.60062,8.758023,9.038214,8.828032,8.562366,8.703882,9.719351,10.002259,10.510589,11.17045,11.806459,11.965607,12.44566,12.690415,13.117569,13.439060000000001,13.674028,13.992020000000002,15.001498999999999,15.411320000000002,16.261632000000002,16.490566,17.058438,17.458178,17.066851,16.77939,16.429444,15.906877,15.453332999999999,14.982721,13.762407999999999,13.325741,13.530857999999998,14.331188000000001,14.785107,15.045279
98-2801003,,,,,,,,,,,,,,,,,,,0,0.47355,0.663039,1.303234,1.499989,1.803448,2.105433,2.4323360000000003,2.7899540000000003,3.1095450000000002,4.761149,5.089734,5.467188,5.883454,6.702298,6.9452,7.428795,7.7114899999999995,7.956339999999999,8.117908,8.294578999999999,8.231867,8.39127,8.669461,8.45928,8.195613,8.336129,9.351598,9.633506,10.141836,10.802697,11.438706,11.596855,12.076907,12.322662,12.749816000000001,13.069307,13.307275,13.624267000000001,14.633745999999999,15.042567000000002,15.892879,16.122813,16.690685000000002,17.090425,16.699098,16.410637,16.062691,15.539125,15.084579999999999,14.615967999999999,13.394654999999998,12.957988,13.164105,13.963435999999998,14.418354999999998,14.678526000000002
99-2800969,,,,,,,,,,,,,,,,,,,,0,0.18948900000000002,0.830684,1.027439,1.329898,1.632883,1.959787,2.316405,2.635995,4.288599,4.617184,4.994639,5.409905,6.230748,6.47265,6.9572449999999995,7.239941,7.484791,7.6463589999999995,7.82303,7.760317999999999,7.91772,8.196911,7.98773,7.722064,7.863579,8.879048,9.161956,9.670287,10.331147999999999,10.966157,11.124305,11.605357000000001,11.851111999999999,12.278266,12.598758,12.834726,13.152718,14.162197,14.569018,15.42133,15.649263000000001,16.218135999999998,16.617876000000003,16.225548999999997,15.939088,15.589142,15.066575,14.612029999999999,14.143419,12.923105,12.486439,12.691555000000001,13.490885999999998,13.946805,14.205976000000001
100-2800959,,,,,,,,,,,,,,,,,,,,,0,0.641195,0.83795,1.1404100000000001,1.443394,1.769298,2.126916,2.4465060000000003,4.09911,4.426695,4.80415,5.220416,6.04026,6.283162,6.766756,7.0494520000000005,7.294302,7.45587,7.632541000000001,7.5698289999999995,7.727232000000001,8.007423,7.7972410000000005,7.531575,7.673091,8.68856,8.970467999999999,9.478798,10.139659,10.775668,10.933816,11.413867999999999,11.659623,12.086777,12.407269,12.643237,12.961229,13.970707999999998,14.379529000000002,15.229841,15.458775,16.026647,16.426387,16.03506,15.747599,15.398653,14.876085999999999,14.421541,13.951929999999999,12.731616,12.29495,12.500066,13.300397,13.755316,14.014488
101-2800841,,,,,,,,,,,,,,,,,,,,,,0,0.19675499999999999,0.500215,0.803199,1.130103,1.4877209999999998,1.8073110000000001,3.459915,3.7875,4.164955,4.581221,5.4000639999999995,5.643967,6.126561,6.409257,6.654107000000001,6.815675,6.992346,6.9306339999999995,7.088037,7.368227,7.158046000000001,6.891380000000001,7.033896,8.048364,8.332272,8.839603,9.501464,10.136472999999999,10.293621,10.774673,11.020427999999999,11.448582,11.767074000000001,12.004042,12.322034,13.331513000000001,13.741334,14.590646,14.819579000000001,15.387452,15.787192000000001,15.395864999999999,15.109404000000001,14.759457999999999,14.237891000000001,13.782345999999999,13.313735000000001,12.092421,11.656755,11.861871,12.661202000000001,13.117121,13.375293
102-2800964,,,,,,,,,,,,,,,,,,,,,,,0,0.30346,0.606445,0.933348,1.290966,1.6105559999999999,3.26316,3.5907449999999996,3.9682,4.384466000000001,5.2043099999999995,5.447212,5.930806,6.213502,6.458352,6.61992,6.796591,6.733878999999999,6.891282,7.171473,6.961291,6.695625,6.837141,7.85261,8.135518,8.643848,9.304708999999999,9.940717999999999,10.098866000000001,10.578918,10.824672999999999,11.251827,11.572319,11.808287,12.126278999999998,13.135758,13.544579,14.394891000000001,14.623825,15.191697,15.591436999999999,15.20011,14.912648999999998,14.563703,14.041135999999998,13.585591,13.116979999999998,11.895666,11.46,11.665117,12.465447,12.919366,13.179538
103-2800840,,,,,,,,,,,,,,,,,,,,,,,,0,0.302985,0.629889,0.987507,1.307097,2.959701,3.287286,3.6647410000000002,4.081007,4.90085,5.143752,5.627347,5.910042,6.154892,6.316461,6.493132,6.43042,6.587822,6.868013,6.657832000000001,6.392165,6.533681,7.54915,7.8310580000000005,8.339389,9.000249,9.636258999999999,9.795407,10.275459,10.520214,10.947367999999999,11.26786,11.503827000000001,11.82282,12.832299,13.240119,14.090432,14.319365,14.887238,15.287978,14.895651,14.608189999999999,14.259243,13.737677,13.283132,12.813521000000001,11.592207,11.156541,11.361657000000001,12.160988,12.616907000000001,12.876078
104-2800839,,,,,,,,,,,,,,,,,,,,,,,,,0,0.32590399999999997,0.6835220000000001,1.003112,2.655716,2.983301,3.360756,3.777022,4.596865,4.839767,5.323362,5.606057,5.850908,6.012476,6.189147,6.126435,6.283837,6.5640279999999995,6.353847,6.088181,6.229696,7.245164999999999,7.527073,8.035404,8.696264999999999,9.332274,9.490422,9.970474000000001,10.216229,10.643383,10.963875,11.199842,11.517835,12.527314,12.936135,13.786447,14.015379999999999,14.583253,14.982992999999999,14.591666,14.304205,13.955259,13.432692000000001,12.978147,12.508536,11.288222,10.851556,11.056672,11.857003,12.311922000000001,12.571093
105-2800981,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.357618,0.677208,2.329813,2.657397,3.034852,3.451118,4.270962,4.513864,4.997458,5.2801540000000005,5.525004,5.686572,5.863243,5.800530999999999,5.957934,6.238125,6.027943,5.762277,5.903793,6.919262,7.201169999999999,7.7105,8.370361,9.00637,9.165517999999999,9.644571000000001,9.891326,10.318480000000001,10.638971000000002,10.873939,11.191931,12.20241,12.611231,13.461542999999999,13.690477,14.258348999999999,14.657089000000001,14.266762,13.978301,13.629354999999999,13.106788,12.653244,12.182632,10.962319,10.526652,10.731769,11.531099000000001,11.986018,12.24519
106-2800992,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.31959099999999996,1.9721950000000001,2.2997799999999997,2.677234,3.0935,3.9133440000000004,4.156246,4.6398410000000005,4.922536,5.1673860000000005,5.328954,5.505625,5.442913,5.600316,5.880507,5.670326,5.404659,5.546175,6.561644,6.844552,7.352882000000001,8.013743,8.649752000000001,8.807901,9.287953,9.533708,9.960861999999999,10.281353,10.517321,10.835313000000001,11.844792,12.253613,13.103925,13.332859,13.899731,14.300471,13.909144,13.621682999999999,13.272737,12.750171,12.295625999999999,11.826014,10.605701,10.169034,10.374151,11.174482000000001,11.628401,11.887572
107-2800994,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.6526040000000002,1.980189,2.357644,2.77391,3.5957529999999998,3.838656,4.32225,4.604946,4.8497959999999996,5.011364,5.188035,5.125323000000001,5.282726,5.562916,5.352735,5.0870690000000005,5.228584,6.244053,6.526961,7.035292,7.696153,8.332162,8.490310000000001,8.970362,9.216117,9.643271,9.963763,10.199731,10.517723,11.527202,11.936022999999999,12.786335000000001,13.015267999999999,13.583141,13.982880999999999,13.591554,13.304093,12.955147,12.43258,11.978035,11.508424,10.288110000000001,9.851444,10.056560000000001,10.856891000000001,11.311810000000001,11.570982
108-2800526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.327585,0.70504,1.121306,1.9431490000000002,2.186052,2.6696459999999997,2.952342,3.197192,3.3587599999999997,3.5354309999999995,3.472719,3.630122,3.9103120000000002,3.700131,3.4344650000000003,3.5759809999999996,4.591449,4.874357,5.382688,6.043549,6.679558,6.837706,7.317758,7.563513,7.990667,8.311159,8.547127,8.865119,9.874597999999999,10.283419,11.133731,11.362665,11.930537,12.330277,11.93895,11.651489,11.302543,10.779976,10.325431,9.85582,8.635506,8.198839999999999,8.403955999999999,9.204286999999999,9.659206,9.917378
109-2800528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.37745500000000004,0.793721,1.615565,1.8584669999999999,2.342061,2.624757,2.869607,3.031175,3.207846,3.145134,3.302537,3.582728,3.372546,3.10688,3.248396,4.263865,4.5457730000000005,5.055103,5.714964,6.350973000000001,6.5091209999999995,6.989174,7.235929,7.662083,7.983574000000001,8.219542,8.536534,9.546013,9.955834,10.806146,11.03508,11.602952,12.001692,11.610365,11.323903999999999,10.973958,10.451391000000001,9.996846000000001,9.527235000000001,8.306922,7.870255,8.075372,8.875702,9.331621,9.589792999999998
110-2800532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.41626599999999997,1.23811,1.481012,1.964606,2.247302,2.492152,2.65372,2.830391,2.7676790000000002,2.925082,3.205273,2.9950919999999996,2.729425,2.870941,3.8864099999999997,4.169318,4.6776480000000005,5.338508999999999,5.974518,6.132667,6.612719,6.858474,7.285628,7.6061190000000005,7.842086999999999,8.160079,9.169558,9.578379,10.428691,10.657625,11.225497,11.625237,11.23391,10.946449000000001,10.597503,10.074937,9.620391999999999,9.150780000000001,7.930467,7.4938,7.698917,8.499247,8.953166,9.212338
111-2800535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.821844,1.064746,1.54834,1.831036,2.075886,2.237454,2.414125,2.351413,2.508816,2.789007,2.578826,2.313159,2.454675,3.4701440000000003,3.753052,4.261382,4.922243,5.5582519999999995,5.716401,6.196453,6.442208,6.869362,7.189853,7.425821000000001,7.743813,8.753292,9.162113,10.012425,10.241359,10.809231,11.208971,10.817644,10.530183000000001,10.181237,9.658671,9.204125999999999,8.734514,7.514201,7.077534,7.2826509999999995,8.082981,8.536901,8.796072
112-2800544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.242902,0.7264970000000001,1.009192,1.254042,1.415611,1.592282,1.932021,2.089424,2.369615,2.159434,1.8937669999999998,2.035283,3.050752,3.3326599999999997,3.84099,4.501851,5.13786,5.296009,5.776061,6.021816,6.44897,6.769462,7.0054289999999995,7.323421000000001,8.3329,8.741721,9.592033,9.820967,10.388839,10.78858,10.397252,10.109792,9.760845,9.239279,8.783733999999999,8.314122,7.093808999999999,6.6571419999999994,6.863258999999999,7.66259,8.117509,8.37668
113-2800541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.483595,0.7662899999999999,1.01114,1.172708,1.349379,1.914667,2.07207,2.352261,2.14208,1.876413,2.017929,3.033398,3.3153059999999996,3.824636,4.484497,5.120506,5.279655,5.758707,6.0054620000000005,6.432616,6.752108,6.989075,7.307067,8.316546,8.725367,9.575679,9.804613,10.371485,10.772226,10.380898,10.093437,9.744491,9.221925,8.767380000000001,8.296768,7.0774550000000005,6.640788000000001,6.845905,7.646236,8.099155,8.359326
114-2800530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.282696,0.527546,0.689114,0.865785,1.431073,1.588476,1.868666,1.6584849999999998,1.392819,1.534335,2.549803,2.831711,3.341042,4.000903,4.636912000000001,4.795059999999999,5.275112,5.521866999999999,5.949021,6.268513,6.504481,6.822473,7.831952,8.240772999999999,9.091085000000001,9.320018,9.887891,10.287631,9.896303999999999,9.609843,9.259897,8.73733,8.282785,7.813174000000001,6.592860000000001,6.156194,6.36131,7.161641,7.61556,7.8767320000000005
115-2800523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.24485,0.406418,0.5830890000000001,1.148377,1.30578,1.585971,1.37579,1.110123,1.251639,2.2671080000000003,2.549016,3.057346,3.719207,4.355216,4.512365,4.992417,5.2381720000000005,5.665326,5.985818,6.221785,6.539777,7.549256,7.958077,8.808389,9.037322999999999,9.605196000000001,10.004936,9.613609,9.327148,8.977200999999999,8.454635000000001,8.00009,7.530478,6.3101650000000005,5.8734980000000006,6.079615,6.878946000000001,7.332864999999999,7.592036
116-2800519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.16156900000000002,0.33824,0.9035270000000001,1.06093,1.341121,1.13094,0.865273,1.006789,2.0222580000000003,2.305166,2.813497,3.474357,4.110366,4.268515,4.7485669999999995,4.994322,5.421476,5.741968,5.9779349999999996,6.295927,7.305406,7.714227,8.564539,8.793472999999999,9.361346000000001,9.761086,9.369759,9.082298,8.733350999999999,8.210785000000001,7.756239999999999,7.286628,6.066315,5.629648,5.834765,6.635096000000001,7.089015,7.348186
