순번_정류장ID,9-2807368,10-2804602,11-2803580,12-2800263,13-2800267,14-2807607,15-2804032
9-2807368,0,0.22725,0.380754,0.601753,0.851849,1.665847,1.4882950000000001
10-2804602,,0,0.153505,0.37450300000000003,0.624599,1.438597,1.261046
11-2803580,,,0,0.22099899999999997,0.47109399999999996,1.285093,1.1075409999999999
12-2800263,,,,0,0.250096,1.064094,0.8865430000000001
13-2800267,,,,,0,0.813999,0.636447
14-2807607,,,,,,0,0.57262
15-2804032,,,,,,,0
