순번_정류장ID,1-2802549,2-2802365,3-2802580,4-2802578,5-2802583,6-2802574,7-2802567,8-2802553,9-2802543,10-2802537,11-2802364,12-2802540,13-2802363,14-2802519,15-2802511,16-2802435,17-2802419,18-2802408,19-2802405,20-2802400,21-2802402,22-2802398,23-2802396,24-2802394,25-2802866,26-2802841,27-2802821,28-2802798,29-2802808,30-2802827,31-2803777,32-2802823,33-2802783,34-2802757,35-2802733,36-2802625
1-2802549,0,0.703609,1.374871,1.648064,1.904365,2.123004,1.940352,1.617753,1.292014,1.0613299999999999,0.836933,0.71917,1.034407,1.039563,1.053353,1.783898,2.242578,2.538857,2.681243,2.946372,2.820435,2.890071,3.343202,3.763346,4.781125,5.03219,5.192981,5.482065,5.666032,5.932737,5.694428,5.780863,6.208871,6.678706,6.926307,7.542569
2-2802365,,0,0.671263,0.9444549999999999,1.200757,1.4193959999999999,1.237744,1.2543819999999999,1.57912,1.3751959999999999,1.150799,1.033036,1.348273,1.339428,1.353219,2.083764,2.541444,2.838722,2.980109,3.246237,3.120301,3.189937,3.643068,4.063212,5.080991,5.332056,5.492847,5.781931,5.965898,6.2466029999999995,6.008294,6.093729,6.522737,6.992572,7.239172,7.856435
3-2802580,,,0,0.273192,0.5294939999999999,0.748133,1.006519,1.351119,1.675857,1.639458,1.415062,1.297299,1.612536,1.898309,2.024482,2.755027,3.213707,3.509985,3.652371,3.9165,3.791564,3.8612,4.314331,4.734475,5.752254,6.003318,6.16411,6.453193,6.637161,6.511866,6.273557,6.357991999999999,6.787999999999999,7.256835000000001,7.504435000000001,8.121698
4-2802578,,,,0,0.256302,0.47494,0.7333270000000001,1.078927,1.404665,1.584651,1.360254,1.242491,1.557728,1.8435009999999998,2.2966740000000003,2.9062189999999997,3.363899,3.6611769999999995,3.737821,3.952692,3.8267559999999996,3.921392,4.374523,4.794667,5.812446,6.063511,6.224302,6.513386,6.654647,6.310673,6.0723650000000005,6.157799,6.585808,7.056642999999999,7.3012429999999995,7.919505
5-2802583,,,,,0,0.218639,0.477026,0.822625,1.147363,1.381048,1.605445,1.498792,1.81403,2.099803,2.552975,3.16252,3.6202010000000002,3.9164790000000003,3.9941230000000005,4.208994000000001,4.083058,4.177693,4.630824,5.050969,6.068747,6.319812000000001,6.464617,6.581313000000001,6.397346,6.053372,5.815062999999999,5.900498000000001,6.329505999999999,6.800341,7.045942,7.664204
6-2802574,,,,,,0,0.258387,0.6039859999999999,0.929725,1.163409,1.3878059999999999,1.7174310000000002,2.032668,2.318441,2.771614,3.381159,3.839839,4.136118,4.051497,4.267368,4.141432,4.236067,4.688198000000001,5.109342,6.1261209999999995,6.16955,6.2469779999999995,6.362674,6.178707,5.834733,5.596424,5.681858999999999,6.110868,6.5807020000000005,6.826303,7.4435649999999995
7-2802567,,,,,,,0,0.3456,0.670338,0.9040229999999999,1.128419,1.4777790000000002,1.7930169999999999,2.07879,2.531962,3.141507,3.599188,3.896466,3.7921099999999996,4.007981,3.881045,3.9766800000000004,4.428812000000001,4.848955999999999,5.867734,5.910163,5.987591,6.1042879999999995,5.920319999999999,5.576346,5.338038,5.423472,5.852481,6.322316000000001,6.568916000000001,7.186178
8-2802553,,,,,,,,0,0.325739,0.559423,0.78382,1.1331799999999999,1.448417,1.7341900000000001,2.187363,2.796908,3.254588,3.5508669999999998,3.4485099999999997,3.663382,3.5374449999999995,3.632081,4.085212,4.505356,5.523135,5.627564,5.704992,5.821688,5.637721,5.293747,5.054437999999999,5.139873000000001,5.569882,6.038716,6.285317,6.902578999999999
9-2802543,,,,,,,,,0,0.233685,0.458081,0.807442,1.122679,1.408452,1.861625,2.47117,2.92885,3.2261279999999997,3.121772,3.336643,3.2107069999999998,3.305343,3.7584739999999996,4.178618,5.196397,5.301825,5.379253,5.49595,5.3119819999999995,4.9680089999999995,4.7297,4.815135,5.244143,5.712978,5.960578,6.577841
10-2802537,,,,,,,,,,0,0.22439699999999999,0.576757,0.8919940000000001,1.177767,1.63094,2.240485,2.6991650000000003,2.9944439999999997,3.0301709999999997,3.2450419999999998,3.119106,3.213741,3.666872,4.088017,5.104794999999999,5.209224,5.286651999999999,5.4033489999999995,5.219380999999999,4.875407,4.637099,4.722533,5.151542,5.6203769999999995,5.866976999999999,6.484239
11-2802364,,,,,,,,,,,0,0.35236100000000004,0.6675979999999999,0.9533709999999999,1.406544,2.016089,2.473769,2.7710470000000003,2.847691,3.062562,2.936626,3.031262,3.484393,3.9045370000000004,4.922316,5.17338,5.334172,5.623255,5.443778,5.099804,4.861495,4.94693,5.375938,5.845773,6.091373,6.708636
12-2802540,,,,,,,,,,,,0,0.315238,0.601011,1.054183,1.6637279999999999,2.121408,2.417687,2.495331,2.710202,2.584266,2.6789009999999998,3.132032,3.5521769999999995,4.569955,4.82102,4.981812000000001,5.270894999999999,5.454862,5.334567,5.096258,5.181693,5.610702,6.080536,6.326137,6.943399
13-2802363,,,,,,,,,,,,,0,0.289773,0.742946,1.3524909999999999,1.8111709999999999,2.10645,2.184093,2.398965,2.273028,2.367664,2.820795,3.240939,4.258718,4.5097830000000005,4.670575,4.959658,5.143625,5.333401,5.095093,5.180527,5.610536,6.079371,6.324971,6.9442330000000005
14-2802519,,,,,,,,,,,,,,0,0.45517299999999994,1.185718,1.643398,1.9396759999999997,2.083063,2.321809,2.1958729999999997,2.290508,2.743639,3.163784,4.1815620000000004,4.432627,4.593419,4.882502,5.06647,5.410443,5.380866,5.4663,5.894309,6.365144,6.609744,7.228006
15-2802511,,,,,,,,,,,,,,,0,0.730545,1.188225,1.484504,1.62689,1.892019,1.766083,1.836718,2.2898490000000002,2.709994,3.7277720000000003,3.9788370000000004,4.139629,4.428712,4.61268,4.956653,5.194962,5.39751,5.713519,6.182354,6.375954,6.780821
16-2802435,,,,,,,,,,,,,,,,0,0.45768100000000006,0.753959,0.8963450000000001,1.161474,1.0355379999999998,1.1061729999999999,1.559304,1.9794490000000002,2.997227,3.2482919999999997,3.4090839999999996,3.6981669999999998,3.882135,4.226108,4.464417,4.666965,4.981974,5.450809,5.645409,6.050276
17-2802419,,,,,,,,,,,,,,,,,0,0.296279,0.43866499999999997,0.774794,0.8652709999999999,0.9599059999999999,1.413037,1.8331819999999999,2.8509599999999997,3.102025,3.2628169999999996,3.5519,3.735867,4.079841,4.31815,4.520698,4.835707,5.305542,5.499142,5.904008999999999
18-2802408,,,,,,,,,,,,,,,,,,0,0.14238599999999998,0.47851499999999997,0.658452,0.920215,1.373346,1.7934900000000003,2.811269,3.062333,3.223125,3.512208,3.6961760000000004,4.04015,4.278459,4.481007,4.797015,5.26485,5.45945,5.864318
19-2802405,,,,,,,,,,,,,,,,,,,0,0.336129,0.516065,0.777828,1.23096,1.6511040000000001,2.668882,2.919947,3.080739,3.369822,3.5537900000000002,3.897763,4.136072,4.33862,4.654629,5.123464,5.317064,5.721932
20-2802400,,,,,,,,,,,,,,,,,,,,0,0.17993699999999999,0.4657,0.918831,1.338975,2.356754,2.6078189999999997,2.76861,3.0576939999999997,3.241661,3.585635,3.8239440000000005,4.026492,4.3415,4.811335,5.004935,5.409803
