순번_정류장ID,41-2802708,42-2802731,43-2802755,44-2802776,45-2802813,46-2802853,47-2802903,48-2802942,49-2802439,50-2802476,51-2802513,52-2802490,53-2802458,54-2802446,55-2802443,56-2802431,57-2802372,58-2802474,59-2802487,60-2802530,61-2802544,62-2802548,63-2802290,64-2802292,65-2803631,66-2801866,67-2802304,68-2802312,69-2802313,70-2802327,71-2802334,72-2802337,73-2802335,74-2802587,75-2802580,76-2802578,77-2802585,78-2802374
41-2802708,0,0.36495,0.6244930000000001,1.0329629999999999,1.4999069999999999,1.7437599999999998,2.223974,2.526541,4.392411,4.784859,5.5062489999999995,5.355663,5.730393,6.129245,6.131961,6.627762,6.300843,6.691699000000001,6.9161649999999995,6.710736,6.803853999999999,7.0139309999999995,7.403442,7.601576,7.929822,8.358446,8.728407,8.815498,8.538142,8.965906,9.354622,9.170963,8.864985,8.276641999999999,7.903906,7.703714,7.575556,7.780349
42-2802731,,0,0.25954299999999997,0.668013,1.1359569999999999,1.37881,1.8600240000000001,2.162591,4.027461,4.420909,5.1422989999999995,4.989713,5.367443,5.765295,5.766011,6.262812,5.935894,6.3267489999999995,6.551215,6.345786,6.439904,6.6499809999999995,7.038492,7.238625999999999,7.565872,7.995496000000001,8.364457000000002,8.450548,8.174192,8.601956,8.990672,8.807013000000001,8.500036,7.9116919999999995,7.539956,7.338764,7.210605999999999,7.416399
43-2802755,,,0,0.41047,0.8784129999999999,1.121267,1.602481,1.9050479999999999,3.769918,4.163366000000001,4.884755,4.733169999999999,5.1099,5.507752,5.509468,6.0062690000000005,5.73235,6.123206,6.347672,6.089243,6.182361,6.392437999999999,6.781949000000001,6.981083,7.308329,7.736953,8.106914,8.194005,7.917649000000001,8.344413000000001,8.733129,8.54947,8.242492,7.654149,7.282413,7.081221,6.953063,7.158856
44-2802776,,,,0,0.46794399999999997,0.7107979999999999,1.192012,1.494578,3.3594480000000004,3.752897,4.474286,4.321701,4.698430999999999,5.097282,5.098998,5.5957989999999995,5.320881,5.711736,5.936202,5.6787730000000005,5.771891,5.981968,6.371479,6.569613,6.89686,7.327483,7.697444,7.781535000000001,7.507178999999999,7.933944,8.321660000000001,8.138,7.8320229999999995,7.242678999999999,6.871944,6.670752,6.541593,6.748386
45-2802813,,,,,0,0.242854,0.724068,1.026635,2.891505,3.283953,4.005342,3.8547569999999998,4.230487,4.628337999999999,4.6300550000000005,5.126856,4.966937000000001,5.357792,5.582259,5.20883,5.3029470000000005,5.513025,5.902534999999999,6.1016699999999995,6.428916,6.85854,7.227500999999999,7.314591,7.038236,7.465,7.852716,7.6690570000000005,7.364078999999999,6.774736,6.403,6.202808,6.07365,6.279443
46-2802853,,,,,,0,0.48621400000000004,0.7887810000000001,2.653651,3.0460990000000003,3.7684879999999996,3.615903,3.992633,4.391484999999999,4.392201,4.889002,4.831791,5.222646,5.374887999999999,4.971976000000001,5.0660940000000005,5.275171,5.665681,5.863816,6.1910620000000005,6.620686,6.989647,7.077737,6.801382,7.228146000000001,7.616861999999999,7.433203,7.126225,6.536882,6.166146,5.964954,5.835796,6.0425889999999995
47-2802903,,,,,,,0,0.30256700000000003,2.167437,2.559885,3.281275,3.129689,3.506419,3.904271,3.9069870000000004,4.403788,4.35487,4.745725,4.888674,4.484762,4.578880000000001,4.788957,5.178468,5.3776019999999995,5.7058480000000005,6.134472,6.504433000000001,6.589524000000001,6.3141680000000004,6.7399320000000005,7.128647999999999,6.944989,6.640012,6.050668,5.678932,5.47774,5.349582,5.555375
48-2802942,,,,,,,,0,1.8658700000000001,2.2583189999999997,2.979708,2.828123,3.204853,3.602704,3.6044199999999997,4.101221,4.053303,4.444158,4.587108,4.1831949999999996,4.2773129999999995,4.48739,4.876901,5.076035,5.404282,5.832905,6.202866,6.287957,6.011601000000001,6.438366,6.827082000000001,6.643422,6.337445,5.7491010000000005,5.377366,5.176174,5.048015,5.253808
49-2802439,,,,,,,,,0,0.394449,1.1158379999999999,0.964253,1.340983,1.738834,1.74055,2.237351,2.6964330000000003,2.942704,2.724238,2.320325,2.413443,2.6235209999999998,3.0130310000000002,3.2111650000000003,3.5394120000000004,3.968035,4.3379959999999995,4.425087,4.148731,4.575496,4.964212,4.780551999999999,4.474575,3.8852309999999997,3.513496,3.312304,3.184145,3.389938
50-2802476,,,,,,,,,,0,0.72339,0.571804,0.948535,1.346386,1.704102,2.200903,2.659985,2.558255,2.3307900000000004,1.926877,2.020995,2.231072,2.6205830000000003,2.819717,3.147964,3.5765870000000004,3.9465480000000004,4.031639,3.7552830000000004,4.182048,4.571764,4.388104,4.082127,3.492783,3.121048,2.919855,2.791697,2.99749
51-2802513,,,,,,,,,,,0,0.151585,0.639829,1.03768,1.395397,1.892198,2.351279,2.24955,2.022084,1.618172,1.3366049999999998,1.546683,1.936193,2.135328,2.4635740000000004,2.892198,3.262159,3.3472489999999997,3.071894,3.4986580000000003,3.910943,3.765714,3.459737,2.869393,2.436658,2.296466,2.168308,2.374101
52-2802490,,,,,,,,,,,,0,0.48824399999999996,0.8860950000000001,1.243811,1.7406119999999998,2.199694,2.0979650000000003,1.8714990000000002,1.467586,1.488191,1.698268,2.0877790000000003,2.2859130000000003,2.614159,3.042783,3.4127440000000004,3.499835,3.223479,3.6492430000000002,4.061528,3.9183,3.611322,3.021979,2.588243,2.448051,2.319893,2.525686
53-2802458,,,,,,,,,,,,,0,0.397851,0.755568,1.252369,1.71145,1.956721,1.856771,1.843316,1.9654340000000001,2.175512,2.565022,2.763157,3.0914029999999997,3.520027,3.889987,3.9770779999999997,3.7007220000000003,4.127487,4.539771,4.395543,4.0895660000000005,3.498222,3.065487,2.925295,2.7971369999999998,3.00293
54-2802446,,,,,,,,,,,,,,0,0.357716,0.854517,1.313599,1.55987,1.45992,1.761491,1.883609,2.093687,2.483197,2.682331,3.009578,3.4382010000000003,3.8081620000000003,3.895253,3.618897,4.045662,4.456946,4.312718,4.0087410000000006,3.4173970000000002,2.983662,2.84347,2.716311,2.922104
55-2802443,,,,,,,,,,,,,,,0,0.503801,0.962883,1.3537379999999999,1.414313,1.715884,1.8380020000000001,2.048079,2.43759,2.635724,2.964971,3.393594,3.763555,3.849646,3.57329,4.000055000000001,4.412339,4.269111,3.9631339999999997,3.3717900000000003,2.938055,2.7988619999999997,2.670704,2.876497
56-2802431,,,,,,,,,,,,,,,,0,0.459082,0.849937,1.074403,1.477315,1.9740919999999997,2.184169,2.36068,2.559814,2.888061,3.114605,3.3496449999999998,3.817736,3.54138,3.968145,4.380429,4.533201,4.227224,3.41641,3.074145,3.0193369999999997,3.167505,3.373298
57-2802372,,,,,,,,,,,,,,,,,0,0.390855,0.615321,1.018234,1.51501,1.7250880000000002,2.025472,2.223607,2.552853,2.779398,3.014437,3.482528,3.206173,3.632937,4.045222,4.197993,3.8920160000000004,3.081202,2.615063,2.5602549999999997,2.849713,3.0555060000000003
58-2802474,,,,,,,,,,,,,,,,,,0,0.22846599999999997,0.631379,1.128155,1.338233,1.657743,1.855877,2.185124,2.613747,2.983708,3.114799,2.838443,3.2652080000000003,3.677492,3.830264,3.524287,2.713473,2.228208,2.1734,2.462857,2.66865
59-2802487,,,,,,,,,,,,,,,,,,,0,0.403913,0.900689,1.110767,1.430277,1.6294110000000002,1.9576580000000001,2.3862810000000003,2.756242,2.8873330000000004,2.610977,3.0377419999999997,3.4500260000000003,3.6027980000000004,3.296821,2.486007,2.000742,1.945934,2.235391,2.441184
60-2802530,,,,,,,,,,,,,,,,,,,,0,0.496777,0.706854,1.096365,1.294499,1.622745,2.0513689999999998,2.4213299999999998,2.508421,2.232065,2.658829,3.070114,3.204886,2.897909,2.088094,1.596829,1.542022,1.831479,2.037272
61-2802544,,,,,,,,,,,,,,,,,,,,,0,0.21007800000000001,0.599588,0.797723,1.125969,1.5545930000000001,1.924553,2.0706439999999997,1.794288,2.221053,2.633337,2.786109,2.480132,1.669318,1.259947,1.2051399999999999,1.494597,1.70039
62-2802548,,,,,,,,,,,,,,,,,,,,,,0,0.389511,0.588645,0.916892,1.345515,1.7154759999999998,1.8605669999999999,1.584211,2.010976,2.42326,2.576032,2.2700549999999997,1.459241,1.2969760000000001,1.415217,1.7046740000000002,1.910467
63-2802290,,,,,,,,,,,,,,,,,,,,,,,0,0.19913499999999998,0.527381,0.9560049999999999,1.325966,1.8788740000000002,1.739771,2.1665349999999997,2.57882,2.731592,2.425614,1.6148,1.4525350000000001,1.725727,2.015185,2.110093
64-2802292,,,,,,,,,,,,,,,,,,,,,,,,0,0.32824699999999996,0.7568699999999999,1.126831,1.6797400000000002,1.937905,2.3646700000000003,2.776954,2.929726,2.623749,1.812935,1.65067,1.9248619999999999,2.2143189999999997,2.308227
65-2803631,,,,,,,,,,,,,,,,,,,,,,,,,0,0.428624,0.798585,1.351493,1.7783200000000001,2.205084,2.617369,2.795028,2.951995,2.141181,1.978916,2.252108,2.541566,2.636474
66-2801866,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.36996100000000004,0.9228700000000001,1.349696,1.776461,2.188745,2.366404,2.672382,2.569805,2.40754,2.681732,2.970189,3.065097
67-2802304,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.552909,0.979736,1.4065,1.8187849999999999,1.9964439999999999,2.302421,2.394765,2.2325,2.506693,2.79615,2.8900580000000002
68-2802312,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.42682700000000007,0.853591,1.265876,1.447535,1.753512,1.8418560000000002,1.679591,1.9527830000000002,2.242241,2.337149
69-2802313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.42676499999999995,0.8390489999999999,1.022709,1.328686,1.5655,1.403235,1.677428,1.9668849999999998,2.060793
70-2802327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.41228400000000004,0.5959439999999999,0.9019209999999999,1.712735,1.83,2.103192,2.1943509999999997,1.9885580000000003
71-2802334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.18366,0.489637,1.300451,1.790716,2.064908,1.7820669999999998,1.575274
72-2802337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.305977,1.116792,1.607056,1.880249,1.597407,1.391614
