순번_정류장ID,63-2801595,64-2801562,65-2800171,66-2800236,67-2801472,68-2801453,69-2801416,70-2801404,71-2801426,72-2801455,73-2801496,74-2801515,75-2801589,76-2801619,77-2801658,78-2801672,79-2801684,80-2801718,81-2801741,82-2801750,83-2801755,84-2801765,85-2801775,86-2801789,87-2801802,88-2802011,89-2802692,90-2802713,91-2802724,92-2802732,93-2802739,94-2802751,95-2802742,96-2802726,97-2802725,98-2802735,99-2802770,100-2802781,101-2802799,102-2803266,103-2803268,104-2803259,105-2803249,106-2803226,107-2803217,108-2803219,109-2803223,110-2803227,111-2803239,112-2803240,113-2803236,114-2803248,115-2804859,116-2803205,117-2806612,118-2803265
63-2801595,0,0.148045,0.41372,0.685669,1.030545,1.307666,1.672075,1.8821709999999998,1.985693,1.687859,1.70196,2.001582,1.9038380000000001,2.02877,2.42607,2.787452,3.22637,3.706804,4.160952,4.541386,4.9181349999999995,5.292785,5.631316,5.872505,6.1680470000000005,6.6851210000000005,7.206608999999999,7.427204,7.362166,7.739336,8.003549000000001,8.377245,8.746414,9.130761999999999,9.591126,10.036596000000001,10.791875,11.12968,11.668839,12.376553999999999,12.773963,13.137316,12.951478999999999,12.453766,12.978452,13.264952,13.566951000000001,13.727276999999999,14.094838000000001,14.460416,14.61943,15.361094,15.441998000000002,15.74598,16.087494,16.488158
64-2801562,,0,0.265675,0.537623,0.8825,1.159621,1.52403,1.7341259999999998,1.837648,1.539814,1.553915,1.853537,1.755793,1.881725,2.278025,2.639406,3.078325,3.558759,4.012907,4.393341,4.77009,5.1447400000000005,5.483271,5.72446,6.0190019999999995,6.538076,7.120466,7.477752000000001,7.458023,7.835194,8.099406,8.474102,8.842271,9.049619999999999,9.513983,9.953453,10.709733,11.047537,11.585696,12.296411,12.693821,12.991271000000001,12.800434,12.307721,12.829406,13.116906,13.419906,13.581230999999999,13.946793,14.312370999999999,14.470384,15.213049,15.295952999999999,15.599935,15.939448,16.339113
65-2800171,,,0,0.271948,0.616825,0.8939459999999999,1.258355,1.468451,1.571973,1.274139,1.28824,1.587862,1.491118,1.61605,2.01235,2.3737310000000003,2.81265,3.2930839999999995,3.747232,4.1276660000000005,4.504415,4.879065,5.217596,5.458785,5.754327,6.272401,6.852792,7.210077,7.192348,7.5695190000000006,7.833732,8.207428,8.576597,8.781945,9.244308,9.687778,10.443058,10.780863,11.320021,12.029736999999999,12.427146,12.726596,12.535758999999999,12.041046000000001,12.560732000000002,12.851231,13.155231,13.314556,13.681118,14.048696,14.20471,14.945374,15.030278,15.33526,15.673774,16.071438
66-2800236,,,,0,0.344877,0.6219979999999999,0.9864069999999999,1.196503,1.300025,1.002191,1.016292,1.315914,1.675604,1.799536,2.1968360000000002,2.558217,2.9971360000000002,3.4775699999999996,3.931717,4.312151999999999,4.6889,5.06355,5.402082,5.6432709999999995,5.937812999999999,6.456887,7.038277000000001,7.395563,7.377834,7.754003999999999,8.019217,8.392913,8.761082,8.966431,9.429794000000001,9.873264,10.628544,10.966348,11.504507,12.215222,12.613632,12.908082,12.719244999999999,12.225532000000001,12.748217,13.033717,13.339717000000002,13.498042000000002,13.866603,14.233182000000001,14.388195000000001,15.13086,15.215764000000002,15.515745,15.857258999999999,16.256923999999998
67-2801472,,,,,0,0.278122,0.6425310000000001,0.852627,0.956149,0.658315,0.672415,0.972037,1.34152,1.603225,2.059526,2.420907,2.859825,3.34026,3.794407,4.174841000000001,4.55159,4.92624,5.264771,5.50596,5.801501999999999,6.3195760000000005,6.900967,7.257252,7.373524000000001,7.749694,8.014907000000001,8.388603,8.755772,8.83212,9.291484,9.734954,10.490233,10.829038,11.367197,12.077912,12.475321000000001,12.770771,12.581934,12.088222,12.608907,12.897407000000001,13.202407000000001,13.362732000000001,13.730293,14.093872,14.252885000000001,14.993549,15.076454,15.381435,15.722949,16.118614
68-2801453,,,,,,0,0.36440900000000004,0.574505,0.680027,0.497378,0.812723,1.1123459999999998,1.4818280000000001,1.743534,2.199834,2.5612150000000002,3.000134,3.480568,3.934715,4.31515,4.691898,5.066548,5.405079,5.646269,5.941811,6.460885,7.041275,7.399560000000001,7.512832,7.890002000000001,8.155215,8.527911,8.89608,8.971428,9.435792,9.877262,10.633542,10.970346000000001,11.511505,12.221219999999999,12.61863,12.91308,12.722242999999999,12.22953,12.751215,13.035715,13.341714999999999,13.50104,13.867601,14.23618,14.391193,15.135857999999999,15.219762,15.521742999999999,15.861257,16.258922000000002
69-2801416,,,,,,,0,0.210096,0.548134,0.606216,1.163132,1.462755,1.832237,2.093943,2.550243,2.911624,3.350543,3.830977,4.285124,4.665559,5.042307,5.416957,5.755489,5.996678,6.2922199999999995,6.810294,7.390683999999999,7.748969000000001,7.863241,8.240411,8.505624000000001,8.87832,9.247489,9.318838000000001,9.783201,10.228671,10.979951,11.319755,11.858914,12.570628999999998,12.969039,13.262489000000002,13.073652000000001,12.579939,13.100624,13.388124,13.693124,13.851448999999999,14.222010000000001,14.584589000000001,14.742602,15.484267000000001,15.566170999999999,15.872152,16.213666,16.611331
70-2801404,,,,,,,,0,0.340038,0.6378729999999999,1.1947889999999999,1.495411,1.8648939999999998,2.126599,2.5828990000000003,2.94428,3.383199,3.863633,4.317781,4.698215,5.074964,5.4496139999999995,5.788145,6.0293339999999995,6.323876,6.84395,7.425339999999999,7.782626,7.895897,8.273067999999999,8.53628,8.909976,9.280145,9.356494,9.818857000000001,10.260327,11.017607,11.353411,11.89157,12.604285,13.001695,13.285145000000002,13.096308,12.600595,13.03828,13.32378,13.62778,13.743104999999998,14.099667000000002,14.472245000000001,14.628257999999999,15.370923000000001,15.454826999999998,15.757809,16.099322,16.496987
71-2801426,,,,,,,,,0,0.297834,0.85475,1.1543729999999999,1.523855,1.785561,2.241861,2.603242,3.042161,3.522595,3.9767419999999998,4.357177,4.733925,5.108575,5.447107,5.688296,5.982838,6.5009120000000005,7.082302,7.4395869999999995,7.5548589999999995,7.932028999999999,8.197242,8.570938,8.938107,9.013456,9.476819,9.919289,10.674569,11.010373,11.551532,12.262247,12.658657,12.955107,12.76527,12.270557,12.793242,13.079742,13.384742000000001,13.545067000000001,13.913628,14.278207,14.435220000000001,15.175885000000001,15.260789,15.56277,15.903284,16.301949
72-2801455,,,,,,,,,,0,0.556916,0.8565379999999999,1.2260209999999998,1.487726,1.944027,2.3054080000000003,2.744326,3.224761,3.6789080000000003,4.059342,4.436091,4.810741,5.149272,5.390461,5.685003,6.2030769999999995,6.785467999999999,7.141753,7.257024,7.634195,7.898408,8.272103999999999,8.640272999999999,8.712621,9.177984,9.620455,10.375734,10.713539,11.252697999999999,11.963413000000001,12.359822,12.656272,12.467435,11.972722000000001,12.492408,12.780908,13.085908,13.245232999999999,13.614794,13.979372,14.134386,14.87905,14.961954,15.264935999999999,15.60345,16.005115
73-2801496,,,,,,,,,,,0,0.299622,0.6691050000000001,0.93081,1.387111,1.748492,2.18741,2.6678450000000002,3.1219919999999997,3.5024260000000003,3.879175,4.253825,4.592356,4.833545,5.129087,5.647161,6.227551999999999,6.585837,6.8121089999999995,7.190278999999999,7.453492,7.8271880000000005,8.195357000000001,8.157705,8.622069,9.066539,9.820818,10.156623,10.695782000000001,11.408497,11.804905999999999,12.098355999999999,11.909519,11.414807000000001,11.936492,12.223991999999999,12.527992,12.688317,13.056878,13.421457,13.578470000000001,14.321133999999999,14.404039000000001,14.708020000000001,15.048534,15.446198999999998
74-2801515,,,,,,,,,,,,0,0.369483,0.633188,1.089489,1.45087,1.889788,2.3702229999999997,2.82437,3.204804,3.581553,3.956203,4.294734,4.535923,4.831465000000001,5.350539,5.929930000000001,6.287215,6.514486,6.890657000000001,7.15687,7.5285660000000005,7.8967350000000005,7.861083,8.325447,8.768917,9.522196000000001,9.860000999999999,10.39916,11.108875,11.506283999999999,11.800734,11.611897,11.117185000000001,11.63987,11.92737,12.233369999999999,12.392695,12.761256,13.125834,13.281848000000002,14.024512,14.107417000000002,14.411398000000002,14.750912,15.152576999999999
75-2801589,,,,,,,,,,,,,0,0.263706,0.720006,1.081387,1.520306,2.00074,2.454887,2.835322,3.21207,3.5867199999999997,3.9252519999999995,4.166441000000001,4.461983,4.980057,5.561447,5.918732,6.145004,6.522174,6.7863869999999995,7.160083,7.5292520000000005,7.4926,7.954964,8.398434,9.153714,9.491518,10.027677,10.738392,11.137802,11.431252,11.242415,10.746702,11.268386999999999,11.555887,11.859886999999999,12.021212,12.389773,12.753352,12.912365,13.654029999999999,13.736934,14.039914999999999,14.382429,14.780094
76-2801619,,,,,,,,,,,,,,0,0.456301,0.817682,1.2566,1.7370349999999999,2.191182,2.571616,2.9483650000000003,3.3230150000000003,3.661546,3.902735,4.198277,4.717351,5.296742,5.653027,5.879298,6.256469,6.520682,6.895378,7.263547,7.229895,7.689258000000001,8.135729,8.891008,9.224813000000001,9.764972,10.473687,10.872096,11.167546000000002,10.979709,10.484996,11.006682000000001,11.294182000000001,11.599182,11.760507,12.125067999999999,12.492646,12.648660000000001,13.391324,13.476228,13.77921,14.119724,14.518389
77-2801658,,,,,,,,,,,,,,,0,0.362381,0.8013,1.281734,1.7358810000000002,2.116316,2.493065,2.867715,3.2062459999999997,3.447435,3.741977,4.261051,4.840441,5.198727,5.424998,5.802168,6.067381,6.440077,6.809246000000001,6.770595,7.2319580000000006,7.676428,8.431708,8.768512,9.308671,10.018386,10.415796,10.711246000000001,10.524409,10.030696,10.550381,10.839881,11.143881,11.301206,11.669768,12.036346,12.193359,12.935024,13.016928,13.320910000000001,13.663423000000002,14.063088
