순번_정류장ID,24-2807482,25-2805699,26-2805701,27-2805696,28-2805694,29-2805636,30-2805692,31-2807625,32-2803157,33-2803651,34-2806491,35-2803182,36-2807480,37-2807580,38-2803680,39-2803677,40-2806803,41-2806565,42-2805474,43-2807037,44-2805631,45-2805677
24-2807482,0,0.629725,0.839664,1.645832,2.6183349999999996,2.360786,1.943652,1.9452759999999998,2.386228,2.7472630000000002,3.067654,3.488569,4.120655999999999,4.378255,4.260465,3.940028,4.0199739999999995,3.8723669999999997,3.604189,3.6622739999999996,3.994525,4.487636
25-2805699,,0,0.209939,1.037107,2.00961,1.747061,1.313927,1.315551,1.756503,2.117538,2.4379299999999997,2.858845,3.490932,3.74853,3.6307400000000003,3.3103029999999998,3.39025,3.242643,2.9744639999999998,3.03255,3.3648010000000004,3.857911
26-2805701,,,0,0.827168,1.799671,1.537123,1.1039889999999999,1.105612,1.546565,1.9075990000000003,2.227991,2.648906,3.280993,3.538592,3.4208010000000004,3.100364,3.180311,3.0327040000000003,2.764526,2.822611,3.154862,3.647972
27-2805696,,,,0,0.977503,0.9631219999999999,0.9221799999999999,1.129612,1.5705639999999998,1.931599,2.251991,2.6729060000000002,3.304993,3.5625910000000003,3.444801,3.124364,3.204311,3.056704,2.788525,2.8466110000000002,3.178862,3.6719720000000002
28-2805694,,,,,0,0.411375,0.8445090000000001,1.051941,1.492894,1.8539279999999998,2.1743200000000003,2.5952349999999997,3.227322,3.484921,3.3671300000000004,3.046693,3.12664,2.9790330000000003,2.710855,2.76894,3.101191,3.594301
29-2805636,,,,,,0,0.433134,0.640566,1.0815190000000001,1.442553,1.762945,2.1838599999999997,2.815947,3.073546,2.955755,2.635318,2.715265,2.567658,2.29948,2.357565,2.689816,3.1829259999999997
30-2805692,,,,,,,0,0.207432,0.648385,1.009419,1.329811,1.7507259999999998,2.382813,2.640412,2.523621,2.202184,2.282131,2.1345240000000003,1.8663459999999998,1.9244310000000002,2.256682,2.749792
31-2807625,,,,,,,,0,0.441953,0.802987,1.1233790000000001,1.544294,2.176381,2.43398,2.316189,1.995752,2.075699,1.928092,1.659914,1.717999,2.05025,2.54336
32-2803157,,,,,,,,,0,0.361035,0.681427,1.102342,1.734429,1.992027,1.874237,1.5538,1.6337469999999998,1.6511,1.382922,1.441007,1.7732580000000002,2.266368
33-2803651,,,,,,,,,,0,0.320392,0.7413069999999999,1.373394,1.6309930000000001,1.513202,1.1927649999999999,1.272712,1.632866,1.743956,1.802042,2.134293,2.6274029999999997
34-2806491,,,,,,,,,,,0,0.420915,1.053002,1.3106010000000001,1.19281,0.872373,0.95232,1.312474,1.580652,1.78962,2.121871,2.614981
35-2803182,,,,,,,,,,,,0,0.632087,0.8896860000000001,0.771895,0.45145799999999997,0.531405,0.891559,1.159737,1.3687049999999998,1.7009560000000001,2.194066
36-2807480,,,,,,,,,,,,,0,0.25759899999999997,0.773626,0.453189,0.533135,0.8932889999999999,1.161468,1.370436,1.7026869999999998,2.195797
37-2807580,,,,,,,,,,,,,,0,0.5767760000000001,0.710787,0.790734,1.150888,1.419066,1.628034,1.9602849999999998,2.453395
38-2803680,,,,,,,,,,,,,,,0,0.32043699999999997,0.6729430000000001,1.033097,1.301276,1.5102440000000001,1.842495,2.3356049999999997
39-2803677,,,,,,,,,,,,,,,,0,0.352507,0.712661,0.9808389999999999,1.189807,1.522058,2.015168
40-2806803,,,,,,,,,,,,,,,,,0,0.360154,0.628332,0.8393,1.171551,1.6646619999999999
41-2806565,,,,,,,,,,,,,,,,,,0,0.268178,0.479146,0.811397,1.304508
42-2805474,,,,,,,,,,,,,,,,,,,0,0.210968,0.543219,1.036329
43-2807037,,,,,,,,,,,,,,,,,,,,0,0.332251,0.825361
44-2805631,,,,,,,,,,,,,,,,,,,,,0,0.49311000000000005
45-2805677,,,,,,,,,,,,,,,,,,,,,,0
