순번_정류장ID,83-2800505,84-2805797,85-2800504,86-2800510,87-2800512,88-2800521,89-2800524,90-2800548,91-2800553,92-2800566,93-2800580,94-2800587,95-2805740,96-2800596,97-2806215,98-2807267,99-2804912,100-2800626,101-2800637,102-2800647,103-2800666,104-2800678,105-2800688,106-2805582,107-2800715,108-2800727,109-2800723,110-2800745,111-2800759,112-2800776,113-2800796,114-2800813,115-2803049,116-2802654,117-2807098,118-2802671,119-2802630,120-2803042,121-2803043,122-2805595,123-2803123,124-2803131,125-2803137,126-2805441,127-2802629,128-2802719,129-2802709,130-2802718,131-2802712,132-2802708,133-2802731,134-2802755,135-2802776,136-2802813,137-2802854,138-2802865,139-2802876,140-2802880,141-2802890,142-2802893,143-2802896,144-2805500,145-2802634,146-2802843,147-2802804,148-2802810,149-2802859,150-2803287,151-2803294,152-2803308,153-2807102,154-2806071,155-2805983,156-2807033,157-2806177,158-2807454,159-2807455,160-2807484,161-2806157,162-2806176
103-2800666,,,,,,,,,,,,,,,,,,,,,0,0.432228,0.88485,1.0866360000000002,1.262341,1.554717,1.804,2.1666990000000004,2.360709,2.748566,3.141138,4.029166,4.382288,4.67079,5.297000000000001,5.127663,4.702714,4.6,4.941501000000001,5.2845,5.483626999999999,5.590246,5.6821269999999995,5.924005,6.287242,6.036336,5.7392129999999995,6.474076999999999,6.692587,7.262094,7.536957000000001,7.468586999999999,7.876057,8.343,8.727131,8.700002,8.287777,8.263814,8.502522,8.828407,8.867967,8.345108999999999,7.854976,7.511713,6.8883,6.7394229999999995,7.344085000000001,8.055989,8.30339,8.7475,9.418181,9.961455,10.514384,10.785418,11.497428999999999,14.312339000000001,14.641075,14.085507000000002,11.843828,10.892991
104-2800678,,,,,,,,,,,,,,,,,,,,,,0,0.45262299999999994,0.654409,0.8301139999999999,1.12249,1.371773,1.7334720000000001,1.927482,2.315338,2.70791,3.5979389999999998,3.95106,4.2395629999999995,4.865773,4.6944360000000005,4.269486,4.166773,4.509273,4.851273,5.051399,5.157019,5.2489,5.491777,5.855014,5.604108,5.305986,6.04085,6.259359,6.828867,7.104728999999999,7.035360000000001,7.443828999999999,7.9097729999999995,8.294903999999999,8.268774,7.85455,7.831586,8.070295,8.394179,8.43474,7.912881,7.421749,7.079485000000001,6.456072,6.306196,6.9118580000000005,7.623761,7.871163,8.315273,8.985953,9.529227,10.081157000000001,10.35219,11.065201,13.879112,14.207847000000001,13.653279999999999,11.4116,10.459763
105-2800688,,,,,,,,,,,,,,,,,,,,,,,0,0.201786,0.37749099999999997,0.669867,0.93415,1.296849,1.490859,1.878716,2.271288,3.160316,3.513438,3.80194,4.41315,4.242813,3.817864,3.71515,4.057651,4.39865,4.597777,4.705396,4.797276999999999,5.039154,5.418392,5.167486,4.869363,5.6032269999999995,5.821737000000001,6.392244,6.667107000000001,6.596736999999999,7.006207000000001,7.47215,7.856281,7.831152,7.417927000000001,7.3939639999999995,7.632672,7.957557,7.981117,7.458259,6.968126,6.626863,6.00345,5.853573,6.459235,7.172139,7.4165399999999995,7.86065,8.531331,9.075605,9.629534,9.899567999999999,10.612579,13.425489,13.756225,13.200657000000001,10.956978,10.007141
106-2805582,,,,,,,,,,,,,,,,,,,,,,,,0,0.175705,0.468081,0.732364,1.095063,1.289073,1.67693,2.069501,2.95853,3.3116510000000003,3.6001540000000003,4.210364,4.040026999999999,3.615077,3.511364,3.8538639999999997,4.196864,4.39499,4.5016099999999994,4.595491,4.836368,5.216605,4.965699,4.667577,5.4024410000000005,5.61995,6.191458,6.465319999999999,6.394951,6.8044210000000005,7.271364,7.654495,7.629366,7.216141,7.192177,7.430886,7.755771000000001,7.780330999999999,7.257472,6.768339999999999,6.425077,5.799664,5.651787000000001,6.255449,6.969353,7.215754,7.660864,8.329544,8.872819,9.426748,9.698782000000001,10.409792999999999,13.223703,13.552439000000001,12.997871,10.756192,9.806353999999999
107-2800715,,,,,,,,,,,,,,,,,,,,,,,,,0,0.292376,0.556659,0.919358,1.1133680000000001,1.501225,1.8937959999999998,2.782825,3.135946,3.4244489999999996,4.033658999999999,3.864322,3.438372,3.3366589999999996,3.679159,4.021159,4.220285,4.3259050000000006,4.418786,4.660663,5.0409,4.789994,4.491872,5.225736,5.444246,6.015753,6.2896160000000005,6.219246,6.629716,7.094659,7.481789999999999,7.453661,7.040436,7.017472,7.255180999999999,7.580066,7.604626,7.082768,6.591635000000001,6.247372,5.624959,5.475082,6.079744,6.792648,7.040049000000001,7.484159,8.154838999999999,8.698114,9.251043,9.522077000000001,10.233088,13.048998,13.378734,12.822166000000001,10.580487,9.62965
108-2800727,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.266283,0.6289819999999999,0.8229920000000001,1.210849,1.60342,2.492449,2.84557,3.134073,3.863283,3.88438,3.4594300000000002,3.3567169999999997,3.699217,4.041217,4.240343,4.346963,4.4388440000000005,4.680721,4.750525,4.499618,4.201496,4.93536,5.1538699999999995,5.725377,6.00024,5.929869999999999,6.33934,6.805283,7.189414,7.1642850000000005,6.751060000000001,6.726096000000001,6.964805,7.29069,7.624683999999999,7.101825,6.611692999999999,6.26843,5.645017,5.4961400000000005,6.100802,6.813706,7.060107,7.504217,8.174897,8.718172000000001,9.271101,9.542135,10.254146,13.069056,13.397792,12.842224,10.600545,9.649707000000001
109-2800723,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.362699,0.556709,0.944566,1.337137,2.226166,2.579287,2.8677900000000003,3.5980000000000003,3.8393379999999997,3.7227129999999997,3.6210000000000004,3.9625,4.3055,4.504626999999999,4.6112459999999995,4.703126999999999,4.884997,4.484242,4.233335,3.9352129999999996,4.669077,4.887587,5.458094,5.733957,5.664587,6.072057,6.54,6.923131,6.8970020000000005,6.483777,6.459813,6.699522,7.023407000000001,7.369034,7.3651089999999995,6.875976,6.531713,5.9083,5.760423,6.365085,7.075989,7.32339,7.7685,8.438180000000001,8.982455,9.535384,9.806417999999999,10.517429,13.332339000000001,13.661075,13.106507,10.864828,9.912991
110-2800745,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.19401,0.582867,0.9754379999999999,1.8644669999999999,2.217589,2.506091,3.2353009999999998,3.476639,3.5040139999999997,3.401301,3.7438019999999996,4.085801,4.284928,4.392547,4.483428,4.5232980000000005,4.122543,3.871636,3.573514,4.307378,4.525888,5.097395,5.372258,5.301888,5.710358,6.177301,6.561432000000001,6.535303,6.123078,6.098115,6.336823000000001,6.662708,7.007335,7.14641,6.656277,6.314014,5.689601000000001,5.541723999999999,6.146386,6.85929,7.104691000000001,7.548800999999999,8.219481,8.762756,9.316685000000001,9.586719,10.29873,13.11464,13.442376000000001,12.886808,10.644129,9.694291999999999
111-2800759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.388857,0.781428,1.670457,2.0235790000000002,2.312081,3.041291,3.283629,3.311005,3.208291,3.550792,3.8927910000000003,4.091918,4.198537,4.290418,4.329288,3.9285330000000003,3.6776269999999998,3.3795040000000003,4.114368,4.332878,4.902385,5.178248,5.1078779999999995,5.516348000000001,5.985291,6.369422,6.342293,5.929068,5.904105,6.143813,6.468698000000001,6.813325,6.9534,6.463267,6.120004,5.4965910000000004,5.347714,5.952376,6.66528,6.911681,7.355791,8.026471,8.569746,9.122675,9.393709,10.10572,12.920630000000001,13.249366,12.693798,10.452119,9.501282000000002
112-2800776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.392572,1.2816,1.634722,1.9232240000000003,2.6524349999999997,2.8937720000000002,2.922148,2.818435,3.160935,3.503935,3.703061,3.8086800000000003,3.9005620000000003,3.940431,3.539676,3.2887699999999995,2.9906479999999998,3.7245120000000003,3.943021,4.513528,4.788391000000001,4.718021,5.126491000000001,5.5934349999999995,5.977566,5.952436,5.539211,5.515248000000001,5.753957,6.078841000000001,6.424468,6.564543,6.073411,5.731147,5.107734,4.957857,5.563519,6.275423,6.521825,6.965935000000001,7.637614999999999,8.179889,8.732818,9.004852,9.716863,12.530773,12.859509,12.303941,10.062261999999999,9.111425
113-2800796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.8890290000000001,1.24215,1.530653,2.260863,2.5012,2.534576,2.431863,2.7733630000000002,3.117363,3.314489,3.422109,3.51499,3.5478589999999994,3.147104,2.896198,2.598076,3.3319400000000003,3.55045,4.121957,4.395819,4.32645,4.73492,5.203863,5.585994,5.560865,5.14764,5.123676000000001,5.362385,5.6862699999999995,6.031896,6.176971,5.686839,5.3435760000000005,4.719163,4.572286,5.176948,5.889851999999999,6.134253,6.579363000000001,7.250042999999999,7.792317999999999,8.346247,8.617281,9.329292,12.144202,12.472938000000001,11.91737,9.674691000000001,8.724853
