순번_정류장ID,1-2800270,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2804336,8-2804260,9-2807394,10-2804761,11-2804759,12-2804258,13-2804256,14-2806229,15-2804245,16-2804774,17-2804243,18-2804242,19-2806329,20-2804240,21-2804238,22-2804236,23-2804234,24-2806330,25-2803714,26-2803715,27-2803720,28-2803719,29-2803711,30-2806217,31-2803708,32-2806218,33-2803710,34-2803712,35-2804341,36-2804214,37-2804216,38-2804221,39-2806332,40-2807154,41-2804222,42-2804224,43-2804226,44-2807152,45-2804228,46-2804230,47-2807140,48-2807121,49-2806979,50-2807407,51-2806980,52-2806981,53-2806982,54-2806983,55-2806984,56-2806985,57-2807003,58-2807125,59-2807126,60-2807128,61-2807130,62-2807132,63-2806962
1-2800270,0,0.789926,1.059143,1.370099,1.506329,1.754101,2.09174,2.173058,2.4028169999999998,2.654356,2.9277279999999997,3.389828,3.882853,4.155791000000001,4.7405919999999995,6.096643,7.0202350000000004,7.870067999999999,8.416091,8.868155999999999,9.429345,9.689347999999999,10.161937,10.876214,11.213678,11.457285,12.391415,12.785565,12.543311,12.426979,12.066065,12.436827000000001,12.568706,12.763565,12.451392,13.142285999999999,13.520162,14.303123000000001,14.595127,15.240994,15.454284,15.873554,16.243351,16.077091,15.848478,15.493609,15.098135999999998,16.562568,17.165439000000003,17.875204,18.501853,18.818873,19.161533,19.405682000000002,19.93325,20.182082,20.870563,21.343486,22.419853,22.974559,23.670033,24.427192,24.879668
2-2800268,,0,0.270217,0.581174,0.717404,0.965176,1.302815,1.384132,1.613891,1.865431,2.138803,2.6009029999999997,3.093927,3.3668660000000004,3.9516660000000003,5.307718,6.23131,7.081142,7.627166000000001,8.079231,8.64142,8.901423,9.373012,10.086289,10.423753,10.66836,11.60249,11.99664,11.753386,11.637053,11.27714,11.647902,11.779781,11.974639999999999,11.662466,12.35336,12.731236,13.514198,13.806201999999999,14.452069,14.665358,15.083629,15.454426000000002,15.797984,16.027597,16.146814000000003,15.749341000000001,17.212773000000002,17.815644,18.527409,19.154058,19.470078,19.813738,20.057887,20.585455,20.834287,21.522768,21.995691,23.073058,23.626764,24.322238,25.078397,25.530873
3-2800264,,,0,0.31295700000000004,0.449187,0.696959,1.034598,1.115915,1.345675,1.597214,1.870586,2.3326860000000003,2.825711,3.098649,3.68345,5.0395010000000005,5.963093,6.812925,7.358949000000001,7.811014,8.373203,8.633206,9.105795,9.819072,10.156536000000001,10.401143,11.335272999999999,11.729422999999999,11.486169,11.369837,11.009922999999999,11.380685,11.512564,11.707423,11.395249,12.086143,12.46402,13.246981,13.538985,14.184852,14.398142000000002,14.816412,15.187209,15.530767,15.760381,15.878597000000001,15.481125,16.944556,17.547427,18.260192,18.886842,19.201860999999997,19.545521,19.78967,20.317238,20.56607,21.254551,21.727474,22.804841,23.358547,24.055021,24.81018,25.263656
4-2807245,,,,0,0.13623,0.384002,0.725642,0.806959,1.036718,1.288258,1.5616299999999999,2.023729,2.516754,2.7896919999999996,3.374493,4.730544,5.654136,6.5039690000000006,7.049992,7.502057000000001,8.064246,8.324249,8.795838,9.510116,9.847579,10.092187,11.025316,11.420466000000001,11.176213,11.060880000000001,10.700966000000001,11.071728,11.203607,11.398467,11.085293,11.777187,12.155063,12.938024,13.230027999999999,13.875895000000002,14.088185000000001,14.506456,14.878252999999999,15.221810999999999,15.451424,15.56864,15.171168,16.6356,17.23847,17.949236,18.576885,18.893904,19.235564,19.479714,20.008281,20.257113,20.945594,21.419517000000003,22.495885,23.04959,23.746064999999998,24.500223000000002,24.953699
5-2800262,,,,,0,0.247772,0.5894119999999999,0.670729,0.900488,1.152028,1.4254,1.8875,2.3805240000000003,2.6534619999999998,3.238263,4.594314,5.517906,6.367739,6.913761999999999,7.365827,7.928016,8.188019,8.660608,9.373886,9.711349,9.955957000000001,10.890086,11.284236,11.040983,10.92465,10.564736,10.935497999999999,11.067377,11.262236999999999,10.950063,11.640957,12.018833,12.801794000000001,13.093798,13.739664999999999,13.952955,14.371226,14.742023000000001,15.085581,15.315194,15.43341,15.035938,16.499370000000003,17.10224,17.814006,18.442655,18.756674,19.101334,19.344484,19.872051000000003,20.120883,20.809364000000002,21.284287,22.361655,22.91336,23.610835,24.364993,24.819469
6-2807367,,,,,,0,0.34164,0.42295699999999997,0.652716,0.904256,1.1776280000000001,1.6397279999999999,2.132752,2.4056900000000003,2.990491,4.3465419999999995,5.270134,6.119967,6.66599,7.118055,7.680244999999999,7.939247,8.411836,9.125114,9.462577,9.707185,10.641314,11.036465,10.792211,10.676878,10.316965,10.687726,10.819605000000001,11.014465,10.702291,11.392185000000001,11.771061,12.554022,12.846026,13.490893,13.705182999999998,14.123454,14.493251,14.837809,15.067422,15.186638,14.789166,16.250598,16.853468,17.565234,18.191882999999997,18.507901999999998,18.852562,19.096712,19.623279,19.873110999999998,20.561592,21.034515,22.110882999999998,22.664588000000002,23.360063,24.116221,24.571697
7-2804336,,,,,,,0,0.081317,0.311077,0.562616,0.835988,1.298088,1.7911119999999998,2.0640509999999996,2.6488509999999996,4.004903,4.928495,5.778327,6.324351,6.776416,7.338605,7.5986080000000005,8.071197,8.784474000000001,9.121938,9.366545,10.300675,10.694825,10.451571000000001,10.335238,9.975325,10.346086999999999,10.477966,10.672825,10.360650999999999,11.051544999999999,11.429421000000001,12.212383,12.504387,13.150254,13.363543,13.781814,14.152610999999998,14.496169,14.725782,14.845998999999999,14.448526000000001,15.910957999999999,16.514829000000002,17.225594,17.852242999999998,18.168263,18.512923,18.757072,19.28464,19.533472,20.221953,20.694876,21.772243,22.325948999999998,23.020423,23.776582,24.229058
8-2804260,,,,,,,,0,0.22975900000000002,0.486299,0.759671,1.221771,1.714795,1.9877330000000002,2.572534,3.928586,4.852178,5.70201,6.248034,6.700099000000001,7.261288,7.522291,7.994878999999999,8.708157,9.045621,9.289228,10.224357000000001,10.618508,10.375254,10.258921,9.899008,10.269769,10.401648,10.596508,10.284334,10.975228,11.353104,12.135064999999999,12.42807,13.073936999999999,13.286226000000001,13.705497,14.076294,14.419851999999999,14.649465,14.767682,14.370209,15.833641,16.438512,17.149276999999998,17.775926000000002,18.092945999999998,18.435606,18.680754999999998,19.207322,19.455154999999998,20.145636,20.616559,21.694926000000002,22.247632,22.944106,23.699265,24.151741
9-2807394,,,,,,,,,0,0.25654,0.5299119999999999,0.9920120000000001,1.485036,1.7579740000000001,2.342775,3.6988260000000004,4.622418,5.472251,6.018274,6.470339,7.031528,7.291531,7.76512,8.478398,8.815861,9.059469,9.994598,10.387749000000001,10.145495,10.029162,9.669249,10.04001,10.171889,10.366749,10.054575,10.745469,11.123345,11.906305999999999,12.198310000000001,12.844177,13.057466999999999,13.475738,13.846535000000001,14.190093,14.419706,14.537922,14.13945,15.603882,16.207752,16.918518,17.546167,17.862185999999998,18.204846,18.447996,18.977563,19.226395,19.914876,20.385799,21.463167000000002,22.018872,22.712347,23.470505,23.921981
10-2804761,,,,,,,,,,0,0.273372,0.735472,1.2284959999999998,1.501435,2.086235,3.4422870000000003,4.3658790000000005,5.215711,5.761735,6.2138,6.775989,7.035992,7.5085809999999995,8.221858000000001,8.559322,8.803929,9.738059,10.132209,9.888955000000001,9.772622,9.412709,9.783471,9.91535,10.110209,9.798035,10.488928999999999,10.866805000000001,11.649767,11.941771000000001,12.587638,12.800927,13.219198,13.589995000000002,13.933553,14.163166,14.283382999999999,13.88391,15.348342,15.950213,16.661978,17.288626999999998,17.605647,17.949307,18.192456,18.720024,18.969856,19.658337,20.132260000000002,21.208627,21.762332999999998,22.456807,23.212966,23.665442000000002
