순번_정류장ID,1-2800270,2-2800268,3-2800264,4-2807245,5-2800262,6-2807367,7-2804336,8-2804260,9-2807394,10-2804761,11-2804759,12-2804258,13-2804256,14-2806229,15-2806399,16-2804255,17-2804253,18-2806397,19-2804251,20-2804249,21-2804754,22-2806335,23-2804757,24-2804247,25-2804581,26-2804582,27-2800267,28-2804032
1-2800270,0,0.789926,1.059143,1.370099,1.506329,1.754101,2.09174,2.173058,2.4028169999999998,2.654356,2.9277279999999997,3.389828,3.882853,4.155791000000001,4.595987,4.247758999999999,3.7599989999999996,3.173966,2.556241,1.9521400000000002,1.6566299999999998,1.272598,0.876141,0.530453,0.311483,0.608438,0.8684780000000001,0.232031
2-2800268,,0,0.270217,0.581174,0.717404,0.965176,1.302815,1.384132,1.613891,1.865431,2.138803,2.6009029999999997,3.093927,3.3668660000000004,4.0150879999999995,4.363316,4.492204,3.906171,3.288446,2.684345,2.388835,2.004803,1.6083459999999998,1.262658,0.742592,0.444637,0.167728,0.557895
3-2800264,,,0,0.31295700000000004,0.449187,0.696959,1.034598,1.115915,1.345675,1.597214,1.870586,2.3326860000000003,2.825711,3.098649,3.746872,4.095098999999999,4.515142,3.9291080000000003,3.3113839999999994,2.707282,2.411772,2.02774,1.631283,1.285596,0.76553,0.467574,0.190665,0.8271120000000001
4-2807245,,,,0,0.13623,0.384002,0.725642,0.806959,1.036718,1.288258,1.5616299999999999,2.023729,2.516754,2.7896919999999996,3.4379150000000003,3.786142,4.273902,4.240065,3.6223400000000003,3.018239,2.722729,2.3386970000000002,1.9422400000000002,1.596552,1.076486,0.7785310000000001,0.501622,1.138068
5-2800262,,,,,0,0.247772,0.5894119999999999,0.670729,0.900488,1.152028,1.4254,1.8875,2.3805240000000003,2.6534619999999998,3.301685,3.649912,4.137672,4.376295,3.7585699999999997,3.154468,2.8589580000000003,2.474927,2.0784689999999997,1.732782,1.212716,0.914761,0.6378520000000001,1.274298
6-2807367,,,,,,0,0.34164,0.42295699999999997,0.652716,0.904256,1.1776280000000001,1.6397279999999999,2.132752,2.4056900000000003,3.053913,3.40214,3.8899,4.475934,4.006342,3.40224,3.1067299999999998,2.722699,2.326241,1.9805540000000001,1.460488,1.162533,0.8856229999999999,1.52207
7-2804336,,,,,,,0,0.081317,0.311077,0.562616,0.835988,1.298088,1.7911119999999998,2.0640509999999996,2.712273,3.060501,3.548261,4.134294000000001,4.343982,3.7398800000000003,3.4443699999999997,3.0603380000000002,2.663881,2.318194,1.798127,1.5001719999999998,1.223263,1.859709
8-2804260,,,,,,,,0,0.22975900000000002,0.486299,0.759671,1.221771,1.714795,1.9877330000000002,2.635956,2.984184,3.471944,4.057976999999999,4.425299,3.821197,3.5256870000000005,3.141655,2.745198,2.399511,1.879444,1.581489,1.3045799999999999,1.941027
9-2807394,,,,,,,,,0,0.25654,0.5299119999999999,0.9920120000000001,1.485036,1.7579740000000001,2.406197,2.754424,3.242184,3.828218,4.431941999999999,4.050955999999999,3.755446,3.3714150000000003,2.974957,2.62927,2.109204,1.811249,1.534339,2.170786
10-2804761,,,,,,,,,,0,0.273372,0.735472,1.2284959999999998,1.501435,2.149657,2.4978849999999997,2.985645,3.571678,4.175403,4.302496,4.006986,3.622954,3.226497,2.88081,2.360743,2.0627880000000003,1.785879,2.422326
11-2804759,,,,,,,,,,,0,0.4621,0.955125,1.228063,1.879286,2.227513,2.715273,3.301306,3.9050309999999997,4.509133,4.2803580000000006,3.896326,3.4998690000000003,3.154182,2.634115,2.33616,2.0592509999999997,2.695698
12-2804258,,,,,,,,,,,,0,0.49302399999999996,0.7659630000000001,1.4171850000000001,1.7654130000000001,2.253173,2.8392060000000003,3.4429309999999997,4.047033,4.342543,4.358426000000001,3.9619690000000003,3.616281,3.096215,2.79826,2.5213509999999997,3.157797
13-2804256,,,,,,,,,,,,,0,0.272938,0.924161,1.2723879999999999,1.760148,2.3461819999999998,2.949906,3.554008,3.849518,4.23355,4.454993,4.109306,3.58924,3.2912839999999997,3.014375,3.6508220000000002
14-2806229,,,,,,,,,,,,,,0,0.651223,0.99945,1.4872100000000001,2.073244,2.676968,3.2810699999999997,3.5765800000000003,3.9606120000000002,4.357069,4.382244,3.8621779999999997,3.564223,3.2873129999999997,3.9237599999999997
15-2806399,,,,,,,,,,,,,,,0,0.348227,0.835987,1.422021,2.039745,2.643847,2.9393569999999998,3.323389,3.719846,4.065533,4.510401,4.212445,3.935536,4.571983
16-2804255,,,,,,,,,,,,,,,,0,0.48776,1.0737940000000001,1.691518,2.29562,2.5911299999999997,2.975162,3.3716190000000004,3.7173059999999998,4.238372,4.535328,4.2837629999999995,4.47979
17-2804253,,,,,,,,,,,,,,,,,0,0.586034,1.2037579999999999,1.8078599999999998,2.10337,2.487402,2.883859,3.229546,3.7506120000000003,4.047568,4.412652,3.99203
18-2806397,,,,,,,,,,,,,,,,,,0,0.6177239999999999,1.221826,1.517336,1.901368,2.2978259999999997,2.643513,3.1645790000000003,3.4615339999999994,3.8266190000000004,3.405997
19-2804251,,,,,,,,,,,,,,,,,,,0,0.604102,0.8996120000000001,1.283644,1.6801009999999998,2.025788,2.546854,2.84381,3.208894,2.788272
20-2804249,,,,,,,,,,,,,,,,,,,,0,0.29551,0.679542,1.075999,1.421686,1.942753,2.2397080000000003,2.6047919999999998,2.184171
21-2804754,,,,,,,,,,,,,,,,,,,,,0,0.38403200000000004,0.780489,1.126176,1.647243,1.9441979999999999,2.309282,1.8886610000000001
22-2806335,,,,,,,,,,,,,,,,,,,,,,0,0.396458,0.7421449999999999,1.263211,1.560166,1.9252509999999998,1.504629
23-2804757,,,,,,,,,,,,,,,,,,,,,,,0,0.34568699999999997,0.8667540000000001,1.163709,1.528793,1.108172
24-2804247,,,,,,,,,,,,,,,,,,,,,,,,0,0.521066,0.818022,1.183106,0.762484
25-2804581,,,,,,,,,,,,,,,,,,,,,,,,,0,0.297955,0.66304,0.543514
26-2804582,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.365085,0.840469
27-2800267,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.636447
28-2804032,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
