순번_정류장ID,39-2803215,40-2803212,41-2803210,42-2803361,43-2807505,44-2807521,45-2806171,46-2800565,47-2806015,48-2800567,49-2800561,50-2804974,51-2800546,52-2800539,53-2800537,54-2800533,55-2800529,56-2800527,57-2800991,58-2800982,59-2800836,60-2800835,61-2800843,62-2800842,63-2800999,64-2801020,65-2801036,66-2801058,67-2801277,68-2801240,69-2801340,70-2801354,71-2801365,72-2801414,73-2801492,74-2801524,75-2801602,76-2801658,77-2801672,78-2801684,79-2801718,80-2801741,81-2801750,82-2801755,83-2801765,84-2801775,85-2801789
39-2803215,0,0.440145,2.078121,2.383893,12.166534,21.898092000000002,22.704569,24.194943,24.562226000000003,24.761745,25.581431,26.957279999999997,27.255972999999997,27.545734000000003,28.035241,28.510282,28.931844,29.249166,31.211306,31.497348,31.825576,32.143336,32.651345,33.089175,33.4454,33.779241999999996,34.041346999999995,34.228242,35.234941,35.409386,36.032272999999996,35.674656,35.438295000000004,35.539949,36.283782,36.586967,37.054378,36.789623,36.427242,35.994323,35.505889,35.053742,34.672307,34.299558000000005,33.922908,33.583377,33.342188
40-2803212,,0,1.637976,1.943748,12.606679,22.338237,23.144714,24.635088,25.002371,25.20189,26.021576,27.397425,27.696118,27.985878999999997,28.475386,28.950428000000002,29.371990000000004,29.689311,31.651451,31.937493,32.265722,32.582481,33.09149,33.52932,33.884545,34.219387,34.480493,34.668387,35.674085999999996,35.848531,36.472418,36.114801,35.87744,35.979094,36.722928,37.027112,37.494523,37.229768,36.866386999999996,36.434468,35.949034000000005,35.492886999999996,35.112452000000005,34.738703,34.365053,34.023522,33.783333
41-2803210,,,0,0.305772,11.566930000000001,21.298488,22.104965,23.595339000000003,23.962622,24.162142000000003,24.981827,26.357676,26.656369,26.94613,27.435637,27.910679,28.332240999999996,28.649562,30.611702,30.897744,31.225973,31.542733000000002,32.051741,32.488571,32.844796,33.179638,33.441744,33.628638,34.634337,34.809782,35.431669,35.075052,34.838691,34.940345,35.684179,35.987364,36.454774,36.189019,35.827638,35.393719,34.908285,34.454138,34.072703000000004,33.697953999999996,33.324304999999995,32.984774,32.743584000000006
42-2803361,,,,0,11.261158,20.992716,21.799194,23.289568,23.65685,23.856370000000002,24.676056,26.051904,26.350596999999997,26.640359000000004,27.129865000000002,27.604907,28.026469,28.343790999999996,30.30593,30.591973,30.920201000000002,31.237961,31.745969,32.1838,32.540024,32.873866,33.135971999999995,33.322866,34.328565000000005,34.503009999999996,35.125898,34.76828,34.532919,34.634572999999996,35.378407,35.680592,36.148002000000005,35.883247,35.520866,35.086948,34.601513,34.147366,33.766932000000004,33.393183,33.018533000000005,32.677002,32.435813
43-2807505,,,,,0,9.732558000000001,10.539035,12.029409,12.396692,12.596212,13.415898,14.791746,15.090439000000002,15.3802,15.869707,16.344749,16.766310999999998,17.083632,19.045772,19.331814,19.660042999999998,19.977803,20.485810999999998,20.923641,21.279866000000002,21.613708,21.875814000000002,22.062707999999997,23.069407,23.243852,23.866739000000003,23.509122,23.272761,23.374415,24.118249,24.421434,24.888844,25.476326999999998,25.329708,25.340789,25.153354999999998,25.300207999999998,25.587774,25.210025,24.834375,24.711572,24.470654999999997
44-2807521,,,,,,0,0.806477,2.2968509999999998,2.6641340000000002,2.863654,3.6833400000000003,5.059188,5.357881,5.647643,6.137149,6.612191,7.033753,7.3510740000000006,9.313214,9.599256,9.927485,10.244245,10.752253,11.190083999999999,11.546308,11.88015,12.142256,12.32915,13.335849,13.509294,14.134182000000001,13.775564000000001,13.539203,13.641857,14.384691,14.688876,15.155285999999998,15.742769000000001,15.59715,15.609232,15.420797,15.56865,15.850216,15.476467000000001,15.106817000000001,14.982014999999999,14.738097
45-2806171,,,,,,,0,1.490374,1.857657,2.0571770000000003,2.876863,4.252711,4.551404,4.841165,5.330672,5.805714,6.227276,6.544597,8.506737,8.792779,9.121008,9.437768,9.946776,10.383606,10.740831,11.073673,11.337779,11.522673,12.529372,12.703816999999999,13.326704000000001,12.969087,12.733725999999999,12.83438,13.578214000000001,13.881398999999998,14.348809,14.935292,14.791673000000001,14.803754000000001,14.616320000000002,14.763173000000002,15.048738,14.670989000000002,14.29734,14.171536999999999,13.931619
46-2800565,,,,,,,,0,0.36728299999999997,0.566803,1.3864889999999999,2.762337,3.06103,3.3507910000000005,3.840298,4.31534,4.736902,5.054223,7.016363,7.302405,7.630634,7.948394,8.456402,8.894232,9.249457000000001,9.583299,9.847405,10.032299,11.038998,11.213443,11.83633,11.478713,11.242352,11.344006,12.08884,12.391025,12.858435,13.444918,13.301298999999998,13.313379999999999,13.123945999999998,13.270798999999998,13.554364999999999,13.180616,12.806966000000001,12.686163,12.441246000000001
47-2806015,,,,,,,,,0,0.19952,1.019206,2.395054,2.693747,2.983509,3.473015,3.948057,4.369619,4.686941,6.6490800000000005,6.935123,7.263350999999999,7.581111,8.089119,8.52695,8.883174,9.216016,9.480122,9.666016,10.672715,10.846160000000001,11.469047999999999,11.11143,10.875069,10.976723,11.720557000000001,12.024742,12.492152,13.078635,12.933016,12.945098,12.757663,12.904517,13.188082000000001,12.817333,12.442683,12.317881,12.074963
48-2800567,,,,,,,,,,0,0.819686,2.195535,2.4942279999999997,2.783989,3.2734959999999997,3.7485370000000002,4.170099,4.487421,6.449561,6.735603,7.0638309999999995,7.381591,7.8896,8.32643,8.683655,9.017497,9.280602,9.465497000000001,10.472196,10.645641,11.269528,10.912911,10.67655,10.777204,11.521038,11.824222,12.291633000000001,12.878116,12.733497,12.744578,12.557144000000001,12.703997,12.987561999999999,12.613813,12.243163000000001,12.116361,11.875442999999999
