순번_정류장ID,1-2801245,2-2801244,3-2805070,4-2801261,5-2801267,6-2801193,7-2801278,8-2801295,9-2801309,10-2801329,11-2801335,12-2800209,13-2800204,14-2800201,15-2800197,16-2800199,17-2800175,18-2800213,19-2800220,20-2800231,21-2806091,22-2806779,23-2807641,24-2801697,25-2801724,26-2801915,27-2801923,28-2801926,29-2801922,30-2805271,31-2805273,32-2805275,33-2805278,34-2801967,35-2801973,36-2801984,37-2802009,38-2802037,39-2802075,40-2802124,41-2802114,42-2802097,43-2802088,44-2802081,45-2802066
30-2805271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.264861,0.387345,0.666629,0.835282,1.139613,1.476457,1.682707,1.89713,2.26172,2.91045,2.791978,2.233347,2.00431,2.0503880000000003,2.366833
31-2805273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.122484,0.40176799999999996,0.570421,0.8747530000000001,1.211597,1.417846,1.632269,1.9968599999999999,2.6455889999999997,2.907343,2.348712,2.119675,2.165753,2.482199
32-2805275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.28228400000000003,0.450937,0.755269,1.092113,1.298362,1.512785,1.877376,2.526105,2.787859,2.229228,2.000191,2.0462689999999997,2.362715
33-2805278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.168654,0.47298500000000004,0.809829,1.0160790000000002,1.230502,1.595092,2.243821,2.505576,1.9469439999999998,1.7179080000000002,1.763986,2.080431
34-2801967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.309332,0.646176,0.852425,1.066848,1.431439,2.080168,2.426741,2.005629,1.7765919999999997,1.82267,2.1391150000000003
35-2801973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.33784400000000003,0.544094,0.758517,1.123107,1.7718369999999999,2.11841,2.30996,2.080923,2.127001,2.443446
36-2801984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.20625,0.42067299999999996,0.787263,1.435993,1.782566,2.3401970000000003,2.417767,2.463845,2.78029
37-2802009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.214423,0.581014,1.229743,1.576316,2.133947,2.362984,2.486907,2.803353
38-2802037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.366591,1.01532,1.361893,1.9195240000000002,2.148561,2.272484,2.58893
39-2802075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.64873,0.995303,1.552934,1.781971,1.905894,2.222339
40-2802124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.346573,0.9042040000000001,1.133241,1.2661639999999998,1.58261
41-2802114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.557631,0.786668,0.919592,1.236037
42-2802097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.229037,0.36096,0.6774060000000001
43-2802088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.131924,0.44836899999999996
44-2802081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.316446
45-2802066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
