순번_정류장ID,41-2801790,42-2801977,43-2805598,44-2802051,45-2802098,46-2802129,47-2802158,48-2802168,49-2802175,50-2802828,51-2802193,52-2802196,53-2802200,54-2802204,55-2805533,56-2802215,57-2802212,58-2802208,59-2802210,60-2802213,61-2802220,62-2801901,63-2805900,64-2801903,65-2803532,66-2801819,67-2803807,68-2804958,69-2803816,70-2805434,71-2804900,72-2805978
41-2801790,0,0.5366029999999999,0.914773,1.1607459999999998,1.613653,1.986084,2.516356,2.831442,3.175743,3.500482,3.9277610000000003,4.711641999999999,5.108534,5.2373959999999995,5.590183000000001,6.0402949999999995,6.433324,7.086266999999999,7.245506,7.387758,7.608445,7.899483999999999,8.607595,8.822265,8.999068,9.237725,9.512815,9.745061,10.193126,10.557953999999999,10.586226,10.633212
42-2801977,,0,0.37817,0.6241439999999999,1.07705,1.449481,1.978753,2.294839,2.63814,2.963879,3.3911589999999996,4.174039,4.570931,4.699793,5.05358,5.503692,5.896721,6.548664,6.888903,7.031155,7.251842,7.5428809999999995,8.250992,8.465662,8.463465,8.700122,8.977212,9.209458,9.656523,10.022350999999999,10.050623,10.097609
43-2805598,,,0,0.245973,0.6988800000000001,1.0713110000000001,1.600583,1.916669,2.25997,2.5857080000000003,3.012988,3.794868,4.191761,4.320623,4.67441,5.124521,5.517551,6.169493,6.509733,6.651985000000001,6.872672000000001,7.163710000000001,7.871821000000001,8.086492,8.084295,8.320952,8.598042,8.830287,9.277353,9.643181,9.671453,9.718439
44-2802051,,,,0,0.45390699999999995,0.8273379999999999,1.35661,1.672696,2.015997,2.341735,2.769015,3.5508949999999997,3.9477879999999996,4.07665,4.430437,4.880548,5.273578,5.92552,6.26576,6.408012,6.6296990000000005,6.920737,7.628848,7.842519,7.8403220000000005,8.076979,8.355069,8.586314,9.033380000000001,9.399208,9.427480000000001,9.475466
45-2802098,,,,,0,0.37443200000000004,0.903703,1.219789,1.5630899999999999,1.888829,2.316109,3.098989,3.495882,3.624743,3.97853,4.427642,4.821671,5.4736139999999995,5.813853,5.9551050000000005,6.1757919999999995,6.467830999999999,7.174942,7.390612,7.387415,7.625072,7.902163000000001,8.134408,8.580473,8.946301,8.975574,9.022559
46-2802129,,,,,,0,0.5302720000000001,0.8463579999999999,1.189659,1.5153969999999999,1.942677,2.725557,3.12145,3.250312,3.6050989999999996,4.054209999999999,4.44824,5.100182,5.440422,5.581674,5.802361,6.093399,6.80151,7.016181,7.013984,7.250641000000001,7.527731,7.759977,8.207042,8.57287,8.601142,8.648128
47-2802158,,,,,,,0,0.316087,0.659388,0.9851260000000001,1.412406,2.195286,2.591179,2.720041,3.073828,3.524939,3.9179690000000003,4.568911,4.9091510000000005,5.051403,5.27209,5.564128,6.271239,6.48591,6.484713,6.721369999999999,6.998460000000001,7.230705,7.677771000000001,8.043599,8.071871,8.118857
48-2802168,,,,,,,,0,0.343301,0.66904,1.0963200000000002,1.8782,2.275093,2.403954,2.7577409999999998,3.207853,3.600882,4.252825,4.593064,4.735316,4.956003,5.2470419999999995,5.955153,6.169823,6.168626000000001,6.404283,6.682374,6.914619,7.360684,7.726512,7.755785,7.801769999999999
49-2802175,,,,,,,,,0,0.326739,1.1033,1.8851799999999999,2.282073,2.410934,2.7647209999999998,3.214833,3.6078620000000003,4.259805,4.6000440000000005,4.742296,4.962983,5.254022,5.962133000000001,6.176803,6.175607,6.411263,6.6883539999999995,6.920599,7.3676639999999995,7.733492,7.762764999999999,7.80875
50-2802828,,,,,,,,,,0,1.13028,1.9131599999999997,2.310053,2.4379150000000003,2.7917009999999998,3.241813,3.634843,4.286785,4.627024,4.7692760000000005,4.9899629999999995,5.281002,5.989113,6.203784,6.202587,6.438243,6.7153339999999995,6.948579,7.394645,7.760472,7.788745,7.83673
