순번_정류장ID,86-2806423,87-2806421,88-2805953,89-2806527,90-2806526,91-2806525,92-2807112,93-2806514,94-2804814,95-2807105,96-2802120,97-2802068,98-2802032,99-2802007,100-2801994,101-2801971,102-2801844,103-2801942,104-2801921,105-2801927,106-2801924,107-2801916,108-2801925,109-2801908,110-2801715,111-2801690,112-2803662,113-2800165,114-2801632,115-2801643,116-2801646,117-2801655,118-2801660,119-2801669,120-2801666,121-2801633,122-2801192,123-2801604,124-2801564,125-2801520,126-2801485,127-2801450,128-2804871,129-2801387,130-2801347,131-2801317,132-2801280,133-2801115,134-2801098,135-2801070,136-2801041,137-2800837,138-2801007,139-2800983,140-2800836,141-2800835,142-2800965,143-2800843,144-2800941,145-2800927,146-2800925,147-2800923,148-2800826,149-2800919,150-2800914,151-2800911,152-2800904,153-2800889,154-2805296,155-2805295,156-2800899,157-2800896,158-2800894,159-2800892,160-2800403,161-2800419,162-2806185,163-2800430,164-2800432,165-2800435,166-2800440,167-2800446,168-2800469,169-2803595,170-2800352,171-2800342,172-2800354,173-2804951,174-2805322,175-2800356,176-2800358,177-2800360
86-2806423,0,0.340908,0.6163569999999999,0.942056,1.244425,1.628991,2.1341069999999998,2.420431,3.595362,4.025284,4.592432,4.99564,5.0989379999999995,5.019497,5.433092,5.792685,6.026102,6.123593,6.5711509999999995,6.4600480000000005,6.324431,5.594158999999999,5.130571,5.8725830000000006,6.7687029999999995,7.2484720000000005,7.824126,8.361035000000001,8.086407000000001,8.682364,8.776727000000001,9.040383,9.380941,9.683423,9.849311,10.269741999999999,10.518151,11.132092,11.297243,11.389444000000001,11.70336,12.021168,12.360122,12.653427,13.022092,13.361701,13.864394,14.427517000000002,14.725788,14.976922,15.32722,15.724007,15.947151000000002,16.210561,16.421927,16.241497,16.175735999999997,15.997489000000002,16.179596,16.563284,16.815201000000002,17.410455,17.672489000000002,18.134792,18.553953,18.717021,19.250783,19.632157,20.217221,21.011945,21.356592000000003,21.762058,22.166248,22.783233,24.074766,24.388685,24.907055,25.471423,25.942364,25.833382999999998,25.552092000000002,24.815533,24.058736,24.031064999999998,24.171592,24.618209,24.905479999999997,25.332402,25.908625,26.710956,27.162875,27.424046
87-2806421,,0,0.275449,0.6011489999999999,0.903517,1.287083,1.7912,2.077523,3.254454,3.682376,4.251525,4.654732,4.882155,5.258405000000001,5.67,6.031593,6.2630099999999995,6.362501,6.810059,6.802956,6.667339,5.937067,5.473479,6.215491,7.111611,7.59138,8.167034,8.703942999999999,8.429314999999999,9.025272,9.119635,9.383291,9.723849000000001,10.026330999999999,10.086219,10.50865,10.757059,11.372,11.536151,11.628352,11.943268,12.261076,12.600031,12.893335,13.262,13.600609,14.101301999999999,14.664425,14.963695999999999,15.216830999999999,15.563129,15.962914999999999,16.187059,16.450469000000002,16.661835,16.583406,16.519644,16.342398,16.522504,16.908193,17.158109,17.755363,18.016397,18.4777,18.897861,19.061929,19.595691,19.976066,20.562129000000002,21.353853,21.701501,22.105966,22.509157000000002,23.124142000000003,24.416674,24.732594,25.250963,25.814331,26.284271999999998,26.069291,25.787,25.057441,24.298645,24.267973,24.4125,24.857117000000002,25.145389,25.56931,26.148533,26.947864000000003,27.400783,27.660953999999997
88-2805953,,,0,0.3257,0.6280680000000001,1.011634,1.517751,1.8040740000000002,2.979005,3.408927,3.9760760000000004,4.379283,4.606706,4.982956,5.3965510000000005,5.756144,5.989561,6.087052,6.53461,6.527507,6.39189,5.661618,5.19803,5.940042,6.836162,7.315931,7.891585000000001,8.428494,8.153866,8.749823,8.844186,9.107842,9.4484,9.750882,9.81377,10.232201,10.48061,11.095550999999999,11.260702,11.353903,11.666819,11.985627000000001,12.323582,12.617886,12.985551,13.324160000000001,13.827853,14.389976,14.689247,14.940382000000001,15.289679999999999,15.686466000000001,15.91061,16.17502,16.385385999999997,16.309957,16.242195000000002,16.064949,16.247055,16.631744,16.88166,17.476914,17.738948,18.202251,18.621412,18.78548,19.318242,19.697617,20.28568,21.079404,21.424052,21.829517000000003,22.231707999999998,22.850693,24.142225,24.457145,24.973514,25.538882,26.010823000000002,25.797842000000003,25.514551,24.781992000000002,24.023196,23.993524,24.138051,24.582667999999998,24.87194,25.293861,25.873084,26.673415000000002,27.126334000000003,27.387504999999997
89-2806527,,,,0,0.30336799999999997,0.686934,1.191051,1.477374,2.652305,3.0822279999999997,3.649376,4.0525839999999995,4.280006,4.656256,5.069852,5.429444999999999,5.6628620000000005,5.760353,6.207911,6.202808,6.067191,5.336919,4.873330999999999,5.615343,6.511463,6.991231,7.566885000000001,8.103794,7.829167,8.425124,8.519486,8.783142999999999,9.123700999999999,9.426183,9.486071,9.905501,10.153911,10.769852,10.934003,11.027204,11.34112,11.657928,11.996882000000001,12.291186999999999,12.659852,12.998461,13.502154,14.063277,14.363548000000002,14.614682,14.96398,15.360767000000001,15.583910999999999,15.847320999999999,16.058687,15.983257,15.916495999999999,15.739249,15.922356,16.307044,16.55696,17.151215,17.413249,17.876552,18.295711999999998,18.459781,18.992542999999998,19.376917000000002,19.959981,20.754704999999998,21.100351999999997,21.508817999999998,21.909008,22.524993,23.818525,24.130445,24.650814999999998,25.216182999999997,25.686124,25.467143,25.187852,24.454293,23.695496,23.665825,23.809352,24.255969,24.54224,24.967160999999997,25.546385,26.345715000000002,26.799635,27.060806
90-2806526,,,,,0,0.38356599999999996,0.887683,1.1740059999999999,2.348937,2.77886,3.3460080000000003,3.7492160000000005,3.976638,4.352888,4.766483999999999,5.1260769999999996,5.359494000000001,5.4569849999999995,5.904543,6.00444,5.868823,5.1385510000000005,4.674963,5.416975,6.313094,6.7928630000000005,7.368517,7.905425999999999,7.6307979999999995,8.226756,8.321117999999998,8.584775,8.925333,9.227815,9.182703,9.602133,9.851543,10.466484,10.630635,10.722836000000001,11.037752000000001,11.355559,11.693514,11.987817999999999,12.356484,12.695092,13.198785999999998,13.759908,14.060179999999999,14.311314000000001,14.660612,15.056398999999999,15.281543,15.543953,15.755319,15.725889000000002,15.691127999999999,15.513881,15.694988,16.079676,16.331592,16.925847,17.187881,17.650183,18.069344,18.232413,18.766175,19.147548999999998,19.733613000000002,20.528336,20.871984,21.278449,21.68064,22.297625,23.590157,23.905077,24.422446,24.987814999999998,25.456756,25.162775,24.883484,24.151923999999998,23.393128,23.361456,23.504984,23.952601,24.241872,24.666793,25.241017000000003,26.044347,26.498265999999997,26.758438
91-2806525,,,,,,0,0.504117,0.7904399999999999,1.965371,2.395294,2.962442,3.36565,3.5930720000000003,3.969322,4.382918,4.74251,4.975928,5.073419,5.520976999999999,5.620874,5.485257,4.754985,4.291396,5.033409,5.9295279999999995,6.4092970000000005,6.984951,7.52186,7.247232,7.843189999999999,7.937552,8.201208,8.541767,8.844248,8.799136,9.219567,9.467977000000001,10.082918,10.247067999999999,10.340269000000001,10.654186,10.971993,11.309948,11.603252000000001,11.972918,12.310526,12.814219999999999,13.376342000000001,13.676614,13.927748000000001,14.277045999999999,14.672832999999999,14.896976,15.161387,15.372751999999998,15.342323,15.307560999999998,15.130315,15.311422,15.696110000000001,15.947026000000001,16.542281,16.804315,17.266617,17.684778,17.848847,18.381609,18.763983,19.352047,20.145770000000002,20.489418,20.896883,21.297074,21.915059,23.204591,23.521511,24.03688,24.602248,25.074189999999998,24.782207999999997,24.503918,23.770357999999998,23.009562,22.97989,23.126418,23.571035000000002,23.858306,24.283227,24.86145,25.661781,26.1157,26.372871999999997
92-2807112,,,,,,,0,0.28632399999999997,1.473255,1.9031770000000001,2.470325,2.873533,3.100956,3.477206,3.890801,4.250394,4.483811,4.581302,5.02886,5.178757,5.04314,4.312868,3.8492800000000003,4.591292,5.487412,5.96718,6.542835,7.079744,6.805116,7.401072999999999,7.4954350000000005,7.759092,8.09965,8.35897,8.308019999999999,8.726450999999999,8.97586,9.589801,9.755952,9.847153,10.161069,10.479877,10.817831,11.111136,11.480801,11.81841,12.322103,12.885226,13.184497,13.435630999999999,13.784929,14.180716,14.404860000000001,14.669270000000001,14.880635999999999,14.851206,14.815445,14.638198000000001,14.819304999999998,15.203992999999999,15.45491,16.050164000000002,16.313198,16.774501,17.192662,17.35673,17.889492,18.270866,18.85793,19.652654000000002,19.995301,20.403767000000002,20.803957,21.421942,22.715475,23.028394,23.545764000000002,24.111132,24.583073000000002,24.289092,24.011801000000002,23.275242000000002,22.518445,22.487773999999998,22.634301,23.075917999999998,23.365189,23.790111,24.369334,25.167665,25.622584,25.881755
93-2806514,,,,,,,,0,1.186931,1.616853,2.184002,2.587209,2.814632,3.1908819999999998,3.604478,3.9640699999999995,4.197488,4.2949779999999995,4.7425370000000004,4.892434,4.756817,4.026545,3.562956,4.304968,5.2010879999999995,5.680857,6.256511,6.793419999999999,6.5187919999999995,7.114749000000001,7.209111999999999,7.472767999999999,7.813327,8.072647,8.021696,8.440127,8.689536,9.304478,9.469628,9.561829,9.875746000000001,10.192553,10.531508,10.824812,11.193478,11.532086,12.035779,12.597902000000001,12.897173,13.149308,13.498606,13.894392999999999,14.118535999999999,14.381946,14.594312,14.563882999999999,14.528120999999999,14.350875,14.532982,14.916670000000002,15.167585999999998,15.762841,16.024875,16.487177,16.905338,17.071406,17.603168,17.984543,18.570607,19.36433,19.708978,20.116443,20.517634,21.135619000000002,22.428151,22.743071,23.25844,23.823808,24.29775,24.004768,23.725476999999998,22.989918,22.233122,22.20245,22.346978,22.791595,23.079866,23.503787,24.08101,24.882341,25.33726,25.596432
94-2804814,,,,,,,,,0,0.43092299999999994,0.9980709999999999,1.4012790000000002,1.628701,2.0049509999999997,2.4185470000000002,2.77814,3.011557,3.109048,3.556606,3.8995910000000005,4.035208,4.193614,3.730026,4.4720379999999995,5.368157,5.847926,6.42358,6.960489,6.685861,7.2818190000000005,7.376181,7.528756,7.188198,6.886716000000001,6.834764999999999,7.254196,7.5036059999999996,8.117547,8.282697,8.374899000000001,8.689815,9.007622,9.346577,9.638881,10.007547,10.347155,10.849849,11.411971000000001,11.711243,11.962377,12.311675,12.708461999999999,12.933605,13.196016,13.407382,13.377951999999999,13.343191000000001,13.165944,13.346051000000001,13.731739000000001,13.981654999999998,14.57691,14.840944,15.301245999999999,15.721407000000001,15.885476,16.418238,16.799612,17.385676,18.180398999999998,18.524047,18.931511999999998,19.331703,19.949688000000002,21.241220000000002,21.55614,22.074509,22.639878,23.109819,22.817838000000002,22.537547,21.803987,21.046191,21.015519,21.158047,21.605664,21.891935,22.317856,22.896079999999998,23.69441,24.148329,24.409501000000002
95-2807105,,,,,,,,,,0,0.569148,0.972356,1.1997790000000002,1.5760290000000001,1.989624,2.349217,2.582634,2.680125,3.127683,3.470668,3.6062849999999997,3.7646910000000005,3.301103,4.043115,4.939235,5.419004,5.994658,6.531567,6.256939,6.852896,6.947259,7.100834,6.759275,6.456794,6.405843,6.825274,7.074683,7.688624000000001,7.853775,7.946975999999999,8.260892,8.5777,8.917653999999999,9.210958999999999,9.578624000000001,9.917233,10.421926,10.984049,11.28232,11.534454,11.883753,12.280539,12.504683,12.767093,12.979459,12.948030000000001,12.914268,12.738021,12.918128,13.303816000000001,13.553733,14.149987,14.412021,14.873323999999998,15.291485,15.455553,15.987314999999999,16.37169,16.957753,17.750477,18.096124,18.50159,18.90278,19.520766000000002,20.811298,21.126217,21.643587,22.209954999999997,22.680896,22.387915,22.108624,21.375065,20.615269,20.586597,20.730124,21.175741,21.462013,21.885934,22.466157,23.265488,23.719407,23.978578
96-2802120,,,,,,,,,,,0,0.403208,0.630631,1.006881,1.420476,1.780069,2.013486,2.110977,2.558535,2.90152,3.037137,3.218543,2.754955,3.4969669999999997,4.393087,4.872855,5.44851,5.985419,5.710791,6.306748000000001,6.40111,6.530685,6.1901269999999995,5.887645,5.836695,6.256126,6.504535,7.119476,7.284627,7.376828,7.6907440000000005,8.008552,8.347506,8.640811,9.009476,9.348085000000001,9.851778,10.413901,10.713172,10.964306,11.313604,11.710391,11.934535,12.197944999999999,12.409311,12.379881,12.34512,12.167873,12.348980000000001,12.732667999999999,12.984585000000001,13.579839000000002,13.841873000000001,14.303176,14.722337,14.885404999999999,15.419167000000002,15.800541,16.386605,17.181329,17.524976000000002,17.934442,18.334632,18.951617000000002,20.24215,20.559069,21.074439,21.638807,22.111748000000002,21.819767000000002,21.539476,20.805917,20.04412,20.017449,20.159976,20.606593,20.893864,21.316785999999997,21.897009,22.69734,23.149259,23.410429999999998
