순번_정류장ID,40-2800245,41-2805446,42-2805816,43-2800252,44-2800248,45-2806204,46-2806205,47-2805312,48-2806202,49-2806235,50-2807438,51-2800116,52-2806201,53-2806196,54-2806194,55-2806192,56-2800109,57-2807435,58-2805417,59-2800069,60-2800071,61-2800073,62-2800075,63-2800077,64-2800104,65-2800102,66-2800064,67-2802120,68-2802006,69-2802047,70-2801834,71-2802092,72-2802724,73-2802751,74-2802735,75-2802770,76-2802810,77-2802859,78-2802909
40-2800245,0,1.9462669999999997,3.250695,3.926971,4.821676,6.928478999999999,8.656789999999999,10.820761,11.290265,11.766095,13.268147,14.879953,15.248270999999999,16.00092,16.528895000000002,16.808878,17.395083,30.558162,31.548738,32.47838,33.077169,33.587545,34.131245,34.983301000000004,38.535109000000006,38.740190000000005,39.093027,45.693369,47.075864,48.184706,48.759215999999995,49.414840000000005,50.323962,51.340041,53.402392000000006,53.737671999999996,53.929768,53.71226,54.110946999999996
41-2805446,,0,1.304429,1.980704,2.875409,4.9822120000000005,6.710522999999999,8.874494,9.343998,9.819828,11.32188,12.933686,13.302004,14.054653,14.582628,14.862612,15.448816,28.610896,29.601471000000004,30.532114,31.129902,31.641278000000003,32.183979,33.036034,36.588842,36.791923,37.146761,43.750102000000005,45.129597,46.237439,46.810949,47.466573,48.377695,49.390774,51.457125,51.789405,51.982501,51.765993,52.164681
42-2805816,,,0,0.676275,1.570981,3.6777839999999995,5.406094,7.570065,8.03957,8.515399,10.017452,11.629257,11.997575999999999,12.750224000000001,13.278198999999999,13.558182999999998,14.144387,27.307467,28.297043,29.227684999999997,29.826473999999997,30.33685,30.87955,31.731605,35.284413,35.488494,35.842332,42.444674,43.825168,44.934011,45.50752,46.164144,47.073266,48.088346,50.149696999999996,50.485976,50.679072,50.461565,50.860252
43-2800252,,,,0,0.894706,3.001509,4.729819,6.893789999999999,7.363295,7.839124000000001,9.341177,10.952982,11.321301,12.073949,12.601924,12.881908000000001,13.468112,26.631192,27.620767999999998,28.55241,29.149199,29.660574,30.204275,31.05633,34.607138,34.813219000000004,35.167057,41.769399,43.148893,44.257736,44.832245,45.487869,46.397991,47.413071,49.476421,49.810701,50.003797,49.784290000000006,50.182977
44-2800248,,,,,0,2.107803,3.836114,6.000083999999999,6.469589,6.945419,8.447471,10.059275999999999,10.427595,11.180242999999999,11.708219,11.988202000000001,12.574407,25.736486,26.727062,27.658703999999997,28.256493,28.767869,29.310569,30.162623999999997,33.714432,33.918514,34.273351,40.875693,42.256188,43.36403,43.93854,44.594164,45.503285,46.520365000000005,48.582716,48.918995,49.110092,48.891584,49.290271000000004
45-2806204,,,,,,0,1.733311,3.8972809999999996,4.366786,4.8426160000000005,6.344668,7.956473,8.324792,9.07744,9.605416,9.885399000000001,10.471604,23.633682999999998,24.624259,25.554901,26.15269,26.664066,27.206766,28.058821000000002,31.611628999999997,31.815711,32.168548,38.77189,40.152384999999995,41.261227000000005,41.832737,42.491361,43.400483,44.416562,46.479913,46.815191999999996,47.004289,46.786781,47.187468
46-2806205,,,,,,,0,2.167971,2.637476,3.113305,4.6153580000000005,6.227163,6.5954809999999995,7.34813,7.876105,8.156089,8.742293,21.905373,22.895948999999998,23.825591,24.423379999999998,24.935755,25.477456,26.329511,29.881319,30.0854,30.439238,37.04258,38.425074,39.531915999999995,40.105426,40.76005,41.672171999999996,42.687252,44.750602,45.085882,45.275978,45.059471,45.456158
47-2805312,,,,,,,,0,0.469505,0.945334,2.447387,4.0591919999999995,4.427511,5.180159,5.708133999999999,5.988118,6.574322,19.736402,20.726978,21.65762,22.255409,22.767784,23.309485000000002,24.16054,27.715348,27.918428999999996,28.273266999999997,34.874609,36.255103000000005,37.362946,37.937455,38.593078999999996,39.503201000000004,40.519281,42.580632,42.914911,43.109007,42.8915,43.289187
48-2806202,,,,,,,,,0,0.47783000000000003,1.979882,3.5916879999999995,3.960006,4.712655000000001,5.24063,5.520613,6.106818,19.269898,20.260473,21.191115,21.788904000000002,22.300279999999997,22.842979999999997,23.695035999999998,27.245844,27.450925,27.803762,34.407104,35.787599,36.896440999999996,37.471951000000004,38.125575,39.035697,40.049776,42.113127,42.450407,42.641503,42.423995,42.822682
49-2806235,,,,,,,,,,0,1.502053,3.113858,3.4821760000000004,4.234825,4.7628,5.042783999999999,5.628988,18.791068,19.782644,20.713286,21.310075,21.82145,22.365151,23.215206,26.768014,26.972095,27.326933,33.929275,35.309769,36.417611,36.991121,37.647745,38.558867,39.573947,41.634297,41.971577,42.164673,41.945166,42.342853000000005
