순번_정류장ID,1-2803265,2-2805984,3-2805985,4-2805986,5-2805987,6-2806678,7-2805988,8-2804860,9-2803247,10-2803235,11-2803238,12-2803228,13-2803224,14-2803220,15-2803218,16-2803225,17-2803130,18-2803126,19-2803123,20-2803131,21-2803137,22-2805441,23-2802629,24-2802719,25-2802709,26-2802703,27-2802693,28-2802688,29-2802684,30-2802681,31-2802676,32-2802670,33-2802023,34-2801985,35-2801799,36-2801777,37-2801772,38-2801766,39-2801756,40-2801749,41-2801743,42-2801185,43-2801687,44-2801184,45-2801659,46-2801612,47-2801582,48-2801516,49-2801189,50-2801440,51-2801421,52-2801160,53-2801330,54-2801281,55-2801271,56-2801262,57-2801252,58-2801250,59-2801248,60-2801245,61-2801244,62-2805070,63-2801261,64-2801267,65-2801266
1-2803265,0,0.311938,0.576819,1.0638450000000002,1.342582,1.7541419999999999,1.432693,1.043903,1.253515,1.845768,2.4114169999999997,2.767636,2.937245,3.212418,3.526765,4.007142,5.233921,5.489669999999999,5.696333,6.003461,6.235834,6.303711,6.704466,6.9553720000000006,7.2474940000000005,7.7443539999999995,8.141857,8.370633999999999,8.606876,8.811264999999999,9.099399,9.586961,10.078707000000001,10.535542,10.947728999999999,11.293311,11.215946,11.218175,11.593434,11.995223,12.321522,12.861694,13.238738,13.713641,14.090370000000002,14.562404999999998,14.817532,15.175292,15.379816,15.809916000000001,15.688707999999998,15.602613,16.122889999999998,16.738210000000002,17.124807999999998,17.311728,17.448074,17.478038,17.754219,17.983041,18.190207,17.956785,17.717398,17.519226999999997,17.181557
2-2805984,,0,0.264881,0.766907,1.0456450000000002,1.4572049999999999,1.74463,1.35584,1.565452,2.157706,2.723354,3.079573,3.249182,3.5243550000000003,3.8387019999999996,4.3190800000000005,5.545859,5.801607,6.008271,6.315399,6.547772,6.615649,7.0164029999999995,7.267309,7.559431,8.056291,8.453794,8.682571000000001,8.918813,9.123202000000001,9.411336,9.898897999999999,10.390645,10.847479,11.259666000000001,11.605249,11.525883,11.526112,11.903371,12.308161,12.632458999999999,13.174632,13.551676,14.024578,14.404307000000001,14.872342000000002,15.132469,15.487229000000001,15.688753,16.122853,15.999645999999998,15.91455,16.432827,17.049147,17.434746,17.623666,17.759010999999997,17.790975,18.065155999999998,18.292979000000003,18.501144,18.268723,18.029335,17.830164,17.492494
3-2805985,,,0,0.502026,0.780763,1.192323,1.551489,1.620722,1.8303330000000002,2.4215869999999997,2.9872349999999996,3.3434550000000005,3.513064,3.788236,4.102583999999999,4.582961,5.809740000000001,6.065487999999999,6.272151999999999,6.579280000000001,6.812653,6.87953,7.280285000000001,7.531191000000001,7.823313000000001,8.320172,8.717675999999999,8.946453,9.182694999999999,9.387084,9.675217,10.16278,10.654525999999999,11.111360000000001,11.523548,11.86913,11.790764,11.790992999999999,12.167252000000001,12.570041999999999,12.895341,13.435513,13.814557,14.290460000000001,14.666188,15.134223,15.39435,15.75211,15.952635,16.384733999999998,16.263527,16.179431,16.696709,17.313029,17.699627,17.888547,18.023893,18.054857000000002,18.329038,18.55786,18.765026000000002,18.532604,18.293217000000002,18.094045,17.757376
4-2805986,,,,0,0.278738,0.690298,1.049464,1.5656450000000002,1.7752569999999999,2.36651,2.932159,3.2893779999999997,3.4589870000000005,3.7331589999999997,4.048507,4.527883999999999,5.754663,6.0104120000000005,6.217075,6.524203,6.756576,6.8254529999999995,7.225208,7.477114,7.769236,8.265096,8.662599,8.892375999999999,9.127618,9.332007,9.620141,10.107703,10.599449,11.056284,11.468471000000001,11.815053,11.735688,11.738917,12.113176,12.516964999999999,12.842264,13.382435999999998,13.762479999999998,14.235382999999999,14.613110999999998,15.081147,15.340273999999999,15.697034,15.898558,16.330658,16.20945,16.124354999999998,16.642632,17.258951999999997,17.64555,17.83247,17.968816,17.99878,18.274960999999998,18.502782999999997,18.710949,18.477527,18.238139999999998,18.038969,17.702299
5-2805987,,,,,0,0.41156000000000004,0.770726,1.309907,1.518519,2.111773,2.677421,3.03364,3.202249,3.478422,3.7927690000000003,4.273147,5.499926,5.755674,5.961338,6.268466,6.502839,6.5697160000000006,6.97047,7.221375999999999,7.513497999999999,8.010358,8.406861,8.636638,8.87288,9.07727,9.365403,9.852965,10.344712,10.801546,11.212734,11.559316,11.48095,11.482178999999999,11.858438,12.260228,12.587525999999999,13.126698999999999,13.505742999999999,13.980645,14.357373999999998,14.826409,15.084535999999998,15.442295999999999,15.643820000000002,16.07592,15.955713000000001,15.868617,16.387895,17.003214,17.390813,17.579732999999997,17.713078,17.745042,18.019223,18.247045999999997,18.457210999999997,18.22179,17.982402,17.784231,17.448560999999998
6-2806678,,,,,,0,0.359166,0.8983469999999999,1.107959,1.7002130000000002,2.265861,2.62208,2.791689,3.066862,3.3812089999999997,3.861587,5.088366000000001,5.344114,5.550778,5.857906,6.090279,6.158156,6.558910000000001,6.8098160000000005,7.1019380000000005,7.5987979999999995,7.996301,8.225078,8.461319999999999,8.66571,8.953842999999999,9.441405,9.933152,10.389986,10.802174,11.147756,11.06939,11.070619,11.447878,11.849668,12.174966,12.715139,13.094183000000001,13.569085000000001,13.945814000000002,14.414848999999998,14.672976,15.030736,15.233260000000001,15.66436,15.543153,15.458057,15.975335000000001,16.592654,16.977253,17.167173000000002,17.302518,17.333482,17.609663,17.837486,18.043651,17.81223,17.570842000000003,17.371671,17.035001
7-2805988,,,,,,,0,0.5391819999999999,0.748793,1.3410469999999999,1.9056950000000001,2.261915,2.431524,2.706696,3.021044,3.501421,4.7282,4.983948000000001,5.190612000000001,5.49774,5.731113,5.79799,6.198745,6.449651,6.741772999999999,7.238632000000001,7.6361360000000005,7.8649130000000005,8.101155,8.305544,8.593677,9.08124,9.572986,10.029819999999999,10.442008,10.78759,10.708224000000001,10.709453,11.087712,11.489502,11.8148,12.355972999999999,12.735017,13.207920000000001,13.585648,14.053683,14.311810000000001,14.669570000000002,14.871094,15.303194,15.182986999999999,15.096891000000001,15.615169,16.232488,16.617086999999998,16.806007,16.941353,16.972317,17.247498,17.47532,17.683486,17.450064,17.210677,17.011505,16.675836
8-2804860,,,,,,,,0,0.208612,0.800866,1.366514,1.722733,1.8923419999999997,2.1675150000000003,2.481862,2.96224,4.189019,4.444767,4.651431,4.958558,5.190931,5.258808,5.6595629999999995,5.910469,6.202591,6.699451,7.096953999999999,7.325730999999999,7.561972999999999,7.766361999999999,8.054496,8.542058,9.033804,9.490639,9.902826,10.248408999999999,10.170043,10.171272,10.548531,10.950321,11.275619,11.815792,12.194836,12.669738,13.046467,13.515502,13.772629,14.131389000000002,14.332913000000001,14.765013,14.643806,14.55771,15.076986999999999,15.693307,16.078906,16.267826,16.403171,16.434135,16.709316,16.937139000000002,17.145304,16.911883,16.672495,16.474324,16.137654
9-2803247,,,,,,,,,0,0.592254,1.157902,1.514122,1.68373,1.9589029999999998,2.2732509999999997,2.753628,3.980407,4.236155,4.442819,4.749947,4.98232,5.050197,5.450952,5.701857,5.9939800000000005,6.490839,6.888342,7.11712,7.3533610000000005,7.557751,7.845884,8.333447,8.825192999999999,9.282027000000001,9.694215,10.039797,9.962431,9.96366,10.337919,10.740708999999999,11.067007,11.60818,11.985224,12.461126,12.837855000000001,13.307889999999999,13.565017000000001,13.922776999999998,14.124301,14.556401000000001,14.435194000000001,14.350098000000001,14.868376000000001,15.484695,15.870294,16.059214,16.19456,16.225524,16.500704000000002,16.728527,16.936692999999998,16.702271,16.463884,16.264712,15.928042999999999
10-2803235,,,,,,,,,,0,0.566649,0.922868,1.0924770000000001,1.36765,1.6819970000000002,2.1623740000000002,3.389153,3.6449019999999996,3.8515650000000003,4.158693,4.391066,4.458943,4.859698000000001,5.110604,5.402726,5.899586,6.297089,6.525866000000001,6.7621080000000005,6.966497,7.254631,7.742192999999999,8.233939,8.690774000000001,9.102961,9.448542999999999,9.372178,9.373407,9.749666,10.151455,10.477754,11.017926,11.39697,11.871872999999999,12.248602,12.717637,12.975764,13.333523999999999,13.535048000000002,13.967148000000002,13.843941000000001,13.757845000000001,14.277122,14.893442000000002,15.278041,15.468960999999998,15.603306,15.63427,15.910451,16.136274,16.345439000000002,16.112017,15.87163,15.673459,15.335789000000002
